,who,is,eligible,to,toss,their,name,in,the,hat,to,be,first,minister,?
a,0.36608949303627014,0.658733606338501,0.23149080574512482,0.45503583550453186,0.23474635183811188,0.29698723554611206,0.26421117782592773,0.539380669593811,0.5829201340675354,0.2762901484966278,0.45503583550453186,0.39883795380592346,0.4287874400615692,0.1532600224018097,0.23916715383529663
first,0.39065709710121155,0.30889374017715454,0.235149085521698,0.3792489171028137,0.20352774858474731,0.26809096336364746,0.3163818418979645,0.4127444326877594,0.49448907375335693,0.22345449030399323,0.3792489171028137,0.29818081855773926,1.0,0.20848903059959412,0.18701928853988647
minister,0.18775032460689545,0.15245889127254486,0.14577464759349823,0.17637476325035095,0.24032892286777496,0.14810903370380402,0.16275472939014435,0.19794908165931702,0.19297581911087036,0.033087242394685745,0.17637476325035095,0.14974933862686157,0.20848903059959412,0.9999998807907104,0.10825661569833755
from,0.27839982509613037,0.27355384826660156,0.1612692028284073,0.4069952368736267,0.0913902223110199,0.3038119673728943,0.2635002136230469,0.4274188280105591,0.40150508284568787,0.031991444528102875,0.4069952368736267,0.3107333183288574,0.23348960280418396,0.1536531001329422,0.19969791173934937
a,0.36608949303627014,0.658733606338501,0.23149080574512482,0.45503583550453186,0.23474635183811188,0.29698723554611206,0.26421117782592773,0.539380669593811,0.5829201340675354,0.2762901484966278,0.45503583550453186,0.39883795380592346,0.4287874400615692,0.1532600224018097,0.23916715383529663
number,0.21304799616336823,0.22390379011631012,0.27826353907585144,0.2706126868724823,0.141964852809906,0.26465821266174316,0.2084028571844101,0.3024539053440094,0.35145696997642517,0.12187782675027847,0.2706126868724823,0.28840136528015137,0.28294017910957336,0.15899692475795746,0.19256845116615295
of,0.2827862501144409,0.4854315221309662,0.21464714407920837,0.41548454761505127,0.19336636364459991,0.4329940676689148,0.24075818061828613,0.5696388483047485,0.733189046382904,0.12785527110099792,0.41548454761505127,0.33904364705085754,0.3536086082458496,0.23343199491500854,0.1826142966747284
candidates,0.3317711651325226,0.17431387305259705,0.3747327923774719,0.26112937927246094,0.29442745447158813,0.19063086807727814,0.09835551679134369,0.18556222319602966,0.2590187191963196,0.09388851374387741,0.26112937927246094,0.25569313764572144,0.25356605648994446,0.1670641005039215,0.2568073272705078
at,0.22096660733222961,0.25906258821487427,0.2612099349498749,0.36524343490600586,0.14743460714817047,0.23641370236873627,0.11450952291488647,0.4374977946281433,0.457212895154953,0.15071645379066467,0.36524343490600586,0.30379733443260193,0.3138778805732727,0.12735222280025482,0.21978627145290375
the,0.3733934462070465,0.5823672413825989,0.2491821050643921,0.535392165184021,0.21167249977588654,0.516537070274353,0.3171212375164032,0.6662389636039734,1.0,0.21442769467830658,0.535392165184021,0.4248143136501312,0.49448907375335693,0.19297581911087036,0.22068053483963013
beginning,0.25200510025024414,0.2446223646402359,0.21774974465370178,0.32582011818885803,0.14015693962574005,0.24566201865673065,0.21464361250400543,0.3787442147731781,0.49622642993927,0.16759805381298065,0.32582011818885803,0.29606863856315613,0.4832592010498047,0.16097764670848846,0.19413669407367706
of,0.2827862501144409,0.4854315221309662,0.21464714407920837,0.41548454761505127,0.19336636364459991,0.4329940676689148,0.24075818061828613,0.5696388483047485,0.733189046382904,0.12785527110099792,0.41548454761505127,0.33904364705085754,0.3536086082458496,0.23343199491500854,0.1826142966747284
each,0.27337536215782166,0.2954041659832001,0.25038912892341614,0.3941934108734131,0.2979142665863037,0.4487806558609009,0.15708614885807037,0.30816060304641724,0.470844566822052,0.12935224175453186,0.3941934108734131,0.3907950520515442,0.35237833857536316,0.0329749695956707,0.21173812448978424
parliamentary,0.20465344190597534,0.1731702983379364,0.21358010172843933,0.18938039243221283,0.21396398544311523,0.20573505759239197,0.1395765244960785,0.2472391128540039,0.2708897888660431,0.1128356009721756,0.18938039243221283,0.16959038376808167,0.20946794748306274,0.46604806184768677,0.1612216979265213
term,0.19649659097194672,0.270183801651001,0.23919668793678284,0.3310292959213257,0.19278983771800995,0.18210019171237946,0.2695404291152954,0.27866655588150024,0.2740369141101837,0.13001364469528198,0.3310292959213257,0.2703228294849396,0.23031085729599,0.18997114896774292,0.1901002675294876
(,0.2443375140428543,0.35393038392066956,0.1855393350124359,0.30882009863853455,0.1493947058916092,0.15721023082733154,0.2706909477710724,0.3087427020072937,0.33289089798927307,0.14500769972801208,0.30882009863853455,0.2349044382572174,0.2450505793094635,0.2223266065120697,0.40561532974243164
after,0.32549580931663513,0.2835143506526947,0.22088061273097992,0.37890323996543884,0.16110192239284515,0.30973172187805176,0.2467648833990097,0.44050168991088867,0.4565047025680542,0.15880346298217773,0.37890323996543884,0.32360681891441345,0.42302387952804565,0.21305006742477417,0.16608688235282898
a,0.36608949303627014,0.658733606338501,0.23149080574512482,0.45503583550453186,0.23474635183811188,0.29698723554611206,0.26421117782592773,0.539380669593811,0.5829201340675354,0.2762901484966278,0.45503583550453186,0.39883795380592346,0.4287874400615692,0.1532600224018097,0.23916715383529663
general,0.2461782991886139,0.20144300162792206,0.1680738627910614,0.24755197763442993,0.1569288969039917,0.18977577984333038,0.12844601273536682,0.259066641330719,0.28634732961654663,0.08848775178194046,0.24755197763442993,0.1851358562707901,0.23021191358566284,0.32670125365257263,0.1972234547138214
election,0.24774396419525146,0.16769170761108398,0.2702701985836029,0.20867465436458588,0.3255656659603119,0.12959225475788116,0.11656023561954498,0.2450414001941681,0.22873377799987793,0.09716508537530899,0.20867465436458588,0.21590690314769745,0.2726391851902008,0.3763052821159363,0.23105260729789734
),0.2457384318113327,0.37732169032096863,0.19420763850212097,0.31236231327056885,0.14014963805675507,0.1549641638994217,0.2638341188430786,0.3326910734176636,0.3456730246543884,0.1540452241897583,0.31236231327056885,0.24578070640563965,0.27228695154190063,0.20952601730823517,0.42300865054130554
.,0.3541337847709656,0.4569662809371948,0.2608494460582733,0.4645031690597534,0.21158529818058014,0.34427863359451294,0.24737101793289185,0.5591574311256409,0.5934505462646484,0.21946771442890167,0.4645031690597534,0.4383580684661865,0.4345304071903229,0.16012521088123322,0.4130953550338745
