,how,many,offensive,players,from,the,panthers,were,selected,to,play,in,the,pro,bowl,?
(,0.1676948219537735,0.1455259770154953,0.19796472787857056,0.16783088445663452,0.25806233286857605,0.33289089798927307,0.24568988382816315,0.14743882417678833,0.16362665593624115,0.30882009863853455,0.14077092707157135,0.3087427020072937,0.33289089798927307,0.18513523042201996,0.15949074923992157,0.40561532974243164
500,-0.08018337935209274,-0.11001478880643845,-0.07567711919546127,-0.06329923123121262,-0.05439002066850662,-0.031206801533699036,-0.05386357009410858,-0.14740398526191711,-0.014795232564210892,0.0309907253831625,-0.00991139467805624,-0.01686781458556652,-0.031206801533699036,-0.0668577030301094,-0.07824362069368362,0.05473969131708145
points,0.22446410357952118,0.17477619647979736,0.20944003760814667,0.3272142708301544,0.16285273432731628,0.2560983896255493,0.2312498390674591,0.18511919677257538,0.17955686151981354,0.2551480233669281,0.16831393539905548,0.1616203784942627,0.2560983896255493,0.091352678835392,0.1368209570646286,0.11006313562393188
),0.17939934134483337,0.16602720320224762,0.2024998515844345,0.1562972515821457,0.2672361731529236,0.3456730246543884,0.24380707740783691,0.1566188633441925,0.13865689933300018,0.31236231327056885,0.149582639336586,0.3326910734176636,0.3456730246543884,0.1963120698928833,0.16361013054847717,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.2524537146091461,0.21334654092788696,0.39760664105415344,0.4933079481124878,0.2494642585515976,0.36755475401878357,0.21025213599205017,0.44245919585227966,0.2231253683567047,0.5201468467712402,0.4933079481124878,0.19061636924743652,0.1810409277677536,0.31091248989105225
was,0.16678167879581451,0.260356068611145,0.2074536383152008,0.15925255417823792,0.31171464920043945,0.48711544275283813,0.2605615258216858,0.590133786201477,0.18810634315013885,0.3636345863342285,0.23784595727920532,0.45514053106307983,0.48711544275283813,0.21248771250247955,0.21915455162525177,0.18412111699581146
loaded,0.15680603682994843,0.21195508539676666,0.1653372347354889,0.16841018199920654,0.19978556036949158,0.23766323924064636,0.1776704341173172,0.17006893455982208,0.24325937032699585,0.16284982860088348,0.11473839730024338,0.18317674100399017,0.23766323924064636,0.10672003775835037,0.08757966756820679,0.23396320641040802
with,0.3525622487068176,0.35744401812553406,0.17706257104873657,0.2143927961587906,0.26272761821746826,0.4223487675189972,0.23276561498641968,0.3179011940956116,0.18977001309394836,0.4239959120750427,0.2415807843208313,0.4080928862094879,0.4223487675189972,0.15010353922843933,0.18353787064552307,0.2433311939239502
talent,0.22808058559894562,0.2327459454536438,0.2181241363286972,0.1907319873571396,0.17962121963500977,0.21520425379276276,0.2015104442834854,0.18125927448272705,0.1825229823589325,0.22952765226364136,0.2642067074775696,0.2388242483139038,0.21520425379276276,0.13710497319698334,0.18188509345054626,0.16550226509571075
",",0.22659391164779663,0.40610817074775696,0.2524537146091461,0.21334654092788696,0.39760664105415344,0.4933079481124878,0.2494642585515976,0.36755475401878357,0.21025213599205017,0.44245919585227966,0.2231253683567047,0.5201468467712402,0.4933079481124878,0.19061636924743652,0.1810409277677536,0.31091248989105225
boasting,0.3074793219566345,0.3160076439380646,0.2523568570613861,0.11486952006816864,0.1623213142156601,0.3384164273738861,0.20575885474681854,0.17756031453609467,0.17973807454109192,0.2974890172481537,0.185832217335701,0.26482847332954407,0.3384164273738861,0.20777134597301483,0.21947211027145386,0.24996808171272278
six,0.20644865930080414,0.37673795223236084,0.05876045301556587,0.21676382422447205,0.2265285700559616,0.3614266812801361,0.2444179207086563,0.3701136112213135,0.17889150977134705,0.2762264311313629,0.23478373885154724,0.3013422191143036,0.3614266812801361,0.09749647974967957,0.22396348416805267,0.15298804640769958
pro,0.18713277578353882,0.13571034371852875,0.3254973292350769,0.17480525374412537,0.12073100358247757,0.2149612456560135,0.20294983685016632,0.15433499217033386,0.2783931791782379,0.15312783420085907,0.11577048152685165,0.152218297123909,0.2149612456560135,1.0000001192092896,0.3635437786579132,0.17645101249217987
bowl,0.1720007210969925,0.17932994663715363,0.28262776136398315,0.21327023208141327,0.09946706146001816,0.21576224267482758,0.34713199734687805,0.17085392773151398,0.28905338048934937,0.16993016004562378,0.19427603483200073,0.17236235737800598,0.21576224267482758,0.3635437786579132,1.0,0.21118052303791046
selections,0.29313933849334717,0.2996109426021576,0.1669776439666748,0.26346462965011597,0.17695081233978271,0.2473832219839096,0.2650362551212311,0.23514436185359955,0.7555387616157532,0.19696635007858276,0.21111281216144562,0.19756057858467102,0.2473832219839096,0.2790140211582184,0.3238794207572937,0.25070586800575256
.,0.3287222981452942,0.3974229395389557,0.19044362008571625,0.21414920687675476,0.41536515951156616,0.5934505462646484,0.23446570336818695,0.3378238379955292,0.25913435220718384,0.4645031690597534,0.25552695989608765,0.5591574311256409,0.5934505462646484,0.1908467710018158,0.21516893804073334,0.4130953550338745
