,the,receptors,on,a,killer,t,cell,must,bind,to,how,many,mhc,:,antigen,complexes,in,order,to,activate,the,cell,?
around,0.40085816383361816,0.16034702956676483,0.43118709325790405,0.3187784254550934,0.15598134696483612,0.19946205615997314,0.1416337639093399,0.20230457186698914,0.11263168603181839,0.3591267168521881,0.3297552764415741,0.4112928509712219,0.16395869851112366,-0.051857609301805496,0.14427439868450165,0.2554576098918915,0.41294145584106445,0.1451004147529602,0.3591267168521881,0.19491837918758392,0.40085816383361816,0.1416337639093399,0.14729668200016022
200–300,-0.03541559725999832,-0.054675858467817307,0.012725871056318283,-0.0581619068980217,-0.0657748281955719,-0.017384538426995277,0.00821692869067192,0.011267600581049919,0.014696716330945492,0.011289240792393684,0.016907881945371628,0.05562629550695419,-0.014025671407580376,-0.04848773404955864,0.011080248281359673,0.013261700049042702,0.03753019869327545,-0.011543801054358482,0.011289240792393684,0.02538161724805832,-0.03541559725999832,0.00821692869067192,0.020770974457263947
),0.3456730246543884,0.14057253301143646,0.29937487840652466,0.3640355169773102,0.19758231937885284,0.2804548442363739,0.2050846964120865,0.19068287312984467,0.16977906227111816,0.31236231327056885,0.17939934134483337,0.16602720320224762,0.17373810708522797,0.024512451142072678,0.15446096658706665,0.13111354410648346,0.3326910734176636,0.2052282840013504,0.31236231327056885,0.2232494056224823,0.3456730246543884,0.2050846964120865,0.42300865054130554
on,0.5107308030128479,0.19649313390254974,0.9999999403953552,0.3848365545272827,0.19775676727294922,0.24407607316970825,0.1793726086616516,0.17571617662906647,0.144143745303154,0.41031414270401,0.32655060291290283,0.32520127296447754,0.21456308662891388,-0.06502202153205872,0.18474063277244568,0.17525151371955872,0.46853652596473694,0.17813007533550262,0.41031414270401,0.2562035322189331,0.5107308030128479,0.1793726086616516,0.2714994251728058
the,1.0,0.2622849941253662,0.5107308030128479,0.5829201340675354,0.20573623478412628,0.2083338052034378,0.15822452306747437,0.2713140547275543,0.20701828598976135,0.535392165184021,0.33890387415885925,0.4335206151008606,0.32005053758621216,-0.03403344005346298,0.2583788335323334,0.2574344575405121,0.6662389636039734,0.3284194767475128,0.535392165184021,0.28691259026527405,1.0,0.15822452306747437,0.22068053483963013
helper,0.22471751272678375,0.24323177337646484,0.17732854187488556,0.29617732763290405,0.20686565339565277,0.21132126450538635,0.33088141679763794,0.26548540592193604,0.2899627387523651,0.3275086283683777,0.3091903030872345,0.1919516921043396,0.28902992606163025,-0.05832279101014137,0.29177308082580566,0.22131790220737457,0.21462301909923553,0.2604050636291504,0.3275086283683777,0.37022292613983154,0.22471751272678375,0.33088141679763794,0.2250194549560547
t,0.2083338052034378,0.23740226030349731,0.24407607316970825,0.2456076741218567,0.17635615170001984,0.9999999403953552,0.24071010947227478,0.2831951379776001,0.16101203858852386,0.30417174100875854,0.3184654712677002,0.24967147409915924,0.2424878627061844,-0.062014348804950714,0.21886467933654785,0.1373499482870102,0.1924382597208023,0.18252474069595337,0.30417174100875854,0.313746839761734,0.2083338052034378,0.24071010947227478,0.4954066574573517
cell,0.15822452306747437,0.4550962746143341,0.1793726086616516,0.21525812149047852,0.1817251294851303,0.24071010947227478,1.0000001192092896,0.2434544861316681,0.4163225293159485,0.19730474054813385,0.20469050109386444,0.19000083208084106,0.4599821865558624,-0.09334021061658859,0.46533098816871643,0.2841411232948303,0.16478286683559418,0.09979274123907089,0.19730474054813385,0.46258875727653503,0.15822452306747437,1.0000001192092896,0.2058541625738144
must,0.2713140547275543,0.19171492755413055,0.17571617662906647,0.3016769587993622,0.1432248204946518,0.2831951379776001,0.2434544861316681,1.0,0.27860891819000244,0.43356871604919434,0.3341856896877289,0.25259166955947876,0.278495728969574,-0.10110048204660416,0.25372079014778137,0.15923483669757843,0.18276341259479523,0.3490719795227051,0.43356871604919434,0.3421560525894165,0.2713140547275543,0.2434544861316681,0.23707495629787445
be,0.4248143136501312,0.2521703839302063,0.37900757789611816,0.39883795380592346,0.2319299429655075,0.3249613642692566,0.22487285733222961,0.4737209677696228,0.2782045900821686,0.4972836375236511,0.4158933162689209,0.3961109519004822,0.28703054785728455,-0.09417453408241272,0.2279595285654068,0.23862621188163757,0.3481820821762085,0.23933173716068268,0.4972836375236511,0.3196263909339905,0.4248143136501312,0.22487285733222961,0.3324260413646698
bound,0.27465125918388367,0.16828331351280212,0.2632488012313843,0.22161027789115906,0.15052828192710876,0.10913686454296112,0.1748988926410675,0.20668147504329681,0.3203716576099396,0.29917120933532715,0.15325412154197693,0.1822480708360672,0.2364444136619568,-0.0715576782822609,0.19659467041492462,0.16304637491703033,0.25271666049957275,0.14756536483764648,0.29917120933532715,0.22328519821166992,0.27465125918388367,0.1748988926410675,0.12182208895683289
by,0.4408751428127289,0.1920928806066513,0.33887791633605957,0.32094135880470276,0.2323227971792221,0.167274609208107,0.1892392784357071,0.2841154634952545,0.18999722599983215,0.33534231781959534,0.34370526671409607,0.3409687578678131,0.20666825771331787,-0.11676844954490662,0.19800756871700287,0.12512540817260742,0.370934396982193,0.17732734978199005,0.33534231781959534,0.20615896582603455,0.4408751428127289,0.1892392784357071,0.17966607213020325
an,0.4207492768764496,0.19382160902023315,0.3192969560623169,0.44552403688430786,0.17663151025772095,0.18232253193855286,0.1520475447177887,0.2022276371717453,0.1951819509267807,0.3138085603713989,0.2520636022090912,0.2465583086013794,0.23689129948616028,-0.08487251400947571,0.20567233860492706,0.16996273398399353,0.2605783939361572,0.14927062392234802,0.3138085603713989,0.22984249889850616,0.4207492768764496,0.1520475447177887,0.19793890416622162
mhc,0.32005053758621216,0.6138448119163513,0.21456308662891388,0.3490493595600128,0.26393815875053406,0.2424878627061844,0.4599821865558624,0.278495728969574,0.4679740071296692,0.285098671913147,0.32121390104293823,0.2624749541282654,1.0000001192092896,-0.051258012652397156,0.671752393245697,0.5064432621002197,0.25616973638534546,0.21730747818946838,0.285098671913147,0.4963860809803009,0.32005053758621216,0.4599821865558624,0.21010775864124298
:,-0.03403344005346298,-0.09267417341470718,-0.06502202153205872,-0.0007584693375974894,-0.11379216611385345,-0.062014348804950714,-0.09334021061658859,-0.10110048204660416,-0.02449147030711174,-0.09243495017290115,-0.11215605586767197,-0.10786184668540955,-0.051258012652397156,1.0000001192092896,-0.04084639996290207,-0.027633028104901314,0.020521078258752823,-0.057803407311439514,-0.09243495017290115,-0.1553260236978531,-0.03403344005346298,-0.09334021061658859,-0.07156077772378922
antigen,0.2583788335323334,0.5666560530662537,0.18474063277244568,0.28274863958358765,0.20552386343479156,0.21886467933654785,0.46533098816871643,0.25372079014778137,0.5078720450401306,0.2139984518289566,0.24842894077301025,0.18416176736354828,0.671752393245697,-0.04084639996290207,1.0,0.3817099928855896,0.19772455096244812,0.19928190112113953,0.2139984518289566,0.47034087777137756,0.2583788335323334,0.46533098816871643,0.19160577654838562
in,0.6662389636039734,0.196920245885849,0.46853652596473694,0.539380669593811,0.155324324965477,0.1924382597208023,0.16478286683559418,0.18276341259479523,0.1995374858379364,0.45010748505592346,0.2601168751716614,0.41474202275276184,0.25616973638534546,0.020521078258752823,0.19772455096244812,0.30043932795524597,1.0,0.24184700846672058,0.45010748505592346,0.21342423558235168,0.6662389636039734,0.16478286683559418,0.20430970191955566
order,0.3284194767475128,0.1789931207895279,0.17813007533550262,0.24138490855693817,0.14232046902179718,0.18252474069595337,0.09979274123907089,0.3490719795227051,0.19330771267414093,0.35544881224632263,0.22134430706501007,0.220539852976799,0.21730747818946838,-0.057803407311439514,0.19928190112113953,0.18504677712917328,0.24184700846672058,1.0000001192092896,0.35544881224632263,0.19952112436294556,0.3284194767475128,0.09979274123907089,0.13725648820400238
to,0.535392165184021,0.22309477627277374,0.41031414270401,0.45503583550453186,0.18099956214427948,0.30417174100875854,0.19730474054813385,0.43356871604919434,0.27997180819511414,1.0,0.44169697165489197,0.40243685245513916,0.285098671913147,-0.09243495017290115,0.2139984518289566,0.24250289797782898,0.45010748505592346,0.35544881224632263,1.0,0.328439325094223,0.535392165184021,0.19730474054813385,0.29463258385658264
activate,0.28691259026527405,0.4676312506198883,0.2562035322189331,0.20517130196094513,0.26123541593551636,0.313746839761734,0.46258875727653503,0.3421560525894165,0.4538690447807312,0.328439325094223,0.27361729741096497,0.19185544550418854,0.4963860809803009,-0.1553260236978531,0.47034087777137756,0.2382175773382187,0.21342423558235168,0.19952112436294556,0.328439325094223,1.0000001192092896,0.28691259026527405,0.46258875727653503,0.28971943259239197
the,1.0,0.2622849941253662,0.5107308030128479,0.5829201340675354,0.20573623478412628,0.2083338052034378,0.15822452306747437,0.2713140547275543,0.20701828598976135,0.535392165184021,0.33890387415885925,0.4335206151008606,0.32005053758621216,-0.03403344005346298,0.2583788335323334,0.2574344575405121,0.6662389636039734,0.3284194767475128,0.535392165184021,0.28691259026527405,1.0,0.15822452306747437,0.22068053483963013
helper,0.22471751272678375,0.24323177337646484,0.17732854187488556,0.29617732763290405,0.20686565339565277,0.21132126450538635,0.33088141679763794,0.26548540592193604,0.2899627387523651,0.3275086283683777,0.3091903030872345,0.1919516921043396,0.28902992606163025,-0.05832279101014137,0.29177308082580566,0.22131790220737457,0.21462301909923553,0.2604050636291504,0.3275086283683777,0.37022292613983154,0.22471751272678375,0.33088141679763794,0.2250194549560547
cell,0.15822452306747437,0.4550962746143341,0.1793726086616516,0.21525812149047852,0.1817251294851303,0.24071010947227478,1.0000001192092896,0.2434544861316681,0.4163225293159485,0.19730474054813385,0.20469050109386444,0.19000083208084106,0.4599821865558624,-0.09334021061658859,0.46533098816871643,0.2841411232948303,0.16478286683559418,0.09979274123907089,0.19730474054813385,0.46258875727653503,0.15822452306747437,1.0000001192092896,0.2058541625738144
",",0.4933079481124878,0.157633438706398,0.49057599902153015,0.427140474319458,0.26255282759666443,0.31002363562583923,0.17534321546554565,0.2231246829032898,0.20758631825447083,0.44245919585227966,0.22659391164779663,0.40610817074775696,0.21124885976314545,-0.004729332868009806,0.16538426280021667,0.23871298134326935,0.5201468467712402,0.22478096187114716,0.44245919585227966,0.20270974934101105,0.4933079481124878,0.17534321546554565,0.31091248989105225
while,0.39804592728614807,0.19331219792366028,0.44084006547927856,0.3733035624027252,0.11307832598686218,0.24838989973068237,0.21865355968475342,0.2922319769859314,0.15476226806640625,0.43899232149124146,0.2918691337108612,0.3748262822628021,0.2210540771484375,0.0005409888690337539,0.15911705791950226,0.1965678334236145,0.3399278521537781,0.21793612837791443,0.43899232149124146,0.284381240606308,0.39804592728614807,0.21865355968475342,0.21076419949531555
killer,0.20573623478412628,0.24210646748542786,0.19775676727294922,0.24674759805202484,1.0,0.17635615170001984,0.1817251294851303,0.1432248204946518,0.1507100909948349,0.18099956214427948,0.18782389163970947,0.11757753044366837,0.26393815875053406,-0.11379216611385345,0.20552386343479156,0.10196951776742935,0.155324324965477,0.14232046902179718,0.18099956214427948,0.26123541593551636,0.20573623478412628,0.1817251294851303,0.13010363280773163
t,0.2083338052034378,0.23740226030349731,0.24407607316970825,0.2456076741218567,0.17635615170001984,0.9999999403953552,0.24071010947227478,0.2831951379776001,0.16101203858852386,0.30417174100875854,0.3184654712677002,0.24967147409915924,0.2424878627061844,-0.062014348804950714,0.21886467933654785,0.1373499482870102,0.1924382597208023,0.18252474069595337,0.30417174100875854,0.313746839761734,0.2083338052034378,0.24071010947227478,0.4954066574573517
cells,0.19095487892627716,0.5704531669616699,0.14727668464183807,0.2297232300043106,0.2414173036813736,0.25527921319007874,0.7729857563972473,0.270861953496933,0.41542497277259827,0.26320719718933105,0.24193938076496124,0.2433140128850937,0.5492251515388489,-0.1667492538690567,0.5299037098884583,0.36673852801322937,0.1711641103029251,0.18086756765842438,0.26320719718933105,0.48294299840927124,0.19095487892627716,0.7729857563972473,0.1898086667060852
can,0.312528520822525,0.2992311716079712,0.2772369682788849,0.3915780484676361,0.1846507489681244,0.39557120203971863,0.263077050447464,0.6161077618598938,0.29651060700416565,0.4979398250579834,0.49246567487716675,0.4275496006011963,0.41836073994636536,-0.18125738203525543,0.3183765709400177,0.2746035158634186,0.26527702808380127,0.23769167065620422,0.4979398250579834,0.36073341965675354,0.312528520822525,0.263077050447464,0.3226337134838104
be,0.4248143136501312,0.2521703839302063,0.37900757789611816,0.39883795380592346,0.2319299429655075,0.3249613642692566,0.22487285733222961,0.4737209677696228,0.2782045900821686,0.4972836375236511,0.4158933162689209,0.3961109519004822,0.28703054785728455,-0.09417453408241272,0.2279595285654068,0.23862621188163757,0.3481820821762085,0.23933173716068268,0.4972836375236511,0.3196263909339905,0.4248143136501312,0.22487285733222961,0.3324260413646698
activated,0.2966001629829407,0.43884921073913574,0.24267138540744781,0.2128758579492569,0.2581169307231903,0.24296288192272186,0.4445767104625702,0.2945753335952759,0.43469810485839844,0.27244922518730164,0.2317795604467392,0.19613654911518097,0.487613320350647,-0.13656757771968842,0.46483302116394043,0.26378899812698364,0.24304188787937164,0.17811547219753265,0.27244922518730164,0.8965877294540405,0.2966001629829407,0.4445767104625702,0.23727594316005707
by,0.4408751428127289,0.1920928806066513,0.33887791633605957,0.32094135880470276,0.2323227971792221,0.167274609208107,0.1892392784357071,0.2841154634952545,0.18999722599983215,0.33534231781959534,0.34370526671409607,0.3409687578678131,0.20666825771331787,-0.11676844954490662,0.19800756871700287,0.12512540817260742,0.370934396982193,0.17732734978199005,0.33534231781959534,0.20615896582603455,0.4408751428127289,0.1892392784357071,0.17966607213020325
engagement,0.25495922565460205,0.10448399186134338,0.3125542998313904,0.18494857847690582,0.07681570202112198,0.10776354372501373,0.07364211231470108,0.12466391175985336,0.16653770208358765,0.13437418639659882,0.12348618358373642,0.15867432951927185,0.12774427235126495,-0.06038786470890045,0.17429876327514648,0.09322768449783325,0.24971887469291687,0.12525111436843872,0.13437418639659882,0.18575918674468994,0.25495922565460205,0.07364211231470108,0.14096064865589142
of,0.733189046382904,0.19634202122688293,0.3966929316520691,0.5052502155303955,0.18559542298316956,0.14617829024791718,0.18332023918628693,0.24322323501110077,0.23110318183898926,0.41548454761505127,0.2480744868516922,0.37253960967063904,0.2909306585788727,-0.08807745575904846,0.2816563546657562,0.25659966468811035,0.5696388483047485,0.31287699937820435,0.41548454761505127,0.1625777781009674,0.733189046382904,0.18332023918628693,0.1826142966747284
a,0.5829201340675354,0.22610558569431305,0.3848365545272827,1.0,0.24674759805202484,0.2456076741218567,0.21525812149047852,0.3016769587993622,0.22245846688747406,0.45503583550453186,0.29312583804130554,0.2872205972671509,0.3490493595600128,-0.0007584693375974894,0.28274863958358765,0.25086143612861633,0.539380669593811,0.24138490855693817,0.45503583550453186,0.20517130196094513,0.5829201340675354,0.21525812149047852,0.23916715383529663
single,0.29338565468788147,0.1777684986591339,0.28480544686317444,0.3884310722351074,0.1658497154712677,0.2509838938713074,0.24913688004016876,0.2495938092470169,0.21877561509609222,0.2593121826648712,0.19500847160816193,0.20817208290100098,0.277059942483902,0.006578016560524702,0.20574773848056793,0.14195095002651215,0.23017926514148712,0.171951562166214,0.2593121826648712,0.2319803386926651,0.29338565468788147,0.24913688004016876,0.2151121199131012
mhc,0.32005053758621216,0.6138448119163513,0.21456308662891388,0.3490493595600128,0.26393815875053406,0.2424878627061844,0.4599821865558624,0.278495728969574,0.4679740071296692,0.285098671913147,0.32121390104293823,0.2624749541282654,1.0000001192092896,-0.051258012652397156,0.671752393245697,0.5064432621002197,0.25616973638534546,0.21730747818946838,0.285098671913147,0.4963860809803009,0.32005053758621216,0.4599821865558624,0.21010775864124298
:,-0.03403344005346298,-0.09267417341470718,-0.06502202153205872,-0.0007584693375974894,-0.11379216611385345,-0.062014348804950714,-0.09334021061658859,-0.10110048204660416,-0.02449147030711174,-0.09243495017290115,-0.11215605586767197,-0.10786184668540955,-0.051258012652397156,1.0000001192092896,-0.04084639996290207,-0.027633028104901314,0.020521078258752823,-0.057803407311439514,-0.09243495017290115,-0.1553260236978531,-0.03403344005346298,-0.09334021061658859,-0.07156077772378922
antigen,0.2583788335323334,0.5666560530662537,0.18474063277244568,0.28274863958358765,0.20552386343479156,0.21886467933654785,0.46533098816871643,0.25372079014778137,0.5078720450401306,0.2139984518289566,0.24842894077301025,0.18416176736354828,0.671752393245697,-0.04084639996290207,1.0,0.3817099928855896,0.19772455096244812,0.19928190112113953,0.2139984518289566,0.47034087777137756,0.2583788335323334,0.46533098816871643,0.19160577654838562
molecule,0.24164284765720367,0.5018380880355835,0.15391403436660767,0.25077784061431885,0.1664150506258011,0.21239811182022095,0.4320834279060364,0.2524348199367523,0.5146743059158325,0.2560041546821594,0.3129431903362274,0.17226068675518036,0.5668562054634094,-0.02918342873454094,0.5088186264038086,0.3915867209434509,0.22239558398723602,0.1917201280593872,0.2560041546821594,0.3887001574039459,0.24164284765720367,0.4320834279060364,0.15761622786521912
.,0.5934505462646484,0.2069593220949173,0.49257001280784607,0.50484299659729,0.2518714964389801,0.3410096764564514,0.2801848351955414,0.27722811698913574,0.20130418241024017,0.4645031690597534,0.3287222981452942,0.3974229395389557,0.2869736850261688,-0.062034789472818375,0.22262081503868103,0.1976395845413208,0.5591574311256409,0.20712141692638397,0.4645031690597534,0.33172839879989624,0.5934505462646484,0.2801848351955414,0.4130953550338745
