,when,do,chloroplasts,arrange,in,vertical,columns,or,turn,sideways,?
surface,0.24400591850280762,0.17361098527908325,0.4169697165489197,0.09436113387346268,0.20246390998363495,0.38053035736083984,0.27455487847328186,0.30729761719703674,0.23895515501499176,0.44293212890625,0.14613434672355652
area,0.29334506392478943,0.19017988443374634,0.21614763140678406,0.12662643194198608,0.33632898330688477,0.2122134268283844,0.1864336133003235,0.24297796189785004,0.18084314465522766,0.20995959639549255,0.12640461325645447
to,0.5423505902290344,0.38876664638519287,0.23370109498500824,0.3254593014717102,0.45010748505592346,0.2298336923122406,0.20398537814617157,0.38921234011650085,0.3696671724319458,0.3049943149089813,0.29463258385658264
absorb,0.28053542971611023,0.2881942093372345,0.5150272846221924,0.12898743152618408,0.19836430251598358,0.1980220377445221,0.1665995568037033,0.3251255750656128,0.27434900403022766,0.3365885317325592,0.18596899509429932
light,0.24681223928928375,0.16024693846702576,0.35485613346099854,0.1104341670870781,0.1819845736026764,0.2360718995332718,0.14387258887290955,0.2804740369319916,0.3011963367462158,0.2986898422241211,0.17429810762405396
.,0.475719153881073,0.3613996207714081,0.23868323862552643,0.2261739820241928,0.5591574311256409,0.197603240609169,0.16568714380264282,0.36683785915374756,0.30823618173599243,0.2137795090675354,0.4130953550338745
,when,do,chloroplasts,arrange,in,vertical,columns,or,turn,sideways,?
under,0.3172987401485443,0.1541033536195755,0.12968458235263824,0.17710991203784943,0.2535393238067627,0.06526677310466766,0.17020422220230103,0.24295192956924438,0.1291852444410324,0.17424945533275604,0.18233340978622437
intense,0.2886062264442444,0.19481819868087769,0.2400607317686081,0.08493581414222717,0.2435518056154251,0.18496443331241608,0.14953236281871796,0.28295958042144775,0.1389336884021759,0.2541317641735077,0.15166594088077545
light,0.24681223928928375,0.16024693846702576,0.35485613346099854,0.1104341670870781,0.1819845736026764,0.2360718995332718,0.14387258887290955,0.2804740369319916,0.3011963367462158,0.2986898422241211,0.17429810762405396
",",0.36674630641937256,0.3283645510673523,0.20794041454792023,0.27941882610321045,0.5201468467712402,0.15262994170188904,0.17410047352313995,0.3769497275352478,0.23215743899345398,0.21925444900989532,0.31091248989105225
they,0.5090266466140747,0.4667694866657257,0.37369829416275024,0.2585639953613281,0.4330179989337921,0.18722186982631683,0.20934394001960754,0.4633304476737976,0.32125964760780334,0.33666691184043884,0.2753053903579712
will,0.42625120282173157,0.4303531050682068,0.24863336980342865,0.252126008272171,0.2580665349960327,0.24334996938705444,0.2071470469236374,0.41331517696380615,0.33810532093048096,0.32703593373298645,0.35046905279159546
seek,0.22031906247138977,0.2859557867050171,0.17732937633991241,0.1451411098241806,0.1813114583492279,0.11186251044273376,0.1538795381784439,0.3177572190761566,0.2363567054271698,0.25570258498191833,0.18530094623565674
shelter,0.20965155959129333,0.22251392900943756,0.23677405714988708,0.22587387263774872,0.23624829947948456,0.1609489619731903,0.19975265860557556,0.30313414335250854,0.14490997791290283,0.24755997955799103,0.13403624296188354
by,0.4376842677593231,0.1481526494026184,0.1951972097158432,0.24095258116722107,0.370934396982193,0.18093068897724152,0.21430757641792297,0.30274316668510437,0.2794087827205658,0.2072243094444275,0.17966607213020325
aligning,0.30531007051467896,0.13750040531158447,0.228706955909729,0.22578763961791992,0.3145861327648163,0.47791606187820435,0.2800857424736023,0.21128278970718384,0.1651247888803482,0.24930326640605927,0.1811426728963852
in,0.4431333839893341,0.23402775824069977,0.21141497790813446,0.1903982311487198,1.0,0.19875408709049225,0.18597736954689026,0.3586423695087433,0.1769595742225647,0.1524829864501953,0.20430970191955566
vertical,0.22328846156597137,0.1513194441795349,0.23427727818489075,0.18334543704986572,0.19875408709049225,1.0000001192092896,0.3764329254627228,0.29280129075050354,0.20249314606189728,0.3749355673789978,0.18911753594875336
columns,0.2264561802148819,0.12370121479034424,0.218239426612854,0.2957875728607178,0.18597736954689026,0.3764329254627228,1.0,0.2639112174510956,0.17519260942935944,0.3266526162624359,0.10656043142080307
along,0.3277623653411865,0.1786094307899475,0.16957996785640717,0.2118464559316635,0.3603311777114868,0.2908032238483429,0.1958215832710266,0.2587498426437378,0.14811350405216217,0.37653857469558716,0.17134909331798553
the,0.5091903209686279,0.30239659547805786,0.23062430322170258,0.25118985772132874,0.6662389636039734,0.2582685053348541,0.25546973943710327,0.4174870550632477,0.3359498679637909,0.2959219217300415,0.22068053483963013
plant,0.22998343408107758,0.19011136889457703,0.5019698739051819,0.18928663432598114,0.2597269117832184,0.1892344206571579,0.11524509638547897,0.31485456228256226,0.1590927094221115,0.15072178840637207,0.16613075137138367
cell,0.24251431226730347,0.19975709915161133,0.5408841967582703,0.16174496710300446,0.16478286683559418,0.18841354548931122,0.19544191658496857,0.2717095911502838,0.22468070685863495,0.21041521430015564,0.2058541625738144
's,-0.03368149697780609,-0.01994597539305687,-0.026035647839307785,-0.05759848281741142,-0.037580832839012146,-0.06069492921233177,-0.02771247737109661,0.06871571391820908,0.04090306907892227,0.0022345881443470716,-0.023395681753754616
cell,0.24251431226730347,0.19975709915161133,0.5408841967582703,0.16174496710300446,0.16478286683559418,0.18841354548931122,0.19544191658496857,0.2717095911502838,0.22468070685863495,0.21041521430015564,0.2058541625738144
wall,0.22983333468437195,0.146332785487175,0.2721993327140808,0.11753463000059128,0.22622939944267273,0.2560185492038727,0.3359004259109497,0.24328993260860443,0.18695610761642456,0.3413492441177368,0.06349854171276093
or,0.417120099067688,0.39439281821250916,0.3088610768318176,0.1939464807510376,0.3586423695087433,0.29280129075050354,0.2639112174510956,1.0000001192092896,0.3088536858558655,0.3053581416606903,0.32389625906944275
turning,0.3669416904449463,0.2292097806930542,0.18595845997333527,0.21342511475086212,0.22761377692222595,0.2802189886569977,0.17573626339435577,0.29933297634124756,0.5884014368057251,0.3365861475467682,0.1670563519001007
sideways,0.2892589271068573,0.19457751512527466,0.23768755793571472,0.13919541239738464,0.1524829864501953,0.3749355673789978,0.3266526162624359,0.3053581416606903,0.32854703068733215,1.0,0.1360330581665039
so,0.560259222984314,0.4966239333152771,0.3120802044868469,0.30396899580955505,0.31275880336761475,0.2411799281835556,0.24707256257534027,0.45342662930488586,0.4057670831680298,0.37083008885383606,0.43163934350013733
that,0.5860282182693481,0.44533252716064453,0.3177454173564911,0.267358660697937,0.435920387506485,0.26212000846862793,0.221207395195961,0.4729836881160736,0.4204482138156891,0.3250875771045685,0.32716336846351624
light,0.24681223928928375,0.16024693846702576,0.35485613346099854,0.1104341670870781,0.1819845736026764,0.2360718995332718,0.14387258887290955,0.2804740369319916,0.3011963367462158,0.2986898422241211,0.17429810762405396
strikes,0.2511935234069824,0.13335204124450684,0.0873236209154129,0.1763332486152649,0.2577652037143707,0.1859518587589264,0.18941624462604523,0.18615558743476868,0.15357057750225067,0.24889251589775085,0.14208127558231354
them,0.4773717522621155,0.4653012752532959,0.3422272205352783,0.3161359131336212,0.29119014739990234,0.2285020500421524,0.28126150369644165,0.4516362249851227,0.3759166896343231,0.37655794620513916,0.35435691475868225
edge-on,0.2788936495780945,0.19034838676452637,0.204397514462471,0.13874925673007965,0.27136847376823425,0.3609342873096466,0.1900562345981598,0.2605491578578949,0.2702057659626007,0.4650637209415436,0.18398801982402802
.,0.475719153881073,0.3613996207714081,0.23868323862552643,0.2261739820241928,0.5591574311256409,0.197603240609169,0.16568714380264282,0.36683785915374756,0.30823618173599243,0.2137795090675354,0.4130953550338745
