,in,which,months,does,fresno,experience,increased,wind,coming,from,the,southeastern,direction,?
",",0.5201468467712402,0.3658004403114319,0.28694233298301697,0.28617382049560547,0.2561432421207428,0.22459560632705688,0.20936180651187897,0.21286936104297638,0.32352879643440247,0.39760664105415344,0.4933079481124878,0.2967151701450348,0.23287029564380646,0.31091248989105225
as,0.3887844979763031,0.41006597876548767,0.22191749513149261,0.31202155351638794,0.13437435030937195,0.18822716176509857,0.21772481501102448,0.17696180939674377,0.24490933120250702,0.3251767158508301,0.48381632566452026,0.16430920362472534,0.24169524013996124,0.27043893933296204
winds,0.21784955263137817,0.2436957210302353,0.17147359251976013,0.18858392536640167,0.22322066128253937,0.16562148928642273,0.3249486982822418,0.6464846730232239,0.21817468106746674,0.21155263483524323,0.2427695244550705,0.351134330034256,0.31337493658065796,0.1398162990808487
are,0.3841303884983063,0.42922598123550415,0.20248989760875702,0.3126322329044342,0.14489346742630005,0.22956059873104095,0.20038717985153198,0.16722437739372253,0.2736581563949585,0.2674213647842407,0.40399202704429626,0.23364178836345673,0.16355663537979126,0.24591213464736938
driven,0.19754242897033691,0.31133556365966797,0.1579011082649231,0.17266003787517548,0.15402176976203918,0.2255765050649643,0.364044189453125,0.2572686970233917,0.32096657156944275,0.22343696653842926,0.2812441289424896,0.1383431851863861,0.3059985041618347,0.08021858334541321
downward,0.1381721943616867,0.3530949354171753,0.15682639181613922,0.2648000419139862,0.1740516871213913,0.14074191451072693,0.3049667775630951,0.3616470992565155,0.2491294890642166,0.21421167254447937,0.30498912930488586,0.19242547452449799,0.38253137469291687,0.19264617562294006
along,0.3603311777114868,0.33404073119163513,0.13872672617435455,0.18451251089572906,0.11627563834190369,0.16622847318649292,0.25343555212020874,0.23436099290847778,0.2475598156452179,0.279703289270401,0.39495137333869934,0.29185372591018677,0.2770944833755493,0.17134909331798553
the,0.6662389636039734,0.6521818041801453,0.2680157423019409,0.35928019881248474,0.22571885585784912,0.21682339906692505,0.3188653886318207,0.2338196188211441,0.4306776821613312,0.40150508284568787,1.0,0.37968114018440247,0.28851455450057983,0.22068053483963013
axis,0.19073912501335144,0.22446614503860474,0.16425134241580963,0.14214202761650085,0.1281474381685257,0.11383295059204102,0.23539027571678162,0.16944438219070435,0.13098758459091187,0.15112970769405365,0.23150810599327087,0.17220839858055115,0.3793337643146515,0.13060714304447174
of,0.5696388483047485,0.5011631846427917,0.22298860549926758,0.3119818866252899,0.1875009983778,0.228313148021698,0.3371390700340271,0.22346341609954834,0.31330832839012146,0.4249346852302551,0.733189046382904,0.34858089685440063,0.18922415375709534,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.2680157423019409,0.35928019881248474,0.22571885585784912,0.21682339906692505,0.3188653886318207,0.2338196188211441,0.4306776821613312,0.40150508284568787,1.0,0.37968114018440247,0.28851455450057983,0.22068053483963013
california,0.2772824168205261,0.17128102481365204,0.15585407614707947,0.10136774927377701,0.5836333632469177,0.15550529956817627,0.1127498671412468,0.1648443192243576,0.1526108682155609,0.23643477261066437,0.2750805914402008,0.27590706944465637,0.15256553888320923,0.1409905105829239
central,0.30844059586524963,0.2778315246105194,0.08840233832597733,0.17120608687400818,0.1712224781513214,0.13842447102069855,0.18737967312335968,0.07825656235218048,0.14728513360023499,0.2553580701351166,0.3417201042175293,0.5090069770812988,0.16532021760940552,0.14787602424621582
valley,0.2723499834537506,0.21860668063163757,0.16651204228401184,0.1017620712518692,0.2356150895357132,0.07706762105226517,0.11451752483844757,0.20692729949951172,0.1910327821969986,0.2079152762889862,0.2923165559768677,0.4091167151927948,0.1536877602338791,0.11486150324344635
;,0.092739537358284,-0.01244901679456234,-0.07871606200933456,0.0650511160492897,0.05566907674074173,0.07638563215732574,-0.05557110905647278,0.018222512677311897,0.031653210520744324,0.07524215430021286,0.09152708947658539,0.11936439573764801,-0.0012611752608790994,0.10349778085947037
in,1.0,0.4840516746044159,0.27186378836631775,0.214483380317688,0.26126348972320557,0.19806437194347382,0.244624063372612,0.2197054922580719,0.27726781368255615,0.4274188280105591,0.6662389636039734,0.3610875606536865,0.17485231161117554,0.20430970191955566
december,0.25854936242103577,0.15643881261348724,0.3557884693145752,0.15881332755088806,0.2394261211156845,0.18857012689113617,0.13530345261096954,0.09284068644046783,0.2220473289489746,0.18902720510959625,0.23266014456748962,0.10259220749139786,0.1533404141664505,0.2480352818965912
",",0.5201468467712402,0.3658004403114319,0.28694233298301697,0.28617382049560547,0.2561432421207428,0.22459560632705688,0.20936180651187897,0.21286936104297638,0.32352879643440247,0.39760664105415344,0.4933079481124878,0.2967151701450348,0.23287029564380646,0.31091248989105225
january,0.28467586636543274,0.1371559500694275,0.3626994490623474,0.1196434274315834,0.23321998119354248,0.22659972310066223,0.13778404891490936,0.10288683325052261,0.22868821024894714,0.20058557391166687,0.2467057853937149,0.12975038588047028,0.07667422294616699,0.28608936071395874
and,0.4954058527946472,0.506277859210968,0.2746278941631317,0.3461615741252899,0.21513071656227112,0.24539199471473694,0.2943111062049866,0.2530803084373474,0.3707200884819031,0.3601827025413513,0.5171257257461548,0.23000988364219666,0.2529398798942566,0.20544172823429108
february,0.2990526556968689,0.13884375989437103,0.3239128589630127,0.11952901631593704,0.2190943956375122,0.1929423213005066,0.09937525540590286,0.09036007523536682,0.2241373360157013,0.20511531829833984,0.26483774185180664,0.15055088698863983,0.10895983874797821,0.29594847559928894
there,0.5361666083335876,0.45256471633911133,0.3126859962940216,0.2930194139480591,0.21059735119342804,0.23284699022769928,0.24919840693473816,0.1677854359149933,0.41279366612434387,0.2965545952320099,0.47025805711746216,0.24330924451351166,0.15707913041114807,0.29405656456947327
is,0.5394441485404968,0.4457404911518097,0.20294976234436035,0.4403602182865143,0.2127077877521515,0.19130541384220123,0.1395888477563858,0.1986788511276245,0.2633480131626129,0.27355384826660156,0.5823672413825989,0.297136127948761,0.2159055918455124,0.22961433231830597
an,0.2605783939361572,0.3611921966075897,0.19245415925979614,0.29477936029434204,0.15491461753845215,0.2728060483932495,0.21425466239452362,0.14012758433818817,0.15756233036518097,0.20876385271549225,0.4207492768764496,0.14420121908187866,0.21845301985740662,0.19793890416622162
increased,0.244624063372612,0.3345912992954254,0.2651218771934509,0.20158657431602478,0.12086430191993713,0.3245657980442047,1.0000001192092896,0.18602557480335236,0.25396206974983215,0.2075282633304596,0.3188653886318207,0.18160827457904816,0.2003120332956314,0.09587585180997849
presence,0.24880747497081757,0.4159404933452606,0.13972648978233337,0.29169902205467224,0.16689695417881012,0.3413630723953247,0.3339993357658386,0.12292863428592682,0.30761250853538513,0.19627365469932556,0.34114351868629456,0.11838743090629578,0.18596094846725464,0.08592845499515533
of,0.5696388483047485,0.5011631846427917,0.22298860549926758,0.3119818866252899,0.1875009983778,0.228313148021698,0.3371390700340271,0.22346341609954834,0.31330832839012146,0.4249346852302551,0.733189046382904,0.34858089685440063,0.18922415375709534,0.1826142966747284
southeastern,0.3610875606536865,0.292920857667923,0.0793084129691124,0.09886547923088074,0.29794368147850037,0.06277032196521759,0.18160827457904816,0.1799820065498352,0.20910584926605225,0.2718217074871063,0.37968114018440247,1.0000001192092896,0.12644194066524506,0.1729537695646286
wind,0.2197054922580719,0.2282751500606537,0.14311976730823517,0.1671968549489975,0.16878511011600494,0.15190495550632477,0.18602557480335236,1.0,0.26096633076667786,0.1916961371898651,0.2338196188211441,0.1799820065498352,0.3449490964412689,0.17669273912906647
directions,0.2085569202899933,0.3201931416988373,0.19853119552135468,0.22615034878253937,0.19911091029644012,0.259204626083374,0.22291290760040283,0.30330318212509155,0.23757722973823547,0.23874321579933167,0.310249000787735,0.12259241938591003,0.8964114785194397,0.127141073346138
in,1.0,0.4840516746044159,0.27186378836631775,0.214483380317688,0.26126348972320557,0.19806437194347382,0.244624063372612,0.2197054922580719,0.27726781368255615,0.4274188280105591,0.6662389636039734,0.3610875606536865,0.17485231161117554,0.20430970191955566
the,0.6662389636039734,0.6521818041801453,0.2680157423019409,0.35928019881248474,0.22571885585784912,0.21682339906692505,0.3188653886318207,0.2338196188211441,0.4306776821613312,0.40150508284568787,1.0,0.37968114018440247,0.28851455450057983,0.22068053483963013
wind,0.2197054922580719,0.2282751500606537,0.14311976730823517,0.1671968549489975,0.16878511011600494,0.15190495550632477,0.18602557480335236,1.0,0.26096633076667786,0.1916961371898651,0.2338196188211441,0.1799820065498352,0.3449490964412689,0.17669273912906647
rose,0.24995949864387512,0.15265808999538422,0.15692120790481567,0.04064973071217537,0.22014708817005157,0.12521915137767792,0.27553340792655945,0.25159257650375366,0.17606927454471588,0.14656709134578705,0.28326278924942017,0.166070356965065,0.055417172610759735,0.11847885698080063
statistics,0.2433752715587616,0.271753191947937,0.10528023540973663,0.2386327087879181,0.18796224892139435,0.23122289776802063,0.1862432211637497,0.08904611319303513,0.1451934427022934,0.17637605965137482,0.23975630104541779,0.1719883680343628,0.12231343984603882,0.22886884212493896
.,0.5591574311256409,0.45942068099975586,0.32207444310188293,0.3022993505001068,0.2480216920375824,0.22749435901641846,0.21367591619491577,0.21325930953025818,0.32087481021881104,0.41536515951156616,0.5934505462646484,0.2556239068508148,0.23911777138710022,0.4130953550338745
