,what,is,the,oldest,known,rock,in,the,world,?
the,0.42745697498321533,0.5823672413825989,1.0,0.30836519598960876,0.3624623417854309,0.23786304891109467,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
slave,0.1910289078950882,0.1646316647529602,0.2051265835762024,0.09548342972993851,0.0807814672589302,0.15034738183021545,0.17601537704467773,0.2051265835762024,0.1465793251991272,0.14728201925754547
craton,0.25601980090141296,0.30240118503570557,0.28841668367385864,0.24898405373096466,0.19037826359272003,0.33389467000961304,0.25396326184272766,0.28841668367385864,0.28640878200531006,0.17043998837471008
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.33251360058784485,0.32641831040382385,0.19663549959659576,1.0,0.6662389636039734,0.3038199245929718,0.20430970191955566
northwestern,0.19303256273269653,0.2708350419998169,0.3394802510738373,0.24226884543895721,0.20573869347572327,0.22317513823509216,0.39491182565689087,0.3394802510738373,0.20915371179580688,0.17284952104091644
canada,0.19760756194591522,0.20416449010372162,0.2934837341308594,0.13996733725070953,0.1377723515033722,0.19632363319396973,0.3175714612007141,0.2934837341308594,0.2983974814414978,0.15722735226154327
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.23638197779655457,0.3604377806186676,0.2775712311267853,0.5201468467712402,0.4933079481124878,0.26091980934143066,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.30836519598960876,0.3624623417854309,0.23786304891109467,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
oldest,0.12504005432128906,0.3135911226272583,0.30836519598960876,0.9999999403953552,0.3322093188762665,0.16737040877342224,0.33251360058784485,0.30836519598960876,0.3583768308162689,0.14864160120487213
known,0.20381177961826324,0.41921812295913696,0.3624623417854309,0.3322093188762665,1.0,0.20788268744945526,0.32641831040382385,0.3624623417854309,0.24694333970546722,0.18314571678638458
rock,0.1923677921295166,0.1981455236673355,0.23786304891109467,0.16737040877342224,0.20788268744945526,1.0,0.19663549959659576,0.23786304891109467,0.18907909095287323,0.13172835111618042
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.33251360058784485,0.32641831040382385,0.19663549959659576,1.0,0.6662389636039734,0.3038199245929718,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.30836519598960876,0.3624623417854309,0.23786304891109467,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
world,0.21669597923755646,0.24458536505699158,0.33604270219802856,0.3583768308162689,0.24694333970546722,0.18907909095287323,0.3038199245929718,0.33604270219802856,1.0000001192092896,0.17579582333564758
have,0.39808809757232666,0.3613572418689728,0.40389683842658997,0.20033782720565796,0.1978331357240677,0.22425121068954468,0.36843645572662354,0.40389683842658997,0.2620723843574524,0.32991164922714233
been,0.2567804455757141,0.39566612243652344,0.3563927710056305,0.2191784828901291,0.2256493717432022,0.19881384074687958,0.3515113592147827,0.3563927710056305,0.23422138392925262,0.24354910850524902
metamorphosed,0.19973230361938477,0.14816062152385712,0.1888185739517212,0.14525064826011658,0.17259696125984192,0.3664444386959076,0.18222829699516296,0.1888185739517212,0.1008894070982933,0.14328372478485107
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.16884976625442505,0.14337651431560516,0.22657817602157593,0.45010748505592346,0.535392165184021,0.26213452219963074,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.30836519598960876,0.3624623417854309,0.23786304891109467,0.6662389636039734,1.0,0.33604270219802856,0.22068053483963013
point,0.3286605179309845,0.29601794481277466,0.3084787130355835,0.09207896143198013,0.11956243962049484,0.15965624153614044,0.24451331794261932,0.3084787130355835,0.14639945328235626,0.19189560413360596
where,0.4457937180995941,0.3586711287498474,0.5003893971443176,0.18776172399520874,0.22275541722774506,0.22068782150745392,0.5344807505607605,0.5003893971443176,0.29259413480758667,0.24793872237205505
their,0.35142919421195984,0.2101074606180191,0.516537070274353,0.13334722816944122,0.22521670162677765,0.19544897973537445,0.34976133704185486,0.516537070274353,0.22305947542190552,0.1898253709077835
origin,0.20149369537830353,0.22072334587574005,0.24161343276500702,0.2231031060218811,0.2888624966144562,0.2178947776556015,0.25708678364753723,0.24161343276500702,0.12216781079769135,0.12716172635555267
is,0.28837618231773376,1.0,0.5823672413825989,0.3135911226272583,0.41921812295913696,0.1981455236673355,0.5394441485404968,0.5823672413825989,0.24458536505699158,0.22961433231830597
undiscernable,0.3405403792858124,0.23645570874214172,0.37528789043426514,0.1556948572397232,0.2452922910451889,0.2582947015762329,0.3082925081253052,0.37528789043426514,0.29881638288497925,0.3081490993499756
without,0.3181614279747009,0.22869740426540375,0.3270869255065918,0.12435770034790039,0.12982162833213806,0.13007186353206635,0.2553589344024658,0.3270869255065918,0.15345893800258636,0.2928665280342102
laboratory,0.20190474390983582,0.21502412855625153,0.19762322306632996,0.17501021921634674,0.18792545795440674,0.09899430721998215,0.2533527612686157,0.19762322306632996,0.20755921304225922,0.07445509731769562
analysis,0.2842639982700348,0.23970499634742737,0.24241644144058228,0.09263374656438828,0.16978706419467926,0.07589665055274963,0.19403725862503052,0.24241644144058228,0.11682484298944473,0.15352053940296173
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2520267069339752,0.283290296792984,0.24835698306560516,0.5591574311256409,0.5934505462646484,0.3177160322666168,0.4130953550338745
