,when,was,the,last,time,california,hosted,a,super,bowl,?
francisco,0.1998862773180008,0.24025709927082062,0.25086042284965515,0.16255201399326324,0.1803545206785202,0.5200812816619873,0.1864740401506424,0.1947603076696396,0.1658499836921692,0.20152677595615387,0.1020219698548317
bay,0.17318107187747955,0.18626409769058228,0.2441686987876892,0.1800021380186081,0.09150619804859161,0.272103875875473,0.17865930497646332,0.17936193943023682,0.12241406738758087,0.1972428411245346,0.10773546993732452
area,0.29334506392478943,0.24981513619422913,0.37834644317626953,0.1486259549856186,0.23011040687561035,0.18134087324142456,0.13607744872570038,0.2782127559185028,0.09147491306066513,0.19680163264274597,0.12640461325645447
since,0.42774689197540283,0.4384658932685852,0.4054957628250122,0.3911735415458679,0.4138842225074768,0.2154780477285385,0.3413774073123932,0.3303585946559906,0.13119962811470032,0.14065173268318176,0.2876587212085724
super,0.20393483340740204,0.21420986950397491,0.21959073841571808,0.17231976985931396,0.18677926063537598,0.15213294327259064,0.1794566810131073,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.20523639023303986,0.21915455162525177,0.21576224267482758,0.20327796041965485,0.20419740676879883,0.22235432267189026,0.17901405692100525,0.19533146917819977,0.4848237931728363,1.0,0.21118052303791046
xix,0.14765101671218872,0.2945404052734375,0.2647514343261719,0.27588436007499695,0.20017123222351074,0.14810317754745483,0.1732555627822876,0.15890885889530182,0.36064285039901733,0.3306947350502014,0.1777612268924713
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.3431483507156372,0.2772824168205261,0.2707974314689636,0.539380669593811,0.18576006591320038,0.17236235737800598,0.20430970191955566
1985,-0.00747395446524024,0.010012023150920868,0.02310241386294365,-0.07435119897127151,-0.021715426817536354,0.04858731850981712,0.0833524614572525,-0.020555194467306137,-0.05335182696580887,-0.05126553773880005,-0.03005216084420681
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.29026782512664795,0.3029961884021759,0.2704589068889618,0.27969205379486084,0.427140474319458,0.22322475910186768,0.1810409277677536,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.25967320799827576,0.3025408685207367,0.2441616654396057,0.24906118214130402,0.3739250600337982,0.18368244171142578,0.1698254644870758,0.20544172823429108
the,0.5091903209686279,0.48711544275283813,1.0,0.3698786795139313,0.43061500787734985,0.2750805914402008,0.2576315402984619,0.5829201340675354,0.21959073841571808,0.21576224267482758,0.22068053483963013
first,0.4282494783401489,0.5022147297859192,0.49448907375335693,0.5431418418884277,0.4013477563858032,0.20105555653572083,0.24027997255325317,0.4287874400615692,0.2717077434062958,0.20817767083644867,0.18701928853988647
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.3431483507156372,0.2772824168205261,0.2707974314689636,0.539380669593811,0.18576006591320038,0.17236235737800598,0.20430970191955566
california,0.18115097284317017,0.262346476316452,0.2750805914402008,0.15623831748962402,0.19950252771377563,1.0,0.16978399455547333,0.2426064908504486,0.15213294327259064,0.22235432267189026,0.1409905105829239
since,0.42774689197540283,0.4384658932685852,0.4054957628250122,0.3911735415458679,0.4138842225074768,0.2154780477285385,0.3413774073123932,0.3303585946559906,0.13119962811470032,0.14065173268318176,0.2876587212085724
super,0.20393483340740204,0.21420986950397491,0.21959073841571808,0.17231976985931396,0.18677926063537598,0.15213294327259064,0.1794566810131073,0.26005712151527405,1.0000001192092896,0.4848237931728363,0.166326642036438
bowl,0.20523639023303986,0.21915455162525177,0.21576224267482758,0.20327796041965485,0.20419740676879883,0.22235432267189026,0.17901405692100525,0.19533146917819977,0.4848237931728363,1.0,0.21118052303791046
xxxvii,0.19004525244235992,0.26660677790641785,0.2767731845378876,0.25397825241088867,0.2094961702823639,0.22377914190292358,0.2868101894855499,0.15525098145008087,0.5304186344146729,0.588387668132782,0.15080690383911133
took,0.25529301166534424,0.48213186860084534,0.31657639145851135,0.318408340215683,0.296702116727829,0.16191183030605316,0.2613966763019562,0.18697012960910797,0.111402727663517,0.11772479861974716,0.14109265804290771
place,0.23831914365291595,0.26867109537124634,0.4179787337779999,0.2233041673898697,0.379790335893631,0.1805843710899353,0.22656458616256714,0.3079278767108917,0.06724333763122559,0.15577438473701477,0.2455766350030899
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.3431483507156372,0.2772824168205261,0.2707974314689636,0.539380669593811,0.18576006591320038,0.17236235737800598,0.20430970191955566
san,0.20252759754657745,0.2675222158432007,0.2858080565929413,0.15585462749004364,0.21043255925178528,0.5170050263404846,0.1884586364030838,0.19931553304195404,0.15279507637023926,0.18508543074131012,0.10952327400445938
diego,0.14918167889118195,0.23548322916030884,0.20885010063648224,0.16555064916610718,0.16233529150485992,0.5714370608329773,0.1566265970468521,0.202764630317688,0.16325625777244568,0.1746794432401657,0.11438121646642685
in,0.4431333839893341,0.45514053106307983,0.6662389636039734,0.30714505910873413,0.3431483507156372,0.2772824168205261,0.2707974314689636,0.539380669593811,0.18576006591320038,0.17236235737800598,0.20430970191955566
2003,-0.2741066515445709,-0.14445069432258606,-0.14761915802955627,-0.043487560003995895,-0.17573902010917664,-0.08992136269807816,-0.11901281028985977,-0.15682265162467957,-0.035010822117328644,-0.06428323686122894,-0.17560148239135742
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.3548945486545563,0.371569961309433,0.2870451807975769,0.22959090769290924,0.50484299659729,0.2757420241832733,0.21516893804073334,0.4130953550338745
