,some,have,generalized,the,meaning,of,the,word,imperialism,down,to,general-purpose,what,?
and,0.5337774157524109,0.4711785912513733,0.23863860964775085,0.5171257257461548,0.20612139999866486,0.5116966962814331,0.5171257257461548,0.20273149013519287,0.19073538482189178,0.2760816216468811,0.48971283435821533,0.3600381910800934,0.31309178471565247,0.20544172823429108
was,0.21528802812099457,0.2863433063030243,0.13110195100307465,0.48711544275283813,0.2090936303138733,0.4069072902202606,0.48711544275283813,0.20755049586296082,0.2349989414215088,0.19277216494083405,0.3636345863342285,0.30874666571617126,0.22111038863658905,0.18412111699581146
confusedly,0.34615981578826904,0.32226529717445374,0.29570844769477844,0.291564404964447,0.3403557240962982,0.2374749779701233,0.291564404964447,0.3452436327934265,0.20563043653964996,0.2320115715265274,0.32764047384262085,0.35782715678215027,0.3867722451686859,0.22168873250484467
seen,0.3548305928707123,0.379041463136673,0.2001686692237854,0.3442007005214691,0.2566111087799072,0.28639769554138184,0.3442007005214691,0.2482757717370987,0.17087742686271667,0.24497844278812408,0.2634880542755127,0.18051032721996307,0.3087027072906494,0.2567344307899475
to,0.4636894166469574,0.4544740617275238,0.1934642344713211,0.535392165184021,0.24619491398334503,0.41548454761505127,0.535392165184021,0.2865414023399353,0.21685542166233063,0.33130598068237305,1.0,0.41972455382347107,0.455847829580307,0.29463258385658264
represent,0.3107937276363373,0.36942538619041443,0.27213525772094727,0.3288072943687439,0.34418153762817383,0.40416419506073,0.3288072943687439,0.2465636283159256,0.18484175205230713,0.17534488439559937,0.2675820589065552,0.28996455669403076,0.2515442371368408,0.1972627341747284
the,0.4566698372364044,0.40389683842658997,0.22870774567127228,1.0,0.31918859481811523,0.733189046382904,1.0,0.2835540175437927,0.2716025412082672,0.3325848877429962,0.535392165184021,0.3953832685947418,0.42745697498321533,0.22068053483963013
policies,0.25556355714797974,0.299193799495697,0.21402959525585175,0.22566401958465576,0.18241968750953674,0.210641011595726,0.22566401958465576,0.2042902708053589,0.41587334871292114,0.153421550989151,0.31011244654655457,0.3975306451320648,0.37312451004981995,0.2969106435775757
of,0.4300730526447296,0.3802283704280853,0.26099807024002075,0.733189046382904,0.2447882443666458,1.0,0.733189046382904,0.23799116909503937,0.29240643978118896,0.23279321193695068,0.41548454761505127,0.3727344870567322,0.33290785551071167,0.1826142966747284
major,0.2623702883720398,0.2512233257293701,0.24236539006233215,0.31775903701782227,0.11618201434612274,0.2641255557537079,0.31775903701782227,0.10933665931224823,0.1366124153137207,0.16438595950603485,0.19240309298038483,0.30751273036003113,0.21026742458343506,0.19788557291030884
powers,0.2390276938676834,0.2531462609767914,0.18485890328884125,0.25233519077301025,0.18906453251838684,0.22709226608276367,0.25233519077301025,0.15695860981941223,0.24714867770671844,0.10934556275606155,0.26181724667549133,0.26878949999809265,0.24108682572841644,0.17269276082515717
",",0.42400437593460083,0.3541618287563324,0.20382273197174072,0.4933079481124878,0.2096743881702423,0.4946078956127167,0.4933079481124878,0.24605005979537964,0.2420617640018463,0.23362469673156738,0.44245919585227966,0.3530442416667938,0.3087472915649414,0.31091248989105225
or,0.5009974837303162,0.46389055252075195,0.31229305267333984,0.4174870550632477,0.4644525647163391,0.3792596757411957,0.4174870550632477,0.39034852385520935,0.16436384618282318,0.23573468625545502,0.38921234011650085,0.3882077932357788,0.33867141604423523,0.32389625906944275
simply,0.3256126940250397,0.34029677510261536,0.24636925756931305,0.3653980493545532,0.33684468269348145,0.2891358435153961,0.3653980493545532,0.3109048306941986,0.18846791982650757,0.21494519710540771,0.3868776261806488,0.3331645131111145,0.4566527307033539,0.2984147369861603
",",0.42400437593460083,0.3541618287563324,0.20382273197174072,0.4933079481124878,0.2096743881702423,0.4946078956127167,0.4933079481124878,0.24605005979537964,0.2420617640018463,0.23362469673156738,0.44245919585227966,0.3530442416667938,0.3087472915649414,0.31091248989105225
general-purpose,0.3970576822757721,0.38867348432540894,0.5342015624046326,0.3953832685947418,0.2703539729118347,0.3727344870567322,0.3953832685947418,0.250607967376709,0.2133430391550064,0.20442797243595123,0.41972455382347107,1.0,0.38739529252052307,0.30107390880584717
aggressiveness,0.3458838164806366,0.33611801266670227,0.31877121329307556,0.23067283630371094,0.21785399317741394,0.2310081124305725,0.23067283630371094,0.17741842567920685,0.29522931575775146,0.1822192370891571,0.31567832827568054,0.33908024430274963,0.33184120059013367,0.2152857482433319
.,0.40663889050483704,0.41614407300949097,0.2399718463420868,0.5934505462646484,0.15429382026195526,0.5352458953857422,0.5934505462646484,0.13155406713485718,0.22279119491577148,0.2362249493598938,0.4645031690597534,0.3699861764907837,0.3567904531955719,0.4130953550338745
