,what,area,is,newcastle,'s,milder,winters,and,cooler,summers,most,similar,to,?
as,0.31749409437179565,0.2407972663640976,0.43216490745544434,0.21526619791984558,-0.05775856226682663,0.2650468349456787,0.2043757140636444,0.49487000703811646,0.19767174124717712,0.21847906708717346,0.3548237979412079,0.30915290117263794,0.42092081904411316,0.27043893933296204
inland,0.17397060990333557,0.4484561085700989,0.17835117876529694,0.3096157908439636,0.03880780190229416,0.26431670784950256,0.2816355228424072,0.3125506639480591,0.39803287386894226,0.26425933837890625,0.1917371302843094,0.13846972584724426,0.26499468088150024,0.1506642997264862
scandinavia,0.1874845176935196,0.22100003063678741,0.23892877995967865,0.22437268495559692,0.11682175099849701,0.3195911645889282,0.2938326895236969,0.2822973132133484,0.26358315348625183,0.20157982409000397,0.2805686891078949,0.2949685752391815,0.21763697266578674,0.13888707756996155
",",0.3087472915649414,0.2664283812046051,0.4691906273365021,0.251589834690094,-0.0016132977325469255,0.34927505254745483,0.3159800171852112,0.6633074283599854,0.2048913985490799,0.239103302359581,0.3636029064655304,0.29403579235076904,0.44245919585227966,0.31091248989105225
newcastle,0.16276082396507263,0.18503880500793457,0.1841045320034027,1.0000001192092896,-0.017262522131204605,0.1489550769329071,0.13791732490062714,0.20204751193523407,0.12174996733665466,0.15188543498516083,0.1667318046092987,0.08881872147321701,0.23559264838695526,0.0902252271771431
has,0.20338068902492523,0.3084876537322998,0.5668748617172241,0.18862372636795044,-0.040683966130018234,0.2243882715702057,0.2356514185667038,0.43716782331466675,0.13676021993160248,0.2686280608177185,0.3426419198513031,0.30226829648017883,0.3619994819164276,0.15994466841220856
milder,0.29651546478271484,0.22258974611759186,0.2982104420661926,0.1489550769329071,0.0668599084019661,1.0000001192092896,0.4577960968017578,0.32791954278945923,0.4291435480117798,0.3656328618526459,0.33976292610168457,0.35575181245803833,0.29446282982826233,0.175554558634758
winters,0.14106787741184235,0.2024887204170227,0.2521657645702362,0.13791732490062714,0.07662946730852127,0.4577960968017578,1.0,0.31153905391693115,0.442831814289093,0.7436850070953369,0.314953088760376,0.10463570803403854,0.20507168769836426,0.17052674293518066
and,0.31309178471565247,0.3044000566005707,0.3859752118587494,0.20204751193523407,0.06895173341035843,0.32791954278945923,0.31153905391693115,1.0,0.2508160173892975,0.26898083090782166,0.4309377074241638,0.3316260874271393,0.48971283435821533,0.20544172823429108
cooler,0.23187673091888428,0.23333489894866943,0.21424490213394165,0.12174996733665466,0.07454317808151245,0.4291435480117798,0.442831814289093,0.2508160173892975,1.0,0.41346246004104614,0.22987353801727295,0.1881622076034546,0.23955577611923218,0.16162197291851044
summers,0.16697873175144196,0.1846550554037094,0.26448455452919006,0.15188543498516083,0.015197677537798882,0.3656328618526459,0.7436850070953369,0.26898083090782166,0.41346246004104614,0.9999999403953552,0.27896907925605774,0.1413702666759491,0.2334907054901123,0.1530487835407257
",",0.3087472915649414,0.2664283812046051,0.4691906273365021,0.251589834690094,-0.0016132977325469255,0.34927505254745483,0.3159800171852112,0.6633074283599854,0.2048913985490799,0.239103302359581,0.3636029064655304,0.29403579235076904,0.44245919585227966,0.31091248989105225
similar,0.30608364939689636,0.1045510396361351,0.28929588198661804,0.08881872147321701,0.10983143001794815,0.35575181245803833,0.10463570803403854,0.3316260874271393,0.1881622076034546,0.1413702666759491,0.29747629165649414,0.9999999403953552,0.2888135313987732,0.23309361934661865
to,0.455847829580307,0.2797197997570038,0.42745086550712585,0.23559264838695526,0.03782717138528824,0.29446282982826233,0.20507168769836426,0.48971283435821533,0.23955577611923218,0.2334907054901123,0.321603000164032,0.2888135313987732,1.0,0.29463258385658264
the,0.42745697498321533,0.37834644317626953,0.5823672413825989,0.2253497689962387,-0.01540423184633255,0.2787216007709503,0.24098941683769226,0.5171257257461548,0.27278244495391846,0.23460958898067474,0.47635307908058167,0.2963123023509979,0.535392165184021,0.22068053483963013
remainder,0.16447044909000397,0.18001480400562286,0.22131145000457764,0.21247099339962006,-0.02759716473519802,0.21022574603557587,0.181804358959198,0.25563445687294006,0.16362415254116058,0.15335996448993683,0.249428853392601,0.14718098938465118,0.26773399114608765,0.13579487800598145
of,0.33290785551071167,0.3409860134124756,0.4854315221309662,0.18781472742557526,-0.03817026689648628,0.2753671109676361,0.19831275939941406,0.5116966962814331,0.16459952294826508,0.2109280824661255,0.4178851246833801,0.2911645472049713,0.41548454761505127,0.1826142966747284
the,0.42745697498321533,0.37834644317626953,0.5823672413825989,0.2253497689962387,-0.01540423184633255,0.2787216007709503,0.24098941683769226,0.5171257257461548,0.27278244495391846,0.23460958898067474,0.47635307908058167,0.2963123023509979,0.535392165184021,0.22068053483963013
british,0.19255435466766357,0.12087655067443848,0.19484983384609222,0.2082098126411438,0.06352180242538452,0.17518873512744904,0.1880771815776825,0.325880765914917,0.07485094666481018,0.17950914800167084,0.1875709593296051,0.13999514281749725,0.22690963745117188,0.09711728990077972
isles,0.1456027328968048,0.2872598469257355,0.2084246426820755,0.23811915516853333,0.04835536703467369,0.3026667833328247,0.3575019836425781,0.2917478382587433,0.25642159581184387,0.30286744236946106,0.2179490029811859,0.16774079203605652,0.15896134078502655,0.12991288304328918
.,0.3567904531955719,0.2760866582393646,0.4569662809371948,0.2714749276638031,-0.003708066651597619,0.30747467279434204,0.2544950544834137,0.588965117931366,0.21501129865646362,0.2427644282579422,0.35404038429260254,0.306670606136322,0.4645031690597534,0.4130953550338745
