,what,new,typeface,was,created,for,abc,for,use,in,advertising,?
also,0.42747777700424194,0.30404865741729736,0.18113429844379425,0.4032125174999237,0.2833176255226135,0.5373267531394958,0.2030053734779358,0.5373267531394958,0.3900981843471527,0.5073733329772949,0.25687354803085327,0.21848613023757935
created,0.20714101195335388,0.25701409578323364,0.26087841391563416,0.3592788577079773,1.0,0.25684574246406555,0.1528254598379135,0.25684574246406555,0.253555029630661,0.2843434810638428,0.25282058119773865,0.21177415549755096
for,0.3017193675041199,0.2700757384300232,0.21407289803028107,0.3863949179649353,0.25684574246406555,0.9999999403953552,0.22510288655757904,0.9999999403953552,0.47655582427978516,0.4322226941585541,0.25178438425064087,0.264628142118454
use,0.3453877568244934,0.20533977448940277,0.27128711342811584,0.17744606733322144,0.253555029630661,0.47655582427978516,0.1775941103696823,0.47655582427978516,1.0,0.2715643048286438,0.2747519016265869,0.32795652747154236
in,0.30808621644973755,0.3758552670478821,0.19505524635314941,0.45514053106307983,0.2843434810638428,0.4322226941585541,0.1697147786617279,0.4322226941585541,0.2715643048286438,1.0,0.1743171364068985,0.20430970191955566
advertising,0.2192491590976715,0.16880621016025543,0.265868216753006,0.23598504066467285,0.25282058119773865,0.25178438425064087,0.1800631880760193,0.25178438425064087,0.2747519016265869,0.1743171364068985,1.0000001192092896,0.23602379858493805
and,0.31309178471565247,0.31402453780174255,0.1824476271867752,0.3740963041782379,0.2873832881450653,0.5064792633056641,0.16453155875205994,0.5064792633056641,0.34145063161849976,0.4954058527946472,0.19678813219070435,0.20544172823429108
other,0.341873437166214,0.2957918047904968,0.2544313967227936,0.14651623368263245,0.2160288542509079,0.3273986279964447,0.10159935057163239,0.3273986279964447,0.389494389295578,0.39989137649536133,0.22596000134944916,0.24682199954986572
promotional,0.25090187788009644,0.18307392299175262,0.23888860642910004,0.2403564751148224,0.2212795615196228,0.3273320496082306,0.2290448695421219,0.3273320496082306,0.22599667310714722,0.2029508650302887,0.5253191590309143,0.30985286831855774
materials,0.21012352406978607,0.20463240146636963,0.2998814582824707,0.17750675976276398,0.16217748820781708,0.2799314558506012,0.09431163221597672,0.2799314558506012,0.29638928174972534,0.2393922507762909,0.23624049127101898,0.1301651895046234
.,0.3567904531955719,0.35031336545944214,0.217641219496727,0.40146201848983765,0.3230568766593933,0.4726039469242096,0.2567209303379059,0.4726039469242096,0.3711656630039215,0.5591574311256409,0.2438061386346817,0.4130953550338745
