,who,made,the,first,to,measure,value,of,the,newton,universal,gravitation,constant,?
first,0.39065709710121155,0.31759878993034363,0.49448907375335693,1.0,0.3792489171028137,0.1684708446264267,0.16560477018356323,0.3536086082458496,0.49448907375335693,0.2017267495393753,0.2103700041770935,0.1456855684518814,0.1297389268875122,0.18701928853988647
measurement,0.13655468821525574,0.20039166510105133,0.2747146487236023,0.18479087948799133,0.2653844356536865,0.795183539390564,0.4550303518772125,0.26198503375053406,0.2747146487236023,0.310769647359848,0.1851569563150406,0.4063076972961426,0.4086335599422455,0.18654219806194305
of,0.2827862501144409,0.33167365193367004,0.733189046382904,0.3536086082458496,0.41548454761505127,0.22469913959503174,0.14933855831623077,1.0,0.733189046382904,0.18479612469673157,0.20601727068424225,0.20778346061706543,0.25393494963645935,0.1826142966747284
using,0.24094825983047485,0.24982419610023499,0.28364112973213196,0.30465447902679443,0.3678804934024811,0.3568316698074341,0.2827243208885193,0.24298200011253357,0.28364112973213196,0.14429940283298492,0.12966783344745636,0.22830724716186523,0.2227572351694107,0.2804589569568634
a,0.36608949303627014,0.3180864453315735,0.5829201340675354,0.4287874400615692,0.45503583550453186,0.2953258156776428,0.2328912615776062,0.5052502155303955,0.5829201340675354,0.1884482353925705,0.20401886105537415,0.2073047012090683,0.26609575748443604,0.23916715383529663
torsion,0.0840679481625557,0.09933745115995407,0.24691571295261383,0.09983670711517334,0.2743998169898987,0.37330999970436096,0.2899326980113983,0.22058716416358948,0.24691571295261383,0.22174987196922302,0.13146787881851196,0.4484536647796631,0.3288173973560333,0.21169951558113098
balance,0.1770833134651184,0.17139649391174316,0.2858610153198242,0.1391812562942505,0.2728893756866455,0.4064502716064453,0.25334686040878296,0.2267034351825714,0.2858610153198242,0.14508862793445587,0.24821262061595917,0.31447896361351013,0.29317623376846313,0.2381676584482193
;,0.007937713526189327,0.06876794993877411,0.09152708947658539,0.07760433852672577,0.0979827418923378,0.028362805023789406,0.028275461867451668,0.054534342139959335,0.09152708947658539,0.03475720062851906,0.11383615434169769,0.03721439465880394,0.0166960209608078,0.10349778085947037
this,0.3345087468624115,0.43620941042900085,0.6274310946464539,0.41690850257873535,0.5759071707725525,0.2689131200313568,0.2783501148223877,0.45148900151252747,0.6274310946464539,0.17378488183021545,0.2245345264673233,0.317509263753891,0.2505357265472412,0.3155723512172699
was,0.3318818509578705,0.3433256447315216,0.48711544275283813,0.5022147297859192,0.3636345863342285,0.17550566792488098,0.13631008565425873,0.4069072902202606,0.48711544275283813,0.25264593958854675,0.210410475730896,0.1482723355293274,0.11607828736305237,0.18412111699581146
widely,0.19227448105812073,0.2142379730939865,0.29394426941871643,0.3282143771648407,0.2705559730529785,0.2166699320077896,0.13705018162727356,0.22028475999832153,0.29394426941871643,0.17672084271907806,0.27012670040130615,0.16073615849018097,0.17757335305213928,0.10354958474636078
reported,0.2103302925825119,0.24007630348205566,0.24444028735160828,0.18223828077316284,0.20339804887771606,0.19969558715820312,0.12512792646884918,0.23745855689048767,0.24444028735160828,0.1204347088932991,0.05073428899049759,0.19494307041168213,0.20000241696834564,0.16150116920471191
in,0.2792111933231354,0.25271502137184143,0.6662389636039734,0.4127444326877594,0.45010748505592346,0.17892111837863922,0.12795600295066833,0.5696388483047485,0.6662389636039734,0.23639483749866486,0.17730140686035156,0.17963449656963348,0.15271376073360443,0.20430970191955566
the,0.3733934462070465,0.3885267674922943,1.0,0.49448907375335693,0.535392165184021,0.2528008222579956,0.16908381879329681,0.733189046382904,1.0,0.1876603662967682,0.2359178364276886,0.2239520251750946,0.2037150114774704,0.22068053483963013
press,0.12729673087596893,0.15146370232105255,0.2519533634185791,0.22467122972011566,0.212715283036232,0.14415350556373596,0.1886824369430542,0.2328261137008667,0.2519533634185791,0.1476220190525055,0.21077314019203186,0.14872927963733673,0.13717195391654968,0.14048311114311218
as,0.3923053741455078,0.40740177035331726,0.48381632566452026,0.33842000365257263,0.42092081904411316,0.25576961040496826,0.1832757443189621,0.3886612355709076,0.48381632566452026,0.18695951998233795,0.2161426991224289,0.19515565037727356,0.22787931561470032,0.27043893933296204
a,0.36608949303627014,0.3180864453315735,0.5829201340675354,0.4287874400615692,0.45503583550453186,0.2953258156776428,0.2328912615776062,0.5052502155303955,0.5829201340675354,0.1884482353925705,0.20401886105537415,0.2073047012090683,0.26609575748443604,0.23916715383529663
measurement,0.13655468821525574,0.20039166510105133,0.2747146487236023,0.18479087948799133,0.2653844356536865,0.795183539390564,0.4550303518772125,0.26198503375053406,0.2747146487236023,0.310769647359848,0.1851569563150406,0.4063076972961426,0.4086335599422455,0.18654219806194305
of,0.2827862501144409,0.33167365193367004,0.733189046382904,0.3536086082458496,0.41548454761505127,0.22469913959503174,0.14933855831623077,1.0,0.733189046382904,0.18479612469673157,0.20601727068424225,0.20778346061706543,0.25393494963645935,0.1826142966747284
the,0.3733934462070465,0.3885267674922943,1.0,0.49448907375335693,0.535392165184021,0.2528008222579956,0.16908381879329681,0.733189046382904,1.0,0.1876603662967682,0.2359178364276886,0.2239520251750946,0.2037150114774704,0.22068053483963013
mass,0.12856706976890564,0.14009134471416473,0.2284930944442749,0.13717874884605408,0.20907121896743774,0.3444763422012329,0.2188863605260849,0.26915112137794495,0.2284930944442749,0.3224262297153473,0.24304069578647614,0.5111193656921387,0.3339194357395172,0.2076406031847
of,0.2827862501144409,0.33167365193367004,0.733189046382904,0.3536086082458496,0.41548454761505127,0.22469913959503174,0.14933855831623077,1.0,0.733189046382904,0.18479612469673157,0.20601727068424225,0.20778346061706543,0.25393494963645935,0.1826142966747284
the,0.3733934462070465,0.3885267674922943,1.0,0.49448907375335693,0.535392165184021,0.2528008222579956,0.16908381879329681,0.733189046382904,1.0,0.1876603662967682,0.2359178364276886,0.2239520251750946,0.2037150114774704,0.22068053483963013
earth,0.15992608666419983,0.17133480310440063,0.2801888585090637,0.23709720373153687,0.2486501932144165,0.23018260300159454,0.2181830257177353,0.2329314798116684,0.2801888585090637,0.1983465850353241,0.2511849105358124,0.47331613302230835,0.23102408647537231,0.17717236280441284
since,0.27765995264053345,0.28210437297821045,0.4054957628250122,0.42581459879875183,0.3733763098716736,0.18022018671035767,0.21831922233104706,0.35513219237327576,0.4054957628250122,0.14970391988754272,0.19702470302581787,0.17476896941661835,0.24975700676441193,0.2876587212085724
knowing,0.40542149543762207,0.16042768955230713,0.30492687225341797,0.21467840671539307,0.3660433888435364,0.2956352233886719,0.2858956456184387,0.2829365134239197,0.30492687225341797,0.19865471124649048,0.15820984542369843,0.2837715446949005,0.3539511263370514,0.3560667932033539
could,0.33540013432502747,0.2846693694591522,0.35393214225769043,0.3076034188270569,0.5461788773536682,0.30338791012763977,0.19949370622634888,0.29043012857437134,0.35393214225769043,0.17629225552082062,0.1339726597070694,0.22536511719226837,0.2114795595407486,0.3411986827850342
allow,0.27402812242507935,0.21326056122779846,0.27822166681289673,0.2584104835987091,0.4900954067707062,0.2775682210922241,0.16824458539485931,0.28057926893234253,0.27822166681289673,0.15281638503074646,0.16919741034507751,0.2892068326473236,0.23329295217990875,0.2042745053768158
one,0.40083858370780945,0.3043140470981598,0.5514441132545471,0.4552372097969055,0.4025384783744812,0.26058200001716614,0.22146250307559967,0.4999135136604309,0.5514441132545471,0.20534484088420868,0.23207952082157135,0.2382270246744156,0.2378624975681305,0.2673267424106598
to,0.42656609416007996,0.3377571105957031,0.535392165184021,0.3792489171028137,1.0,0.2774736285209656,0.23921877145767212,0.41548454761505127,0.535392165184021,0.2176830768585205,0.19006553292274475,0.24520020186901093,0.26379308104515076,0.29463258385658264
solve,0.28835493326187134,0.176559180021286,0.16557666659355164,0.16226428747177124,0.2640334367752075,0.2419721633195877,0.21816794574260712,0.15426263213157654,0.16557666659355164,0.2394847869873047,0.14259877800941467,0.26511287689208984,0.22451622784137726,0.27457404136657715
for,0.37110671401023865,0.3147922456264496,0.4739971458911896,0.3800288736820221,0.4451248347759247,0.26243719458580017,0.271339476108551,0.4185989499092102,0.4739971458911896,0.18168501555919647,0.19553370773792267,0.16623058915138245,0.18285220861434937,0.264628142118454
the,0.3733934462070465,0.3885267674922943,1.0,0.49448907375335693,0.535392165184021,0.2528008222579956,0.16908381879329681,0.733189046382904,1.0,0.1876603662967682,0.2359178364276886,0.2239520251750946,0.2037150114774704,0.22068053483963013
earth,0.15992608666419983,0.17133480310440063,0.2801888585090637,0.23709720373153687,0.2486501932144165,0.23018260300159454,0.2181830257177353,0.2329314798116684,0.2801888585090637,0.1983465850353241,0.2511849105358124,0.47331613302230835,0.23102408647537231,0.17717236280441284
's,0.05599616840481758,0.08483956009149551,-0.01540423184633255,-0.014458609744906425,0.03782717138528824,0.004309619776904583,0.06666918843984604,-0.03817026689648628,-0.01540423184633255,0.027833467349410057,0.017928028479218483,-0.03861762583255768,-0.015898186713457108,-0.023395681753754616
mass,0.12856706976890564,0.14009134471416473,0.2284930944442749,0.13717874884605408,0.20907121896743774,0.3444763422012329,0.2188863605260849,0.26915112137794495,0.2284930944442749,0.3224262297153473,0.24304069578647614,0.5111193656921387,0.3339194357395172,0.2076406031847
given,0.3104628920555115,0.2855883538722992,0.37508252263069153,0.29456719756126404,0.3428947925567627,0.2553119659423828,0.24963924288749695,0.39388060569763184,0.37508252263069153,0.15205055475234985,0.12107250839471817,0.19365349411964417,0.24539466202259064,0.2570464313030243
the,0.3733934462070465,0.3885267674922943,1.0,0.49448907375335693,0.535392165184021,0.2528008222579956,0.16908381879329681,0.733189046382904,1.0,0.1876603662967682,0.2359178364276886,0.2239520251750946,0.2037150114774704,0.22068053483963013
above,0.1116432398557663,0.19078072905540466,0.33988961577415466,0.21701446175575256,0.30495497584342957,0.23152340948581696,0.16265824437141418,0.24890293180942535,0.33988961577415466,0.09782194346189499,0.10126642882823944,0.20505449175834656,0.2594972848892212,0.2521739900112152
equation,0.1604004055261612,0.09733770787715912,0.2096533477306366,0.23429980874061584,0.2338794618844986,0.38190168142318726,0.3447961211204529,0.18257875740528107,0.2096533477306366,0.3721396327018738,0.23050646483898163,0.5540788173675537,0.4658375680446625,0.22958515584468842
.,0.3541337847709656,0.4032190144062042,0.5934505462646484,0.4345304071903229,0.4645031690597534,0.23919615149497986,0.21357886493206024,0.5352458953857422,0.5934505462646484,0.20699870586395264,0.17210373282432556,0.2011251598596573,0.24043156206607819,0.4130953550338745
