,how,long,did,ms,kucukdeveci,work,for,swedex,gmbh,&,co,kg,before,she,was,dismissed,?
28,-0.11203539371490479,-0.1727626472711563,-0.2346872240304947,-0.030100442469120026,-0.09762091934680939,-0.1451517939567566,-0.25278711318969727,-0.07088784873485565,0.02636423148214817,0.059412382543087006,0.02827422134578228,0.02616940811276436,-0.2382122427225113,-0.2828090488910675,-0.2500663697719574,-0.10981234163045883,-0.012856917455792427
",",0.22659391164779663,0.3431144952774048,0.3015086054801941,0.17293871939182281,0.4365524351596832,0.3283594250679016,0.4464869201183319,0.22823405265808105,0.19378891587257385,0.2516871392726898,0.22721807658672333,0.24280349910259247,0.3156566619873047,0.3814608156681061,0.45456063747406006,0.24774998426437378,0.31091248989105225
for,0.3308170735836029,0.2547193765640259,0.318512886762619,0.12532177567481995,0.2887984812259674,0.4087657630443573,0.9999999403953552,0.18784396350383759,0.16819889843463898,0.15479104220867157,0.2003672868013382,0.18068446218967438,0.44347289204597473,0.33889997005462646,0.3863949179649353,0.18047507107257843,0.264628142118454
swedex,0.13453111052513123,0.09510449320077896,0.1616634726524353,0.08896928280591965,0.3027602434158325,0.1984831690788269,0.18784396350383759,1.0000001192092896,0.2308158278465271,0.09986165910959244,0.1547611802816391,0.1484462320804596,0.20294241607189178,0.16061033308506012,0.2319861799478531,0.0729522854089737,0.16053931415081024
gmbh,0.1393655240535736,0.04476546123623848,0.0954713225364685,0.1762811541557312,0.29319289326667786,0.1919993758201599,0.16819889843463898,0.2308158278465271,0.9999999403953552,0.26298895478248596,0.2512826919555664,0.24846917390823364,0.0547676719725132,0.10304421931505203,0.17785809934139252,0.15750788152217865,0.16674460470676422
&,0.1377509981393814,0.06305943429470062,0.160298690199852,0.09037100523710251,0.24359408020973206,0.06640969961881638,0.15479104220867157,0.09986165910959244,0.26298895478248596,0.9999998807907104,0.22056622803211212,0.06335632503032684,0.07924558967351913,0.15546000003814697,0.12134000658988953,0.1261289119720459,0.12596383690834045
co,0.15186305344104767,0.14439594745635986,0.14534181356430054,0.06657733023166656,0.17799676954746246,0.21612237393856049,0.2003672868013382,0.1547611802816391,0.2512826919555664,0.22056622803211212,0.9999999403953552,0.1240033283829689,0.10269416868686676,0.15987519919872284,0.20617061853408813,0.09578387439250946,0.1823645681142807
kg,0.14154522120952606,0.24964644014835358,0.10675673186779022,0.228460893034935,0.21809789538383484,0.10589125007390976,0.18068446218967438,0.1484462320804596,0.24846917390823364,0.06335632503032684,0.1240033283829689,0.9999998807907104,0.09969448298215866,0.1640509068965912,0.22378763556480408,0.05780148506164551,0.14374905824661255
before,0.33293965458869934,0.28386759757995605,0.33642593026161194,0.1384880095720291,0.24832195043563843,0.21733282506465912,0.44347289204597473,0.20294241607189178,0.0547676719725132,0.07924558967351913,0.10269416868686676,0.09969448298215866,1.0,0.31582993268966675,0.38607707619667053,0.2453424036502838,0.2507109045982361
her,0.23385033011436462,0.18850162625312805,0.3056010603904724,0.1794690191745758,0.2582445442676544,0.2701179087162018,0.2635703980922699,0.1254940629005432,0.09835152328014374,0.15207602083683014,0.098589226603508,0.12080418318510056,0.2944716513156891,0.8009917140007019,0.34084662795066833,0.19310227036476135,0.20310723781585693
dismissal,0.12187087535858154,0.0811590701341629,0.25257712602615356,0.11702398210763931,0.2207583487033844,0.1569664478302002,0.170532688498497,0.08597347140312195,0.19157901406288147,0.11238246411085129,0.14896893501281738,0.11815477907657623,0.1954624056816101,0.11339648067951202,0.26767152547836304,0.7862817049026489,0.17817196249961853
.,0.3287222981452942,0.3247973620891571,0.35288307070732117,0.16925153136253357,0.39157506823539734,0.33121398091316223,0.4726039469242096,0.23786920309066772,0.18339934945106506,0.16452857851982117,0.23391558229923248,0.22715765237808228,0.36693984270095825,0.3206634521484375,0.40146201848983765,0.2096112072467804,0.4130953550338745
