,how,do,you,avoid,problems,when,determining,forces,involved,on,an,object,from,two,or,more,sources,?
one,0.3213292360305786,0.26478132605552673,0.3209226429462433,0.19350843131542206,0.2803315222263336,0.38307374715805054,0.3243352472782135,0.14723527431488037,0.2867407202720642,0.3601475656032562,0.2829729914665222,0.3014896810054779,0.32194891571998596,0.6288198232650757,0.4022330939769745,0.42017561197280884,0.2726970911026001,0.2673267424106598
from,0.22939439117908478,0.20424067974090576,0.19235679507255554,0.23280875384807587,0.21618343889713287,0.405669629573822,0.1373235285282135,0.15575696527957916,0.1712687909603119,0.36926645040512085,0.20876385271549225,0.18346236646175385,1.0,0.25732070207595825,0.31242018938064575,0.2529715299606323,0.27031445503234863,0.19969791173934937
the,0.33890387415885925,0.30239659547805786,0.30037742853164673,0.24833035469055176,0.2659202516078949,0.5091903209686279,0.35818397998809814,0.3134811818599701,0.2872544527053833,0.5107308030128479,0.4207492768764496,0.22418850660324097,0.40150508284568787,0.43858039379119873,0.4174870550632477,0.39758381247520447,0.27209216356277466,0.22068053483963013
other,0.3591516315937042,0.34946969151496887,0.3380245268344879,0.27280476689338684,0.2678011357784271,0.34102705121040344,0.26697391271591187,0.1988212913274765,0.3027972877025604,0.3410046398639679,0.1556563824415207,0.22065003216266632,0.30141791701316833,0.46609029173851013,0.5325124859809875,0.49628373980522156,0.3564333915710449,0.24682199954986572
.,0.3287222981452942,0.3613996207714081,0.31283900141716003,0.19342699646949768,0.2602308988571167,0.475719153881073,0.2779275178909302,0.21802116930484772,0.25169795751571655,0.49257001280784607,0.3581749200820923,0.22102774679660797,0.41536515951156616,0.3524959683418274,0.36683785915374756,0.4070230722427368,0.25805729627609253,0.4130953550338745
,how,do,you,avoid,problems,when,determining,forces,involved,on,an,object,from,two,or,more,sources,?
for,0.3308170735836029,0.29510271549224854,0.31656414270401,0.3205823600292206,0.27039530873298645,0.43402108550071716,0.3561563789844513,0.14048048853874207,0.2716847360134125,0.36199691891670227,0.3236706852912903,0.23012496531009674,0.314039945602417,0.34734001755714417,0.4111599624156952,0.3891189992427826,0.2483232617378235,0.264628142118454
example,0.39914554357528687,0.3745654821395874,0.3813398778438568,0.32900089025497437,0.27446338534355164,0.40509727597236633,0.355368047952652,0.17236046493053436,0.21574807167053223,0.22160455584526062,0.3076696991920471,0.3402033746242523,0.3175121247768402,0.2711022198200226,0.5192843675613403,0.35535088181495667,0.2035272866487503,0.30374911427497864
",",0.22659391164779663,0.3283645510673523,0.3199685513973236,0.22226782143115997,0.2596952021121979,0.36674630641937256,0.22378280758857727,0.2544684410095215,0.3099522888660431,0.49057599902153015,0.3581022024154663,0.149229496717453,0.39760664105415344,0.35859420895576477,0.3769497275352478,0.3696524500846863,0.3490506112575531,0.31091248989105225
when,0.4767928421497345,0.28572237491607666,0.340933620929718,0.33530113101005554,0.35367631912231445,0.9999999403953552,0.29939448833465576,0.2460811883211136,0.29063349962234497,0.37706470489501953,0.33026179671287537,0.25062185525894165,0.405669629573822,0.3743424117565155,0.417120099067688,0.359977662563324,0.19738903641700745,0.22841128706932068
determining,0.3799237310886383,0.26041048765182495,0.2955673038959503,0.3371110260486603,0.2660902738571167,0.29939448833465576,1.0,0.21146902441978455,0.3280453085899353,0.269680380821228,0.261444628238678,0.3238776624202728,0.1373235285282135,0.25438717007637024,0.3387509286403656,0.31575384736061096,0.22020046412944794,0.25675374269485474
what,0.6468034982681274,0.4609605669975281,0.5529524087905884,0.2615243196487427,0.3306994140148163,0.4700249433517456,0.3854760527610779,0.2112482488155365,0.2673480808734894,0.34226128458976746,0.2821882665157318,0.25733083486557007,0.2737620174884796,0.23363454639911652,0.33867141604423523,0.3484537899494171,0.30212491750717163,0.5051238536834717
happens,0.38145798444747925,0.34373533725738525,0.3187040090560913,0.31121841073036194,0.32387325167655945,0.41803792119026184,0.3488422632217407,0.18836690485477448,0.3506866991519928,0.2789331078529358,0.2509342133998871,0.32156291604042053,0.20150065422058105,0.31352099776268005,0.4824371039867401,0.3236546516418457,0.16212023794651031,0.27680426836013794
when,0.4767928421497345,0.28572237491607666,0.340933620929718,0.33530113101005554,0.35367631912231445,0.9999999403953552,0.29939448833465576,0.2460811883211136,0.29063349962234497,0.37706470489501953,0.33026179671287537,0.25062185525894165,0.405669629573822,0.3743424117565155,0.417120099067688,0.359977662563324,0.19738903641700745,0.22841128706932068
two,0.2499001920223236,0.22086432576179504,0.24682119488716125,0.21289266645908356,0.22893044352531433,0.3743424117565155,0.25438717007637024,0.20150142908096313,0.32385894656181335,0.3205535411834717,0.1867314726114273,0.12479433417320251,0.25732070207595825,1.0000001192092896,0.3349444568157196,0.36959168314933777,0.1896013617515564,0.19645625352859497
forces,0.17453457415103912,0.1300598382949829,0.18848340213298798,0.15714122354984283,0.19348305463790894,0.2460811883211136,0.21146902441978455,1.0,0.1645861566066742,0.220676988363266,0.16929563879966736,0.23975132405757904,0.15575696527957916,0.20150142908096313,0.17726115882396698,0.16652275621891022,0.18551278114318848,0.16984491050243378
act,0.21768730878829956,0.2193419635295868,0.1969146728515625,0.24336272478103638,0.1391894817352295,0.22280360758304596,0.2669205069541931,0.24012219905853271,0.19077180325984955,0.17222115397453308,0.20058928430080414,0.2549629211425781,0.15529605746269226,0.14876075088977814,0.313731849193573,0.14653106033802032,0.09746351838111877,0.1482519507408142
on,0.32655060291290283,0.3025321364402771,0.28820139169692993,0.16278992593288422,0.22423362731933594,0.37706470489501953,0.269680380821228,0.220676988363266,0.26673054695129395,0.9999999403953552,0.3192969560623169,0.18476571142673492,0.36926645040512085,0.3205535411834717,0.2897229492664337,0.37351730465888977,0.29381874203681946,0.2714994251728058
the,0.33890387415885925,0.30239659547805786,0.30037742853164673,0.24833035469055176,0.2659202516078949,0.5091903209686279,0.35818397998809814,0.3134811818599701,0.2872544527053833,0.5107308030128479,0.4207492768764496,0.22418850660324097,0.40150508284568787,0.43858039379119873,0.4174870550632477,0.39758381247520447,0.27209216356277466,0.22068053483963013
same,0.28913575410842896,0.3155553936958313,0.32393884658813477,0.23216554522514343,0.2390366494655609,0.37020012736320496,0.32400912046432495,0.20534014701843262,0.26302099227905273,0.39247995615005493,0.2785528004169464,0.2606038451194763,0.29289567470550537,0.45866870880126953,0.36380261182785034,0.2824520468711853,0.1979185789823532,0.22649677097797394
object,0.3664977550506592,0.216600239276886,0.32095637917518616,0.2398308962583542,0.21085135638713837,0.25062185525894165,0.3238776624202728,0.23975132405757904,0.1874336302280426,0.18476571142673492,0.2576858103275299,1.0,0.18346236646175385,0.12479433417320251,0.3544590175151825,0.23775111138820648,0.1645893007516861,0.19573666155338287
",",0.22659391164779663,0.3283645510673523,0.3199685513973236,0.22226782143115997,0.2596952021121979,0.36674630641937256,0.22378280758857727,0.2544684410095215,0.3099522888660431,0.49057599902153015,0.3581022024154663,0.149229496717453,0.39760664105415344,0.35859420895576477,0.3769497275352478,0.3696524500846863,0.3490506112575531,0.31091248989105225
it,0.36714982986450195,0.337066113948822,0.3833105266094208,0.19602304697036743,0.23306451737880707,0.4775012135505676,0.28921452164649963,0.19774912297725677,0.208605095744133,0.4529881477355957,0.39472338557243347,0.27674704790115356,0.325604110956192,0.28080877661705017,0.36389440298080444,0.42550966143608093,0.306720495223999,0.25732165575027466
is,0.22544461488723755,0.30895981192588806,0.27113574743270874,0.2189902514219284,0.16985496878623962,0.3471449911594391,0.3241519629955292,0.18792390823364258,0.1551186740398407,0.3635730445384979,0.4654068350791931,0.30146875977516174,0.27355384826660156,0.2315155267715454,0.41870999336242676,0.2946030795574188,0.2594712972640991,0.22961433231830597
necessary,0.37167298793792725,0.4343792200088501,0.45793208479881287,0.38463833928108215,0.3274664878845215,0.3026391863822937,0.4073072671890259,0.1866658329963684,0.354318767786026,0.21217460930347443,0.2998107671737671,0.32019540667533875,0.1611299067735672,0.23570595681667328,0.40505924820899963,0.39909595251083374,0.2678580582141876,0.3430270850658417
to,0.44169697165489197,0.38876664638519287,0.4194425344467163,0.33193957805633545,0.28989166021347046,0.5423505902290344,0.3152051270008087,0.2581802308559418,0.24297703802585602,0.41031414270401,0.3138085603713989,0.2821136713027954,0.4069952368736267,0.3343428373336792,0.38921234011650085,0.47084665298461914,0.29232558608055115,0.29463258385658264
know,0.5771927833557129,0.5445996522903442,0.6211107969284058,0.3135433793067932,0.3419346809387207,0.3669854700565338,0.3505818247795105,0.1582876592874527,0.31188225746154785,0.28867530822753906,0.3154665231704712,0.28194108605384827,0.24678851664066315,0.2297418862581253,0.296252965927124,0.37938374280929565,0.3125293552875519,0.5287392735481262
both,0.3017238676548004,0.24471816420555115,0.2976040542125702,0.2696398198604584,0.28069281578063965,0.435994029045105,0.3052818775177002,0.21776126325130463,0.3315982520580292,0.3685423731803894,0.24217435717582703,0.1303824931383133,0.299375057220459,0.6091675162315369,0.38249531388282776,0.3667539656162262,0.22700202465057373,0.19455738365650177
the,0.33890387415885925,0.30239659547805786,0.30037742853164673,0.24833035469055176,0.2659202516078949,0.5091903209686279,0.35818397998809814,0.3134811818599701,0.2872544527053833,0.5107308030128479,0.4207492768764496,0.22418850660324097,0.40150508284568787,0.43858039379119873,0.4174870550632477,0.39758381247520447,0.27209216356277466,0.22068053483963013
magnitude,0.1969478577375412,0.20079463720321655,0.22835558652877808,0.1527332216501236,0.12156989425420761,0.15981854498386383,0.23734256625175476,0.1723984032869339,0.07729534059762955,0.22294598817825317,0.19187922775745392,0.3770901560783386,0.17689387500286102,0.1793876439332962,0.18940429389476776,0.2352013736963272,0.15528273582458496,0.19328105449676514
and,0.33647966384887695,0.276123583316803,0.34939926862716675,0.2800402045249939,0.285793662071228,0.4716290831565857,0.25574207305908203,0.26456665992736816,0.3208049237728119,0.4077630043029785,0.2838519215583801,0.17470528185367584,0.3601827025413513,0.4671151638031006,0.4713204801082611,0.39880692958831787,0.27464351058006287,0.20544172823429108
the,0.33890387415885925,0.30239659547805786,0.30037742853164673,0.24833035469055176,0.2659202516078949,0.5091903209686279,0.35818397998809814,0.3134811818599701,0.2872544527053833,0.5107308030128479,0.4207492768764496,0.22418850660324097,0.40150508284568787,0.43858039379119873,0.4174870550632477,0.39758381247520447,0.27209216356277466,0.22068053483963013
direction,0.25684070587158203,0.18628260493278503,0.21757102012634277,0.1477895975112915,0.12328368425369263,0.21485374867916107,0.23733960092067719,0.24017015099525452,0.17336338758468628,0.20268428325653076,0.21845301985740662,0.36791664361953735,0.19012711942195892,0.2607904374599457,0.2034183144569397,0.23657070100307465,0.1674177497625351,0.10739318281412125
of,0.2480744868516922,0.26150479912757874,0.1774725764989853,0.22642050683498383,0.2450421154499054,0.3757161796092987,0.3374442756175995,0.3090144991874695,0.30147984623908997,0.3966929316520691,0.32280945777893066,0.1993778944015503,0.4249346852302551,0.37726253271102905,0.3792596757411957,0.30478984117507935,0.20696839690208435,0.1826142966747284
both,0.3017238676548004,0.24471816420555115,0.2976040542125702,0.2696398198604584,0.28069281578063965,0.435994029045105,0.3052818775177002,0.21776126325130463,0.3315982520580292,0.3685423731803894,0.24217435717582703,0.1303824931383133,0.299375057220459,0.6091675162315369,0.38249531388282776,0.3667539656162262,0.22700202465057373,0.19455738365650177
forces,0.17453457415103912,0.1300598382949829,0.18848340213298798,0.15714122354984283,0.19348305463790894,0.2460811883211136,0.21146902441978455,1.0,0.1645861566066742,0.220676988363266,0.16929563879966736,0.23975132405757904,0.15575696527957916,0.20150142908096313,0.17726115882396698,0.16652275621891022,0.18551278114318848,0.16984491050243378
to,0.44169697165489197,0.38876664638519287,0.4194425344467163,0.33193957805633545,0.28989166021347046,0.5423505902290344,0.3152051270008087,0.2581802308559418,0.24297703802585602,0.41031414270401,0.3138085603713989,0.2821136713027954,0.4069952368736267,0.3343428373336792,0.38921234011650085,0.47084665298461914,0.29232558608055115,0.29463258385658264
calculate,0.4267236590385437,0.2791215479373932,0.34741273522377014,0.25472795963287354,0.2824611961841583,0.3101992905139923,0.48783135414123535,0.20146091282367706,0.1831931620836258,0.21790361404418945,0.26223161816596985,0.31850215792655945,0.1962227076292038,0.24606524407863617,0.22964780032634735,0.2579708993434906,0.23737432062625885,0.25905343890190125
the,0.33890387415885925,0.30239659547805786,0.30037742853164673,0.24833035469055176,0.2659202516078949,0.5091903209686279,0.35818397998809814,0.3134811818599701,0.2872544527053833,0.5107308030128479,0.4207492768764496,0.22418850660324097,0.40150508284568787,0.43858039379119873,0.4174870550632477,0.39758381247520447,0.27209216356277466,0.22068053483963013
result,0.23323923349380493,0.23993156850337982,0.20850709080696106,0.353245347738266,0.33235257863998413,0.32054403424263,0.3343600332736969,0.21434062719345093,0.2573792636394501,0.22479186952114105,0.20189309120178223,0.2828367352485657,0.2199978530406952,0.18018943071365356,0.3831445574760437,0.23343375325202942,0.1566966027021408,0.17218433320522308
.,0.3287222981452942,0.3613996207714081,0.31283900141716003,0.19342699646949768,0.2602308988571167,0.475719153881073,0.2779275178909302,0.21802116930484772,0.25169795751571655,0.49257001280784607,0.3581749200820923,0.22102774679660797,0.41536515951156616,0.3524959683418274,0.36683785915374756,0.4070230722427368,0.25805729627609253,0.4130953550338745
