,what,mechanism,moves,coal,from,a,bunker,to,the,firebox,?
may,0.25739946961402893,0.17845700681209564,0.09826581180095673,0.20180197060108185,0.23997589945793152,0.29255667328834534,0.19779278337955475,0.391582727432251,0.2694292366504669,0.11669278144836426,0.2768254578113556
be,0.3929833769798279,0.2482970803976059,0.22209447622299194,0.21048322319984436,0.3107333183288574,0.39883795380592346,0.18376964330673218,0.4972836375236511,0.4248143136501312,0.2393580973148346,0.3324260413646698
included,0.2288810908794403,0.17208139598369598,0.087526835501194,0.12786035239696503,0.2588649094104767,0.23032639920711517,0.1758875846862793,0.2322428971529007,0.3825419843196869,0.10916688293218613,0.14385655522346497
to,0.455847829580307,0.24238377809524536,0.2611854076385498,0.20023773610591888,0.4069952368736267,0.45503583550453186,0.1691674143075943,1.0,0.535392165184021,0.24574585258960724,0.29463258385658264
move,0.30861297249794006,0.24690812826156616,0.6439608931541443,0.0963006466627121,0.23929353058338165,0.2925316393375397,0.14697548747062683,0.37858664989471436,0.29817628860473633,0.27756062150001526,0.24440962076187134
the,0.42745697498321533,0.24941077828407288,0.3217451572418213,0.23263108730316162,0.40150508284568787,0.5829201340675354,0.22311267256736755,0.535392165184021,1.0,0.2672300338745117,0.22068053483963013
fuel,0.1848171502351761,0.2313637137413025,0.1287897676229477,0.5253993272781372,0.18447183072566986,0.199651837348938,0.29030895233154297,0.20716820657253265,0.18534968793392181,0.4399978816509247,0.10583324730396271
from,0.2737620174884796,0.11642146855592728,0.25265583395957947,0.22152844071388245,1.0,0.322764128446579,0.1820567399263382,0.4069952368736267,0.40150508284568787,0.16127558052539825,0.19969791173934937
a,0.3320399522781372,0.2361949384212494,0.27945461869239807,0.21951504051685333,0.322764128446579,1.0,0.2261364758014679,0.45503583550453186,0.5829201340675354,0.299643337726593,0.23916715383529663
supply,0.20549191534519196,0.21120063960552216,0.189811572432518,0.3101528286933899,0.21366941928863525,0.2115103155374527,0.2789270579814911,0.29291704297065735,0.31942567229270935,0.29659685492515564,0.14298182725906372
bin,0.1520003378391266,0.21694128215312958,0.15585832297801971,0.14815747737884521,0.11463204026222229,0.21338048577308655,0.13724736869335175,0.23488257825374603,0.15085823833942413,0.21442586183547974,0.18378846347332
(,0.2411840260028839,0.12226717174053192,0.16115890443325043,0.11681224405765533,0.25806233286857605,0.3206180930137634,0.19516249001026154,0.30882009863853455,0.33289089798927307,0.1400475949048996,0.40561532974243164
bunker,0.11877675354480743,0.23016349971294403,0.14657412469387054,0.24459944665431976,0.1820567399263382,0.2261364758014679,1.0,0.1691674143075943,0.22311267256736755,0.2577480971813202,0.14173196256160736
),0.26259949803352356,0.12516345083713531,0.17619609832763672,0.11545689404010773,0.2672361731529236,0.3640355169773102,0.2055376023054123,0.31236231327056885,0.3456730246543884,0.152199849486351,0.42300865054130554
to,0.455847829580307,0.24238377809524536,0.2611854076385498,0.20023773610591888,0.4069952368736267,0.45503583550453186,0.1691674143075943,1.0,0.535392165184021,0.24574585258960724,0.29463258385658264
the,0.42745697498321533,0.24941077828407288,0.3217451572418213,0.23263108730316162,0.40150508284568787,0.5829201340675354,0.22311267256736755,0.535392165184021,1.0,0.2672300338745117,0.22068053483963013
firebox,0.25533050298690796,0.26166120171546936,0.27917298674583435,0.36194953322410583,0.16127558052539825,0.299643337726593,0.2577480971813202,0.24574585258960724,0.2672300338745117,0.9999998807907104,0.23833276331424713
.,0.3567904531955719,0.1935136765241623,0.24566331505775452,0.16755032539367676,0.41536515951156616,0.50484299659729,0.1988714039325714,0.4645031690597534,0.5934505462646484,0.235902801156044,0.4130953550338745
,what,mechanism,moves,coal,from,a,bunker,to,the,firebox,?
see,0.44941186904907227,0.13393434882164001,0.26373642683029175,0.16912727057933807,0.26666709780693054,0.3039536476135254,0.16357624530792236,0.3792734146118164,0.3770301640033722,0.24057169258594513,0.42005208134651184
:,-0.12022944539785385,-0.11939525604248047,-0.05015778914093971,-0.07870116084814072,-0.056502215564250946,-0.0007584693375974894,-0.12318532913923264,-0.09243495017290115,-0.03403344005346298,-0.07374194264411926,-0.07156077772378922
mechanical,0.22318285703659058,0.6108705997467041,0.22065399587154388,0.28229090571403503,0.16142834722995758,0.3179347515106201,0.20472732186317444,0.23466935753822327,0.2918589413166046,0.3041199743747711,0.10079140216112137
stoker,0.11797354370355606,0.1810809224843979,0.12001697719097137,0.16873730719089508,0.17450159788131714,0.23639941215515137,0.300245076417923,0.16461023688316345,0.17600777745246887,0.1916806846857071,0.1604011207818985
