,what,did,lepidodinium,viride,lose,?
the,0.42745697498321533,0.34736719727516174,0.3021300137042999,0.18238520622253418,0.29030492901802063,0.22068053483963013
nucleomorph,0.24200671911239624,0.13898144662380219,0.4880819618701935,0.33647629618644714,0.21360689401626587,0.17996221780776978
genes,0.2555708885192871,0.17849208414554596,0.315896600484848,0.2806531488895416,0.15891875326633453,0.19798170030117035
have,0.39808809757232666,0.3783526122570038,0.28723302483558655,0.18791015446186066,0.44069036841392517,0.32991164922714233
been,0.2567804455757141,0.2835664749145508,0.2860740125179291,0.12972381711006165,0.16907314956188202,0.24354910850524902
transferred,0.16428381204605103,0.178294375538826,0.22671759128570557,0.08324217051267624,0.17892120778560638,0.1139405146241188
to,0.455847829580307,0.4452643394470215,0.20505739748477936,0.14482130110263824,0.33073529601097107,0.29463258385658264
the,0.42745697498321533,0.34736719727516174,0.3021300137042999,0.18238520622253418,0.29030492901802063,0.22068053483963013
dinophyte,0.22649647295475006,0.10952272266149521,0.566999614238739,0.421782523393631,0.14361445605754852,0.21492615342140198
nucleus,0.2337055206298828,0.12084563821554184,0.432656466960907,0.27787065505981445,0.2591794431209564,0.1512926071882248
.,0.3567904531955719,0.35288307070732117,0.33042752742767334,0.23648479580879211,0.28971824049949646,0.4130953550338745
