,which,name,is,also,used,to,describe,the,amazon,rainforest,in,english,?
or,0.5105096101760864,0.19621294736862183,0.41870999336242676,0.46319106221199036,0.4951852560043335,0.38921234011650085,0.40484312176704407,0.4174870550632477,0.18680624663829803,0.20769043266773224,0.3586423695087433,0.1728663295507431,0.32389625906944275
usually,0.5414474010467529,0.0957062840461731,0.4230746626853943,0.46235284209251404,0.4620378017425537,0.3824864327907562,0.3965264558792114,0.36782920360565186,0.12567207217216492,0.1972973644733429,0.28848564624786377,0.11889781802892685,0.19435347616672516
amazonia,0.2199927568435669,0.17339451611042023,0.22449348866939545,0.23849545419216156,0.16829603910446167,0.17661254107952118,0.1728554368019104,0.27672475576400757,0.7831899523735046,0.5159031748771667,0.21502399444580078,0.04655905067920685,0.15856796503067017
;,-0.01244901679456234,0.01776505447924137,0.05324986204504967,0.04470096528530121,0.11651374399662018,0.0979827418923378,0.09750840812921524,0.09152708947658539,0.11813170462846756,0.06850466132164001,0.092739537358284,0.06663760542869568,0.10349778085947037
french,0.1928994208574295,0.18910211324691772,0.19312386214733124,0.24775905907154083,0.21712949872016907,0.1713797152042389,0.18606403470039368,0.2555147111415863,0.12323832511901855,0.15701204538345337,0.22093388438224792,0.47204166650772095,0.1386883556842804
:,-0.11049769818782806,-0.0774015560746193,-0.07222653180360794,-0.08241266757249832,-0.13810665905475616,-0.09243495017290115,-0.10952877998352051,-0.03403344005346298,-0.12260514497756958,-0.15356512367725372,0.020521078258752823,-0.0987786203622818,-0.07156077772378922
forêt,0.23996394872665405,0.20931309461593628,0.36101195216178894,0.2230267971754074,0.1791679859161377,0.20623233914375305,0.1886761486530304,0.33411428332328796,0.2398947775363922,0.3573444187641144,0.3253697454929352,0.2419218122959137,0.2549300193786621
amazonienne,0.24180276691913605,0.2021360546350479,0.23595552146434784,0.3004748523235321,0.18001115322113037,0.2406948208808899,0.24421249330043793,0.32400795817375183,0.714695930480957,0.43651124835014343,0.2595638930797577,0.18395233154296875,0.18666431307792664
;,-0.01244901679456234,0.01776505447924137,0.05324986204504967,0.04470096528530121,0.11651374399662018,0.0979827418923378,0.09750840812921524,0.09152708947658539,0.11813170462846756,0.06850466132164001,0.092739537358284,0.06663760542869568,0.10349778085947037
dutch,0.12961752712726593,0.16558535397052765,0.12900666892528534,0.14346110820770264,0.15073226392269135,0.1383991241455078,0.10973437130451202,0.1705695390701294,0.056315839290618896,0.14289040863513947,0.17559829354286194,0.36605870723724365,0.1081366017460823
:,-0.11049769818782806,-0.0774015560746193,-0.07222653180360794,-0.08241266757249832,-0.13810665905475616,-0.09243495017290115,-0.10952877998352051,-0.03403344005346298,-0.12260514497756958,-0.15356512367725372,0.020521078258752823,-0.0987786203622818,-0.07156077772378922
amazoneregenwoud,0.27954402565956116,0.2670321762561798,0.2529427111148834,0.35349151492118835,0.1776031255722046,0.2616957426071167,0.21912437677383423,0.3651854991912842,0.7008691430091858,0.46189379692077637,0.26839157938957214,0.2192496508359909,0.28225037455558777
),0.2758678197860718,0.2638341188430786,0.37732169032096863,0.32058730721473694,0.1905621439218521,0.31236231327056885,0.1345708817243576,0.3456730246543884,0.131951242685318,0.16588199138641357,0.3326910734176636,0.32298287749290466,0.42300865054130554
",",0.3658004403114319,0.28145334124565125,0.4691906273365021,0.4717654287815094,0.3120402991771698,0.44245919585227966,0.18910212814807892,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.5201468467712402,0.3339248597621918,0.31091248989105225
also,0.6566565632820129,0.34663957357406616,0.5012649297714233,1.0000001192092896,0.45273035764694214,0.5348826050758362,0.3215469419956207,0.6021018624305725,0.21944282948970795,0.22202818095684052,0.5073733329772949,0.2739046514034271,0.21848613023757935
known,0.30223485827445984,0.3659360110759735,0.41921812295913696,0.4766203761100769,0.37155357003211975,0.14337651431560516,0.2997041642665863,0.3624623417854309,0.11861357092857361,0.170681893825531,0.32641831040382385,0.19519339501857758,0.18314571678638458
in,0.4840516746044159,0.2459065467119217,0.5394441485404968,0.5073733329772949,0.3090210556983948,0.45010748505592346,0.2910135090351105,0.6662389636039734,0.12227833271026611,0.2207682877779007,1.0,0.19623121619224548,0.20430970191955566
english,0.19168700277805328,0.27055349946022034,0.24613474309444427,0.2739046514034271,0.18405529856681824,0.21984367072582245,0.19258204102516174,0.23982001841068268,0.1179903894662857,0.10748785734176636,0.19623121619224548,0.9999999403953552,0.23251567780971527
as,0.41006597876548767,0.2851914167404175,0.43216490745544434,0.5774298906326294,0.35160550475120544,0.42092081904411316,0.32652774453163147,0.48381632566452026,0.1877562403678894,0.15180876851081848,0.3887844979763031,0.2722744047641754,0.27043893933296204
amazonia,0.2199927568435669,0.17339451611042023,0.22449348866939545,0.23849545419216156,0.16829603910446167,0.17661254107952118,0.1728554368019104,0.27672475576400757,0.7831899523735046,0.5159031748771667,0.21502399444580078,0.04655905067920685,0.15856796503067017
or,0.5105096101760864,0.19621294736862183,0.41870999336242676,0.46319106221199036,0.4951852560043335,0.38921234011650085,0.40484312176704407,0.4174870550632477,0.18680624663829803,0.20769043266773224,0.3586423695087433,0.1728663295507431,0.32389625906944275
the,0.6521818041801453,0.3171212375164032,0.5823672413825989,0.6021018624305725,0.3718377649784088,0.535392165184021,0.26495152711868286,1.0,0.260541707277298,0.2571161389350891,0.6662389636039734,0.23982001841068268,0.22068053483963013
amazon,0.1877625584602356,0.11814214289188385,0.15197539329528809,0.21944282948970795,0.11720351874828339,0.17033490538597107,0.17997229099273682,0.260541707277298,1.0000001192092896,0.48046615719795227,0.12227833271026611,0.1179903894662857,0.18144656717777252
jungle,0.2323089987039566,0.15299871563911438,0.14310286939144135,0.20712697505950928,0.15041032433509827,0.14029043912887573,0.1365036964416504,0.2256680727005005,0.3512173295021057,0.46557098627090454,0.18238197267055511,0.1653287261724472,0.14855629205703735
",",0.3658004403114319,0.28145334124565125,0.4691906273365021,0.4717654287815094,0.3120402991771698,0.44245919585227966,0.18910212814807892,0.4933079481124878,0.2214922308921814,0.2737860679626465,0.5201468467712402,0.3339248597621918,0.31091248989105225
is,0.4457404911518097,0.3359788954257965,1.0,0.5012649297714233,0.3288823366165161,0.42745086550712585,0.27898338437080383,0.5823672413825989,0.15197539329528809,0.2674187123775482,0.5394441485404968,0.24613474309444427,0.22961433231830597
a,0.56894451379776,0.26421117782592773,0.658733606338501,0.5149940252304077,0.3864384889602661,0.45503583550453186,0.3062607944011688,0.5829201340675354,0.1865728348493576,0.2497720569372177,0.539380669593811,0.21707510948181152,0.23916715383529663
moist,0.2702036201953888,0.17827242612838745,0.23175768554210663,0.25212401151657104,0.20529553294181824,0.24313029646873474,0.16547952592372894,0.23634515702724457,0.29526612162590027,0.5493876934051514,0.21136130392551422,0.09816191345453262,0.12842220067977905
broadleaf,0.34836438298225403,0.15426130592823029,0.25815293192863464,0.27705416083335876,0.2798333764076233,0.26029226183891296,0.2710268795490265,0.3094756007194519,0.2872255742549896,0.5165078043937683,0.3130897581577301,0.13603396713733673,0.14120955765247345
forest,0.20571978390216827,0.20324642956256866,0.209678515791893,0.19030848145484924,0.12550048530101776,0.1971547156572342,0.1016930565237999,0.24134553968906403,0.26471444964408875,0.664979100227356,0.24136987328529358,0.11466046422719955,0.1214437186717987
that,0.6894589066505432,0.27224332094192505,0.3995479643344879,0.6005857586860657,0.37621384859085083,0.5436353087425232,0.3340485394001007,0.5473989248275757,0.2228476107120514,0.22076080739498138,0.435920387506485,0.21455132961273193,0.32716336846351624
covers,0.2966510057449341,0.11630059033632278,0.38246777653694153,0.24264150857925415,0.19595597684383392,0.24317483603954315,0.2129768431186676,0.326327383518219,0.24473223090171814,0.32367271184921265,0.30597710609436035,0.21635158360004425,0.1432708352804184
most,0.4637843072414398,0.19063733518123627,0.41165053844451904,0.5312551259994507,0.306323766708374,0.321603000164032,0.27149879932403564,0.47635307908058167,0.19138962030410767,0.27283456921577454,0.41416558623313904,0.22193869948387146,0.2107497900724411
of,0.5011631846427917,0.24075818061828613,0.4854315221309662,0.4924938678741455,0.3075267970561981,0.41548454761505127,0.2764313519001007,0.733189046382904,0.20143137872219086,0.22522282600402832,0.5696388483047485,0.17198967933654785,0.1826142966747284
the,0.6521818041801453,0.3171212375164032,0.5823672413825989,0.6021018624305725,0.3718377649784088,0.535392165184021,0.26495152711868286,1.0,0.260541707277298,0.2571161389350891,0.6662389636039734,0.23982001841068268,0.22068053483963013
amazon,0.1877625584602356,0.11814214289188385,0.15197539329528809,0.21944282948970795,0.11720351874828339,0.17033490538597107,0.17997229099273682,0.260541707277298,1.0000001192092896,0.48046615719795227,0.12227833271026611,0.1179903894662857,0.18144656717777252
basin,0.24229559302330017,0.19457437098026276,0.2273138016462326,0.15449294447898865,0.10317283123731613,0.1498844176530838,0.1411217749118805,0.24553915858268738,0.41143864393234253,0.4187982678413391,0.22316701710224152,0.08171921223402023,0.14685653150081635
of,0.5011631846427917,0.24075818061828613,0.4854315221309662,0.4924938678741455,0.3075267970561981,0.41548454761505127,0.2764313519001007,0.733189046382904,0.20143137872219086,0.22522282600402832,0.5696388483047485,0.17198967933654785,0.1826142966747284
south,0.24635352194309235,0.21417751908302307,0.27680471539497375,0.2615109980106354,0.14421887695789337,0.25657615065574646,0.1490018218755722,0.3129390776157379,0.23864558339118958,0.3335019052028656,0.33642083406448364,0.17577141523361206,0.12336621433496475
america,0.26265275478363037,0.15000012516975403,0.1998184472322464,0.2576046884059906,0.17397046089172363,0.2636699676513672,0.20981384813785553,0.37090015411376953,0.37370234727859497,0.28362059593200684,0.3098583221435547,0.12411992251873016,0.19333907961845398
.,0.45942068099975586,0.24737101793289185,0.4569662809371948,0.49166762828826904,0.33111312985420227,0.4645031690597534,0.17917026579380035,0.5934505462646484,0.262887567281723,0.25713270902633667,0.5591574311256409,0.2881386876106262,0.4130953550338745
