,how,did,the,islamic,group,'s,campaign,to,overthrow,the,government,turn,out,?
the,0.33890387415885925,0.34736719727516174,1.0,0.27231070399284363,0.30795547366142273,-0.01540423184633255,0.2755736708641052,0.535392165184021,0.198907732963562,1.0,0.31798112392425537,0.3359498679637909,0.39404502511024475,0.22068053483963013
major,0.12500809133052826,0.20997437834739685,0.31775903701782227,0.07316304743289948,0.19815842807292938,-0.010959804058074951,0.17977061867713928,0.19240309298038483,0.12561562657356262,0.31775903701782227,0.1692594587802887,0.14487558603286743,0.13802337646484375,0.19788557291030884
jihadi,0.14948339760303497,0.15168601274490356,0.21979644894599915,0.598843514919281,0.25535404682159424,-0.008183293044567108,0.2681221067905426,0.16014820337295532,0.45807915925979614,0.21979644894599915,0.3320358097553253,0.17396233975887299,0.20006830990314484,0.21764077246189117
group,0.15481124818325043,0.13719572126865387,0.30795547366142273,0.18744540214538574,0.9999999403953552,-0.01093533169478178,0.14877158403396606,0.2672896385192871,0.15475524961948395,0.30795547366142273,0.1905447095632553,0.20480291545391083,0.19246314465999603,0.13827809691429138
",",0.22659391164779663,0.3015086054801941,0.4933079481124878,0.20175659656524658,0.2809832692146301,-0.0016132977325469255,0.18021923303604126,0.44245919585227966,0.1673116236925125,0.4933079481124878,0.27344048023223877,0.23215743899345398,0.3161109685897827,0.31091248989105225
jamaa,0.10637839138507843,0.13525822758674622,0.20453238487243652,0.430004358291626,0.23403751850128174,0.04670210927724838,0.10570579022169113,0.13377806544303894,0.2793165147304535,0.20453238487243652,0.2743096947669983,0.0684540793299675,0.17440210282802582,0.23020534217357635
islamiya,0.13934801518917084,0.1895153522491455,0.2459465116262436,0.756432831287384,0.2421601116657257,-0.005729134194552898,0.22254018485546112,0.20014534890651703,0.38461732864379883,0.2459465116262436,0.35317564010620117,0.1274167150259018,0.17788460850715637,0.20995394885540009
(,0.1676948219537735,0.18979617953300476,0.33289089798927307,0.13537868857383728,0.21665191650390625,0.0012731997994706035,0.09469635039567947,0.30882009863853455,0.13379591703414917,0.33289089798927307,0.14655277132987976,0.18816058337688446,0.20017710328102112,0.40561532974243164
or,0.3378981947898865,0.28211739659309387,0.4174870550632477,0.2214912325143814,0.30503612756729126,0.06871571391820908,0.16006778180599213,0.38921234011650085,0.10899893194437027,0.4174870550632477,0.2456667572259903,0.3088536858558655,0.30417007207870483,0.32389625906944275
al-gama'a,0.19770286977291107,0.20490151643753052,0.2979414463043213,0.33463242650032043,0.23964831233024597,0.11895626038312912,0.15821272134780884,0.21836361289024353,0.31063684821128845,0.2979414463043213,0.17394782602787018,0.1743333339691162,0.17628853023052216,0.22102928161621094
al-islamiyya,0.1580238789319992,0.2162598967552185,0.2713913917541504,0.7918453216552734,0.26639947295188904,-0.0061111547984182835,0.22514255344867706,0.22248080372810364,0.40845319628715515,0.2713913917541504,0.37142083048820496,0.17279529571533203,0.24693788588047028,0.2059359848499298
),0.17939934134483337,0.18584993481636047,0.3456730246543884,0.17926958203315735,0.23240500688552856,0.021107977256178856,0.10647399723529816,0.31236231327056885,0.13052020967006683,0.3456730246543884,0.15263929963111877,0.19540226459503174,0.20875944197177887,0.42300865054130554
",",0.22659391164779663,0.3015086054801941,0.4933079481124878,0.20175659656524658,0.2809832692146301,-0.0016132977325469255,0.18021923303604126,0.44245919585227966,0.1673116236925125,0.4933079481124878,0.27344048023223877,0.23215743899345398,0.3161109685897827,0.31091248989105225
renounced,0.16288024187088013,0.361713707447052,0.2572559416294098,0.2549497187137604,0.1169237345457077,-0.012118159793317318,0.3472728729248047,0.21935445070266724,0.3940807580947876,0.2572559416294098,0.39185845851898193,0.1580590307712555,0.22121712565422058,0.1873418241739273
violence,0.18521322309970856,0.22152221202850342,0.25465771555900574,0.3441118597984314,0.2413516789674759,0.05901326611638069,0.34587332606315613,0.20034150779247284,0.2974157929420471,0.25465771555900574,0.3102180063724518,0.10738319158554077,0.18873578310012817,0.20634515583515167
in,0.2601168751716614,0.2593238651752472,0.6662389636039734,0.19633598625659943,0.2304753065109253,-0.037580832839012146,0.2438942790031433,0.45010748505592346,0.1396016925573349,0.6662389636039734,0.3066793978214264,0.1769595742225647,0.3576207756996155,0.20430970191955566
2003,-0.1490505337715149,-0.1555103063583374,-0.14761915802955627,-0.14529001712799072,-0.04843282699584961,-0.05068197846412659,-0.05113866180181503,-0.1959497481584549,-0.18385091423988342,-0.14761915802955627,-0.16517457365989685,-0.11731141060590744,-0.15725983679294586,-0.17560148239135742
.,0.3287222981452942,0.35288307070732117,0.5934505462646484,0.20520655810832977,0.27268800139427185,-0.003708066651597619,0.23225265741348267,0.4645031690597534,0.1602286398410797,0.5934505462646484,0.2521961033344269,0.30823618173599243,0.34234723448753357,0.4130953550338745
