,who,were,the,secondary,companions,of,the,ninth,and,tenth,doctors,?
),0.2457384318113327,0.1566188633441925,0.3456730246543884,0.20800510048866272,0.11513619869947433,0.3680361211299896,0.3456730246543884,0.20520278811454773,0.4961937665939331,0.17439720034599304,0.0938401073217392,0.42300865054130554
with,0.3282766342163086,0.3179011940956116,0.4223487675189972,0.21208807826042175,0.22898033261299133,0.41827285289764404,0.4223487675189972,0.09972745180130005,0.5477725267410278,0.13223600387573242,0.21453820168972015,0.2433311939239502
mickey,0.24029521644115448,0.14101678133010864,0.2322179079055786,0.12323535978794098,0.2099614441394806,0.16831982135772705,0.2322179079055786,0.20635348558425903,0.20878317952156067,0.1641283482313156,0.130878746509552,0.17520231008529663
smith,0.3096564710140228,0.19180384278297424,0.24611686170101166,0.13979941606521606,0.21048352122306824,0.1941387802362442,0.24611686170101166,0.16078263521194458,0.27245640754699707,0.18083374202251434,0.14751659333705902,0.21930724382400513
(,0.2443375140428543,0.14743882417678833,0.33289089798927307,0.20586027204990387,0.1070626750588417,0.35032153129577637,0.33289089798927307,0.18684934079647064,0.4862271547317505,0.17136739194393158,0.10164801776409149,0.40561532974243164
noel,0.25147199630737305,0.20047424733638763,0.2665678858757019,0.07737303525209427,0.19782495498657227,0.10876622051000595,0.2665678858757019,0.19101570546627045,0.23734065890312195,0.1467631310224533,0.13437463343143463,0.17732830345630646
clarke,0.22636137902736664,0.1718025803565979,0.2327764630317688,0.0919172540307045,0.22537995874881744,0.20199252665042877,0.2327764630317688,0.2277931421995163,0.268483966588974,0.16990779340267181,0.13876958191394806,0.10230768471956253
),0.2457384318113327,0.1566188633441925,0.3456730246543884,0.20800510048866272,0.11513619869947433,0.3680361211299896,0.3456730246543884,0.20520278811454773,0.4961937665939331,0.17439720034599304,0.0938401073217392,0.42300865054130554
and,0.41279885172843933,0.42175528407096863,0.5171257257461548,0.25317713618278503,0.26133993268013,0.5116966962814331,0.5171257257461548,0.21318727731704712,1.0,0.1863003820180893,0.22853690385818481,0.20544172823429108
jack,0.2422252893447876,0.13180114328861237,0.17481134831905365,0.0601186528801918,0.23473390936851501,0.1582859605550766,0.17481134831905365,0.12439326196908951,0.1700741946697235,0.18939879536628723,0.168731227517128,0.10524740070104599
harkness,0.3289828598499298,0.1599380224943161,0.3288782238960266,0.09404408931732178,0.38757994771003723,0.2731326222419739,0.3288782238960266,0.26425793766975403,0.2753024399280548,0.3253780007362366,0.22691190242767334,0.1208789199590683
(,0.2443375140428543,0.14743882417678833,0.33289089798927307,0.20586027204990387,0.1070626750588417,0.35032153129577637,0.33289089798927307,0.18684934079647064,0.4862271547317505,0.17136739194393158,0.10164801776409149,0.40561532974243164
john,0.30388808250427246,0.19632886350154877,0.2230520099401474,0.11930518597364426,0.20073701441287994,0.2407056987285614,0.2230520099401474,0.20689800381660461,0.21634717285633087,0.20291776955127716,0.10595234483480453,0.13162356615066528
barrowman,0.3953073024749756,0.21023698151111603,0.35417208075523376,0.11845273524522781,0.3472442626953125,0.2765864133834839,0.35417208075523376,0.16833563148975372,0.3186708092689514,0.16931216418743134,0.26670342683792114,0.22003690898418427
),0.2457384318113327,0.1566188633441925,0.3456730246543884,0.20800510048866272,0.11513619869947433,0.3680361211299896,0.3456730246543884,0.20520278811454773,0.4961937665939331,0.17439720034599304,0.0938401073217392,0.42300865054130554
recurring,0.22610029578208923,0.1558467596769333,0.2161068171262741,0.13103607296943665,0.2256324142217636,0.16064214706420898,0.2161068171262741,0.14745505154132843,0.2782740294933319,0.24825900793075562,0.26150327920913696,0.18640388548374176
as,0.3923053741455078,0.3025437891483307,0.48381632566452026,0.2349337488412857,0.24001401662826538,0.3886612355709076,0.48381632566452026,0.14993678033351898,0.49487000703811646,0.18409830331802368,0.17983488738536835,0.27043893933296204
secondary,0.12706179916858673,0.12436188012361526,0.21037471294403076,1.0,0.13988830149173737,0.219074085354805,0.21037471294403076,0.11165723949670792,0.25317713618278503,0.0678568035364151,0.20779059827327728,0.18118004500865936
companion,0.28241121768951416,0.1449495404958725,0.2540271282196045,0.12813244760036469,0.9125710129737854,0.2278505116701126,0.2540271282196045,0.2044072449207306,0.2215486764907837,0.2689635753631592,0.20833197236061096,0.14478090405464172
figures,0.2154833972454071,0.2919425666332245,0.2664589285850525,0.12092813104391098,0.16939662396907806,0.2761554718017578,0.2664589285850525,0.11436424404382706,0.30489253997802734,0.14663086831569672,0.18378199636936188,0.15584851801395416
.,0.3541337847709656,0.3378238379955292,0.5934505462646484,0.195527583360672,0.17359080910682678,0.5352458953857422,0.5934505462646484,0.24678607285022736,0.588965117931366,0.22688600420951843,0.1993139684200287,0.4130953550338745
