,how,many,academic,units,make,up,the,school,?
209-acre,0.09338421374559402,0.10869033634662628,0.17225700616836548,0.24052880704402924,0.0678774043917656,0.07880207151174545,0.2095428705215454,0.2609002888202667,0.20745866000652313
(,0.1676948219537735,0.1455259770154953,0.2657874524593353,0.1679236888885498,0.2345844954252243,0.2525939643383026,0.33289089798927307,0.16600246727466583,0.40561532974243164
85,0.0785369947552681,-0.00744324317201972,-0.013024404644966125,-0.07227873057126999,0.013156026601791382,0.0024763885885477066,0.0036199199967086315,-0.038590218871831894,0.09080518037080765
ha,0.1312214583158493,0.15716968476772308,0.17043043673038483,0.18719401955604553,0.07017752528190613,0.12833476066589355,0.1501408815383911,0.09951423108577728,0.24374480545520782
),0.17939934134483337,0.16602720320224762,0.2605568766593933,0.17128491401672363,0.2487562596797943,0.25800976157188416,0.3456730246543884,0.18641386926174164,0.42300865054130554
main,0.1668178290128708,0.27179279923439026,0.157512366771698,0.11821350455284119,0.22259025275707245,0.19825492799282074,0.38631999492645264,0.1608637273311615,0.1665669083595276
campus,0.049072764813899994,0.1492074728012085,0.3285849094390869,0.1623353511095047,0.08852624893188477,0.10600303113460541,0.20087170600891113,0.40977439284324646,0.06952692568302155
is,0.22544461488723755,0.2649032473564148,0.19421102106571198,0.18204201757907867,0.3331545889377594,0.2853454053401947,0.5823672413825989,0.19488026201725006,0.22961433231830597
centered,0.18371514976024628,0.21700547635555267,0.09513408690690994,0.24755921959877014,0.09091339260339737,0.11558455973863602,0.346942275762558,0.192633256316185,0.17524833977222443
on,0.32655060291290283,0.32520127296447754,0.1756778210401535,0.21416117250919342,0.27031177282333374,0.34194523096084595,0.5107308030128479,0.2388053983449936,0.2714994251728058
harvard,0.19650645554065704,0.19690528512001038,0.41330868005752563,0.1232207790017128,0.12242621183395386,0.15868650376796722,0.24496200680732727,0.42520302534103394,0.11685016006231308
yard,0.15072651207447052,0.10225845128297806,0.09390702843666077,0.26094841957092285,0.11159804463386536,0.19666799902915955,0.22634266316890717,0.163960263133049,0.06376948207616806
in,0.2601168751716614,0.41474202275276184,0.1914365142583847,0.24701444804668427,0.268858402967453,0.3120773434638977,0.6662389636039734,0.26157811284065247,0.20430970191955566
cambridge,0.16430410742759705,0.2003118395805359,0.35771673917770386,0.1650497019290924,0.09599656611680984,0.16202066838741302,0.21810851991176605,0.2573782205581665,0.14006337523460388
",",0.22659391164779663,0.40610817074775696,0.3273942470550537,0.20803093910217285,0.324553906917572,0.34193792939186096,0.4933079481124878,0.27141863107681274,0.31091248989105225
approximately,0.17167454957962036,0.2855706214904785,0.1698712855577469,0.2889760732650757,0.1879664808511734,0.23478803038597107,0.33137547969818115,0.1535337269306183,0.10237617790699005
3,0.12271612882614136,0.026462629437446594,0.08171088993549347,-0.03659690171480179,0.1552005112171173,0.01584550179541111,0.06283142417669296,0.08767398446798325,0.005975271109491587
miles,0.13798850774765015,0.12950319051742554,0.12308260798454285,0.24657683074474335,0.103465236723423,0.15983761847019196,0.25706055760383606,0.2036062330007553,0.09363767504692078
(,0.1676948219537735,0.1455259770154953,0.2657874524593353,0.1679236888885498,0.2345844954252243,0.2525939643383026,0.33289089798927307,0.16600246727466583,0.40561532974243164
5,0.03444203734397888,0.006714559160172939,0.08713943511247635,0.07778055220842361,0.09573936462402344,-0.014505257830023766,0.09255307912826538,0.035865992307662964,0.06222071498632431
km,0.10687907040119171,0.10311309248209,0.10682553052902222,0.16798603534698486,0.1151064783334732,0.10703431814908981,0.21376769244670868,0.1382257640361786,0.08180338144302368
),0.17939934134483337,0.16602720320224762,0.2605568766593933,0.17128491401672363,0.2487562596797943,0.25800976157188416,0.3456730246543884,0.18641386926174164,0.42300865054130554
northwest,0.17998690903186798,0.13820995390415192,0.13801123201847076,0.14191612601280212,0.13213741779327393,0.1844230741262436,0.3162118196487427,0.14138191938400269,0.15228797495365143
of,0.2480744868516922,0.37253960967063904,0.20802809298038483,0.2597769498825073,0.2912110388278961,0.32945773005485535,0.733189046382904,0.2391800880432129,0.1826142966747284
boston,0.20064303278923035,0.20766830444335938,0.16259479522705078,0.10933277010917664,0.1589037925004959,0.18222157657146454,0.2297145575284958,0.1761183887720108,0.14705288410186768
;,0.07230665534734726,0.11763367056846619,-0.017155827954411507,0.09370802342891693,0.04446669667959213,-0.028705401346087456,0.09152708947658539,-0.024825742468237877,0.10349778085947037
the,0.33890387415885925,0.4335206151008606,0.15387672185897827,0.2691343426704407,0.3146495521068573,0.38423117995262146,1.0,0.22953221201896667,0.22068053483963013
business,0.21561309695243835,0.29327890276908875,0.3051507771015167,0.18066562712192535,0.23669327795505524,0.22579425573349,0.2389037162065506,0.34036654233932495,0.1545659303665161
school,0.11585085093975067,0.20931920409202576,0.34779801964759827,0.15652702748775482,0.13510222733020782,0.1878667175769806,0.22953221201896667,1.0,0.15091250836849213
and,0.33647966384887695,0.5296266674995422,0.2552715241909027,0.2126137614250183,0.4160483181476593,0.4032393991947174,0.5171257257461548,0.2752758264541626,0.20544172823429108
athletics,0.12168113887310028,0.16509217023849487,0.2564762830734253,0.2066507190465927,0.1572307050228119,0.16331817209720612,0.23869381844997406,0.2553595304489136,0.10309170186519623
facilities,0.11303163319826126,0.3272108733654022,0.26334208250045776,0.33275872468948364,0.1745319813489914,0.14242467284202576,0.19172798097133636,0.24211908876895905,0.10624271631240845
",",0.22659391164779663,0.40610817074775696,0.3273942470550537,0.20803093910217285,0.324553906917572,0.34193792939186096,0.4933079481124878,0.27141863107681274,0.31091248989105225
including,0.20270724594593048,0.6119236350059509,0.19638590514659882,0.19637274742126465,0.27708885073661804,0.2126760333776474,0.3738902807235718,0.20512917637825012,0.1633303165435791
harvard,0.19650645554065704,0.19690528512001038,0.41330868005752563,0.1232207790017128,0.12242621183395386,0.15868650376796722,0.24496200680732727,0.42520302534103394,0.11685016006231308
stadium,0.054756078869104385,0.15739767253398895,0.1318497657775879,0.07173402607440948,0.14773093163967133,0.10702057182788849,0.21145665645599365,0.16441309452056885,0.07579939067363739
",",0.22659391164779663,0.40610817074775696,0.3273942470550537,0.20803093910217285,0.324553906917572,0.34193792939186096,0.4933079481124878,0.27141863107681274,0.31091248989105225
are,0.311818927526474,0.5655534863471985,0.13471660017967224,0.2583767771720886,0.4522273540496826,0.32151925563812256,0.40399202704429626,0.17021894454956055,0.24591213464736938
located,0.09566320478916168,0.17394456267356873,0.12108387798070908,0.17662674188613892,0.12455152720212936,0.09097816795110703,0.407527357339859,0.19245630502700806,0.08983194828033447
across,0.2515762746334076,0.34783458709716797,0.0859970897436142,0.19495177268981934,0.20705339312553406,0.32286134362220764,0.3816230297088623,0.17336474359035492,0.17034576833248138
the,0.33890387415885925,0.4335206151008606,0.15387672185897827,0.2691343426704407,0.3146495521068573,0.38423117995262146,1.0,0.22953221201896667,0.22068053483963013
charles,0.18120063841342926,0.17667710781097412,0.0847557857632637,0.0961122140288353,0.09568957984447479,0.17026424407958984,0.20777860283851624,0.1527082771062851,0.17366734147071838
river,0.09142279624938965,0.12832623720169067,0.09253786504268646,0.08945812284946442,0.08974401652812958,0.15622219443321228,0.2894456386566162,0.14084036648273468,0.15390869975090027
in,0.2601168751716614,0.41474202275276184,0.1914365142583847,0.24701444804668427,0.268858402967453,0.3120773434638977,0.6662389636039734,0.26157811284065247,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.15387672185897827,0.2691343426704407,0.3146495521068573,0.38423117995262146,1.0,0.22953221201896667,0.22068053483963013
allston,0.19668368995189667,0.1887187361717224,0.21597014367580414,0.13626855611801147,0.1724822074174881,0.21428902447223663,0.23489287495613098,0.283164918422699,0.17989090085029602
neighborhood,0.1466134935617447,0.1960304081439972,0.2048271745443344,0.2229442447423935,0.10386396944522858,0.19887390732765198,0.20152483880519867,0.2740325927734375,0.048473283648490906
of,0.2480744868516922,0.37253960967063904,0.20802809298038483,0.2597769498825073,0.2912110388278961,0.32945773005485535,0.733189046382904,0.2391800880432129,0.1826142966747284
boston,0.20064303278923035,0.20766830444335938,0.16259479522705078,0.10933277010917664,0.1589037925004959,0.18222157657146454,0.2297145575284958,0.1761183887720108,0.14705288410186768
and,0.33647966384887695,0.5296266674995422,0.2552715241909027,0.2126137614250183,0.4160483181476593,0.4032393991947174,0.5171257257461548,0.2752758264541626,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.15387672185897827,0.2691343426704407,0.3146495521068573,0.38423117995262146,1.0,0.22953221201896667,0.22068053483963013
medical,0.20867709815502167,0.2577574551105499,0.42030221223831177,0.2085244357585907,0.1868482232093811,0.23581992089748383,0.2398311346769333,0.2893049716949463,0.13234087824821472
",",0.22659391164779663,0.40610817074775696,0.3273942470550537,0.20803093910217285,0.324553906917572,0.34193792939186096,0.4933079481124878,0.27141863107681274,0.31091248989105225
dental,0.18164807558059692,0.196725994348526,0.26000306010246277,0.17705465853214264,0.2121163010597229,0.23377233743667603,0.2583918571472168,0.2215982973575592,0.12109649926424026
",",0.22659391164779663,0.40610817074775696,0.3273942470550537,0.20803093910217285,0.324553906917572,0.34193792939186096,0.4933079481124878,0.27141863107681274,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.2552715241909027,0.2126137614250183,0.4160483181476593,0.4032393991947174,0.5171257257461548,0.2752758264541626,0.20544172823429108
public,0.15624697506427765,0.25114959478378296,0.2967395782470703,0.13859179615974426,0.2050318717956543,0.14496830105781555,0.22857438027858734,0.3342896103858948,0.19872993230819702
health,0.24691897630691528,0.2277422696352005,0.32251212000846863,0.18170572817325592,0.25564178824424744,0.14687003195285797,0.2340974360704422,0.24482066929340363,0.16094304621219635
schools,0.12874440848827362,0.3108086585998535,0.37874487042427063,0.21717843413352966,0.19170349836349487,0.19359968602657318,0.22905772924423218,0.7602541446685791,0.18349280953407288
are,0.311818927526474,0.5655534863471985,0.13471660017967224,0.2583767771720886,0.4522273540496826,0.32151925563812256,0.40399202704429626,0.17021894454956055,0.24591213464736938
in,0.2601168751716614,0.41474202275276184,0.1914365142583847,0.24701444804668427,0.268858402967453,0.3120773434638977,0.6662389636039734,0.26157811284065247,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.15387672185897827,0.2691343426704407,0.3146495521068573,0.38423117995262146,1.0,0.22953221201896667,0.22068053483963013
longwood,0.05055359750986099,0.19851218163967133,0.1618860512971878,0.10193715244531631,0.10398232191801071,0.17200887203216553,0.2812906801700592,0.25961846113204956,0.07470505684614182
medical,0.20867709815502167,0.2577574551105499,0.42030221223831177,0.2085244357585907,0.1868482232093811,0.23581992089748383,0.2398311346769333,0.2893049716949463,0.13234087824821472
area,0.17030490934848785,0.2414858043193817,0.13629277050495148,0.24540728330612183,0.13937629759311676,0.18057122826576233,0.37834644317626953,0.17919643223285675,0.12640461325645447
.,0.3287222981452942,0.3974229395389557,0.21939443051815033,0.2587635815143585,0.3547073304653168,0.351434588432312,0.5934505462646484,0.24214158952236176,0.4130953550338745
