,what,resolution,were,the,cameras,increased,to,for,the,game,?
super,0.13651713728904724,0.15912146866321564,0.18743500113487244,0.21959073841571808,0.22082330286502838,0.10401497036218643,0.17783479392528534,0.22938419878482819,0.21959073841571808,0.3480181396007538,0.166326642036438
bowl,0.15942467749118805,0.18330323696136475,0.17085392773151398,0.21576224267482758,0.19083669781684875,0.11754411458969116,0.16993016004562378,0.24430087208747864,0.21576224267482758,0.2413962334394455,0.21118052303791046
xxxv,0.18331143260002136,0.20227155089378357,0.2642579674720764,0.304460734128952,0.2480049431324005,0.1789301037788391,0.21911945939064026,0.30039507150650024,0.304460734128952,0.3415825068950653,0.2121264934539795
;,0.10986888408660889,0.10480183362960815,0.14040996134281158,0.09152708947658539,0.0312536284327507,-0.05557110905647278,0.0979827418923378,0.0293948445469141,0.09152708947658539,0.04804868623614311,0.10349778085947037
for,0.3017193675041199,0.20845364034175873,0.33592689037323,0.4739971458911896,0.2902202010154724,0.2777559161186218,0.4451248347759247,0.9999999403953552,0.4739971458911896,0.2608485519886017,0.264628142118454
super,0.13651713728904724,0.15912146866321564,0.18743500113487244,0.21959073841571808,0.22082330286502838,0.10401497036218643,0.17783479392528534,0.22938419878482819,0.21959073841571808,0.3480181396007538,0.166326642036438
bowl,0.15942467749118805,0.18330323696136475,0.17085392773151398,0.21576224267482758,0.19083669781684875,0.11754411458969116,0.16993016004562378,0.24430087208747864,0.21576224267482758,0.2413962334394455,0.21118052303791046
50,-0.04124141484498978,-0.015432833693921566,0.025104328989982605,0.03602437674999237,0.01168003398925066,-0.01018247939646244,-0.024239253252744675,0.029183456674218178,0.03602437674999237,0.012895043939352036,0.030512850731611252
",",0.3087472915649414,0.18455472588539124,0.36755475401878357,0.4933079481124878,0.22994861006736755,0.20936180651187897,0.44245919585227966,0.4464869201183319,0.4933079481124878,0.2653886377811432,0.31091248989105225
the,0.42745697498321533,0.2488827407360077,0.3906462490558624,1.0,0.2402329444885254,0.3188653886318207,0.535392165184021,0.4739971458911896,1.0,0.285271555185318,0.22068053483963013
cameras,0.22978083789348602,0.33266958594322205,0.2703001797199249,0.2402329444885254,1.0000001192092896,0.15889522433280945,0.28243497014045715,0.2902202010154724,0.2402329444885254,0.2528468668460846,0.1492827832698822
were,0.22298263013362885,0.12252607196569443,1.0000001192092896,0.3906462490558624,0.2703001797199249,0.2608676850795746,0.31913647055625916,0.33592689037323,0.3906462490558624,0.21951238811016083,0.17890112102031708
upgraded,0.14428594708442688,0.12731222808361053,0.21848827600479126,0.22829687595367432,0.212727352976799,0.3277953863143921,0.16525860130786896,0.20678801834583282,0.22829687595367432,0.17878367006778717,0.15831376612186432
to,0.455847829580307,0.2805209159851074,0.31913647055625916,0.535392165184021,0.28243497014045715,0.2690577805042267,1.0,0.4451248347759247,0.535392165184021,0.2540906071662903,0.29463258385658264
5k,0.028302950784564018,-0.007925080135464668,0.08496170490980148,-0.09152332693338394,0.005800780840218067,0.0847383663058281,-0.00408849585801363,0.04302399232983589,-0.09152332693338394,0.013513841666281223,0.05601515993475914
resolution,0.2625337243080139,1.0,0.12252607196569443,0.2488827407360077,0.33266958594322205,0.24951811134815216,0.2805209159851074,0.20845364034175873,0.2488827407360077,0.16242657601833344,0.223141148686409
.,0.3567904531955719,0.20347629487514496,0.3378238379955292,0.5934505462646484,0.21658402681350708,0.21367591619491577,0.4645031690597534,0.4726039469242096,0.5934505462646484,0.2581658959388733,0.4130953550338745
),0.26259949803352356,0.217221200466156,0.1566188633441925,0.3456730246543884,0.19284851849079132,0.15167289972305298,0.31236231327056885,0.3639558255672455,0.3456730246543884,0.19853033125400543,0.42300865054130554
