,which,year,was,the,case,commission,v,italy,that,dealt,with,cocoa,products,?
that,0.6894589066505432,0.2826407253742218,0.33670201897621155,0.5473989248275757,0.4129708409309387,0.22035260498523712,0.14623945951461792,0.17940302193164825,1.0,0.299767404794693,0.4154358208179474,0.21653692424297333,0.30359014868736267,0.32716336846351624
included,0.319993793964386,0.15589673817157745,0.3148443400859833,0.3825419843196869,0.165667325258255,0.16277284920215607,0.09871132671833038,0.1398286372423172,0.2736181616783142,0.21314887702465057,0.329644113779068,0.1339883953332901,0.19626981019973755,0.14385655522346497
other,0.50507652759552,0.20244070887565613,0.14651623368263245,0.44152235984802246,0.2931601405143738,0.13816282153129578,0.11888202279806137,0.17633593082427979,0.5570666193962097,0.2839634120464325,0.44086363911628723,0.25424879789352417,0.3584544062614441,0.24682199954986572
vegetable,0.2555910050868988,0.10728128254413605,0.15325985848903656,0.20519475638866425,0.1402112990617752,0.10992712527513504,0.11016268283128738,0.16928863525390625,0.2525830566883087,0.14559318125247955,0.20496785640716553,0.4319912791252136,0.4166939854621887,0.1478549838066101
fats,0.2534694969654083,0.08183550834655762,0.11833417415618896,0.19986125826835632,0.13863761723041534,0.11540653556585312,0.0502861849963665,0.092557892203331,0.25991761684417725,0.20671866834163666,0.14624285697937012,0.3197833299636841,0.3798847794532776,0.18616339564323425
could,0.3928161859512329,0.17617186903953552,0.39896807074546814,0.35393214225769043,0.3340812623500824,0.20271454751491547,0.17897208034992218,0.160897359251976,0.5584503412246704,0.24211543798446655,0.32055896520614624,0.14956529438495636,0.2333233803510666,0.3411986827850342
not,0.46766895055770874,0.23447993397712708,0.2888734042644501,0.4310511648654938,0.3788454234600067,0.21429981291294098,0.1493779718875885,0.15040241181850433,0.6600887179374695,0.22159256041049957,0.3409014642238617,0.18433859944343567,0.2702682614326477,0.41942933201789856
be,0.476310670375824,0.2296248972415924,0.42228707671165466,0.4248143136501312,0.4101763367652893,0.19977925717830658,0.11805149912834167,0.1758272349834442,0.6036020517349243,0.31035080552101135,0.36101722717285156,0.22091680765151978,0.29074129462242126,0.3324260413646698
labelled,0.3804055452346802,0.15346090495586395,0.2149391770362854,0.2916773557662964,0.2611275613307953,0.1435868889093399,0.14002542197704315,0.16868005692958832,0.3460637032985687,0.27739760279655457,0.256864458322525,0.15220431983470917,0.26292604207992554,0.1919785439968109
as,0.41006597876548767,0.28440728783607483,0.3677520453929901,0.48381632566452026,0.3263775706291199,0.19155941903591156,0.10349564254283905,0.14815199375152588,0.4735107421875,0.22181621193885803,0.40387406945228577,0.2159142941236496,0.2708089053630829,0.27043893933296204
``,0.05178012326359749,0.050706423819065094,-0.012679691426455975,0.029072100296616554,0.15698134899139404,-0.05466020479798317,0.01636357791721821,0.060067400336265564,0.05285148695111275,0.05129298195242882,0.08974023163318634,-0.03476202115416527,-0.06810711324214935,0.0685480609536171
chocolate,0.20751993358135223,0.16763809323310852,0.18751992285251617,0.23514729738235474,0.1077064648270607,0.004366239532828331,0.10808518528938293,0.19162100553512573,0.22201083600521088,0.1478666216135025,0.22866985201835632,0.5541220307350159,0.33272647857666016,0.19011875987052917
'',-0.03332270681858063,-0.01924106478691101,0.04456103965640068,0.041273195296525955,-0.030417632311582565,0.03269962593913078,0.03103136084973812,0.004538261331617832,0.007880004122853279,0.12351451814174652,0.07907696813344955,0.013539534993469715,-0.0252003725618124,0.018684765323996544
.,0.45942068099975586,0.32538118958473206,0.40146201848983765,0.5934505462646484,0.32712292671203613,0.20309296250343323,0.2973858416080475,0.26594269275665283,0.4460422694683075,0.18993447721004486,0.4446153938770294,0.2677217125892639,0.223800927400589,0.4130953550338745
