,what,long,term,agenda,was,the,acts,of,plundering,muslim,lands,by,the,west,?
successors,0.2032260000705719,0.09004808962345123,0.17511411011219025,0.19012360274791718,0.2502745985984802,0.20207785069942474,0.10248281061649323,0.19462554156780243,0.2510881721973419,0.22333793342113495,0.16756805777549744,0.23533529043197632,0.20207785069942474,0.07332663238048553,0.10190409421920776
such,0.23989605903625488,0.227485790848732,0.21969899535179138,0.18014398217201233,0.12487147748470306,0.3575236201286316,0.2743188142776489,0.3209529519081116,0.2286873459815979,0.16065463423728943,0.13537977635860443,0.2736194431781769,0.3575236201286316,0.09099962562322617,0.17851735651493073
as,0.31749409437179565,0.23432248830795288,0.3224089443683624,0.2627662420272827,0.3677520453929901,0.48381632566452026,0.2614145278930664,0.3886612355709076,0.24299874901771545,0.22233983874320984,0.1730431765317917,0.3815547823905945,0.48381632566452026,0.1651858687400818,0.27043893933296204
ali,0.1344982534646988,0.06298024952411652,0.11057761311531067,0.09262843430042267,0.2125740945339203,0.21759866178035736,0.22862441837787628,0.16050739586353302,0.20495609939098358,0.4909687638282776,0.0829157829284668,0.1355224996805191,0.21759866178035736,0.12634959816932678,0.12320320308208466
for,0.3017193675041199,0.2547193765640259,0.2766548991203308,0.19869542121887207,0.3863949179649353,0.4739971458911896,0.20180761814117432,0.4185989499092102,0.25965625047683716,0.21262682974338531,0.19053864479064941,0.3248702883720398,0.4739971458911896,0.17698325216770172,0.264628142118454
restoration,0.26403358578681946,0.2025071680545807,0.21073995530605316,0.2197236716747284,0.29491326212882996,0.3766564130783081,0.11023445427417755,0.3782297372817993,0.3292950391769409,0.20092083513736725,0.2734595537185669,0.2539930045604706,0.3766564130783081,0.18109622597694397,0.16668665409088135
of,0.33290785551071167,0.2567519545555115,0.26047757267951965,0.21928389370441437,0.4069072902202606,0.733189046382904,0.26445579528808594,1.0,0.268602579832077,0.267849862575531,0.2730972170829773,0.3646814823150635,0.733189046382904,0.2891985774040222,0.1826142966747284
sharia,0.29208725690841675,0.15848574042320251,0.2293756753206253,0.3203773498535156,0.18241116404533386,0.24295726418495178,0.2798084616661072,0.2735002636909485,0.23780536651611328,0.45807749032974243,0.13079005479812622,0.20118708908557892,0.24295726418495178,0.15842175483703613,0.22811804711818695
law,0.2145031988620758,0.07939723134040833,0.22373168170452118,0.2822614312171936,0.21553055942058563,0.24548950791358948,0.2967352271080017,0.2816956341266632,0.2027920037508011,0.2826167345046997,0.16812987625598907,0.1977037936449051,0.24548950791358948,0.16135309636592865,0.1528988480567932
was,0.22111038863658905,0.1968146562576294,0.21378034353256226,0.19736400246620178,1.0000001192092896,0.48711544275283813,0.20004795491695404,0.4069072902202606,0.21163474023342133,0.230477973818779,0.22538143396377563,0.4752357602119446,0.48711544275283813,0.25970903038978577,0.18412111699581146
essential,0.26907849311828613,0.2504883110523224,0.2491343915462494,0.261010080575943,0.14217691123485565,0.25420910120010376,0.20521865785121918,0.3107908368110657,0.1278650313615799,0.19682541489601135,0.09334764629602432,0.19441169500350952,0.25420910120010376,0.07057054340839386,0.17944687604904175
to,0.455847829580307,0.30218687653541565,0.3310292959213257,0.2539592385292053,0.3636345863342285,0.535392165184021,0.2012343853712082,0.41548454761505127,0.28676649928092957,0.2551989257335663,0.285159707069397,0.33534231781959534,0.535392165184021,0.24611181020736694,0.29463258385658264
islam,0.23237212002277374,0.12464024126529694,0.14762575924396515,0.24205613136291504,0.15794138610363007,0.2207694798707962,0.19670362770557404,0.21728332340717316,0.253635972738266,0.6905730366706848,0.10387353599071503,0.15867580473423004,0.2207694798707962,0.1558743566274643,0.18358638882637024
",",0.3087472915649414,0.3431144952774048,0.21599270403385162,0.29892265796661377,0.45456063747406006,0.4933079481124878,0.2014220803976059,0.4946078956127167,0.24456652998924255,0.21974200010299683,0.24265161156654358,0.3680937886238098,0.4933079481124878,0.28857502341270447,0.31091248989105225
that,0.6297725439071655,0.34424030780792236,0.2833994925022125,0.33524173498153687,0.33670201897621155,0.5473989248275757,0.25283968448638916,0.41498205065727234,0.30166342854499817,0.24297045171260834,0.1969892978668213,0.37496164441108704,0.5473989248275757,0.14288705587387085,0.32716336846351624
many,0.36131182312965393,0.33054181933403015,0.22119450569152832,0.19528277218341827,0.260356068611145,0.4335206151008606,0.20894886553287506,0.37253960967063904,0.26072099804878235,0.23440518975257874,0.20244571566581726,0.3409687578678131,0.4335206151008606,0.1819247007369995,0.2124512493610382
secular,0.26444122195243835,0.15753012895584106,0.19848665595054626,0.3086649179458618,0.23214595019817352,0.24261851608753204,0.17132414877414703,0.28420427441596985,0.2690190076828003,0.45201414823532104,0.1475093811750412,0.1743442416191101,0.24261851608753204,0.18644414842128754,0.13290788233280182
",",0.3087472915649414,0.3431144952774048,0.21599270403385162,0.29892265796661377,0.45456063747406006,0.4933079481124878,0.2014220803976059,0.4946078956127167,0.24456652998924255,0.21974200010299683,0.24265161156654358,0.3680937886238098,0.4933079481124878,0.28857502341270447,0.31091248989105225
westernizing,0.31817835569381714,0.2216833084821701,0.27051660418510437,0.304739773273468,0.3049810528755188,0.4092990756034851,0.23973184823989868,0.38029739260673523,0.41852784156799316,0.365183025598526,0.21342040598392487,0.30072274804115295,0.4092990756034851,0.38895347714424133,0.19541893899440765
muslims,0.26523277163505554,0.12262485176324844,0.1205134466290474,0.2009212076663971,0.18350748717784882,0.2657718360424042,0.1901039034128189,0.22355489432811737,0.3498004376888275,0.8315048217773438,0.14739534258842468,0.19704215228557587,0.2657718360424042,0.17477865517139435,0.18742211163043976
were,0.22298263013362885,0.18442559242248535,0.12587958574295044,0.18923354148864746,0.590133786201477,0.3906462490558624,0.15687154233455658,0.34038281440734863,0.29756960272789,0.21627043187618256,0.25787726044654846,0.4406847059726715,0.3906462490558624,0.19026222825050354,0.17890112102031708
actually,0.5747550129890442,0.315169095993042,0.3353980779647827,0.30361685156822205,0.29136961698532104,0.39964747428894043,0.22815720736980438,0.3496170938014984,0.28911471366882324,0.19681666791439056,0.2071056365966797,0.26796624064445496,0.39964747428894043,0.09425408393144608,0.36036357283592224
agents,0.15588855743408203,0.10374718904495239,0.13342167437076569,0.3989257216453552,0.1834062784910202,0.1752651333808899,0.258983850479126,0.15931576490402222,0.19222770631313324,0.10087277740240097,0.14702071249485016,0.35109665989875793,0.1752651333808899,0.14245866239070892,0.1518401801586151
of,0.33290785551071167,0.2567519545555115,0.26047757267951965,0.21928389370441437,0.4069072902202606,0.733189046382904,0.26445579528808594,1.0,0.268602579832077,0.267849862575531,0.2730972170829773,0.3646814823150635,0.733189046382904,0.2891985774040222,0.1826142966747284
the,0.42745697498321533,0.3075225353240967,0.2740369141101837,0.24096648395061493,0.48711544275283813,1.0,0.2568269371986389,0.733189046382904,0.28343576192855835,0.28099653124809265,0.3190511167049408,0.4408751428127289,1.0,0.32918402552604675,0.22068053483963013
west,0.1946573108434677,0.1879374235868454,0.12619055807590485,0.23452092707157135,0.25970903038978577,0.32918402552604675,0.10338672995567322,0.2891985774040222,0.15898388624191284,0.18610453605651855,0.23274371027946472,0.17778825759887695,0.32918402552604675,1.0,0.12088293582201004
serving,0.1415080577135086,0.2649863362312317,0.2734907567501068,0.11394061148166656,0.30192261934280396,0.2714371681213379,0.23175553977489471,0.3198694884777069,0.19898588955402374,0.2248309701681137,0.10020075738430023,0.14222751557826996,0.2714371681213379,0.17373234033584595,0.13876403868198395
western,0.2454150915145874,0.18997988104820251,0.18367670476436615,0.15164300799369812,0.2864105999469757,0.37920868396759033,0.06351672112941742,0.32974064350128174,0.1699487566947937,0.29354459047317505,0.2645518183708191,0.20149661600589752,0.37920868396759033,0.5031110048294067,0.17439141869544983
interests,0.2921333611011505,0.2027731090784073,0.26254910230636597,0.3673410713672638,0.17546378076076508,0.25045084953308105,0.2087031900882721,0.2535596489906311,0.2909046709537506,0.22733715176582336,0.2190227508544922,0.1704159677028656,0.25045084953308105,0.16895624995231628,0.21539683640003204
",",0.3087472915649414,0.3431144952774048,0.21599270403385162,0.29892265796661377,0.45456063747406006,0.4933079481124878,0.2014220803976059,0.4946078956127167,0.24456652998924255,0.21974200010299683,0.24265161156654358,0.3680937886238098,0.4933079481124878,0.28857502341270447,0.31091248989105225
and,0.31309178471565247,0.3395216166973114,0.22272127866744995,0.2819797396659851,0.3740963041782379,0.5171257257461548,0.20423464477062225,0.5116966962814331,0.29357147216796875,0.255716472864151,0.2984853982925415,0.4289871156215668,0.5171257257461548,0.273951917886734,0.20544172823429108
that,0.6297725439071655,0.34424030780792236,0.2833994925022125,0.33524173498153687,0.33670201897621155,0.5473989248275757,0.25283968448638916,0.41498205065727234,0.30166342854499817,0.24297045171260834,0.1969892978668213,0.37496164441108704,0.5473989248275757,0.14288705587387085,0.32716336846351624
the,0.42745697498321533,0.3075225353240967,0.2740369141101837,0.24096648395061493,0.48711544275283813,1.0,0.2568269371986389,0.733189046382904,0.28343576192855835,0.28099653124809265,0.3190511167049408,0.4408751428127289,1.0,0.32918402552604675,0.22068053483963013
acts,0.24949195981025696,0.17260442674160004,0.20727530121803284,0.23716391623020172,0.20004795491695404,0.2568269371986389,0.9999998807907104,0.26445579528808594,0.16168884932994843,0.1899431049823761,0.03572363406419754,0.20460237562656403,0.2568269371986389,0.10338672995567322,0.07075770199298859
such,0.23989605903625488,0.227485790848732,0.21969899535179138,0.18014398217201233,0.12487147748470306,0.3575236201286316,0.2743188142776489,0.3209529519081116,0.2286873459815979,0.16065463423728943,0.13537977635860443,0.2736194431781769,0.3575236201286316,0.09099962562322617,0.17851735651493073
as,0.31749409437179565,0.23432248830795288,0.3224089443683624,0.2627662420272827,0.3677520453929901,0.48381632566452026,0.2614145278930664,0.3886612355709076,0.24299874901771545,0.22233983874320984,0.1730431765317917,0.3815547823905945,0.48381632566452026,0.1651858687400818,0.27043893933296204
``,0.008517155423760414,0.1858668327331543,0.11803510040044785,0.04908858984708786,-0.012679691426455975,0.029072100296616554,0.04806357994675636,0.06780257821083069,0.01337092462927103,0.1470780074596405,0.06760865449905396,-0.030704375356435776,0.029072100296616554,0.07479795068502426,0.0685480609536171
plundering,0.2671132981777191,0.1380045861005783,0.16192412376403809,0.20206348598003387,0.21163474023342133,0.28343576192855835,0.16168884932994843,0.268602579832077,1.0000001192092896,0.3191523849964142,0.31525537371635437,0.2250518947839737,0.28343576192855835,0.15898388624191284,0.2439187467098236
'',0.08143015950918198,0.020632827654480934,0.13619764149188995,-0.013983078300952911,0.04456103965640068,0.041273195296525955,0.006066964007914066,0.13035868108272552,-0.0481145866215229,0.042625799775123596,-0.031161122024059296,-0.010275691747665405,0.041273195296525955,0.013031438924372196,0.018684765323996544
of,0.33290785551071167,0.2567519545555115,0.26047757267951965,0.21928389370441437,0.4069072902202606,0.733189046382904,0.26445579528808594,1.0,0.268602579832077,0.267849862575531,0.2730972170829773,0.3646814823150635,0.733189046382904,0.2891985774040222,0.1826142966747284
muslim,0.2631456255912781,0.09199510514736176,0.1309884637594223,0.20153726637363434,0.230477973818779,0.28099653124809265,0.1899431049823761,0.267849862575531,0.3191523849964142,1.0,0.14364296197891235,0.18139012157917023,0.28099653124809265,0.18610453605651855,0.17456822097301483
lands,0.16376858949661255,0.08307498693466187,0.14754948019981384,0.18724535405635834,0.22538143396377563,0.3190511167049408,0.03572363406419754,0.2730972170829773,0.31525537371635437,0.14364296197891235,1.0,0.23103667795658112,0.3190511167049408,0.23274371027946472,0.10082722455263138
was,0.22111038863658905,0.1968146562576294,0.21378034353256226,0.19736400246620178,1.0000001192092896,0.48711544275283813,0.20004795491695404,0.4069072902202606,0.21163474023342133,0.230477973818779,0.22538143396377563,0.4752357602119446,0.48711544275283813,0.25970903038978577,0.18412111699581146
part,0.3476244807243347,0.3009910583496094,0.17459066212177277,0.25489342212677,0.3407018780708313,0.527681291103363,0.19278503954410553,0.452393114566803,0.2009776383638382,0.22201211750507355,0.293939471244812,0.28271573781967163,0.527681291103363,0.33029356598854065,0.08557961881160736
of,0.33290785551071167,0.2567519545555115,0.26047757267951965,0.21928389370441437,0.4069072902202606,0.733189046382904,0.26445579528808594,1.0,0.268602579832077,0.267849862575531,0.2730972170829773,0.3646814823150635,0.733189046382904,0.2891985774040222,0.1826142966747284
a,0.3320399522781372,0.3795371353626251,0.3080509603023529,0.2459258884191513,0.4508470594882965,0.5829201340675354,0.25177326798439026,0.5052502155303955,0.23709537088871002,0.21089844405651093,0.20153474807739258,0.32094135880470276,0.5829201340675354,0.2258862406015396,0.23916715383529663
long-term,0.2285422384738922,0.5541543364524841,0.532357931137085,0.23190806806087494,0.26823827624320984,0.3756130039691925,0.16376349329948425,0.341103732585907,0.2419476956129074,0.2011369913816452,0.20895999670028687,0.30077803134918213,0.3756130039691925,0.2812298834323883,0.2383396476507187
conspiracy,0.23371519148349762,0.14678481221199036,0.06335771083831787,0.2589919865131378,0.22237509489059448,0.20948681235313416,0.21914871037006378,0.23141811788082123,0.41495823860168457,0.16655626893043518,0.1712466925382614,0.24631421267986298,0.20948681235313416,0.09339292347431183,0.19453290104866028
against,0.24561616778373718,0.09712690114974976,0.15740714967250824,0.2453671097755432,0.22972732782363892,0.3090755045413971,0.21323023736476898,0.2669808566570282,0.3205990493297577,0.21330544352531433,0.22473950684070587,0.24816733598709106,0.3090755045413971,0.18244516849517822,0.18095137178897858
islam,0.23237212002277374,0.12464024126529694,0.14762575924396515,0.24205613136291504,0.15794138610363007,0.2207694798707962,0.19670362770557404,0.21728332340717316,0.253635972738266,0.6905730366706848,0.10387353599071503,0.15867580473423004,0.2207694798707962,0.1558743566274643,0.18358638882637024
by,0.2455483376979828,0.17269869148731232,0.1564474254846573,0.22591739892959595,0.4752357602119446,0.4408751428127289,0.20460237562656403,0.3646814823150635,0.2250518947839737,0.18139012157917023,0.23103667795658112,1.0000001192092896,0.4408751428127289,0.17778825759887695,0.17966607213020325
the,0.42745697498321533,0.3075225353240967,0.2740369141101837,0.24096648395061493,0.48711544275283813,1.0,0.2568269371986389,0.733189046382904,0.28343576192855835,0.28099653124809265,0.3190511167049408,0.4408751428127289,1.0,0.32918402552604675,0.22068053483963013
western,0.2454150915145874,0.18997988104820251,0.18367670476436615,0.15164300799369812,0.2864105999469757,0.37920868396759033,0.06351672112941742,0.32974064350128174,0.1699487566947937,0.29354459047317505,0.2645518183708191,0.20149661600589752,0.37920868396759033,0.5031110048294067,0.17439141869544983
governments,0.2814749777317047,0.19839385151863098,0.2179155945777893,0.42962396144866943,0.25224968791007996,0.2835306227207184,0.2852003872394562,0.30223309993743896,0.27149689197540283,0.30748143792152405,0.3235998749732971,0.25543296337127686,0.2835306227207184,0.1890861988067627,0.18805137276649475
.,0.3567904531955719,0.3247973620891571,0.18456575274467468,0.24725869297981262,0.40146201848983765,0.5934505462646484,0.18246832489967346,0.5352458953857422,0.22350434958934784,0.27078697085380554,0.21775345504283905,0.3936232924461365,0.5934505462646484,0.2804967761039734,0.4130953550338745
