,what,may,explain,why,some,americans,who,'ve,become,rich,may,have,had,a,head,start,?
2014,0.041483160108327866,0.14150755107402802,0.022242765873670578,0.03656256943941116,-0.013268287293612957,-0.021561209112405777,0.1893516480922699,0.18258708715438843,0.13017137348651886,0.2170514017343521,0.14150755107402802,-0.018927626311779022,0.06580623984336853,0.13504788279533386,0.13936713337898254,0.005315704736858606,0.058127544820308685
",",0.3087472915649414,0.5007920861244202,0.22081054747104645,0.2827242314815521,0.42400437593460083,0.2545861303806305,0.3365725874900818,0.28305867314338684,0.29676204919815063,0.272274911403656,0.5007920861244202,0.3541618287563324,0.35487717390060425,0.427140474319458,0.2711189091205597,0.2934366464614868,0.31091248989105225
the,0.42745697498321533,0.2694292366504669,0.24376994371414185,0.30742117762565613,0.4566698372364044,0.3275100290775299,0.3733934462070465,0.23887036740779877,0.31731709837913513,0.2007024586200714,0.2694292366504669,0.40389683842658997,0.3875846862792969,0.5829201340675354,0.3079071640968323,0.3656389117240906,0.22068053483963013
``,0.008517155423760414,0.13614267110824585,0.040340814739465714,0.05334433168172836,0.06408426910638809,0.00415491359308362,0.02397952415049076,0.04753897339105606,0.039250798523426056,-0.06251954287290573,0.13614267110824585,0.1022237241268158,0.0518546998500824,0.07272057235240936,0.07376912981271744,0.10742469877004623,0.0685480609536171
richest,0.15347081422805786,0.1271754950284958,0.0864718034863472,0.15622735023498535,0.20981022715568542,0.2053712159395218,0.262132465839386,0.10546493530273438,0.26614224910736084,0.5429999828338623,0.1271754950284958,0.16106930375099182,0.21325922012329102,0.19698546826839447,0.18531541526317596,0.1471194326877594,0.15691500902175903
1,-0.21266892552375793,-0.22291794419288635,-0.28674837946891785,-0.25445976853370667,-0.24203214049339294,-0.22948673367500305,-0.35742413997650146,-0.3249190151691437,-0.18633592128753662,-0.10042041540145874,-0.22291794419288635,-0.30716702342033386,-0.2549862265586853,-0.20817746222019196,-0.0667390376329422,-0.20082791149616241,-0.249979168176651
percent,0.2506202459335327,0.1686432659626007,0.14364229142665863,0.2053167074918747,0.29627692699432373,0.27703842520713806,0.23825250566005707,0.08425679057836533,0.1594630479812622,0.17375974357128143,0.1686432659626007,0.28501299023628235,0.2148664891719818,0.2187717854976654,0.12007483839988708,0.16217727959156036,0.14671556651592255
in,0.30808621644973755,0.3424151837825775,0.206684410572052,0.23227278888225555,0.4010399878025055,0.24953381717205048,0.2792111933231354,0.20285309851169586,0.23238378763198853,0.21139568090438843,0.3424151837825775,0.36843645572662354,0.385026752948761,0.539380669593811,0.21927717328071594,0.29979339241981506,0.20430970191955566
the,0.42745697498321533,0.2694292366504669,0.24376994371414185,0.30742117762565613,0.4566698372364044,0.3275100290775299,0.3733934462070465,0.23887036740779877,0.31731709837913513,0.2007024586200714,0.2694292366504669,0.40389683842658997,0.3875846862792969,0.5829201340675354,0.3079071640968323,0.3656389117240906,0.22068053483963013
united,0.20036718249320984,0.19651606678962708,0.13392764329910278,0.14904677867889404,0.22087086737155914,0.3496367633342743,0.21193812787532806,0.1659233421087265,0.2240391969680786,0.17498455941677094,0.19651606678962708,0.17950676381587982,0.1966206431388855,0.2732578217983246,0.16223061084747314,0.13012312352657318,0.17266890406608582
states,0.21526020765304565,0.20767882466316223,0.14982661604881287,0.16029080748558044,0.2479456067085266,0.39995473623275757,0.21313154697418213,0.15421491861343384,0.19910840690135956,0.1899479329586029,0.20767882466316223,0.20162390172481537,0.19475843012332916,0.24708621203899384,0.1276339590549469,0.12760037183761597,0.16272737085819244
now,0.4903225302696228,0.24189937114715576,0.2050018012523651,0.3829343318939209,0.37763336300849915,0.15517579019069672,0.29819536209106445,0.2565194070339203,0.3509089946746826,0.1844058334827423,0.24189937114715576,0.3471246361732483,0.2785375118255615,0.3046339154243469,0.17688876390457153,0.2492009550333023,0.29641881585121155
own,0.35062843561172485,0.18810231983661652,0.27566924691200256,0.2613687515258789,0.396758496761322,0.19416801631450653,0.31838667392730713,0.18357795476913452,0.2245805561542511,0.21593385934829712,0.18810231983661652,0.3685062825679779,0.3338281810283661,0.3093770742416382,0.22940920293331146,0.2583828270435333,0.1937696635723114
more,0.3484537899494171,0.3057594895362854,0.31725558638572693,0.3769288659095764,0.5524908900260925,0.2998882234096527,0.31567877531051636,0.217166930437088,0.3661198318004608,0.24310259521007538,0.3057594895362854,0.49033403396606445,0.35322055220603943,0.3452818691730499,0.1000446304678917,0.330402672290802,0.27894994616508484
wealth,0.2415573000907898,0.16329464316368103,0.15684480965137482,0.18084831535816193,0.19046124815940857,0.2542923092842102,0.28164976835250854,0.1275106519460678,0.19933651387691498,0.4664405882358551,0.16329464316368103,0.20081286132335663,0.24766646325588226,0.20101723074913025,0.14999304711818695,0.13979117572307587,0.1624586433172226
than,0.29388150572776794,0.3617818057537079,0.23974955081939697,0.30495476722717285,0.46446433663368225,0.2501428425312042,0.24983921647071838,0.16993479430675507,0.2953968942165375,0.19064868986606598,0.3617818057537079,0.46517109870910645,0.3192967474460602,0.3126874566078186,0.07274718582630157,0.24455207586288452,0.24917294085025787
the,0.42745697498321533,0.2694292366504669,0.24376994371414185,0.30742117762565613,0.4566698372364044,0.3275100290775299,0.3733934462070465,0.23887036740779877,0.31731709837913513,0.2007024586200714,0.2694292366504669,0.40389683842658997,0.3875846862792969,0.5829201340675354,0.3079071640968323,0.3656389117240906,0.22068053483963013
bottom,0.22912470996379852,0.15224410593509674,0.20744845271110535,0.23200872540473938,0.22461941838264465,0.12150657176971436,0.12192776054143906,0.12492832541465759,0.10440293699502945,0.1935921013355255,0.15224410593509674,0.279744029045105,0.15673217177391052,0.2053840160369873,0.2122887372970581,0.2518185079097748,0.21899469196796417
90,-0.03224492445588112,-0.054692380130290985,-0.14157527685165405,0.0018022378208115697,-0.11970095336437225,0.02722385711967945,0.08380109816789627,-0.014509529806673527,-0.022005848586559296,0.023549331352114677,-0.054692380130290985,-0.17410653829574585,-0.08098778128623962,-0.022219151258468628,0.015504996292293072,0.017617031931877136,-0.0034062080085277557
percent,0.2506202459335327,0.1686432659626007,0.14364229142665863,0.2053167074918747,0.29627692699432373,0.27703842520713806,0.23825250566005707,0.08425679057836533,0.1594630479812622,0.17375974357128143,0.1686432659626007,0.28501299023628235,0.2148664891719818,0.2187717854976654,0.12007483839988708,0.16217727959156036,0.14671556651592255
'',0.08143015950918198,0.020231230184435844,0.033503223210573196,-0.038651224225759506,0.04253336414694786,-0.01845560036599636,0.024401003494858742,0.03068520501255989,-0.056798055768013,0.08441521972417831,0.020231230184435844,0.0312618687748909,0.024004416540265083,0.04890415817499161,-0.008918284438550472,0.05317810922861099,0.018684765323996544
.,0.3567904531955719,0.35826805233955383,0.2499912530183792,0.32909876108169556,0.40663889050483704,0.2883085310459137,0.3541337847709656,0.2578467130661011,0.32859939336776733,0.24216711521148682,0.35826805233955383,0.41614407300949097,0.37348684668540955,0.50484299659729,0.2515932321548462,0.3501981496810913,0.4130953550338745
