,what,did,josel,of,rosheim,claimed,that,luther,said,of,those,who,might,aid,the,jews,?
help,0.3728281855583191,0.35430794954299927,0.07820398360490799,0.22745388746261597,0.12771466374397278,0.1486576348543167,0.34615394473075867,0.14639104902744293,0.21573013067245483,0.22745388746261597,0.33186107873916626,0.3826322555541992,0.3930322527885437,0.49706268310546875,0.30064165592193604,0.19038237631320953,0.28403452038764954
the,0.42745697498321533,0.34736719727516174,0.23822356760501862,0.733189046382904,0.2593145966529846,0.2761930227279663,0.5473989248275757,0.1759674996137619,0.3024602234363556,0.733189046382904,0.42861196398735046,0.3733934462070465,0.32504433393478394,0.21952909231185913,1.0,0.24901628494262695,0.22068053483963013
jews,0.22131574153900146,0.23080717027187347,0.1992202252149582,0.2207300066947937,0.36508098244667053,0.1576993614435196,0.27395346760749817,0.24326977133750916,0.19074678421020508,0.2207300066947937,0.2951575815677643,0.3023342192173004,0.1917562037706375,0.18845219910144806,0.24901628494262695,1.0000001192092896,0.16730794310569763
of,0.33290785551071167,0.2513895630836487,0.21895205974578857,1.0,0.25779151916503906,0.25888603925704956,0.41498205065727234,0.1719115972518921,0.29014745354652405,1.0,0.37935635447502136,0.2827862501144409,0.2900311052799225,0.20153990387916565,0.733189046382904,0.2207300066947937,0.1826142966747284
saxony,0.20899251103401184,0.1633453220129013,0.3712673783302307,0.3575356900691986,0.49570146203041077,0.17277850210666656,0.15090933442115784,0.2548035979270935,0.1248234361410141,0.3575356900691986,0.23853696882724762,0.20023468136787415,0.13702987134456635,0.14626240730285645,0.27077290415763855,0.2510546147823334,0.17603406310081482
in,0.30808621644973755,0.2593238651752472,0.23053158819675446,0.5696388483047485,0.26075121760368347,0.21382014453411102,0.435920387506485,0.20523880422115326,0.23461468517780304,0.5696388483047485,0.3419301211833954,0.2792111933231354,0.26443570852279663,0.1754455417394638,0.6662389636039734,0.2334136962890625,0.20430970191955566
1537,0.14134517312049866,0.038711920380592346,-0.1256904900074005,0.022662676870822906,0.04334070533514023,-0.08355328440666199,0.12239804118871689,0.06447217613458633,0.012320741079747677,0.022662676870822906,0.1788002997636795,-0.06848248839378357,0.18154387176036835,-0.03598839417099953,0.023654120042920113,-0.05364435911178589,0.20334532856941223
",",0.3087472915649414,0.3015086054801941,0.28542959690093994,0.4946078956127167,0.29806461930274963,0.24827811121940613,0.4137537479400635,0.23255878686904907,0.34496036171913147,0.4946078956127167,0.39574649930000305,0.3365725874900818,0.2533247768878937,0.1953202486038208,0.4933079481124878,0.27184903621673584,0.31091248989105225
later,0.2517229914665222,0.38386887311935425,0.23234383761882782,0.3458743393421173,0.15336835384368896,0.2994720935821533,0.42443475127220154,0.23796728253364563,0.37529247999191284,0.3458743393421173,0.2819056808948517,0.35185644030570984,0.24497027695178986,0.13615062832832336,0.4060266613960266,0.14935770630836487,0.1417175978422165
blamed,0.21846549212932587,0.3608649671077728,0.12195050716400146,0.23866800963878632,0.09732642769813538,0.40159738063812256,0.33571118116378784,0.1546998918056488,0.43198299407958984,0.23866800963878632,0.20693852007389069,0.29299211502075195,0.2648986577987671,0.2770179212093353,0.2461363822221756,0.2682441473007202,0.14765259623527527
their,0.35142919421195984,0.38078752160072327,0.10991599410772324,0.4329940676689148,0.14067809283733368,0.23560456931591034,0.4266771972179413,0.1988239735364914,0.27915167808532715,0.4329940676689148,0.4748094081878662,0.3767721951007843,0.3404811918735504,0.21167044341564178,0.516537070274353,0.2248561531305313,0.1898253709077835
plight,0.3110857903957367,0.22355592250823975,0.1446974277496338,0.23389238119125366,0.20490001142024994,0.18397685885429382,0.2885192036628723,0.1751670390367508,0.22505760192871094,0.23389238119125366,0.2813695967197418,0.21662218868732452,0.3090517222881317,0.24568797647953033,0.2937568128108978,0.27670028805732727,0.2051919400691986
on,0.34226128458976746,0.2670976221561432,0.19487354159355164,0.3966929316520691,0.20968879759311676,0.23817035555839539,0.42569106817245483,0.19090485572814941,0.3034963011741638,0.3966929316520691,0.3098534643650055,0.2340552806854248,0.23525792360305786,0.15889853239059448,0.5107308030128479,0.13907738029956818,0.2714994251728058
``,0.008517155423760414,-0.029888948425650597,0.06624644994735718,0.06780257821083069,-0.015505366958677769,0.0019830670207738876,0.05285148695111275,-0.013964727520942688,0.01132358517497778,0.06780257821083069,0.10880209505558014,0.02397952415049076,0.10682063549757004,0.03645218163728714,0.029072100296616554,0.11970638483762741,0.0685480609536171
that,0.6297725439071655,0.47518548369407654,0.14892227947711945,0.41498205065727234,0.15961170196533203,0.38060468435287476,1.0,0.21746599674224854,0.5459781289100647,0.41498205065727234,0.5085503458976746,0.45444270968437195,0.5377011895179749,0.22319309413433075,0.5473989248275757,0.27395346760749817,0.32716336846351624
priest,0.1868823766708374,0.20535904169082642,0.3005830645561218,0.18239139020442963,0.1725255846977234,0.13330677151679993,0.15141694247722626,0.20424488186836243,0.19279585778713226,0.18239139020442963,0.10458552092313766,0.29762959480285645,0.13170498609542847,0.19603480398654938,0.17071814835071564,0.257081001996994,0.1474698781967163
whose,0.22831642627716064,0.197230726480484,0.22130665183067322,0.37058958411216736,0.15374864637851715,0.2085074484348297,0.3740115463733673,0.16639941930770874,0.22822345793247223,0.37058958411216736,0.3382871150970459,0.48551782965660095,0.3236205577850342,0.1275302916765213,0.38253846764564514,0.16932997107505798,0.16990536451339722
name,0.18623162806034088,0.17557460069656372,0.1904895156621933,0.24075818061828613,0.16304349899291992,0.16558480262756348,0.27224332094192505,0.1244543194770813,0.19651418924331665,0.24075818061828613,0.10832960903644562,0.2027527540922165,0.2080029994249344,0.0864768847823143,0.3171212375164032,0.13654586672782898,0.15381577610969543
was,0.22111038863658905,0.41399896144866943,0.3520418405532837,0.4069072902202606,0.2546691596508026,0.32895320653915405,0.33670201897621155,0.19185513257980347,0.43711766600608826,0.4069072902202606,0.21886132657527924,0.3318818509578705,0.25552675127983093,0.15475519001483917,0.48711544275283813,0.1935933530330658,0.18412111699581146
martin,0.14814218878746033,0.15959656238555908,0.3164606988430023,0.13722093403339386,0.23884150385856628,0.14558736979961395,0.1594845950603485,0.6228963136672974,0.14909598231315613,0.13722093403339386,0.15193913877010345,0.22000780701637268,0.0671834871172905,0.12371217459440231,0.22029393911361694,0.10628208518028259,0.060103293508291245
luther—may,0.2856959104537964,0.2843691110610962,0.32527029514312744,0.2575196921825409,0.3775019943714142,0.22508837282657623,0.290219783782959,0.918533205986023,0.24285820126533508,0.2575196921825409,0.28144896030426025,0.27620139718055725,0.26011162996292114,0.14932282269001007,0.2190588414669037,0.31114375591278076,0.2529216706752777
his,0.26976513862609863,0.3546801507472992,0.26319167017936707,0.38364991545677185,0.22188594937324524,0.2649261951446533,0.3173833191394806,0.27093374729156494,0.34223124384880066,0.38364991545677185,0.31442660093307495,0.44966956973075867,0.18476447463035583,0.19055765867233276,0.4394008219242096,0.19577133655548096,0.18075084686279297
body,0.2143840193748474,0.17681342363357544,0.09149985015392303,0.25063133239746094,0.08000437915325165,0.1742943674325943,0.32291916012763977,0.09127452969551086,0.198361337184906,0.25063133239746094,0.2797481119632721,0.2087378203868866,0.25677090883255005,0.15059058368206024,0.31682634353637695,0.10999368131160736,0.20136451721191406
and,0.31309178471565247,0.34479495882987976,0.21628287434577942,0.5116966962814331,0.24036870896816254,0.2411240041255951,0.4731321930885315,0.20796556770801544,0.2940692901611328,0.5116966962814331,0.43169310688972473,0.41279885172843933,0.31685465574264526,0.2158033847808838,0.5171257257461548,0.2555774748325348,0.20544172823429108
soul,0.23502515256404877,0.13049879670143127,0.16016313433647156,0.1792602837085724,0.1524190902709961,0.13127322494983673,0.2695053815841675,0.1514018028974533,0.21031928062438965,0.1792602837085724,0.20675349235534668,0.2787841260433197,0.1434400975704193,0.14920441806316376,0.2054273635149002,0.18698647618293762,0.2029775083065033
be,0.3929833769798279,0.22657383978366852,0.12655262649059296,0.33904364705085754,0.1797654628753662,0.22778548300266266,0.6036020517349243,0.15299063920974731,0.34202221035957336,0.33904364705085754,0.4287525415420532,0.3371641933917999,0.5260229706764221,0.2583293914794922,0.4248143136501312,0.20604680478572845,0.3324260413646698
bound,0.16997487843036652,0.14666685461997986,0.16594168543815613,0.23408229649066925,0.17391926050186157,0.14620761573314667,0.2574479877948761,0.14437100291252136,0.15931349992752075,0.23408229649066925,0.2772507071495056,0.14756062626838684,0.19146548211574554,0.12607932090759277,0.27465125918388367,0.14633947610855103,0.12182208895683289
up,0.28591108322143555,0.21613863110542297,0.09603463113307953,0.32945773005485535,0.2122616320848465,0.14478056132793427,0.35427621006965637,0.16395266354084015,0.24499623477458954,0.32945773005485535,0.2766087055206299,0.26056501269340515,0.2865949273109436,0.12057749181985855,0.38423117995262146,0.13211163878440857,0.1819818764925003
in,0.30808621644973755,0.2593238651752472,0.23053158819675446,0.5696388483047485,0.26075121760368347,0.21382014453411102,0.435920387506485,0.20523880422115326,0.23461468517780304,0.5696388483047485,0.3419301211833954,0.2792111933231354,0.26443570852279663,0.1754455417394638,0.6662389636039734,0.2334136962890625,0.20430970191955566
hell,0.3415132164955139,0.20371614396572113,0.14920294284820557,0.1431918740272522,0.2785281836986542,0.10306449979543686,0.231071338057518,0.2600241005420685,0.2026948481798172,0.1431918740272522,0.19673961400985718,0.21564818918704987,0.22295652329921722,0.1362699419260025,0.20403626561164856,0.21883252263069153,0.26004594564437866
!,0.2836626470088959,0.21540984511375427,0.15180855989456177,0.15618042647838593,0.1406557261943817,0.0886647179722786,0.2612329125404358,0.1722680777311325,0.25258615612983704,0.15618042647838593,0.15306240320205688,0.1789553463459015,0.23146626353263855,0.0703815370798111,0.208593487739563,0.11314503848552704,0.45165371894836426
—who,0.3337835967540741,0.2828819751739502,0.26757922768592834,0.29073771834373474,0.2571357488632202,0.25341612100601196,0.4332059323787689,0.27902552485466003,0.3522057831287384,0.29073771834373474,0.41700971126556396,0.5627917647361755,0.31318485736846924,0.20722180604934692,0.37297549843788147,0.2891629636287689,0.32284802198410034
wrote,0.2664989233016968,0.3485160768032074,0.3114614486694336,0.30241408944129944,0.12887902557849884,0.25842002034187317,0.27484676241874695,0.24184277653694153,0.4237200617790222,0.30241408944129944,0.2547004520893097,0.2670581638813019,0.23138031363487244,0.13414521515369415,0.2426944375038147,0.17019207775592804,0.19322504103183746
and,0.31309178471565247,0.34479495882987976,0.21628287434577942,0.5116966962814331,0.24036870896816254,0.2411240041255951,0.4731321930885315,0.20796556770801544,0.2940692901611328,0.5116966962814331,0.43169310688972473,0.41279885172843933,0.31685465574264526,0.2158033847808838,0.5171257257461548,0.2555774748325348,0.20544172823429108
issued,0.18988175690174103,0.2733176648616791,0.1693192422389984,0.2873246371746063,0.052849628031253815,0.27253958582878113,0.21715989708900452,0.1463432013988495,0.24750521779060364,0.2873246371746063,0.1831456422805786,0.13050927221775055,0.13073590397834778,0.25342732667922974,0.22837360203266144,0.17422962188720703,0.169851616024971
many,0.36131182312965393,0.375588983297348,0.1618352234363556,0.37253960967063904,0.19179487228393555,0.1899637132883072,0.5391656160354614,0.2471185326576233,0.3219377398490906,0.37253960967063904,0.5882058143615723,0.4149286150932312,0.40663015842437744,0.21275219321250916,0.4335206151008606,0.2886919677257538,0.2124512493610382
heretical,0.321670264005661,0.20469114184379578,0.26472190022468567,0.3451063334941864,0.28314724564552307,0.2391606718301773,0.31176209449768066,0.3137342035770416,0.24311617016792297,0.3451063334941864,0.36132168769836426,0.32327407598495483,0.2752515375614166,0.21008506417274475,0.2910749912261963,0.42572563886642456,0.22034525871276855
books,0.2542080581188202,0.20507213473320007,0.17995098233222961,0.18863578140735626,0.20961607992649078,0.1355687826871872,0.25585755705833435,0.2571197748184204,0.2044069916009903,0.18863578140735626,0.2757704257965088,0.25903794169425964,0.206865131855011,0.11283926665782928,0.23187310993671417,0.22899167239665985,0.1897611767053604
in,0.30808621644973755,0.2593238651752472,0.23053158819675446,0.5696388483047485,0.26075121760368347,0.21382014453411102,0.435920387506485,0.20523880422115326,0.23461468517780304,0.5696388483047485,0.3419301211833954,0.2792111933231354,0.26443570852279663,0.1754455417394638,0.6662389636039734,0.2334136962890625,0.20430970191955566
which,0.5261979103088379,0.2750149369239807,0.12433180958032608,0.5011631846427917,0.1295190304517746,0.23947973549365997,0.6894589066505432,0.17501473426818848,0.27170243859291077,0.5011631846427917,0.48319631814956665,0.3688730001449585,0.4112485647201538,0.21649473905563354,0.6521818041801453,0.16569830477237701,0.25814583897590637
he,0.3114890456199646,0.3292143940925598,0.28319478034973145,0.38706058263778687,0.22411379218101501,0.24766956269741058,0.36068853735923767,0.2454872578382492,0.3578285872936249,0.38706058263778687,0.2779632806777954,0.5500732064247131,0.19044071435928345,0.1774146556854248,0.4571082592010498,0.18863363564014435,0.2089974731206894
said,0.3951668441295624,0.5119821429252625,0.21145662665367126,0.29014745354652405,0.15846265852451324,0.490069180727005,0.5459781289100647,0.1821773499250412,1.0000001192092896,0.29014745354652405,0.24908925592899323,0.391315758228302,0.3781002163887024,0.19810615479946136,0.3024602234363556,0.19074678421020508,0.28991883993148804
that,0.6297725439071655,0.47518548369407654,0.14892227947711945,0.41498205065727234,0.15961170196533203,0.38060468435287476,1.0,0.21746599674224854,0.5459781289100647,0.41498205065727234,0.5085503458976746,0.45444270968437195,0.5377011895179749,0.22319309413433075,0.5473989248275757,0.27395346760749817,0.32716336846351624
whoever,0.4076091945171356,0.2283947616815567,0.1039348840713501,0.21830710768699646,0.20293428003787994,0.20781750977039337,0.443973571062088,0.20842891931533813,0.3031216859817505,0.21830710768699646,0.3757309317588806,0.5009670853614807,0.3193124234676361,0.21336160600185394,0.2859867811203003,0.22550112009048462,0.3204191327095032
would,0.45766422152519226,0.6268245577812195,0.14545543491840363,0.3353942930698395,0.13680815696716309,0.34602072834968567,0.5895259380340576,0.14161886274814606,0.5427768230438232,0.3353942930698395,0.41456153988838196,0.3632977604866028,0.7015697956085205,0.21784517168998718,0.4133751392364502,0.22604554891586304,0.37178951501846313
help,0.3728281855583191,0.35430794954299927,0.07820398360490799,0.22745388746261597,0.12771466374397278,0.1486576348543167,0.34615394473075867,0.14639104902744293,0.21573013067245483,0.22745388746261597,0.33186107873916626,0.3826322555541992,0.3930322527885437,0.49706268310546875,0.30064165592193604,0.19038237631320953,0.28403452038764954
the,0.42745697498321533,0.34736719727516174,0.23822356760501862,0.733189046382904,0.2593145966529846,0.2761930227279663,0.5473989248275757,0.1759674996137619,0.3024602234363556,0.733189046382904,0.42861196398735046,0.3733934462070465,0.32504433393478394,0.21952909231185913,1.0,0.24901628494262695,0.22068053483963013
jews,0.22131574153900146,0.23080717027187347,0.1992202252149582,0.2207300066947937,0.36508098244667053,0.1576993614435196,0.27395346760749817,0.24326977133750916,0.19074678421020508,0.2207300066947937,0.2951575815677643,0.3023342192173004,0.1917562037706375,0.18845219910144806,0.24901628494262695,1.0000001192092896,0.16730794310569763
was,0.22111038863658905,0.41399896144866943,0.3520418405532837,0.4069072902202606,0.2546691596508026,0.32895320653915405,0.33670201897621155,0.19185513257980347,0.43711766600608826,0.4069072902202606,0.21886132657527924,0.3318818509578705,0.25552675127983093,0.15475519001483917,0.48711544275283813,0.1935933530330658,0.18412111699581146
doomed,0.31305432319641113,0.2915661036968231,0.15977370738983154,0.17441661655902863,0.21511013805866241,0.23766398429870605,0.31199318170547485,0.15731318295001984,0.3181333541870117,0.17441661655902863,0.3265152871608734,0.36406373977661133,0.3044588565826416,0.16233140230178833,0.2333817183971405,0.18829478323459625,0.36091184616088867
to,0.455847829580307,0.4452643394470215,0.16891537606716156,0.41548454761505127,0.1665969341993332,0.2575981914997101,0.5436353087425232,0.18029534816741943,0.34274402260780334,0.41548454761505127,0.47350940108299255,0.42656609416007996,0.5153919458389282,0.2690417766571045,0.535392165184021,0.22399327158927917,0.29463258385658264
perdition,0.20845073461532593,0.2604603171348572,0.2627142071723938,0.22272443771362305,0.21712392568588257,0.18780739605426788,0.273181676864624,0.2451978623867035,0.27682361006736755,0.22272443771362305,0.1642657369375229,0.26899436116218567,0.18811550736427307,0.17020802199840546,0.2970217168331146,0.16738919913768768,0.15636612474918365
.,0.3567904531955719,0.35288307070732117,0.2706959843635559,0.5352458953857422,0.2910672128200531,0.2703448235988617,0.4460422694683075,0.24907569587230682,0.33782967925071716,0.5352458953857422,0.33163318037986755,0.3541337847709656,0.27493223547935486,0.21699096262454987,0.5934505462646484,0.2115412801504135,0.4130953550338745
'',0.08143015950918198,0.01978493109345436,0.015732288360595703,0.13035868108272552,0.036158237606287,0.022320067510008812,0.007880004122853279,-0.04572787508368492,-0.019795598462224007,0.13035868108272552,-0.013479561544954777,0.024401003494858742,0.07446564733982086,-0.12174372375011444,0.041273195296525955,-0.06881692260503769,0.018684765323996544
