,what,kind,of,economy,did,northern,california,start,to,grow,in,the,2000s,?
",",0.3087472915649414,0.20629581809043884,0.4946078956127167,0.2521176040172577,0.3015086054801941,0.29473260045051575,0.2704589068889618,0.2934366464614868,0.44245919585227966,0.2585790455341339,0.5201468467712402,0.4933079481124878,-0.06334228068590164,0.31091248989105225
tech-oriented,0.2799350917339325,0.3223610520362854,0.2823316752910614,0.2869720160961151,0.2193683385848999,0.15982939302921295,0.24748915433883667,0.2391207069158554,0.3219614028930664,0.24708682298660278,0.28057143092155457,0.3148881793022156,-0.15263114869594574,0.19130341708660126
economy,0.21764783561229706,0.14723443984985352,0.2583308815956116,1.0,0.19088180363178253,0.1825551837682724,0.11905400454998016,0.2262575477361679,0.2613506615161896,0.2970517575740814,0.2588731348514557,0.24644890427589417,-0.21086181700229645,0.11486924439668655
in,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.2588731348514557,0.2593238651752472,0.3545122444629669,0.2772824168205261,0.29979339241981506,0.45010748505592346,0.2526702880859375,1.0,0.6662389636039734,-0.26794537901878357,0.20430970191955566
the,0.42745697498321533,0.2516445517539978,0.733189046382904,0.24644890427589417,0.34736719727516174,0.3422943353652954,0.2750805914402008,0.3656389117240906,0.535392165184021,0.2652076482772827,0.6662389636039734,1.0,-0.21699295938014984,0.22068053483963013
bay,0.20251236855983734,0.047747086733579636,0.20480380952358246,0.12680386006832123,0.05503932014107704,0.21470914781093597,0.272103875875473,0.14034602046012878,0.15862606465816498,0.12786468863487244,0.1926257163286209,0.2441686987876892,-0.20911921560764313,0.10773546993732452
area,0.21965408325195312,0.12041405588388443,0.3409860134124756,0.2709920108318329,0.14067986607551575,0.34125375747680664,0.18134087324142456,0.2065397948026657,0.2797197997570038,0.2124171108007431,0.33632898330688477,0.37834644317626953,-0.2705046236515045,0.12640461325645447
and,0.31309178471565247,0.22462370991706848,0.5116966962814331,0.26484790444374084,0.34479495882987976,0.2852024435997009,0.2441616654396057,0.2890162169933319,0.48971283435821533,0.3117977976799011,0.4954058527946472,0.5171257257461548,-0.19476376473903656,0.20544172823429108
an,0.2821882665157318,0.2510696351528168,0.32280945777893066,0.14700748026371002,0.22598257660865784,0.18364062905311584,0.15679968893527985,0.1929628849029541,0.3138085603713989,0.1422024965286255,0.2605783939361572,0.4207492768764496,-0.06847093999385834,0.19793890416622162
emerging,0.12901315093040466,0.1677384376525879,0.22234845161437988,0.26275163888931274,0.13819633424282074,0.1757706254720688,0.12691545486450195,0.19185222685337067,0.17147092521190643,0.2729271948337555,0.21309521794319153,0.24733592569828033,-0.21787014603614807,0.08310811966657639
greater,0.1946859508752823,0.10471143573522568,0.34470728039741516,0.2176659256219864,0.12908196449279785,0.21196606755256653,0.07896529138088226,0.10633300244808197,0.25585630536079407,0.20468579232692719,0.26627716422080994,0.2814446687698364,-0.22444580495357513,0.09723397344350815
sacramento,0.200006902217865,0.14708946645259857,0.22007900476455688,0.1573745459318161,0.18952177464962006,0.2588503360748291,0.5278119444847107,0.17134451866149902,0.2270950973033905,0.1491003930568695,0.22403675317764282,0.28898197412490845,-0.2094317078590393,0.16130711138248444
region,0.2298986315727234,0.16578975319862366,0.2852717339992523,0.3305652439594269,0.06474873423576355,0.4094666540622711,0.1643783003091812,0.13804465532302856,0.24118299782276154,0.20211130380630493,0.3524819314479828,0.35020557045936584,-0.26347920298576355,0.13441751897335052
.,0.3567904531955719,0.21254374086856842,0.5352458953857422,0.2477293759584427,0.35288307070732117,0.2815330922603607,0.2870451807975769,0.3501981496810913,0.4645031690597534,0.30482572317123413,0.5591574311256409,0.5934505462646484,-0.0993952676653862,0.4130953550338745
