,in,what,show,did,murray,gold,modify,the,closing,credits,theme,?
with,0.4080928862094879,0.2464839518070221,0.3004990220069885,0.25472134351730347,0.2275405377149582,0.1599307656288147,0.14832738041877747,0.4223487675189972,0.23166857659816742,0.16032107174396515,0.22438909113407135,0.2433311939239502
further,0.233941450715065,0.30867868661880493,0.15568843483924866,0.216647207736969,0.1363760083913803,0.12072402238845825,0.2408117949962616,0.32531118392944336,0.2218695729970932,0.16488826274871826,0.09152159094810486,0.20960763096809387
elements,0.18130259215831757,0.2152351289987564,0.22799384593963623,0.14570437371730804,0.12118759751319885,0.14906662702560425,0.2108929604291916,0.22297804057598114,0.11478287726640701,0.18719077110290527,0.2629435658454895,0.15222592651844025
added,0.26384392380714417,0.23789235949516296,0.25357136130332947,0.2065255343914032,0.03023972176015377,0.18600809574127197,0.18349404633045197,0.3207796514034271,0.2511351406574249,0.23662403225898743,0.17613814771175385,0.2865637540817261
;,0.092739537358284,0.10986888408660889,0.04267780855298042,0.10727239400148392,0.02294750325381756,0.012675312347710133,0.0873928964138031,0.09152708947658539,-0.040340084582567215,-0.03733796626329422,0.021994154900312424,0.10349778085947037
in,1.0,0.30808621644973755,0.27595704793930054,0.2593238651752472,0.25037676095962524,0.21206732094287872,0.1691151261329651,0.6662389636039734,0.2585218548774719,0.06298324465751648,0.21164380013942719,0.20430970191955566
the,0.6662389636039734,0.42745697498321533,0.319829523563385,0.34736719727516174,0.23582130670547485,0.27136439085006714,0.20982474088668823,1.0,0.29856032133102417,0.2230195701122284,0.2470158040523529,0.22068053483963013
2005,0.009931974112987518,0.0704459398984909,-0.037941694259643555,0.11135691404342651,0.003775515127927065,0.012679794803261757,-0.01472395844757557,0.037273142486810684,0.05539901927113533,0.12600553035736084,0.06360690295696259,0.10709824413061142
christmas,0.17820265889167786,0.2578675448894501,0.18839715421199799,0.17876142263412476,0.16649985313415527,0.1894219070672989,0.10296548902988434,0.2044597715139389,0.16011463105678558,0.24541179835796356,0.32897084951400757,0.23817040026187897
episode,0.19184806942939758,0.1919318586587906,0.49653249979019165,0.14017418026924133,0.15220089256763458,0.09471480548381805,0.106127068400383,0.25342556834220886,0.1667512208223343,0.3028217852115631,0.3510914444923401,0.23978739976882935
``,0.04765888676047325,0.008517155423760414,0.015512588433921337,-0.029888948425650597,-0.088779516518116,-0.11425485461950302,-0.010077576152980328,0.029072100296616554,0.13706184923648834,-0.029795102775096893,-0.04043178632855415,0.0685480609536171
the,0.6662389636039734,0.42745697498321533,0.319829523563385,0.34736719727516174,0.23582130670547485,0.27136439085006714,0.20982474088668823,1.0,0.29856032133102417,0.2230195701122284,0.2470158040523529,0.22068053483963013
christmas,0.17820265889167786,0.2578675448894501,0.18839715421199799,0.17876142263412476,0.16649985313415527,0.1894219070672989,0.10296548902988434,0.2044597715139389,0.16011463105678558,0.24541179835796356,0.32897084951400757,0.23817040026187897
invasion,0.2543354034423828,0.22275975346565247,0.21511441469192505,0.1800924837589264,0.11295238137245178,0.1323474645614624,0.15334804356098175,0.32296645641326904,0.22807815670967102,0.09068399667739868,0.23011495172977448,0.18923960626125336
'',0.07432962208986282,0.08143015950918198,0.04856986179947853,0.01978493109345436,0.04302211105823517,-7.126860873540863e-05,0.04352311044931412,0.041273195296525955,0.034884463995695114,0.013016216456890106,0.03232346102595329,0.018684765323996544
",",0.5201468467712402,0.3087472915649414,0.31928569078445435,0.3015086054801941,0.3188571631908417,0.28787803649902344,0.15651823580265045,0.4933079481124878,0.27284765243530273,0.19072526693344116,0.21865783631801605,0.31091248989105225
gold,0.21206732094287872,0.15779642760753632,0.14333128929138184,0.1811094880104065,0.2159954160451889,0.9999999403953552,0.03539383411407471,0.27136439085006714,0.12970803678035736,0.18448977172374725,0.1178743913769722,0.11542754620313644
introduced,0.2614979147911072,0.09417270123958588,0.19020012021064758,0.17650672793388367,0.08630581945180893,0.13229826092720032,0.18604086339473724,0.242969810962677,0.07801246643066406,0.11851632595062256,0.22775977849960327,0.16386865079402924
a,0.539380669593811,0.3320399522781372,0.24886544048786163,0.2552328109741211,0.16061973571777344,0.22218312323093414,0.1631201058626175,0.5829201340675354,0.22376655042171478,0.19052836298942566,0.2278088480234146,0.23916715383529663
modified,0.14739903807640076,0.1667574942111969,0.2037482112646103,0.21427594125270844,0.11069297045469284,0.05783679708838463,0.4861365258693695,0.25787946581840515,0.1906883418560028,0.17727665603160858,0.14577820897102356,0.2008686512708664
closing,0.2585218548774719,0.30367225408554077,0.1920754462480545,0.2093646377325058,0.09028840810060501,0.12970803678035736,0.24395157396793365,0.29856032133102417,1.0,0.20727786421775818,0.21874353289604187,0.20759470760822296
credits,0.06298324465751648,0.22962838411331177,0.26591750979423523,0.2646787464618683,0.11492689698934555,0.18448977172374725,0.14434514939785004,0.2230195701122284,0.20727786421775818,1.0,0.23113985359668732,0.14918746054172516
arrangement,0.20867182314395905,0.22868703305721283,0.1764574497938156,0.2237335443496704,0.09131249040365219,0.159328430891037,0.27685803174972534,0.290839284658432,0.19121341407299042,0.14120759069919586,0.30165839195251465,0.11038770526647568
that,0.435920387506485,0.6297725439071655,0.3486354649066925,0.47518548369407654,0.13816669583320618,0.18886281549930573,0.288020521402359,0.5473989248275757,0.3069877624511719,0.22312772274017334,0.22944191098213196,0.32716336846351624
was,0.45514053106307983,0.22111038863658905,0.20142383873462677,0.41399896144866943,0.20908302068710327,0.24345459043979645,0.1291166990995407,0.48711544275283813,0.1524624079465866,0.17568030953407288,0.21860456466674805,0.18412111699581146
used,0.3090210556983948,0.27546408772468567,0.2439146339893341,0.30443844199180603,0.08984784036874771,0.14617395401000977,0.29550403356552124,0.3718377649784088,0.19747668504714966,0.14789612591266632,0.19152973592281342,0.22430120408535004
up,0.3120773434638977,0.28591108322143555,0.27403897047042847,0.21613863110542297,0.13914592564105988,0.20839354395866394,0.1229446604847908,0.38423117995262146,0.24748024344444275,0.22747094929218292,0.13738784193992615,0.1819818764925003
until,0.38338494300842285,0.2693650424480438,0.23996400833129883,0.33905428647994995,0.203972727060318,0.11042270064353943,0.11134416610002518,0.37191009521484375,0.17947830259799957,0.17855015397071838,0.12345767021179199,0.20304496586322784
the,0.6662389636039734,0.42745697498321533,0.319829523563385,0.34736719727516174,0.23582130670547485,0.27136439085006714,0.20982474088668823,1.0,0.29856032133102417,0.2230195701122284,0.2470158040523529,0.22068053483963013
conclusion,0.2106221318244934,0.3924311697483063,0.2173532098531723,0.3019193112850189,0.05966847017407417,0.11822228878736496,0.24475136399269104,0.25632116198539734,0.27889442443847656,0.22186358273029327,0.11335786432027817,0.23632600903511047
of,0.5696388483047485,0.33290785551071167,0.21383242309093475,0.2513895630836487,0.18884317576885223,0.2101457566022873,0.1423967033624649,0.733189046382904,0.18359942734241486,0.17005175352096558,0.17537155747413635,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.319829523563385,0.34736719727516174,0.23582130670547485,0.27136439085006714,0.20982474088668823,1.0,0.29856032133102417,0.2230195701122284,0.2470158040523529,0.22068053483963013
2007,-0.2201838344335556,-0.15549811720848083,-0.09148336946964264,-0.2447822093963623,-0.17696547508239746,-0.1396135836839676,0.032672978937625885,-0.23657195270061493,-0.18735645711421967,-0.059347063302993774,-0.05069440230727196,-0.1664225310087204
series,0.2914260923862457,0.17328087985515594,0.41789430379867554,0.15581852197647095,0.20803673565387726,0.15606050193309784,0.17757472395896912,0.31376904249191284,0.08957453817129135,0.23514628410339355,0.3285406529903412,0.1709602326154709
.,0.5591574311256409,0.3567904531955719,0.3016606271266937,0.35288307070732117,0.251268208026886,0.22364865243434906,0.20311027765274048,0.5934505462646484,0.2604891061782837,0.18908706307411194,0.2135048359632492,0.4130953550338745
