,which,company,has,held,contests,for,fans,to,create,their,own,ad,for,the,company,?
longtime,0.2204979509115219,0.25642478466033936,0.2542037069797516,0.15331095457077026,0.15231922268867493,0.29208657145500183,0.265595018863678,0.27073341608047485,0.15305733680725098,0.2501727044582367,0.2430361956357956,0.06323424726724625,0.29208657145500183,0.2717287242412567,0.25642478466033936,0.07657656818628311
sponsor,0.21365050971508026,0.3738391101360321,0.16325758397579193,0.30566009879112244,0.2705856263637543,0.2795473039150238,0.3008361756801605,0.1991434097290039,0.18132711946964264,0.20181888341903687,0.25093093514442444,0.08497006446123123,0.2795473039150238,0.251558393239975,0.3738391101360321,0.10142356157302856
of,0.5011631846427917,0.20467796921730042,0.3909035325050354,0.28960686922073364,0.24924302101135254,0.4185989499092102,0.14162687957286835,0.41548454761505127,0.23675619065761566,0.4329940676689148,0.3269667625427246,0.1761893332004547,0.4185989499092102,0.733189046382904,0.20467796921730042,0.1826142966747284
the,0.6521818041801453,0.26591673493385315,0.4177538752555847,0.32185450196266174,0.29410862922668457,0.4739971458911896,0.2338283360004425,0.535392165184021,0.25265660881996155,0.516537070274353,0.334675133228302,0.24233382940292358,0.4739971458911896,1.0,0.26591673493385315,0.22068053483963013
game,0.23652023077011108,0.19029217958450317,0.1961202621459961,0.172162726521492,0.2914915084838867,0.2608485519886017,0.311771035194397,0.2540906071662903,0.20735935866832733,0.2491205334663391,0.19526849687099457,0.08543296158313751,0.2608485519886017,0.285271555185318,0.19029217958450317,0.1829071193933487
",",0.3658004403114319,0.2697763442993164,0.3734780251979828,0.2880980372428894,0.27445995807647705,0.4464869201183319,0.19332477450370789,0.44245919585227966,0.2240353375673294,0.3045167922973633,0.2796398997306824,0.21154692769050598,0.4464869201183319,0.4933079481124878,0.2697763442993164,0.31091248989105225
held,0.2626747488975525,0.14776583015918732,0.20941133797168732,1.0,0.3348359763622284,0.2495253086090088,0.2794235646724701,0.22177374362945557,0.14417757093906403,0.2292191982269287,0.17434178292751312,0.10737992078065872,0.2495253086090088,0.32185450196266174,0.14776583015918732,0.14103956520557404
its,0.5154205560684204,0.258992999792099,0.4627293348312378,0.1918802708387375,0.21899670362472534,0.2992613911628723,0.19251352548599243,0.3691340684890747,0.20573648810386658,0.5367968082427979,0.3757714629173279,0.17892546951770782,0.2992613911628723,0.559237003326416,0.258992999792099,0.15103481709957123
``,0.05178012326359749,-0.11237407475709915,0.06254398077726364,-0.018358707427978516,0.06894733011722565,0.01270448137074709,-0.06310375034809113,0.06720756739377975,-5.6175398640334606e-05,0.05465886741876602,0.0022472564596682787,0.09079055488109589,0.01270448137074709,0.029072100296616554,-0.11237407475709915,0.0685480609536171
crash,0.16020245850086212,0.21995487809181213,0.16139541566371918,0.10157875716686249,0.17829610407352448,0.13132241368293762,0.19153456389904022,0.18840226531028748,0.17270520329475403,0.10633789002895355,0.15952183306217194,0.11384627968072891,0.13132241368293762,0.22774840891361237,0.21995487809181213,0.10927160084247589
the,0.6521818041801453,0.26591673493385315,0.4177538752555847,0.32185450196266174,0.29410862922668457,0.4739971458911896,0.2338283360004425,0.535392165184021,0.25265660881996155,0.516537070274353,0.334675133228302,0.24233382940292358,0.4739971458911896,1.0,0.26591673493385315,0.22068053483963013
super,0.25759580731391907,0.11376534402370453,0.15233033895492554,0.1602509617805481,0.20491865277290344,0.22938419878482819,0.22993625700473785,0.17783479392528534,0.21969249844551086,0.14342328906059265,0.10335887968540192,0.06299305707216263,0.22938419878482819,0.21959073841571808,0.11376534402370453,0.166326642036438
bowl,0.23468568921089172,0.10346642881631851,0.17163237929344177,0.1913566142320633,0.22535942494869232,0.24430087208747864,0.16570962965488434,0.16993016004562378,0.1438857913017273,0.1663845032453537,0.05038973689079285,0.1156758964061737,0.24430087208747864,0.21576224267482758,0.10346642881631851,0.21118052303791046
'',-0.03332270681858063,0.04412749409675598,0.004576915875077248,-0.060258932411670685,0.05854414775967598,-0.04479556903243065,-0.06571514904499054,-0.009905828163027763,0.048974115401506424,0.011550518684089184,0.007983271963894367,-0.0062270802445709705,-0.04479556903243065,0.041273195296525955,0.04412749409675598,0.018684765323996544
contest,0.18239639699459076,0.18119753897190094,0.15156397223472595,0.28594648838043213,0.8524160981178284,0.2538227438926697,0.23665302991867065,0.20070356130599976,0.16609270870685577,0.18711251020431519,0.22296983003616333,0.11895788460969925,0.2538227438926697,0.25173527002334595,0.18119753897190094,0.18081821501255035
that,0.6894589066505432,0.22723333537578583,0.41272613406181335,0.224154531955719,0.2788112163543701,0.4137635827064514,0.29043275117874146,0.5436353087425232,0.3917232155799866,0.4266771972179413,0.37425005435943604,0.22409899532794952,0.4137635827064514,0.5473989248275757,0.22723333537578583,0.32716336846351624
allowed,0.3234473168849945,0.18670186400413513,0.1733020693063736,0.2389245480298996,0.17611223459243774,0.3152953088283539,0.26278889179229736,0.42967355251312256,0.2883608341217041,0.3752504289150238,0.35455018281936646,0.07945065200328827,0.3152953088283539,0.2985120713710785,0.18670186400413513,0.2309964895248413
viewers,0.2070329189300537,0.17926566302776337,0.14687764644622803,0.14725245535373688,0.3422394394874573,0.18976131081581116,0.4299737811088562,0.2661592364311218,0.19201195240020752,0.2776613235473633,0.20448175072669983,0.09856478869915009,0.18976131081581116,0.24207380414009094,0.17926566302776337,0.2274174839258194
to,0.5345056653022766,0.24903783202171326,0.3619994819164276,0.22177374362945557,0.22523991763591766,0.4451248347759247,0.2823963463306427,1.0,0.41124165058135986,0.44619059562683105,0.35879063606262207,0.1555420160293579,0.4451248347759247,0.535392165184021,0.24903783202171326,0.29463258385658264
create,0.3733832836151123,0.15054312348365784,0.2201959788799286,0.14417757093906403,0.18091173470020294,0.2826802134513855,0.17797882854938507,0.41124165058135986,1.0,0.26188212633132935,0.3432551622390747,0.1453561931848526,0.2826802134513855,0.25265660881996155,0.15054312348365784,0.300167441368103
their,0.4582767188549042,0.19651755690574646,0.2814009487628937,0.2292191982269287,0.28153473138809204,0.3406745493412018,0.29593798518180847,0.44619059562683105,0.26188212633132935,1.0,0.5763392448425293,0.1451331377029419,0.3406745493412018,0.516537070274353,0.19651755690574646,0.1898253709077835
own,0.3863328993320465,0.26400935649871826,0.29018262028694153,0.17434178292751312,0.24671229720115662,0.30703625082969666,0.1834021955728531,0.35879063606262207,0.3432551622390747,0.5763392448425293,1.0,0.12698131799697876,0.30703625082969666,0.334675133228302,0.26400935649871826,0.1937696635723114
doritos,0.2913173735141754,0.1841714084148407,0.1816394329071045,0.20406728982925415,0.2560025751590729,0.21739260852336884,0.22480833530426025,0.22078846395015717,0.17716188728809357,0.20420221984386444,0.23570461571216583,0.1696394979953766,0.21739260852336884,0.2968476712703705,0.1841714084148407,0.2596014738082886
ads,0.18195219337940216,0.28840792179107666,0.173965722322464,0.08832602202892303,0.19747552275657654,0.2157432585954666,0.2783423960208893,0.18482619524002075,0.2816600203514099,0.2697022259235382,0.26570507884025574,0.27716097235679626,0.2157432585954666,0.18265272676944733,0.28840792179107666,0.24816089868545532
for,0.44095608592033386,0.25874319672584534,0.450642853975296,0.2495253086090088,0.3140803277492523,0.9999999403953552,0.31923070549964905,0.4451248347759247,0.2826802134513855,0.3406745493412018,0.30703625082969666,0.09682639688253403,0.9999999403953552,0.4739971458911896,0.25874319672584534,0.264628142118454
a,0.56894451379776,0.22037413716316223,0.4670248031616211,0.22326228022575378,0.276979923248291,0.44038116931915283,0.253450870513916,0.45503583550453186,0.3041161596775055,0.29698723554611206,0.3093770742416382,0.1853104531764984,0.44038116931915283,0.5829201340675354,0.22037413716316223,0.23916715383529663
chance,0.2948612868785858,0.16676080226898193,0.22499270737171173,0.1167929545044899,0.3210207223892212,0.34149789810180664,0.2519855201244354,0.3269282877445221,0.23799172043800354,0.3138500452041626,0.2404363602399826,0.1309555172920227,0.34149789810180664,0.26683303713798523,0.16676080226898193,0.274066299200058
to,0.5345056653022766,0.24903783202171326,0.3619994819164276,0.22177374362945557,0.22523991763591766,0.4451248347759247,0.2823963463306427,1.0,0.41124165058135986,0.44619059562683105,0.35879063606262207,0.1555420160293579,0.4451248347759247,0.535392165184021,0.24903783202171326,0.29463258385658264
have,0.49652695655822754,0.15616212785243988,0.6353569626808167,0.20183809101581573,0.2866418659687042,0.41175219416618347,0.2295691817998886,0.4544740617275238,0.3937649726867676,0.523270845413208,0.3685062825679779,0.19166818261146545,0.41175219416618347,0.40389683842658997,0.15616212785243988,0.32991164922714233
it,0.616637647151947,0.3082790970802307,0.41962623596191406,0.23581157624721527,0.21864727139472961,0.32171204686164856,0.2518351376056671,0.513711154460907,0.2902435064315796,0.3067983090877533,0.2588726878166199,0.20261158049106598,0.32171204686164856,0.6251175999641418,0.3082790970802307,0.25732165575027466
aired,0.2307283580303192,0.1785302758216858,0.16763009130954742,0.2802388072013855,0.2297840416431427,0.14468124508857727,0.2547443211078644,0.18075093626976013,0.17179131507873535,0.18560785055160522,0.1200462281703949,0.132039874792099,0.14468124508857727,0.2525516450405121,0.1785302758216858,0.22283338010311127
during,0.3590145409107208,0.12950238585472107,0.23098520934581757,0.36476975679397583,0.2675400674343109,0.3448435664176941,0.22881823778152466,0.2828781306743622,0.12764333188533783,0.3022443354129791,0.20755766332149506,0.13994094729423523,0.3448435664176941,0.4838213622570038,0.12950238585472107,0.1325719803571701
the,0.6521818041801453,0.26591673493385315,0.4177538752555847,0.32185450196266174,0.29410862922668457,0.4739971458911896,0.2338283360004425,0.535392165184021,0.25265660881996155,0.516537070274353,0.334675133228302,0.24233382940292358,0.4739971458911896,1.0,0.26591673493385315,0.22068053483963013
game,0.23652023077011108,0.19029217958450317,0.1961202621459961,0.172162726521492,0.2914915084838867,0.2608485519886017,0.311771035194397,0.2540906071662903,0.20735935866832733,0.2491205334663391,0.19526849687099457,0.08543296158313751,0.2608485519886017,0.285271555185318,0.19029217958450317,0.1829071193933487
.,0.45942068099975586,0.266353577375412,0.4105546176433563,0.2628571093082428,0.23404380679130554,0.4726039469242096,0.2187882512807846,0.4645031690597534,0.2916513681411743,0.34427863359451294,0.3061371147632599,0.2654629051685333,0.4726039469242096,0.5934505462646484,0.266353577375412,0.4130953550338745
