,what,do,conquering,people,pass,down,to,native,populations,?
unusual,0.2481527328491211,0.2063746452331543,0.13080516457557678,0.1985325664281845,0.14634311199188232,0.14760814607143402,0.24503271281719208,0.13915792107582092,0.23582737147808075,0.1398017257452011
that,0.6297725439071655,0.44533252716064453,0.3091185986995697,0.3621441423892975,0.24082426726818085,0.3273264467716217,0.5436353087425232,0.19186517596244812,0.25187787413597107,0.32716336846351624
the,0.42745697498321533,0.30239659547805786,0.37138304114341736,0.36838498711586,0.25961899757385254,0.3325848877429962,0.535392165184021,0.24374492466449738,0.2796059846878052,0.22068053483963013
characteristics,0.3016658127307892,0.28865569829940796,0.18696114420890808,0.15313632786273956,0.1426512897014618,0.14118576049804688,0.27771568298339844,0.178566575050354,0.39441540837287903,0.13894438743591309
of,0.33290785551071167,0.26150479912757874,0.3325044810771942,0.3251037895679474,0.18302802741527557,0.23279321193695068,0.41548454761505127,0.2524676024913788,0.2561377286911011,0.1826142966747284
the,0.42745697498321533,0.30239659547805786,0.37138304114341736,0.36838498711586,0.25961899757385254,0.3325848877429962,0.535392165184021,0.24374492466449738,0.2796059846878052,0.22068053483963013
conquering,0.3025504946708679,0.18033136427402496,0.9999999403953552,0.2833068072795868,0.14578896760940552,0.17289192974567413,0.3337459862232208,0.33740684390068054,0.28549084067344666,0.16821224987506866
peoples,0.26138749718666077,0.18198038637638092,0.40429258346557617,0.5597565174102783,0.18783406913280487,0.11878307163715363,0.2922554910182953,0.4278372824192047,0.29765936732292175,0.2085462063550949
are,0.29724663496017456,0.41111594438552856,0.1887674182653427,0.385090708732605,0.20990294218063354,0.20758381485939026,0.3504326641559601,0.26376503705978394,0.3499637246131897,0.24591213464736938
inherited,0.2796041667461395,0.2335648536682129,0.2556261122226715,0.19683730602264404,0.21861274540424347,0.13784988224506378,0.2240290641784668,0.07783252000808716,0.25991806387901306,0.1930614858865738
by,0.2455483376979828,0.1481526494026184,0.257876992225647,0.20350977778434753,0.19618479907512665,0.27259311079978943,0.33534231781959534,0.18110418319702148,0.1657859832048416,0.17966607213020325
the,0.42745697498321533,0.30239659547805786,0.37138304114341736,0.36838498711586,0.25961899757385254,0.3325848877429962,0.535392165184021,0.24374492466449738,0.2796059846878052,0.22068053483963013
conquered,0.2095409482717514,0.1376713067293167,0.8567429184913635,0.26572248339653015,0.1257394701242447,0.16108983755111694,0.2174634039402008,0.24737970530986786,0.2652919590473175,0.12499574571847916
indigenous,0.19103914499282837,0.19246870279312134,0.2601480782032013,0.2588402032852173,0.14788630604743958,0.0549292229115963,0.24530638754367828,0.4607357978820801,0.24411237239837646,0.14450161159038544
populations,0.19647875428199768,0.242148295044899,0.28549084067344666,0.29485729336738586,0.11882241070270538,0.14540643990039825,0.21785755455493927,0.3670637309551239,1.0000001192092896,0.17519071698188782
.,0.3567904531955719,0.3613996207714081,0.2223353087902069,0.33118996024131775,0.1901644617319107,0.2362249493598938,0.4645031690597534,0.28723880648612976,0.25785329937934875,0.4130953550338745
