,school,desegregation,in,the,united,states,led,to,an,increased,number,of,students,of,what,ethnicity,in,public,schools,?
public,0.3342896103858948,0.38548409938812256,0.29074716567993164,0.22857438027858734,0.30716967582702637,0.3012831211090088,0.17358890175819397,0.2672370672225952,0.19681620597839355,0.21762438118457794,0.17588801681995392,0.2391265481710434,0.3258378803730011,0.2391265481710434,0.1729622185230255,0.20709328353405,0.29074716567993164,1.0000001192092896,0.4260808527469635,0.19872993230819702
schools,0.7602541446685791,0.4198628067970276,0.2632134258747101,0.22905772924423218,0.30707988142967224,0.2958741784095764,0.14757300913333893,0.2362271547317505,0.13943931460380554,0.18632730841636658,0.1390722692012787,0.265506386756897,0.6169943809509277,0.265506386756897,0.1820785105228424,0.21969813108444214,0.2632134258747101,0.4260808527469635,1.0,0.18349280953407288
became,0.1926351636648178,0.19024263322353363,0.31047213077545166,0.36325156688690186,0.3053349256515503,0.2520880699157715,0.35553088784217834,0.20401327311992645,0.19704453647136688,0.28667330741882324,0.1951807290315628,0.3638904094696045,0.1619117558002472,0.3638904094696045,0.1434093862771988,0.0815582424402237,0.31047213077545166,0.19136664271354675,0.15182025730609894,0.11374033987522125
in,0.26157811284065247,0.2808973491191864,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.2990247309207916,0.45010748505592346,0.2605783939361572,0.244624063372612,0.3024539053440094,0.5696388483047485,0.2676171064376831,0.5696388483047485,0.30808621644973755,0.15258094668388367,1.0,0.29074716567993164,0.2632134258747101,0.20430970191955566
turn,0.12255772203207016,0.17653338611125946,0.1769595742225647,0.3359498679637909,0.10727161914110184,0.13113343715667725,0.18056213855743408,0.3696671724319458,0.17989353835582733,0.3043581247329712,0.22108526527881622,0.23566555976867676,0.12523281574249268,0.23566555976867676,0.29013973474502563,0.1531161069869995,0.1769595742225647,0.10257089883089066,0.08003756403923035,0.2072952687740326
more,0.1141543760895729,0.2132684737443924,0.32563260197639465,0.39758381247520447,0.1760239452123642,0.22187471389770508,0.2405170202255249,0.47084665298461914,0.316240519285202,0.3940040171146393,0.327032208442688,0.30478984117507935,0.27059733867645264,0.30478984117507935,0.3484537899494171,0.18211524188518524,0.32563260197639465,0.17057493329048157,0.16193780303001404,0.27894994616508484
heavily,0.13301211595535278,0.195951908826828,0.20618461072444916,0.2549211382865906,0.11811373382806778,0.14568780362606049,0.1844000220298767,0.21706987917423248,0.20770211517810822,0.2894112467765808,0.16020537912845612,0.15830223262310028,0.10178083926439285,0.15830223262310028,0.22760839760303497,0.19164854288101196,0.20618461072444916,0.16466017067432404,0.21609045565128326,0.1724066138267517
concentrated,0.11661563068628311,0.16097034513950348,0.29073235392570496,0.2688957750797272,0.13718006014823914,0.17059201002120972,0.2384638488292694,0.2865214943885803,0.1905803680419922,0.38121140003204346,0.2133362889289856,0.28396520018577576,0.18467749655246735,0.28396520018577576,0.20476274192333221,0.2198421210050583,0.29073235392570496,0.13761715590953827,0.19286416471004486,0.11501483619213104
with,0.13135014474391937,0.17955781519412994,0.4080928862094879,0.4223487675189972,0.19869105517864227,0.21424104273319244,0.27114903926849365,0.4239959120750427,0.2730048894882202,0.2477453649044037,0.2513769268989563,0.41827285289764404,0.17162418365478516,0.41827285289764404,0.2464839518070221,0.15850554406642914,0.4080928862094879,0.17061910033226013,0.13740696012973785,0.2433311939239502
african-american,0.2079559713602066,0.4642825722694397,0.28320804238319397,0.3077481985092163,0.36140042543411255,0.37162718176841736,0.22985486686229706,0.2531247138977051,0.27094125747680664,0.15918217599391937,0.19668103754520416,0.2843579947948456,0.21189038455486298,0.2843579947948456,0.20474658906459808,0.3402217924594879,0.28320804238319397,0.2431199848651886,0.21187938749790192,0.21985267102718353
students,0.6345757842063904,0.330325722694397,0.2676171064376831,0.25268980860710144,0.2107360064983368,0.21916930377483368,0.18927901983261108,0.2905822694301605,0.15776841342449188,0.2069181650876999,0.18129347264766693,0.25513339042663574,1.0,0.25513339042663574,0.2380729615688324,0.2515973150730133,0.2676171064376831,0.3258378803730011,0.6169943809509277,0.18017297983169556
(,0.16600246727466583,0.16074414551258087,0.3087427020072937,0.33289089798927307,0.21098394691944122,0.21393048763275146,0.17649628221988678,0.30882009863853455,0.286407470703125,0.15970994532108307,0.16158060729503632,0.35032153129577637,0.13481496274471283,0.35032153129577637,0.2411840260028839,0.17949998378753662,0.3087427020072937,0.1609111875295639,0.15322564542293549,0.40561532974243164
see,0.13311338424682617,0.18400445580482483,0.2973747253417969,0.3770301640033722,0.16392365097999573,0.18436387181282043,0.16500674188137054,0.3792734146118164,0.2509157359600067,0.17319391667842865,0.2134786993265152,0.33962661027908325,0.22464071214199066,0.33962661027908325,0.44941186904907227,0.25551170110702515,0.2973747253417969,0.1827753186225891,0.13604003190994263,0.42005208134651184
list,0.09246819466352463,0.100160613656044,0.2799903452396393,0.2863321602344513,0.20551839470863342,0.2127545177936554,0.11010684818029404,0.17417719960212708,0.12760695815086365,0.13572989404201508,0.3405022621154785,0.3032784163951874,0.179024800658226,0.3032784163951874,0.22366273403167725,0.15260106325149536,0.2799903452396393,0.09219472855329514,0.13147294521331787,0.23630984127521515
of,0.2391800880432129,0.26084643602371216,0.5696388483047485,0.733189046382904,0.3187655806541443,0.30884552001953125,0.32918456196784973,0.41548454761505127,0.32280945777893066,0.3371390700340271,0.2778518795967102,1.0,0.25513339042663574,1.0,0.33290785551071167,0.17001788318157196,0.5696388483047485,0.2391265481710434,0.265506386756897,0.1826142966747284
private,0.3584248125553131,0.23791566491127014,0.21135757863521576,0.18291357159614563,0.29325538873672485,0.2793917953968048,0.1748305857181549,0.18892748653888702,0.14829891920089722,0.11747687309980392,0.11955348402261734,0.18706899881362915,0.35454505681991577,0.18706899881362915,0.16778090596199036,0.12954440712928772,0.21135757863521576,0.5126727223396301,0.4158569872379303,0.14389030635356903
schools,0.7602541446685791,0.4198628067970276,0.2632134258747101,0.22905772924423218,0.30707988142967224,0.2958741784095764,0.14757300913333893,0.2362271547317505,0.13943931460380554,0.18632730841636658,0.1390722692012787,0.265506386756897,0.6169943809509277,0.265506386756897,0.1820785105228424,0.21969813108444214,0.2632134258747101,0.4260808527469635,1.0,0.18349280953407288
in,0.26157811284065247,0.2808973491191864,1.0,0.6662389636039734,0.3938477039337158,0.3977442979812622,0.2990247309207916,0.45010748505592346,0.2605783939361572,0.244624063372612,0.3024539053440094,0.5696388483047485,0.2676171064376831,0.5696388483047485,0.30808621644973755,0.15258094668388367,1.0,0.29074716567993164,0.2632134258747101,0.20430970191955566
mississippi,0.1936282217502594,0.35330232977867126,0.21188393235206604,0.2582274377346039,0.3139795958995819,0.37608370184898376,0.10668712854385376,0.17388485372066498,0.08866659551858902,0.12098638713359833,0.1543552130460739,0.20277418196201324,0.18122974038124084,0.20277418196201324,0.1531691700220108,0.14977672696113586,0.21188393235206604,0.19331468641757965,0.14549191296100616,0.1548103243112564
),0.18641386926174164,0.1643521636724472,0.3326910734176636,0.3456730246543884,0.20623768866062164,0.2059156745672226,0.1660025268793106,0.31236231327056885,0.2873353958129883,0.15167289972305298,0.19318018853664398,0.3680361211299896,0.15868785977363586,0.3680361211299896,0.26259949803352356,0.19068631529808044,0.3326910734176636,0.15635275840759277,0.16219249367713928,0.42300865054130554
.,0.24214158952236176,0.3181525468826294,0.5591574311256409,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.19335708022117615,0.4645031690597534,0.3581749200820923,0.21367591619491577,0.3256329298019409,0.5352458953857422,0.2607303857803345,0.5352458953857422,0.3567904531955719,0.2046898752450943,0.5591574311256409,0.21888655424118042,0.2752705216407776,0.4130953550338745
