,the,teacher,'s,in,a,platoon,style,teaching,are,usually,more,_____,?
specialize,0.23715588450431824,0.2385723888874054,-0.06138492748141289,0.2662787437438965,0.25588661432266235,0.2000470757484436,0.2361014038324356,0.3454652428627014,0.41601863503456116,0.4287813603878021,0.28599220514297485,0.2210686057806015,0.20298869907855988
in,0.6662389636039734,0.22632350027561188,-0.037580832839012146,1.0,0.539380669593811,0.1545964777469635,0.21896705031394958,0.2659059166908264,0.3841303884983063,0.28848564624786377,0.32563260197639465,0.16471323370933533,0.20430970191955566
one,0.5514441132545471,0.2434118688106537,0.06913424283266068,0.4129433035850525,0.4910551905632019,0.15110193192958832,0.15013334155082703,0.21283887326717377,0.42537835240364075,0.38468751311302185,0.42017561197280884,0.28501996397972107,0.2673267424106598
subject,0.2387523651123047,0.2078711837530136,0.008066792041063309,0.21163184940814972,0.31756800413131714,0.13128389418125153,0.21687306463718414,0.2041931301355362,0.22845745086669922,0.22409197688102722,0.33916175365448,0.35406094789505005,0.33952999114990234
and,0.5171257257461548,0.27571162581443787,0.06895173341035843,0.4954058527946472,0.3739250600337982,0.22116486728191376,0.2745923101902008,0.2573738694190979,0.48576638102531433,0.3817319869995117,0.39880692958831787,0.3042243421077728,0.20544172823429108
who,0.3733934462070465,0.35707929730415344,0.05599616840481758,0.2792111933231354,0.36608949303627014,0.3167797029018402,0.15775224566459656,0.2535073459148407,0.27294138073921204,0.35319453477859497,0.31567877531051636,0.2226255089044571,0.26220351457595825
tend,0.2505027651786804,0.1482267826795578,0.023137079551815987,0.2306872308254242,0.2651256024837494,0.18858817219734192,0.1722494214773178,0.21532554924488068,0.48374560475349426,0.4730263948440552,0.45007845759391785,0.23016570508480072,0.19330444931983948
to,0.535392165184021,0.1991342306137085,0.03782717138528824,0.45010748505592346,0.45503583550453186,0.2194526493549347,0.2404285967350006,0.2762126624584198,0.3504326641559601,0.3824864327907562,0.47084665298461914,0.287420392036438,0.29463258385658264
be,0.4248143136501312,0.1891087293624878,0.025217169895768166,0.3481820821762085,0.39883795380592346,0.16340039670467377,0.22264838218688965,0.2096574753522873,0.5556803941726685,0.4821065366268158,0.5445363521575928,0.28119513392448425,0.3324260413646698
more,0.39758381247520447,0.14009490609169006,0.032942235469818115,0.32563260197639465,0.3452818691730499,0.16849172115325928,0.25443214178085327,0.22176127135753632,0.4066504240036011,0.406992644071579,1.0,0.2553991675376892,0.27894994616508484
knowledgeable,0.1900952309370041,0.34183117747306824,0.09442540258169174,0.1779063642024994,0.2701714038848877,0.18008315563201904,0.21081776916980743,0.3820517063140869,0.3059168756008148,0.2695232927799225,0.35559576749801636,0.3662678897380829,0.40515783429145813
in,0.6662389636039734,0.22632350027561188,-0.037580832839012146,1.0,0.539380669593811,0.1545964777469635,0.21896705031394958,0.2659059166908264,0.3841303884983063,0.28848564624786377,0.32563260197639465,0.16471323370933533,0.20430970191955566
that,0.5473989248275757,0.1985531747341156,0.04397977516055107,0.435920387506485,0.47537946701049805,0.17857569456100464,0.2503998577594757,0.28482577204704285,0.45265161991119385,0.43660464882850647,0.4813884496688843,0.31140652298927307,0.32716336846351624
one,0.5514441132545471,0.2434118688106537,0.06913424283266068,0.4129433035850525,0.4910551905632019,0.15110193192958832,0.15013334155082703,0.21283887326717377,0.42537835240364075,0.38468751311302185,0.42017561197280884,0.28501996397972107,0.2673267424106598
area,0.37834644317626953,0.10002005100250244,-0.002423585159704089,0.33632898330688477,0.2782127559185028,0.1462380290031433,0.16505567729473114,0.10301011800765991,0.25780194997787476,0.22271503508090973,0.20655664801597595,0.1350119709968567,0.12640461325645447
than,0.3227543234825134,0.11944065243005753,0.0585811510682106,0.3270052373409271,0.3126874566078186,0.12134381383657455,0.20252200961112976,0.18250364065170288,0.39206281304359436,0.444146990776062,0.726518988609314,0.23149575293064117,0.24917294085025787
a,0.5829201340675354,0.31202319264411926,0.04866964742541313,0.539380669593811,1.0,0.2055046409368515,0.23984776437282562,0.21643459796905518,0.265255331993103,0.46690207719802856,0.3452818691730499,0.2585112154483795,0.23916715383529663
teacher,0.17760860919952393,0.9999998807907104,0.026857737451791763,0.22632350027561188,0.31202319264411926,0.2054995596408844,0.1738552451133728,0.6199770569801331,0.09182974696159363,0.11604613810777664,0.14009490609169006,0.3012712299823761,0.1797819435596466
who,0.3733934462070465,0.35707929730415344,0.05599616840481758,0.2792111933231354,0.36608949303627014,0.3167797029018402,0.15775224566459656,0.2535073459148407,0.27294138073921204,0.35319453477859497,0.31567877531051636,0.2226255089044571,0.26220351457595825
teaches,0.2156836986541748,0.6839244961738586,-0.07672175765037537,0.26274335384368896,0.22278502583503723,0.1598937064409256,0.16766920685768127,0.7201090455055237,0.22687506675720215,0.1779341697692871,0.17391745746135712,0.3019436001777649,0.2008351981639862
many,0.4335206151008606,0.16581547260284424,0.01698932610452175,0.41474202275276184,0.2872205972671509,0.12883931398391724,0.24291467666625977,0.32002294063568115,0.5655534863471985,0.4220901429653168,0.48608261346817017,0.21378284692764282,0.2124512493610382
subjects,0.22999566793441772,0.2719794809818268,0.04970385879278183,0.22681275010108948,0.25836846232414246,0.18991601467132568,0.23122480511665344,0.33397376537323,0.3335327208042145,0.2651345729827881,0.3416512906551361,0.3129849433898926,0.26547127962112427
.,0.5934505462646484,0.225234717130661,-0.003708066651597619,0.5591574311256409,0.50484299659729,0.21867839992046356,0.30291756987571716,0.26479530334472656,0.3452940285205841,0.28580138087272644,0.4070230722427368,0.2909849286079407,0.4130953550338745
