,outside,of,national,recognition,",",what,other,kind,of,recognition,do,some,of,the,cities,get,?
of,0.2973117530345917,1.0,0.3314673602581024,0.295685350894928,0.4946078956127167,0.33290785551071167,0.38583824038505554,0.2285657674074173,1.0,0.295685350894928,0.26150479912757874,0.4300730526447296,1.0,0.733189046382904,0.29528072476387024,0.26628199219703674,0.1826142966747284
economic,0.14959338307380676,0.3030148148536682,0.21707652509212494,0.2413957715034485,0.2340485155582428,0.18082544207572937,0.18829746544361115,0.12995555996894836,0.3030148148536682,0.2413957715034485,0.1544588953256607,0.17811153829097748,0.3030148148536682,0.282455176115036,0.25774693489074707,0.17262159287929535,0.1206481084227562
activity,0.250191867351532,0.23575159907341003,0.14875571429729462,0.22871427237987518,0.21559643745422363,0.28365153074264526,0.3060377836227417,0.2724720537662506,0.23575159907341003,0.22871427237987518,0.25674623250961304,0.27115198969841003,0.23575159907341003,0.28331097960472107,0.13468892872333527,0.22927461564540863,0.19043973088264465
for,0.2657284140586853,0.4185989499092102,0.36267757415771484,0.340660035610199,0.4464869201183319,0.3017193675041199,0.3273986279964447,0.28053680062294006,0.4185989499092102,0.340660035610199,0.29510271549224854,0.4257155656814575,0.4185989499092102,0.4739971458911896,0.21254107356071472,0.342695415019989,0.264628142118454
its,0.27479639649391174,0.48690423369407654,0.22022826969623566,0.27068614959716797,0.33157986402511597,0.30393704771995544,0.29483991861343384,0.17957401275634766,0.48690423369407654,0.27068614959716797,0.18495778739452362,0.37440580129623413,0.48690423369407654,0.559237003326416,0.2535979151725769,0.21364489197731018,0.15103481709957123
respective,0.2471482753753662,0.32108351588249207,0.18482255935668945,0.2524150609970093,0.3516268730163574,0.29216688871383667,0.4550633728504181,0.14370416104793549,0.32108351588249207,0.2524150609970093,0.3010156452655792,0.36517396569252014,0.32108351588249207,0.3637433648109436,0.23371747136116028,0.2951523959636688,0.2512778639793396
region,0.2445318102836609,0.2852717339992523,0.22655223309993744,0.1957058608531952,0.2119160145521164,0.2298986315727234,0.20447027683258057,0.16578975319862366,0.2852717339992523,0.1957058608531952,0.15212073922157288,0.13805310428142548,0.2852717339992523,0.35020557045936584,0.35766032338142395,0.11025993525981903,0.13441751897335052
and,0.31803378462791443,0.5116966962814331,0.2608908712863922,0.26816076040267944,0.6633074283599854,0.31309178471565247,0.5504306554794312,0.22462370991706848,0.5116966962814331,0.26816076040267944,0.276123583316803,0.5337774157524109,0.5116966962814331,0.5171257257461548,0.292957067489624,0.37609121203422546,0.20544172823429108
being,0.3120284378528595,0.34885138273239136,0.18856127560138702,0.28785112500190735,0.34499165415763855,0.3760843276977539,0.37174108624458313,0.24848723411560059,0.34885138273239136,0.28785112500190735,0.2324799746274948,0.39474767446517944,0.34885138273239136,0.419739305973053,0.18113529682159424,0.3637855052947998,0.26743772625923157
home,0.3146342635154724,0.24402645230293274,0.22022271156311035,0.10729391872882843,0.2790627181529999,0.1608789712190628,0.2030264139175415,0.16064214706420898,0.24402645230293274,0.10729391872882843,0.1344684660434723,0.2062011957168579,0.24402645230293274,0.28978195786476135,0.15672285854816437,0.17892085015773773,0.0757145956158638
to,0.3292369544506073,0.41548454761505127,0.21067756414413452,0.2735123634338379,0.44245919585227966,0.455847829580307,0.4193183183670044,0.28460726141929626,0.41548454761505127,0.2735123634338379,0.38876664638519287,0.4636894166469574,0.41548454761505127,0.535392165184021,0.20735321938991547,0.4388369917869568,0.29463258385658264
many,0.3308001160621643,0.37253960967063904,0.21160955727100372,0.3121962547302246,0.40610817074775696,0.36131182312965393,0.6324484348297119,0.3219348192214966,0.37253960967063904,0.3121962547302246,0.38738366961479187,0.7976660132408142,0.37253960967063904,0.4335206151008606,0.2867770195007324,0.3039306700229645,0.2124512493610382
tourist,0.16906492412090302,0.26708054542541504,0.2626025378704071,0.12709364295005798,0.2069557160139084,0.10621568560600281,0.17613451182842255,0.10388769954442978,0.26708054542541504,0.12709364295005798,0.12427358329296112,0.2044229656457901,0.26708054542541504,0.29490065574645996,0.2942546010017395,0.16306079924106598,0.08379554748535156
destinations,0.2343270182609558,0.24543997645378113,0.20607952773571014,0.24523364007472992,0.2587198317050934,0.15052582323551178,0.3054613173007965,0.1294538527727127,0.24543997645378113,0.24523364007472992,0.22838258743286133,0.28606468439102173,0.24543997645378113,0.3131893277168274,0.4107785224914551,0.20238810777664185,0.12842917442321777
.,0.28971612453460693,0.5352458953857422,0.29436907172203064,0.23448753356933594,0.6812511086463928,0.3567904531955719,0.41511186957359314,0.21254374086856842,0.5352458953857422,0.23448753356933594,0.3613996207714081,0.40663889050483704,0.5352458953857422,0.5934505462646484,0.2525215446949005,0.39392393827438354,0.4130953550338745
