,which,artist,has,a,piece,of,his,artwork,located,at,the,fulton,mall,?
renoir,0.14736978709697723,0.3750647008419037,0.15259157121181488,0.24037770926952362,0.19872187077999115,0.1728122979402542,0.2982558310031891,0.36566048860549927,0.11622704565525055,0.25375428795814514,0.21457938849925995,0.23704634606838226,0.1639220118522644,0.21332663297653198
piece,0.3451104462146759,0.18858346343040466,0.22443047165870667,0.37707507610321045,1.0,0.24685195088386536,0.23369033634662628,0.23474781215190887,0.09734248369932175,0.17069651186466217,0.2841556668281555,0.15922090411186218,0.16577214002609253,0.14355646073818207
in,0.4840516746044159,0.18431559205055237,0.4173259735107422,0.539380669593811,0.20736105740070343,0.5696388483047485,0.3598145842552185,0.1858375519514084,0.35149815678596497,0.4374977946281433,0.6662389636039734,0.2750072777271271,0.2939794063568115,0.20430970191955566
the,0.6521818041801453,0.1862100064754486,0.4177538752555847,0.5829201340675354,0.2841556668281555,0.733189046382904,0.4394008219242096,0.2128695845603943,0.407527357339859,0.457212895154953,1.0,0.2509615123271942,0.24676764011383057,0.22068053483963013
world,0.29213306307792664,0.15108028054237366,0.21706144511699677,0.22239887714385986,0.180345356464386,0.2828933000564575,0.22569474577903748,0.13105693459510803,0.1607932448387146,0.22825311124324799,0.33604270219802856,0.17119967937469482,0.17409242689609528,0.17579582333564758
that,0.6894589066505432,0.16198593378067017,0.41272613406181335,0.47537946701049805,0.291817843914032,0.41498205065727234,0.3173833191394806,0.2312198132276535,0.1796129047870636,0.3183255195617676,0.5473989248275757,0.1798504889011383,0.16972744464874268,0.32716336846351624
one,0.510688066482544,0.1974410116672516,0.43032392859458923,0.4910551905632019,0.24122759699821472,0.4999135136604309,0.3774510324001312,0.1981450319290161,0.2584690451622009,0.32580816745758057,0.5514441132545471,0.1523134410381317,0.17462997138500214,0.2673267424106598
can,0.41132649779319763,0.11295876652002335,0.4103628396987915,0.3915780484676361,0.3029416501522064,0.2603091299533844,0.13348791003227234,0.13356859982013702,0.08593563735485077,0.16641086339950562,0.312528520822525,0.14534322917461395,0.19870412349700928,0.3226337134838104
walk,0.26024752855300903,0.1938474029302597,0.155740424990654,0.24305084347724915,0.19422119855880737,0.2157301902770996,0.17168310284614563,0.21108412742614746,0.1644088327884674,0.23627039790153503,0.2452576905488968,0.18930886685848236,0.24972327053546906,0.16110530495643616
up,0.36388060450553894,0.17579707503318787,0.27017050981521606,0.32523053884506226,0.2094816118478775,0.32945773005485535,0.2538001239299774,0.22987131774425507,0.09097816795110703,0.26974549889564514,0.38423117995262146,0.14347653090953827,0.18310512602329254,0.1819818764925003
to,0.5345056653022766,0.1676495373249054,0.3619994819164276,0.45503583550453186,0.24056245386600494,0.41548454761505127,0.3715193271636963,0.22063905000686646,0.20850814878940582,0.36524343490600586,0.535392165184021,0.19073335826396942,0.20564943552017212,0.29463258385658264
and,0.506277859210968,0.20686885714530945,0.43716782331466675,0.3739250600337982,0.24477295577526093,0.5116966962814331,0.4234102666378021,0.2764635980129242,0.24183952808380127,0.3571503460407257,0.5171257257461548,0.2625988721847534,0.2136000692844391,0.20544172823429108
touch,0.3122473657131195,0.13546936213970184,0.23486024141311646,0.2158329337835312,0.23201076686382294,0.18757231533527374,0.12493446469306946,0.17842456698417664,0.09370038658380508,0.15599529445171356,0.22042299807071686,0.1474899798631668,0.13930587470531464,0.21477574110031128
.,0.45942068099975586,0.22495654225349426,0.4105546176433563,0.50484299659729,0.24882741272449493,0.5352458953857422,0.3119256794452667,0.2086111158132553,0.28226932883262634,0.4549728035926819,0.5934505462646484,0.31370049715042114,0.22373902797698975,0.4130953550338745
