,what,was,dificult,to,reconcile,the,photoelectric,effect,and,the,missing,ultraviolet,catastrophe,?
",",0.3087472915649414,0.45456063747406006,0.326727032661438,0.44245919585227966,0.28507503867149353,0.4933079481124878,0.26294437050819397,0.2150653600692749,0.6633074283599854,0.4933079481124878,0.2425287365913391,0.21618741750717163,0.2354142963886261,0.31091248989105225
the,0.42745697498321533,0.48711544275283813,0.3009051978588104,0.535392165184021,0.22027066349983215,1.0,0.31095147132873535,0.2865084111690521,0.5171257257461548,1.0,0.2549445927143097,0.23828156292438507,0.3099134862422943,0.22068053483963013
photoelectric,0.2513563632965088,0.20997922122478485,0.230210080742836,0.25929683446884155,0.1334669440984726,0.31095147132873535,1.0,0.4093362092971802,0.21908724308013916,0.31095147132873535,0.12177033722400665,0.5345564484596252,0.34167370200157166,0.19309154152870178
effect,0.2546532452106476,0.16271711885929108,0.2510569095611572,0.2521958649158478,0.1935703158378601,0.2865084111690521,0.4093362092971802,1.0,0.23508284986019135,0.2865084111690521,0.1014859527349472,0.3094654679298401,0.2729072570800781,0.1783771812915802
",",0.3087472915649414,0.45456063747406006,0.326727032661438,0.44245919585227966,0.28507503867149353,0.4933079481124878,0.26294437050819397,0.2150653600692749,0.6633074283599854,0.4933079481124878,0.2425287365913391,0.21618741750717163,0.2354142963886261,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.3137020766735077,0.48971283435821533,0.2247926890850067,0.5171257257461548,0.21908724308013916,0.23508284986019135,1.0,0.5171257257461548,0.2305000275373459,0.2106379121541977,0.1292668730020523,0.20544172823429108
the,0.42745697498321533,0.48711544275283813,0.3009051978588104,0.535392165184021,0.22027066349983215,1.0,0.31095147132873535,0.2865084111690521,0.5171257257461548,1.0,0.2549445927143097,0.23828156292438507,0.3099134862422943,0.22068053483963013
nonexistence,0.30042028427124023,0.15931949019432068,0.28163015842437744,0.2548755407333374,0.24506358802318573,0.3077789843082428,0.21269221603870392,0.28211110830307007,0.19784367084503174,0.3077789843082428,0.2384364753961563,0.19219240546226501,0.23733240365982056,0.266875296831131
of,0.33290785551071167,0.4069072902202606,0.30434855818748474,0.41548454761505127,0.20857013761997223,0.733189046382904,0.2729225158691406,0.24129827320575714,0.5116966962814331,0.733189046382904,0.23175521194934845,0.2068740725517273,0.2462836652994156,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,0.3009051978588104,0.535392165184021,0.22027066349983215,1.0,0.31095147132873535,0.2865084111690521,0.5171257257461548,1.0,0.2549445927143097,0.23828156292438507,0.3099134862422943,0.22068053483963013
ultraviolet,0.28599607944488525,0.1554388850927353,0.306162565946579,0.2679978907108307,0.15984104573726654,0.23828156292438507,0.5345564484596252,0.3094654679298401,0.2106379121541977,0.23828156292438507,0.12671954929828644,1.0,0.25855186581611633,0.21418103575706482
catastrophe,0.2537705600261688,0.2271914780139923,0.23951838910579681,0.18854179978370667,0.2842385470867157,0.3099134862422943,0.34167370200157166,0.2729072570800781,0.1292668730020523,0.3099134862422943,0.2168104350566864,0.25855186581611633,1.0000001192092896,0.20079517364501953
",",0.3087472915649414,0.45456063747406006,0.326727032661438,0.44245919585227966,0.28507503867149353,0.4933079481124878,0.26294437050819397,0.2150653600692749,0.6633074283599854,0.4933079481124878,0.2425287365913391,0.21618741750717163,0.2354142963886261,0.31091248989105225
proved,0.23704653978347778,0.3044681251049042,0.36164480447769165,0.21811220049858093,0.3095434904098511,0.2359304130077362,0.2084912806749344,0.27121713757514954,0.23146256804466248,0.2359304130077362,0.1789979338645935,0.19637031853199005,0.23876437544822693,0.1678566187620163
troublesome,0.35554227232933044,0.12527050077915192,0.3288441300392151,0.25422656536102295,0.26966601610183716,0.2332049012184143,0.1994810253381729,0.24806630611419678,0.3331347703933716,0.2332049012184143,0.28131744265556335,0.2131234109401703,0.2385069727897644,0.38318708539009094
.,0.3567904531955719,0.40146201848983765,0.2924855947494507,0.4645031690597534,0.25427353382110596,0.5934505462646484,0.2660292387008667,0.2277858853340149,0.588965117931366,0.5934505462646484,0.2528116703033447,0.2106117159128189,0.20937786996364594,0.4130953550338745
