,when,did,france,begin,in,earnest,to,rebuild,its,global,empire,?
asia,0.15632228553295135,0.19509263336658478,0.2792564630508423,0.13323676586151123,0.26562291383743286,0.13790269196033478,0.22411112487316132,0.16560518741607666,0.2336438000202179,0.23788943886756897,0.3024880588054657,0.1340748518705368
",",0.36674630641937256,0.3015086054801941,0.28250643610954285,0.27304404973983765,0.5201468467712402,0.2553825378417969,0.44245919585227966,0.1831716001033783,0.33157986402511597,0.1937657743692398,0.27646857500076294,0.31091248989105225
with,0.5075214505195618,0.25472134351730347,0.20020143687725067,0.25770750641822815,0.4080928862094879,0.16410933434963226,0.4239959120750427,0.18008914589881897,0.3087116777896881,0.16119253635406494,0.16165103018283844,0.2433311939239502
other,0.34102705121040344,0.31707024574279785,0.19600534439086914,0.23220928013324738,0.39989137649536133,0.1754438430070877,0.4193183183670044,0.1019091010093689,0.29483991861343384,0.18381670117378235,0.17392708361148834,0.24682199954986572
conquests,0.21027079224586487,0.20527727901935577,0.25215673446655273,0.2160053700208664,0.23184794187545776,0.230784609913826,0.24994014203548431,0.35367491841316223,0.21716035902500153,0.11558780074119568,0.5231788754463196,0.14706142246723175
in,0.4431333839893341,0.2593238651752472,0.3812309503555298,0.2903634011745453,1.0,0.214521586894989,0.45010748505592346,0.24307963252067566,0.3793783485889435,0.10151144117116928,0.24110576510429382,0.20430970191955566
central,0.16662165522575378,0.14962437748908997,0.17670755088329315,0.15252971649169922,0.30844059586524963,0.09438671171665192,0.21511952579021454,0.14226149022579193,0.2514321208000183,0.1346086859703064,0.26402273774147034,0.14787602424621582
and,0.4716290831565857,0.34479495882987976,0.2925812005996704,0.2599445581436157,0.4954058527946472,0.21666327118873596,0.48971283435821533,0.22636805474758148,0.3841775357723236,0.22193439304828644,0.27479609847068787,0.20544172823429108
east,0.23069076240062714,0.17160435020923615,0.22583982348442078,0.13955052196979523,0.32659441232681274,0.14840789139270782,0.24717837572097778,0.1810467392206192,0.2461509257555008,0.15682817995548248,0.30420103669166565,0.10070597380399704
africa,0.18735390901565552,0.1931072473526001,0.3494209945201874,0.14424313604831696,0.27806714177131653,0.16933724284172058,0.23667606711387634,0.17334508895874023,0.21967549622058868,0.2154543399810791,0.3045766353607178,0.12926554679870605
",",0.36674630641937256,0.3015086054801941,0.28250643610954285,0.27304404973983765,0.5201468467712402,0.2553825378417969,0.44245919585227966,0.1831716001033783,0.33157986402511597,0.1937657743692398,0.27646857500076294,0.31091248989105225
as,0.4437963366508484,0.3596470057964325,0.19034622609615326,0.20308734476566315,0.3887844979763031,0.24291354417800903,0.42092081904411316,0.19662094116210938,0.31874480843544006,0.1667635440826416,0.21108263731002808,0.27043893933296204
well,0.33199459314346313,0.4341743588447571,0.18028524518013,0.2635148763656616,0.36612698435783386,0.2971366047859192,0.3422003388404846,0.18054869771003723,0.3455803096294403,0.18243952095508575,0.2055317759513855,0.24815571308135986
as,0.4437963366508484,0.3596470057964325,0.19034622609615326,0.20308734476566315,0.3887844979763031,0.24291354417800903,0.42092081904411316,0.19662094116210938,0.31874480843544006,0.1667635440826416,0.21108263731002808,0.27043893933296204
the,0.5091903209686279,0.34736719727516174,0.35517507791519165,0.34293439984321594,0.6662389636039734,0.22676964104175568,0.535392165184021,0.30253851413726807,0.559237003326416,0.17898012697696686,0.32532164454460144,0.22068053483963013
south,0.18115942180156708,0.1510593444108963,0.26797276735305786,0.13722053170204163,0.33642083406448364,0.15339232981204987,0.25657615065574646,0.17791026830673218,0.27340400218963623,0.17803259193897247,0.26449429988861084,0.12336621433496475
pacific,0.21232163906097412,0.18718315660953522,0.1909259557723999,0.15797144174575806,0.19652380049228668,0.1564633995294571,0.2440171241760254,0.17303156852722168,0.19847743213176727,0.23513910174369812,0.20735608041286469,0.13060949742794037
.,0.475719153881073,0.35288307070732117,0.33719199895858765,0.24827922880649567,0.5591574311256409,0.22831834852695465,0.4645031690597534,0.24812842905521393,0.3566088080406189,0.23260977864265442,0.2811720371246338,0.4130953550338745
