,in,the,capabilities,approach,",",grow,and,income,are,considered,a,means,to,an,end,rather,than,what,?
”,-0.05599946156144142,-0.13169695436954498,0.08938466012477875,-0.045133426785469055,-0.02889210171997547,0.0925862118601799,-0.06984598934650421,-0.08278308808803558,-0.05612393096089363,-0.026842087507247925,-0.030909502878785133,0.053425662219524384,-0.04376490041613579,-0.050462521612644196,-0.06761432439088821,-0.026334749534726143,-0.0004390621033962816,-0.08669018000364304,0.014230710454285145
",",0.5201468467712402,0.4933079481124878,0.21266590058803558,0.3155236542224884,1.0000001192092896,0.2585790455341339,0.6633074283599854,0.19703416526317596,0.4062570035457611,0.32932984828948975,0.427140474319458,0.24041147530078888,0.44245919585227966,0.3581022024154663,0.25448864698410034,0.276650071144104,0.3371901512145996,0.3087472915649414,0.31091248989105225
economic,0.22027181088924408,0.282455176115036,0.22791223227977753,0.21047165989875793,0.2340485155582428,0.2510252594947815,0.2707010805606842,0.408316433429718,0.17979218065738678,0.2307429164648056,0.2234611213207245,0.15332044661045074,0.26856908202171326,0.15034084022045135,0.1948738545179367,0.18526624143123627,0.15147915482521057,0.18082544207572937,0.1206481084227562
growth,0.2819603681564331,0.2912366986274719,0.25967201590538025,0.1440298855304718,0.2218456119298935,0.5955879092216492,0.2731747627258301,0.37261080741882324,0.2270549088716507,0.15576964616775513,0.21544985473155975,0.1497250497341156,0.2701800763607025,0.1870514452457428,0.1931719183921814,0.23107311129570007,0.21366450190544128,0.1739405393600464,0.07547862827777863
and,0.4954058527946472,0.5171257257461548,0.2930736839771271,0.2348477989435196,0.6633074283599854,0.3117977976799011,1.0,0.2518245577812195,0.48576638102531433,0.3359341621398926,0.3739250600337982,0.25371095538139343,0.48971283435821533,0.2838519215583801,0.24708716571331024,0.34474092721939087,0.39361441135406494,0.31309178471565247,0.20544172823429108
income,0.1795814335346222,0.23699946701526642,0.2597641050815582,0.17418453097343445,0.19703416526317596,0.2325403243303299,0.2518245577812195,1.0,0.20486517250537872,0.1915818750858307,0.2084353119134903,0.16552069783210754,0.27188464999198914,0.12479376047849655,0.08266497403383255,0.20427916944026947,0.22589486837387085,0.21837803721427917,0.14935168623924255
are,0.3841303884983063,0.40399202704429626,0.2852709889411926,0.20236416161060333,0.4062570035457611,0.31653815507888794,0.48576638102531433,0.20486517250537872,1.0,0.35714471340179443,0.265255331993103,0.36549869179725647,0.3504326641559601,0.1556541919708252,0.18067817389965057,0.325596421957016,0.39206281304359436,0.29724663496017456,0.24591213464736938
considered,0.28591203689575195,0.4028765559196472,0.15633757412433624,0.24125686287879944,0.32932984828948975,0.1931234896183014,0.3359341621398926,0.1915818750858307,0.35714471340179443,1.0,0.36109375953674316,0.33402886986732483,0.2954166829586029,0.3028697371482849,0.17430882155895233,0.3260406255722046,0.3166120946407318,0.2834889590740204,0.19909770786762238
a,0.539380669593811,0.5829201340675354,0.22750458121299744,0.2336270660161972,0.427140474319458,0.20655770599842072,0.3739250600337982,0.2084353119134903,0.265255331993103,0.36109375953674316,1.0,0.34418490529060364,0.45503583550453186,0.44552403688430786,0.28924596309661865,0.4061340093612671,0.3126874566078186,0.3320399522781372,0.23916715383529663
means,0.1979396492242813,0.32225894927978516,0.22634990513324738,0.17284522950649261,0.24041147530078888,0.19901204109191895,0.25371095538139343,0.16552069783210754,0.36549869179725647,0.33402886986732483,0.34418490529060364,1.0000001192092896,0.2301892638206482,0.256989985704422,0.14987994730472565,0.3439343571662903,0.3308737576007843,0.2553325295448303,0.21233566105365753
to,0.45010748505592346,0.535392165184021,0.30316877365112305,0.33169451355934143,0.44245919585227966,0.3296493887901306,0.48971283435821533,0.27188464999198914,0.3504326641559601,0.2954166829586029,0.45503583550453186,0.2301892638206482,1.0,0.3138085603713989,0.3229445815086365,0.4052407741546631,0.3192550539970398,0.455847829580307,0.29463258385658264
an,0.2605783939361572,0.4207492768764496,0.223221093416214,0.179381862282753,0.3581022024154663,0.1422024965286255,0.2838519215583801,0.12479376047849655,0.1556541919708252,0.3028697371482849,0.44552403688430786,0.256989985704422,0.3138085603713989,1.0,0.1506708711385727,0.26193132996559143,0.2493579238653183,0.2821882665157318,0.19793890416622162
end,0.28539085388183594,0.39658910036087036,0.18386238813400269,0.11634062975645065,0.25448864698410034,0.18592794239521027,0.24708716571331024,0.08266497403383255,0.18067817389965057,0.17430882155895233,0.28924596309661865,0.14987994730472565,0.3229445815086365,0.1506708711385727,1.0,0.2040906399488449,0.16183771193027496,0.29234179854393005,0.12543344497680664
rather,0.26646825671195984,0.31983619928359985,0.3509402573108673,0.2856493890285492,0.276650071144104,0.24866969883441925,0.34474092721939087,0.20427916944026947,0.325596421957016,0.3260406255722046,0.4061340093612671,0.3439343571662903,0.4052407741546631,0.26193132996559143,0.2040906399488449,1.0,0.6301081776618958,0.3923804461956024,0.3053998053073883
than,0.3270052373409271,0.3227543234825134,0.3022383153438568,0.2196633517742157,0.3371901512145996,0.3003598749637604,0.39361441135406494,0.22589486837387085,0.39206281304359436,0.3166120946407318,0.3126874566078186,0.3308737576007843,0.3192550539970398,0.2493579238653183,0.16183771193027496,0.6301081776618958,1.0,0.29388150572776794,0.24917294085025787
the,0.6662389636039734,1.0,0.2042628526687622,0.1999826431274414,0.4933079481124878,0.2652076482772827,0.5171257257461548,0.23699946701526642,0.40399202704429626,0.4028765559196472,0.5829201340675354,0.32225894927978516,0.535392165184021,0.4207492768764496,0.39658910036087036,0.31983619928359985,0.3227543234825134,0.42745697498321533,0.22068053483963013
end,0.28539085388183594,0.39658910036087036,0.18386238813400269,0.11634062975645065,0.25448864698410034,0.18592794239521027,0.24708716571331024,0.08266497403383255,0.18067817389965057,0.17430882155895233,0.28924596309661865,0.14987994730472565,0.3229445815086365,0.1506708711385727,1.0,0.2040906399488449,0.16183771193027496,0.29234179854393005,0.12543344497680664
itself,0.28042417764663696,0.45971640944480896,0.23290258646011353,0.23308564722537994,0.2783147692680359,0.22934988141059875,0.2663651406764984,0.17862728238105774,0.23437081277370453,0.29175570607185364,0.4065200984477997,0.34519103169441223,0.340527206659317,0.3382616639137268,0.20970207452774048,0.42324137687683105,0.2803569436073303,0.3625122308731079,0.17933900654315948
.,0.5591574311256409,0.5934505462646484,0.21693669259548187,0.21207883954048157,0.6812511086463928,0.30482572317123413,0.588965117931366,0.26448529958724976,0.3452940285205841,0.29356086254119873,0.50484299659729,0.18089891970157623,0.4645031690597534,0.3581749200820923,0.26526886224746704,0.3084547221660614,0.3594527542591095,0.3567904531955719,0.4130953550338745
