,which,shaman,'s,proclamation,aided,temüjin,'s,rise,?
blue,0.28615784645080566,0.2017202377319336,-0.0033745844848454,0.13530907034873962,0.11159300059080124,0.18131931126117706,-0.0033745844848454,0.14697250723838806,0.15668673813343048
sky,0.20498745143413544,0.24787355959415436,0.054967135190963745,0.06663637608289719,0.10823515802621841,0.27229613065719604,0.054967135190963745,0.11843813210725784,0.11270341277122498
had,0.3188965916633606,0.1622966229915619,-0.004401352722197771,0.224239319562912,0.26158517599105835,0.4177429676055908,-0.004401352722197771,0.18221385776996613,0.20728366076946259
set,0.3371303975582123,0.05746760591864586,0.05998389050364494,0.2004060596227646,0.12168015539646149,0.1630677729845047,0.05998389050364494,0.15425235033035278,0.1698019951581955
aside,0.3656337857246399,0.14933420717716217,-0.01703127659857273,0.13262076675891876,0.15696515142917633,0.23588676750659943,-0.01703127659857273,0.18332919478416443,0.27202221751213074
the,0.6521818041801453,0.2119491547346115,-0.01540423184633255,0.3199230134487152,0.2719253599643707,0.43713900446891785,-0.01540423184633255,0.3404741883277893,0.22068053483963013
world,0.29213306307792664,0.14692814648151398,0.11877062171697617,0.12141291052103043,0.16168001294136047,0.24972255527973175,0.11877062171697617,0.19430875778198242,0.17579582333564758
for,0.44095608592033386,0.1572355031967163,-0.07241261005401611,0.22682753205299377,0.20559169352054596,0.2671065032482147,-0.07241261005401611,0.13634364306926727,0.264628142118454
temüjin,0.37199702858924866,0.4628673493862152,-0.010023289360105991,0.292950838804245,0.26967862248420715,1.0,-0.010023289360105991,0.26925310492515564,0.21090233325958252
",",0.3658004403114319,0.21655453741550446,-0.0016132977325469255,0.30962246656417847,0.20461249351501465,0.3484273850917816,-0.0016132977325469255,0.2350703477859497,0.31091248989105225
temüjin,0.37199702858924866,0.4628673493862152,-0.010023289360105991,0.292950838804245,0.26967862248420715,1.0,-0.010023289360105991,0.26925310492515564,0.21090233325958252
began,0.15610557794570923,0.1607968658208847,-0.026281554251909256,0.22740402817726135,0.2618151009082794,0.27843162417411804,-0.026281554251909256,0.19378511607646942,0.1370266228914261
rising,0.27646759152412415,0.14183104038238525,-0.04362783581018448,0.1854909211397171,0.19869190454483032,0.2542150914669037,-0.04362783581018448,0.5401515960693359,0.07955946773290634
to,0.5345056653022766,0.19475963711738586,0.03782717138528824,0.2827853858470917,0.2677713632583618,0.36858871579170227,0.03782717138528824,0.23256368935108185,0.29463258385658264
power,0.2490626573562622,0.21685034036636353,0.05344679579138756,0.24295583367347717,0.2157893031835556,0.2841247022151947,0.05344679579138756,0.29829224944114685,0.15304024517536163
.,0.45942068099975586,0.19833390414714813,-0.003708066651597619,0.23395371437072754,0.1496376097202301,0.31788840889930725,-0.003708066651597619,0.1888146847486496,0.4130953550338745
