,who,did,peyton,manning,play,for,as,a,rookie,?
indianapolis,0.18802113831043243,0.19571653008460999,0.4620194733142853,0.4084772765636444,0.2685457170009613,0.24690485000610352,0.2328862100839615,0.18743985891342163,0.470033198595047,0.10281907767057419
colts,0.20528243482112885,0.18186751008033752,0.45572564005851746,0.49054357409477234,0.30303314328193665,0.3092961311340332,0.19564110040664673,0.18797366321086884,0.5262629389762878,0.1482221484184265
in,0.2792111933231354,0.2593238651752472,0.25605714321136475,0.22345924377441406,0.24321173131465912,0.4322226941585541,0.3887844979763031,0.539380669593811,0.19899246096611023,0.20430970191955566
1998,0.10716468840837479,0.1446981579065323,-0.14092408120632172,-0.04177447780966759,-0.032235030084848404,0.007990892976522446,0.014476585201919079,-0.06511568278074265,-0.04890916869044304,0.11714459210634232
",",0.3365725874900818,0.3015086054801941,0.2979121208190918,0.30921146273612976,0.2231253683567047,0.4464869201183319,0.48816442489624023,0.427140474319458,0.15723872184753418,0.31091248989105225
due,0.1198829784989357,0.15152592957019806,0.07436471432447433,0.026995275169610977,0.15495911240577698,0.2363993525505066,0.16304998099803925,0.2190696746110916,0.11168855428695679,0.10954997688531876
to,0.42656609416007996,0.4452643394470215,0.2003074735403061,0.24857525527477264,0.272149920463562,0.4451248347759247,0.42092081904411316,0.45503583550453186,0.10144312679767609,0.29463258385658264
a,0.36608949303627014,0.2552328109741211,0.298135370016098,0.2509649395942688,0.21130098402500153,0.44038116931915283,0.39550232887268066,1.0,0.18722648918628693,0.23916715383529663
plantar,0.22626790404319763,0.09538409113883972,0.2809133231639862,0.1979699432849884,0.15531902015209198,0.12882773578166962,0.1980494111776352,0.19178403913974762,0.18726833164691925,0.12419132888317108
fasciitis,0.23468850553035736,0.19161054491996765,0.1900032013654709,0.15173548460006714,0.19337652623653412,0.2391192764043808,0.1667925864458084,0.2389664500951767,0.2034311592578888,0.23458775877952576
injury,0.18636278808116913,0.23140683770179749,0.20174355804920197,0.28924453258514404,0.2680513858795166,0.21874423325061798,0.18512780964374542,0.27168452739715576,0.3294743001461029,0.1309780478477478
in,0.2792111933231354,0.2593238651752472,0.25605714321136475,0.22345924377441406,0.24321173131465912,0.4322226941585541,0.3887844979763031,0.539380669593811,0.19899246096611023,0.20430970191955566
his,0.44966956973075867,0.3546801507472992,0.2884127199649811,0.33460527658462524,0.26032835245132446,0.39312878251075745,0.3146366477012634,0.3497250974178314,0.2639605402946472,0.18075084686279297
heel,0.25280386209487915,0.18679815530776978,0.14465029537677765,0.21662558615207672,0.2045888900756836,0.17983359098434448,0.20833700895309448,0.24776509404182434,0.18268826603889465,0.13895626366138458
that,0.45444270968437195,0.47518548369407654,0.22174818813800812,0.17001231014728546,0.25531938672065735,0.4137635827064514,0.4735107421875,0.47537946701049805,0.17081765830516815,0.32716336846351624
he,0.5500732064247131,0.3292143940925598,0.24978399276733398,0.33812835812568665,0.3066076636314392,0.4540175199508667,0.33787044882774353,0.4393508732318878,0.2418248951435089,0.2089974731206894
had,0.36173108220100403,0.540525496006012,0.20469027757644653,0.19614505767822266,0.21061712503433228,0.3270139992237091,0.3393979072570801,0.34897568821907043,0.16106672585010529,0.20728366076946259
suffered,0.18016760051250458,0.28497523069381714,0.1695941984653473,0.18022605776786804,0.19101133942604065,0.17500363290309906,0.2071637213230133,0.2735525667667389,0.2037811428308487,0.08963493257761002
since,0.27765995264053345,0.27613121271133423,0.13916508853435516,0.13168372213840485,0.15195776522159576,0.36751601099967957,0.36245352029800415,0.3303585946559906,0.13785722851753235,0.2876587212085724
the,0.3733934462070465,0.34736719727516174,0.2709864377975464,0.27058160305023193,0.24793598055839539,0.4739971458911896,0.48381632566452026,0.5829201340675354,0.2438497394323349,0.22068053483963013
summer,0.1388430893421173,0.2209298312664032,0.15865932404994965,0.14167994260787964,0.1836920529603958,0.2597406506538391,0.1789223700761795,0.21519871056079865,0.20471782982349396,0.11625723540782928
",",0.3365725874900818,0.3015086054801941,0.2979121208190918,0.30921146273612976,0.2231253683567047,0.4464869201183319,0.48816442489624023,0.427140474319458,0.15723872184753418,0.31091248989105225
and,0.41279885172843933,0.34479495882987976,0.27112144231796265,0.2638654112815857,0.25634777545928955,0.5064792633056641,0.49487000703811646,0.3739250600337982,0.1566481590270996,0.20544172823429108
the,0.3733934462070465,0.34736719727516174,0.2709864377975464,0.27058160305023193,0.24793598055839539,0.4739971458911896,0.48381632566452026,0.5829201340675354,0.2438497394323349,0.22068053483963013
simple,0.26573318243026733,0.24971726536750793,0.21424145996570587,0.16234195232391357,0.18495510518550873,0.32954689860343933,0.275139719247818,0.34160614013671875,0.11955974996089935,0.4614735543727875
fact,0.3179011940956116,0.30747947096824646,0.1378084272146225,0.06402759253978729,0.19415386021137238,0.2685041129589081,0.294501394033432,0.27727827429771423,0.12351685017347336,0.2798655927181244
that,0.45444270968437195,0.47518548369407654,0.22174818813800812,0.17001231014728546,0.25531938672065735,0.4137635827064514,0.4735107421875,0.47537946701049805,0.17081765830516815,0.32716336846351624
manning,0.33436715602874756,0.22743284702301025,0.5102329254150391,0.9999998807907104,0.2523941099643707,0.33057859539985657,0.27189740538597107,0.2509649395942688,0.38728052377700806,0.15856626629829407
was,0.3318818509578705,0.41399896144866943,0.30385082960128784,0.2607507109642029,0.23784595727920532,0.3863949179649353,0.3677520453929901,0.4508470594882965,0.2457139939069748,0.18412111699581146
getting,0.3006364703178406,0.2899051010608673,0.17614175379276276,0.2668822705745697,0.17674677073955536,0.34310558438301086,0.2746428847312927,0.2823704481124878,0.1691671758890152,0.28468504548072815
old,0.2511109709739685,0.19123899936676025,0.10176752507686615,0.18892280757427216,0.1931101381778717,0.2211335301399231,0.24722114205360413,0.2846200466156006,0.1465418040752411,0.20577076077461243
",",0.3365725874900818,0.3015086054801941,0.2979121208190918,0.30921146273612976,0.2231253683567047,0.4464869201183319,0.48816442489624023,0.427140474319458,0.15723872184753418,0.31091248989105225
as,0.3923053741455078,0.3596470057964325,0.2639015316963196,0.27189740538597107,0.2074424922466278,0.44774648547172546,1.0,0.39550232887268066,0.15790551900863647,0.27043893933296204
he,0.5500732064247131,0.3292143940925598,0.24978399276733398,0.33812835812568665,0.3066076636314392,0.4540175199508667,0.33787044882774353,0.4393508732318878,0.2418248951435089,0.2089974731206894
turned,0.29454195499420166,0.3006841838359833,0.20418427884578705,0.14148861169815063,0.20988991856575012,0.24899277091026306,0.2937243580818176,0.32632166147232056,0.13824303448200226,0.130948007106781
39,-0.020977824926376343,-0.018694022670388222,0.08970042318105698,0.0860123261809349,0.0439380444586277,0.053668420761823654,0.06963281333446503,0.01989520527422428,0.09478285908699036,0.04514012485742569
in,0.2792111933231354,0.2593238651752472,0.25605714321136475,0.22345924377441406,0.24321173131465912,0.4322226941585541,0.3887844979763031,0.539380669593811,0.19899246096611023,0.20430970191955566
the,0.3733934462070465,0.34736719727516174,0.2709864377975464,0.27058160305023193,0.24793598055839539,0.4739971458911896,0.48381632566452026,0.5829201340675354,0.2438497394323349,0.22068053483963013
2015,0.0437915064394474,0.02002497762441635,-0.043914761394262314,-0.010276862420141697,-0.06512405723333359,-0.08512632548809052,0.04859122261404991,-0.008371892385184765,-0.03128734603524208,-0.029954981058835983
off-season,0.3018527030944824,0.25498273968696594,0.4457632303237915,0.46932652592658997,0.4454323351383209,0.37290364503860474,0.2900317907333374,0.268362820148468,0.5420830845832825,0.25146612524986267
.,0.3541337847709656,0.35288307070732117,0.2932659685611725,0.2937074899673462,0.25552695989608765,0.4726039469242096,0.515582263469696,0.50484299659729,0.17715364694595337,0.4130953550338745
