,why,is,the,public,library,known,as,a,people,'s,university,?
irrespective,0.2900385558605194,0.2764158248901367,0.32915493845939636,0.2543138265609741,0.0961068719625473,0.22832249104976654,0.34944432973861694,0.26907843351364136,0.20060697197914124,0.046129100024700165,0.11895063519477844,0.21697618067264557
of,0.28464117646217346,0.4854315221309662,0.733189046382904,0.2391265481710434,0.21889357268810272,0.35814476013183594,0.3886612355709076,0.5052502155303955,0.3251037895679474,-0.03817026689648628,0.30646374821662903,0.1826142966747284
age,0.1905195713043213,0.17962174117565155,0.24711290001869202,0.12472128868103027,0.14631913602352142,0.20260173082351685,0.22976377606391907,0.19297243654727936,0.24032524228096008,0.004176773596554995,0.21253585815429688,0.16859300434589386
",",0.2827242314815521,0.4691906273365021,0.4933079481124878,0.2588968276977539,0.16805633902549744,0.3604377806186676,0.48816442489624023,0.427140474319458,0.36644625663757324,-0.0016132977325469255,0.3017033040523529,0.31091248989105225
literacy,0.11884067952632904,0.26296091079711914,0.2540953457355499,0.2979360520839691,0.23063823580741882,0.113645538687706,0.20246104896068573,0.25347936153411865,0.3071638345718384,0.09796527773141861,0.26778504252433777,0.18642817437648773
level,0.22420457005500793,0.24803997576236725,0.31442487239837646,0.249895840883255,0.14331410825252533,0.0943719819188118,0.24387936294078827,0.21346178650856018,0.14019449055194855,-0.0019135585753247142,0.17669419944286346,0.20528386533260345
and,0.27806392312049866,0.3859752118587494,0.5171257257461548,0.3227643668651581,0.18451033532619476,0.3468935489654541,0.49487000703811646,0.3739250600337982,0.3016039729118347,0.06895173341035843,0.2665814459323883,0.20544172823429108
has,0.24175488948822021,0.5668748617172241,0.4177538752555847,0.20210739970207214,0.1522570103406906,0.2451976239681244,0.351646363735199,0.4670248031616211,0.2147672474384308,-0.040683966130018234,0.21257302165031433,0.15994466841220856
materials,0.24400784075260162,0.2010483592748642,0.22837378084659576,0.2479015290737152,0.23712259531021118,0.13167716562747955,0.2538547217845917,0.21448606252670288,0.1972927302122116,-0.027690617367625237,0.1738494634628296,0.1301651895046234
relevant,0.38996633887290955,0.2515393793582916,0.3216378390789032,0.25018125772476196,0.18070359528064728,0.1900196075439453,0.26901775598526,0.2772544026374817,0.2458837777376175,0.029982518404722214,0.20388378202915192,0.37889617681503296
to,0.4100138247013092,0.42745086550712585,0.535392165184021,0.2672370672225952,0.19252733886241913,0.14337651431560516,0.42092081904411316,0.45503583550453186,0.37275731563568115,0.03782717138528824,0.20192374289035797,0.29463258385658264
people,0.2737221121788025,0.34254953265190125,0.36838498711586,0.2638770341873169,0.17288841307163239,0.13246847689151764,0.15704652667045593,0.3483705520629883,1.0000001192092896,0.023582622408866882,0.25475627183914185,0.23739641904830933
of,0.28464117646217346,0.4854315221309662,0.733189046382904,0.2391265481710434,0.21889357268810272,0.35814476013183594,0.3886612355709076,0.5052502155303955,0.3251037895679474,-0.03817026689648628,0.30646374821662903,0.1826142966747284
all,0.3601224720478058,0.2553904056549072,0.4860881567001343,0.17971737682819366,0.1298113465309143,0.13808979094028473,0.33195313811302185,0.2696802616119385,0.31366872787475586,0.03181743621826172,0.19795121252536774,0.29575422406196594
walks,0.10978202521800995,0.22902849316596985,0.2508910596370697,0.2142341285943985,0.06125418096780777,0.10509059578180313,0.1825678050518036,0.28513193130493164,0.21011099219322205,-0.013034014031291008,0.13848797976970673,0.10987506806850433
of,0.28464117646217346,0.4854315221309662,0.733189046382904,0.2391265481710434,0.21889357268810272,0.35814476013183594,0.3886612355709076,0.5052502155303955,0.3251037895679474,-0.03817026689648628,0.30646374821662903,0.1826142966747284
life,0.17323048412799835,0.2110576033592224,0.23528170585632324,0.16449081897735596,0.16414271295070648,0.16769470274448395,0.23248597979545593,0.27076753973960876,0.21117521822452545,0.03983813151717186,0.16000677645206451,0.21677987277507782
.,0.32909876108169556,0.4569662809371948,0.5934505462646484,0.21888655424118042,0.23675528168678284,0.283290296792984,0.515582263469696,0.50484299659729,0.33118996024131775,-0.003708066651597619,0.290679007768631,0.4130953550338745
