,in,1890,",",who,did,the,university,decide,to,team,up,with,?
injure,0.24603967368602753,0.09696479141712189,0.24884739518165588,0.2917112708091736,0.232255756855011,0.23379115760326385,0.09993679821491241,0.19423526525497437,0.2863658368587494,0.12611611187458038,0.1761823147535324,0.2599359452724457,0.19148845970630646
smaller,0.2774786055088043,0.0035914091859012842,0.24995659291744232,0.1746644675731659,0.17010630667209625,0.3588939607143402,0.16977384686470032,0.2297053188085556,0.2597835958003998,0.13001887500286102,0.3227791488170624,0.23700691759586334,0.17881669104099274
schools,0.2632134258747101,-0.03456854075193405,0.2760516405105591,0.20265154540538788,0.20622693002223969,0.22905772924423218,0.4070035517215729,0.22988343238830566,0.2362271547317505,0.1734796166419983,0.19359968602657318,0.13740696012973785,0.18349280953407288
by,0.370934396982193,-0.040133606642484665,0.3680937886238098,0.39727845788002014,0.18574509024620056,0.4408751428127289,0.1929011344909668,0.20229306817054749,0.33534231781959534,0.12826743721961975,0.2738759219646454,0.39731505513191223,0.17966607213020325
drawing,0.18040154874324799,-0.02313137799501419,0.2010757476091385,0.19015195965766907,0.19922195374965668,0.2675468325614929,0.17036710679531097,0.10211231559515,0.21219901740550995,0.13945358991622925,0.23114819824695587,0.25422990322113037,0.11201789230108261
away,0.2264246642589569,-0.0021648819092661142,0.24632208049297333,0.2651624381542206,0.2167721837759018,0.29030847549438477,0.0986996591091156,0.27145931124687195,0.36056286096572876,0.12583371996879578,0.3739035427570343,0.21399961411952972,0.15156377851963043
good,0.2152448445558548,-0.03616563603281975,0.3217065632343292,0.3108983039855957,0.35611584782600403,0.2735973596572876,0.1784399300813675,0.36204925179481506,0.30719634890556335,0.12156973779201508,0.2822416126728058,0.2699926197528839,0.3187684714794159
students,0.2676171064376831,0.04934600368142128,0.26501646637916565,0.3510516881942749,0.1996062994003296,0.25268980860710144,0.4958297908306122,0.26407334208488464,0.2905822694301605,0.16803111135959625,0.2028108537197113,0.17162418365478516,0.18017297983169556
",",0.5201468467712402,-0.05052053928375244,1.0000001192092896,0.3365725874900818,0.3015086054801941,0.4933079481124878,0.3017033040523529,0.24334396421909332,0.44245919585227966,0.21287471055984497,0.34193792939186096,0.4120737314224243,0.31091248989105225
affiliated,0.23517076671123505,-0.03935808315873146,0.20832805335521698,0.23751932382583618,0.18545009195804596,0.2365114837884903,0.3334124982357025,0.14674527943134308,0.19526073336601257,0.2813566029071808,0.14711029827594757,0.26106855273246765,0.09345421195030212
with,0.4080928862094879,-0.06121720001101494,0.4120737314224243,0.3282766342163086,0.25472134351730347,0.4223487675189972,0.13264121115207672,0.26726073026657104,0.4239959120750427,0.21111343801021576,0.38676461577415466,0.9999999403953552,0.2433311939239502
several,0.39405709505081177,-0.17385676503181458,0.3402247726917267,0.30628830194473267,0.24080568552017212,0.40559855103492737,0.18722912669181824,0.24726147949695587,0.36196985840797424,0.15005528926849365,0.2875290513038635,0.3401424288749695,0.15595775842666626
regional,0.2730329930782318,-0.08377005159854889,0.19534988701343536,0.11238309741020203,0.15632236003875732,0.3125704526901245,0.24986490607261658,0.167799711227417,0.2016860693693161,0.15177060663700104,0.11830203235149384,0.12053577601909637,0.09246466308832169
colleges,0.2712832987308502,-0.08588414639234543,0.2773089110851288,0.2428450733423233,0.21258273720741272,0.2200278788805008,0.6181914210319519,0.2052539736032486,0.25310638546943665,0.22833092510700226,0.18663646280765533,0.17831756174564362,0.15586905181407928
and,0.4954058527946472,-0.02101706713438034,0.6633074283599854,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.2665814459323883,0.2803935110569,0.48971283435821533,0.22394508123397827,0.4032393991947174,0.5477725267410278,0.20544172823429108
universities,0.2965206503868103,-0.08639711141586304,0.2774002254009247,0.25172045826911926,0.1680385321378708,0.2619408071041107,0.6843494176864624,0.17622661590576172,0.2433011382818222,0.24533392488956451,0.19636619091033936,0.178697869181633,0.16836881637573242
:,0.020521078258752823,0.12580807507038116,-0.004729332868009806,-0.0025186005514115095,-0.05305134505033493,-0.03403344005346298,-0.0786300003528595,-0.0043869707733392715,-0.09243495017290115,0.2559968829154968,-0.053053371608257294,0.039687950164079666,-0.07156077772378922
des,0.24712832272052765,-0.023493701592087746,0.19175316393375397,0.11242078989744186,0.08663837611675262,0.25286632776260376,0.17145343124866486,0.19034619629383087,0.1583152413368225,0.1621597409248352,0.08244576305150986,0.14296436309814453,0.08194498717784882
moines,0.326167494058609,-0.06166087090969086,0.3247060179710388,0.13912314176559448,0.16036736965179443,0.28391706943511963,0.2956337034702301,0.1731710284948349,0.2380749136209488,0.18239174783229828,0.18382540345191956,0.22119705379009247,0.17198489606380463
college,0.2160365730524063,-0.043002426624298096,0.23942269384860992,0.20970852673053741,0.2254478633403778,0.19751401245594025,0.6649739742279053,0.17413607239723206,0.21170179545879364,0.19635875523090363,0.1304188072681427,0.0926685705780983,0.11076676845550537
",",0.5201468467712402,-0.05052053928375244,1.0000001192092896,0.3365725874900818,0.3015086054801941,0.4933079481124878,0.3017033040523529,0.24334396421909332,0.44245919585227966,0.21287471055984497,0.34193792939186096,0.4120737314224243,0.31091248989105225
kalamazoo,0.2959805428981781,-0.014616068452596664,0.3599041998386383,0.2149723768234253,0.18749450147151947,0.3094322383403778,0.36734339594841003,0.14047951996326447,0.22636163234710693,0.1658136248588562,0.1753358244895935,0.22942210733890533,0.23003171384334564
college,0.2160365730524063,-0.043002426624298096,0.23942269384860992,0.20970852673053741,0.2254478633403778,0.19751401245594025,0.6649739742279053,0.17413607239723206,0.21170179545879364,0.19635875523090363,0.1304188072681427,0.0926685705780983,0.11076676845550537
",",0.5201468467712402,-0.05052053928375244,1.0000001192092896,0.3365725874900818,0.3015086054801941,0.4933079481124878,0.3017033040523529,0.24334396421909332,0.44245919585227966,0.21287471055984497,0.34193792939186096,0.4120737314224243,0.31091248989105225
butler,0.21965692937374115,0.010624708607792854,0.33382004499435425,0.3294356167316437,0.19437997043132782,0.24871857464313507,0.19813032448291779,0.22301481664180756,0.2061437964439392,0.14017441868782043,0.12816429138183594,0.23150697350502014,0.16209237277507782
university,0.3201795518398285,0.0057269916869699955,0.3017033040523529,0.2115909904241562,0.15114416182041168,0.263973206281662,1.0,0.12647351622581482,0.20192374289035797,0.24608415365219116,0.1440795660018921,0.13264121115207672,0.11887256056070328
",",0.5201468467712402,-0.05052053928375244,1.0000001192092896,0.3365725874900818,0.3015086054801941,0.4933079481124878,0.3017033040523529,0.24334396421909332,0.44245919585227966,0.21287471055984497,0.34193792939186096,0.4120737314224243,0.31091248989105225
and,0.4954058527946472,-0.02101706713438034,0.6633074283599854,0.41279885172843933,0.34479495882987976,0.5171257257461548,0.2665814459323883,0.2803935110569,0.48971283435821533,0.22394508123397827,0.4032393991947174,0.5477725267410278,0.20544172823429108
stetson,0.2705663740634918,0.0665333941578865,0.36898624897003174,0.32264506816864014,0.11602742224931717,0.2549211084842682,0.26488369703292847,0.1973492056131363,0.18675415217876434,0.19397608935832977,0.16599614918231964,0.2216869294643402,0.23736657202243805
university,0.3201795518398285,0.0057269916869699955,0.3017033040523529,0.2115909904241562,0.15114416182041168,0.263973206281662,1.0,0.12647351622581482,0.20192374289035797,0.24608415365219116,0.1440795660018921,0.13264121115207672,0.11887256056070328
.,0.5591574311256409,-0.0021690635476261377,0.6812511086463928,0.3541337847709656,0.35288307070732117,0.5934505462646484,0.290679007768631,0.26475638151168823,0.4645031690597534,0.26467522978782654,0.351434588432312,0.4446153938770294,0.4130953550338745
