,what,do,all,member,states,agree,takes,precedence,over,national,law,?
say,0.5386801958084106,0.47272729873657227,0.359422892332077,0.1825171709060669,0.20788736641407013,0.5484007000923157,0.19560100138187408,0.26048511266708374,0.27243247628211975,0.1396968513727188,0.2307913899421692,0.4357808530330658
on,0.34226128458976746,0.3025321364402771,0.3832052946090698,0.1643621176481247,0.2692825198173523,0.23403891921043396,0.20189763605594635,0.18189172446727753,0.39810362458229065,0.18674622476100922,0.13878796994686127,0.2714994251728058
foundational,0.20548680424690247,0.19801819324493408,0.21758757531642914,0.21743829548358917,0.2270399034023285,0.1820765882730484,0.12459966540336609,0.30466532707214355,0.24097317457199097,0.46655476093292236,0.2610380947589874,0.16650104522705078
constitutional,0.24835939705371857,0.19990244507789612,0.2427402287721634,0.20804935693740845,0.36130639910697937,0.2825920879840851,0.17181949317455292,0.43601924180984497,0.14269573986530304,0.3543045222759247,0.5433541536331177,0.2199033498764038
questions,0.4857400059700012,0.3485393822193146,0.2882458567619324,0.12796320021152496,0.2007436454296112,0.4113018810749054,0.19298267364501953,0.31779739260673523,0.2264219969511032,0.1042175218462944,0.2834993600845337,0.42967134714126587
affecting,0.308133989572525,0.2458633929491043,0.29546859860420227,0.1353006809949875,0.2277032732963562,0.20936116576194763,0.19700278341770172,0.17018723487854004,0.326400488615036,0.1256241351366043,0.1505284160375595,0.1855245977640152
democracy,0.22238294780254364,0.14181070029735565,0.2187911570072174,0.24814553558826447,0.22862820327281952,0.2429884672164917,0.11804661899805069,0.2639656960964203,0.14000122249126434,0.2603088915348053,0.31300264596939087,0.20770417153835297
and,0.31309178471565247,0.276123583316803,0.4542157053947449,0.28606608510017395,0.2974761426448822,0.24357949197292328,0.24057942628860474,0.20464091002941132,0.4021143913269043,0.2608908712863922,0.254730761051178,0.20544172823429108
human,0.24243313074111938,0.1670915186405182,0.2775062322616577,0.14544154703617096,0.22311946749687195,0.16019809246063232,0.2045828253030777,0.14408983290195465,0.1643766313791275,0.11781822890043259,0.19538705050945282,0.19748784601688385
rights,0.2386135458946228,0.1529831737279892,0.22061574459075928,0.18115058541297913,0.26858797669410706,0.26490482687950134,0.11718907952308655,0.23949970304965973,0.1679213047027588,0.2035006880760193,0.3795265257358551,0.21814769506454468
.,0.3567904531955719,0.3613996207714081,0.43406882882118225,0.19907453656196594,0.33941102027893066,0.21474891901016235,0.23161891102790833,0.18669074773788452,0.37877383828163147,0.29436907172203064,0.24482665956020355,0.4130953550338745
