,what,is,the,force,equivalent,of,torque,compared,to,angular,momentum,?
there,0.35085538029670715,0.3904260993003845,0.47025805711746216,0.1775331050157547,0.1972394734621048,0.44397735595703125,0.15199996531009674,0.26308494806289673,0.40669289231300354,0.18265566229820251,0.1933443695306778,0.29405656456947327
exists,0.3020588457584381,0.37246593832969666,0.29877129197120667,0.20705580711364746,0.2620859444141388,0.2298482358455658,0.18112251162528992,0.1434038281440735,0.2263440191745758,0.17594176530838013,0.250154584646225,0.26845401525497437
rotational,0.20972047746181488,0.22487960755825043,0.23343583941459656,0.2662399113178253,0.30398043990135193,0.2599866986274719,0.46031567454338074,0.2848903238773346,0.24084725975990295,0.4835456609725952,0.4836723208427429,0.12318766117095947
inertia,0.2659069001674652,0.2161921113729477,0.2222520112991333,0.3579924404621124,0.3855018615722656,0.23255228996276855,0.5254916548728943,0.2592718303203583,0.25353482365608215,0.5502631068229675,0.5831703543663025,0.20492924749851227
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.26810982823371887,0.27524828910827637,0.41498205065727234,0.2555283308029175,0.30344316363334656,0.5436353087425232,0.2926815450191498,0.30346521735191345,0.32716336846351624
ensures,0.24508050084114075,0.2514818608760834,0.29392126202583313,0.15322105586528778,0.23542234301567078,0.24102051556110382,0.24110448360443115,0.23184150457382202,0.32019466161727905,0.1961681842803955,0.2384924441576004,0.17174078524112701
that,0.6297725439071655,0.3995479643344879,0.5473989248275757,0.26810982823371887,0.27524828910827637,0.41498205065727234,0.2555283308029175,0.30344316363334656,0.5436353087425232,0.2926815450191498,0.30346521735191345,0.32716336846351624
all,0.41981086134910583,0.2553904056549072,0.4860881567001343,0.1734381765127182,0.24359190464019775,0.42798417806625366,0.17206595838069916,0.2109878957271576,0.42520734667778015,0.22761009633541107,0.2384650856256485,0.29575422406196594
bodies,0.1688588559627533,0.22389735281467438,0.2745959758758545,0.17167499661445618,0.19558244943618774,0.2732889950275421,0.17644843459129333,0.23416544497013092,0.2779117226600647,0.26789605617523193,0.24543946981430054,0.18285469710826874
maintain,0.2619679272174835,0.22511275112628937,0.2896709144115448,0.29720988869667053,0.2888203263282776,0.2703363299369812,0.2154609113931656,0.3393512964248657,0.34628623723983765,0.2688702344894409,0.22512976825237274,0.20568779110908508
their,0.35142919421195984,0.2101074606180191,0.516537070274353,0.17198090255260468,0.1452663391828537,0.4329940676689148,0.15609443187713623,0.2767220735549927,0.44619059562683105,0.270595908164978,0.23180563747882843,0.1898253709077835
angular,0.21473631262779236,0.19060391187667847,0.23341166973114014,0.289646714925766,0.30586740374565125,0.2594107985496521,0.4770011901855469,0.23860986530780792,0.212856724858284,1.0000001192092896,0.5464699268341064,0.0890423133969307
momentum,0.2866780757904053,0.17100326716899872,0.25104424357414246,0.35530537366867065,0.24942868947982788,0.20991002023220062,0.5264062285423279,0.1765323281288147,0.24623270332813263,0.5464699268341064,1.0,0.1894138902425766
unless,0.4516109526157379,0.30670252442359924,0.3451882302761078,0.20567655563354492,0.22499306499958038,0.26434075832366943,0.25818732380867004,0.20926281809806824,0.45781534910202026,0.22853313386440277,0.28438350558280945,0.37169966101646423
acted,0.1540473997592926,0.1458001434803009,0.20873373746871948,0.23832069337368011,0.09159091114997864,0.19531118869781494,0.14405003190040588,0.1729964315891266,0.09797097742557526,0.11754324287176132,0.16929274797439575,0.15984973311424255
upon,0.2878674864768982,0.1675044447183609,0.28184252977371216,0.2177911251783371,0.143512561917305,0.3224298357963562,0.18260571360588074,0.18985827267169952,0.2616317570209503,0.16664136946201324,0.19666758179664612,0.13780277967453003
by,0.2455483376979828,0.3899846076965332,0.4408751428127289,0.24997374415397644,0.1852853149175644,0.3646814823150635,0.19298499822616577,0.2387654036283493,0.33534231781959534,0.17910893261432648,0.15158569812774658,0.17966607213020325
an,0.2821882665157318,0.4654068350791931,0.4207492768764496,0.21655116975307465,0.1710374653339386,0.32280945777893066,0.24492867290973663,0.23711997270584106,0.3138085603713989,0.2037191241979599,0.21633265912532806,0.19793890416622162
unbalanced,0.36308881640434265,0.268542617559433,0.25543448328971863,0.36507895588874817,0.27458348870277405,0.2506867051124573,0.47324448823928833,0.3959168791770935,0.315427303314209,0.32063016295433044,0.42454853653907776,0.32915836572647095
torque,0.20737673342227936,0.2553624212741852,0.17918266355991364,0.3989385962486267,0.2944411337375641,0.17480440437793732,1.0000001192092896,0.23610025644302368,0.2776867747306824,0.4770011901855469,0.5264062285423279,0.18402814865112305
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2783275842666626,0.3060283362865448,0.5352458953857422,0.2254699170589447,0.27071613073349,0.4645031690597534,0.17304769158363342,0.18132592737674713,0.4130953550338745
