,what,court,case,desegregated,schools,in,the,united,states,?
the,0.42745697498321533,0.2812081575393677,0.31022098660469055,0.26485636830329895,0.22905772924423218,0.6662389636039734,1.0,0.34367692470550537,0.3463578522205353,0.22068053483963013
landmark,0.22080667316913605,0.40309879183769226,0.3384322226047516,0.24817316234111786,0.22238938510417938,0.24597838521003723,0.26586976647377014,0.2513999342918396,0.27680277824401855,0.18481020629405975
court,0.23440583050251007,1.0,0.4225234091281891,0.37000980973243713,0.2738938629627228,0.2793687880039215,0.2812081575393677,0.2767752408981323,0.3169350028038025,0.17100423574447632
case,0.30770957469940186,0.4225234091281891,1.0000001192092896,0.24327553808689117,0.1653747409582138,0.2190418541431427,0.31022098660469055,0.18467149138450623,0.24035236239433289,0.33232852816581726
brown,0.14282190799713135,0.1810174137353897,0.28485107421875,0.30806928873062134,0.130343496799469,0.20236437022686005,0.2198052853345871,0.18241845071315765,0.15742608904838562,0.18920691311359406
v.,0.017213884741067886,-0.15588265657424927,-0.03772502392530441,-0.024136114865541458,0.024224646389484406,-0.03806581720709801,-0.028345759958028793,-0.050994232296943665,-0.05871519446372986,0.13179227709770203
board,0.15681391954421997,0.22267556190490723,0.19063414633274078,0.21863283216953278,0.268576443195343,0.19342480599880219,0.2871673107147217,0.18866221606731415,0.20603564381599426,0.1261475533246994
of,0.33290785551071167,0.28835242986679077,0.24743439257144928,0.22811147570610046,0.265506386756897,0.5696388483047485,0.733189046382904,0.3187655806541443,0.30884552001953125,0.1826142966747284
education,0.19940856099128723,0.3019661605358124,0.16979755461215973,0.34518855810165405,0.6035618185997009,0.2654339671134949,0.23982903361320496,0.29227229952812195,0.28281262516975403,0.18067774176597595
of,0.33290785551071167,0.28835242986679077,0.24743439257144928,0.22811147570610046,0.265506386756897,0.5696388483047485,0.733189046382904,0.3187655806541443,0.30884552001953125,0.1826142966747284
topeka,0.2433195412158966,0.3024068772792816,0.2518046200275421,0.41662734746932983,0.32207679748535156,0.2682981491088867,0.31405624747276306,0.3789045214653015,0.4193727374076843,0.17499057948589325
that,0.6297725439071655,0.2474849969148636,0.4129708409309387,0.33721786737442017,0.2649109661579132,0.435920387506485,0.5473989248275757,0.25567954778671265,0.291576623916626,0.32716336846351624
demanded,0.18562160432338715,0.2520522475242615,0.16892635822296143,0.30686357617378235,0.1339929699897766,0.2607868015766144,0.31066036224365234,0.1268819123506546,0.14238125085830688,0.12433258444070816
united,0.20036718249320984,0.2767752408981323,0.18467149138450623,0.27121201157569885,0.30707988142967224,0.3938477039337158,0.34367692470550537,1.0000001192092896,0.8952266573905945,0.17266890406608582
states,0.21526020765304565,0.3169350028038025,0.24035236239433289,0.3195173442363739,0.2958741784095764,0.3977442979812622,0.3463578522205353,0.8952266573905945,1.0,0.16272737085819244
schools,0.1820785105228424,0.2738938629627228,0.1653747409582138,0.42206451296806335,1.0,0.2632134258747101,0.22905772924423218,0.30707988142967224,0.2958741784095764,0.18349280953407288
desegregate,0.2241547405719757,0.3836488723754883,0.2386622428894043,0.937740683555603,0.3985168933868408,0.26575374603271484,0.24691610038280487,0.29921069741249084,0.34452399611473083,0.19927576184272766
``,0.008517155423760414,0.041694171726703644,0.15698134899139404,-0.018833601847290993,0.019756430760025978,0.04765888676047325,0.029072100296616554,0.0029474215116351843,0.029627995565533638,0.0685480609536171
with,0.2464839518070221,0.14494022727012634,0.2825133502483368,0.20550081133842468,0.13740696012973785,0.4080928862094879,0.4223487675189972,0.19869105517864227,0.21424104273319244,0.2433311939239502
all,0.41981086134910583,0.18986862897872925,0.3045598566532135,0.3451235592365265,0.31516021490097046,0.3335905969142914,0.4860881567001343,0.20563383400440216,0.22727420926094055,0.29575422406196594
deliberate,0.3647775948047638,0.2603319585323334,0.3749641180038452,0.24493679404258728,0.14475075900554657,0.24141119420528412,0.2517281770706177,0.16325536370277405,0.21402791142463684,0.2416004240512848
speed,0.23285695910453796,0.1797281950712204,0.19720177352428436,0.1520395278930664,0.14451450109481812,0.2239796668291092,0.2310667634010315,0.18343231081962585,0.18518608808517456,0.17392314970493317
'',0.08143015950918198,0.02976340800523758,-0.030417632311582565,0.015772800892591476,0.07826808094978333,0.07432962208986282,0.041273195296525955,-0.05345742404460907,-0.06360612064599991,0.018684765323996544
",",0.3087472915649414,0.24410836398601532,0.2977246046066284,0.2804119884967804,0.2760516405105591,0.5201468467712402,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.31091248989105225
local,0.18981902301311493,0.11469832062721252,0.17660748958587646,0.1611158400774002,0.22340239584445953,0.2223825752735138,0.2130540907382965,0.13152821362018585,0.14885355532169342,0.15022775530815125
families,0.17109867930412292,0.17660318315029144,0.1282164603471756,0.35040679574012756,0.2821339964866638,0.22269998490810394,0.26391902565956116,0.20813226699829102,0.22815488278865814,0.14422203600406647
organized,0.19144229590892792,0.1881040781736374,0.08791431039571762,0.3228656053543091,0.18238301575183868,0.3264932334423065,0.28001853823661804,0.2300713211297989,0.24648542702198029,0.10524328798055649
a,0.3320399522781372,0.23624834418296814,0.3104211390018463,0.19111432135105133,0.2118925303220749,0.539380669593811,0.5829201340675354,0.2732578217983246,0.24708621203899384,0.23916715383529663
wave,0.21830487251281738,0.11936916410923004,0.17285969853401184,0.11736709624528885,0.11423925310373306,0.21569965779781342,0.23117129504680634,0.22187142074108124,0.20125073194503784,0.19408074021339417
of,0.33290785551071167,0.28835242986679077,0.24743439257144928,0.22811147570610046,0.265506386756897,0.5696388483047485,0.733189046382904,0.3187655806541443,0.30884552001953125,0.1826142966747284
private,0.16778090596199036,0.1281585544347763,0.17204391956329346,0.2462375909090042,0.4158569872379303,0.21135757863521576,0.18291357159614563,0.29325538873672485,0.2793917953968048,0.14389030635356903
``,0.008517155423760414,0.041694171726703644,0.15698134899139404,-0.018833601847290993,0.019756430760025978,0.04765888676047325,0.029072100296616554,0.0029474215116351843,0.029627995565533638,0.0685480609536171
christian,0.17849333584308624,0.14232105016708374,0.11089643090963364,0.16979193687438965,0.18196630477905273,0.17218929529190063,0.19930796325206757,0.17728173732757568,0.1591995656490326,0.1508396863937378
academies,0.14465993642807007,0.2546389400959015,0.13611631095409393,0.28518685698509216,0.4855159819126129,0.2481706738471985,0.25615057349205017,0.2776084542274475,0.2802281379699707,0.09729845076799393
'',0.08143015950918198,0.02976340800523758,-0.030417632311582565,0.015772800892591476,0.07826808094978333,0.07432962208986282,0.041273195296525955,-0.05345742404460907,-0.06360612064599991,0.018684765323996544
.,0.3567904531955719,0.2742154598236084,0.32712292671203613,0.31728312373161316,0.2752705216407776,0.5591574311256409,0.5934505462646484,0.3406063914299011,0.33941102027893066,0.4130953550338745
