,which,fullback,fumbled,the,ball,after,a,darian,stewart,tackle,?
stewart,0.11418874561786652,0.25255656242370605,0.22076043486595154,0.2287025898694992,0.1498757302761078,0.24626262485980988,0.1547141820192337,0.2527584731578827,0.9999999403953552,0.19448858499526978,0.11473192274570465
",",0.3658004403114319,0.2759043276309967,0.281479150056839,0.4933079481124878,0.2170172780752182,0.38860568404197693,0.427140474319458,0.21704638004302979,0.3313421905040741,0.25377723574638367,0.31091248989105225
which,1.0,0.16269895434379578,0.2002221643924713,0.6521818041801453,0.24626874923706055,0.3217443823814392,0.56894451379776,0.15290719270706177,0.11418874561786652,0.1577940434217453,0.25814583897590637
linebacker,0.1141936182975769,0.5722535252571106,0.39459335803985596,0.19719967246055603,0.3353641629219055,0.15671633183956146,0.20977157354354858,0.17620916664600372,0.30022430419921875,0.5648395419120789,0.15540370345115662
danny,0.18280667066574097,0.33461013436317444,0.1871834099292755,0.24839186668395996,0.1618979573249817,0.1567682921886444,0.24407438933849335,0.31966081261634827,0.30718153715133667,0.19356390833854675,0.12230359762907028
trevathan,0.21890027821063995,0.24661679565906525,0.2483619898557663,0.3371354937553406,0.19135166704654694,0.21330098807811737,0.2424376755952835,0.35440272092819214,0.31532201170921326,0.22027163207530975,0.19781902432441711
recovered,0.25141164660453796,0.20964820683002472,0.48067063093185425,0.2614712417125702,0.12504027783870697,0.35987818241119385,0.2461796998977661,0.1315021961927414,0.1994715929031372,0.2097383737564087,0.08912046253681183
on,0.4245251417160034,0.19230297207832336,0.1800640970468521,0.5107308030128479,0.1605052351951599,0.39330315589904785,0.3848365545272827,0.15636716783046722,0.20678496360778809,0.19387972354888916,0.2714994251728058
the,0.6521818041801453,0.1890408992767334,0.19357919692993164,1.0,0.18895584344863892,0.4565047025680542,0.5829201340675354,0.17852109670639038,0.2287025898694992,0.1645001471042633,0.22068053483963013
broncos,0.22873279452323914,0.5064735412597656,0.4199773669242859,0.25985947251319885,0.275786429643631,0.19149857759475708,0.19771797955036163,0.16592545807361603,0.2785697281360626,0.42872071266174316,0.18377114832401276
40-yard,0.23666775226593018,0.23263773322105408,0.33891424536705017,0.28139224648475647,0.2841429114341736,0.25238144397735596,0.2733331322669983,0.2112073302268982,0.3836333751678467,0.24176424741744995,0.12339043617248535
line,0.2508549988269806,0.15192006528377533,0.0974918007850647,0.29789501428604126,0.2138069123029709,0.16880643367767334,0.23499317467212677,0.03590241074562073,0.12218940258026123,0.2477816939353943,0.16271452605724335
.,0.45942068099975586,0.2679760158061981,0.2590985894203186,0.5934505462646484,0.214210644364357,0.35870397090911865,0.50484299659729,0.21343491971492767,0.2708050012588501,0.2322828769683838,0.4130953550338745
