,what,are,the,exceptions,in,the,constitution,that,require,special,considerations,to,amend,?
or,0.33867141604423523,0.5374364256858826,0.4174870550632477,0.3457074761390686,0.3586423695087433,0.4174870550632477,0.2208905816078186,0.4729836881160736,0.43268540501594543,0.3307633697986603,0.2636309862136841,0.38921234011650085,0.24611683189868927,0.32389625906944275
the,0.42745697498321533,0.40399202704429626,1.0,0.29394328594207764,0.6662389636039734,1.0,0.3381718397140503,0.5473989248275757,0.17356595396995544,0.3027077615261078,0.32168442010879517,0.535392165184021,0.25680017471313477,0.22068053483963013
approval,0.26881885528564453,0.1376623660326004,0.2773723006248474,0.21807274222373962,0.16993698477745056,0.2773723006248474,0.38154202699661255,0.31246116757392883,0.31156471371650696,0.1704036146402359,0.39413121342658997,0.27992555499076843,0.44249287247657776,0.23795439302921295
of,0.33290785551071167,0.39081433415412903,0.733189046382904,0.295958012342453,0.5696388483047485,0.733189046382904,0.3222753703594208,0.41498205065727234,0.20683176815509796,0.27998968958854675,0.31738394498825073,0.41548454761505127,0.21760649979114532,0.1826142966747284
the,0.42745697498321533,0.40399202704429626,1.0,0.29394328594207764,0.6662389636039734,1.0,0.3381718397140503,0.5473989248275757,0.17356595396995544,0.3027077615261078,0.32168442010879517,0.535392165184021,0.25680017471313477,0.22068053483963013
victorian,0.15513519942760468,0.20787982642650604,0.2753658890724182,0.17647004127502441,0.21606117486953735,0.2753658890724182,0.17284028232097626,0.24561864137649536,0.2076704502105713,0.18503504991531372,0.19144028425216675,0.18664970993995667,0.18533532321453094,0.07572567462921143
people,0.32444337010383606,0.385090708732605,0.36838498711586,0.2131669521331787,0.39605680108070374,0.36838498711586,0.24674777686595917,0.3621441423892975,0.1379411667585373,0.19585011899471283,0.21474111080169678,0.37275731563568115,0.21117277443408966,0.23739641904830933
in,0.30808621644973755,0.3841303884983063,0.6662389636039734,0.25888991355895996,1.0,0.6662389636039734,0.27906280755996704,0.435920387506485,0.14079172909259796,0.2897285223007202,0.21577352285385132,0.45010748505592346,0.14254771173000336,0.20430970191955566
a,0.3320399522781372,0.265255331993103,0.5829201340675354,0.2269548624753952,0.539380669593811,0.5829201340675354,0.21537603437900543,0.47537946701049805,0.24720792472362518,0.31333932280540466,0.25780433416366577,0.45503583550453186,0.2043655961751938,0.23916715383529663
referendum,0.24703842401504517,0.143203005194664,0.2520652413368225,0.14460527896881104,0.28181248903274536,0.2520652413368225,0.527525007724762,0.25653737783432007,0.2359628826379776,0.12361736595630646,0.2231197953224182,0.25115063786506653,0.4174724221229553,0.18056513369083405
",",0.3087472915649414,0.4062570035457611,0.4933079481124878,0.3513070046901703,0.5201468467712402,0.4933079481124878,0.2582484483718872,0.4137537479400635,0.20549376308918,0.23880577087402344,0.3588588535785675,0.44245919585227966,0.2583025395870209,0.31091248989105225
depending,0.3483159840106964,0.4297933876514435,0.3423977494239807,0.2826290726661682,0.24907177686691284,0.3423977494239807,0.11499736458063126,0.3530026376247406,0.42536187171936035,0.298504501581192,0.2981603443622589,0.334902822971344,0.23746660351753235,0.21704205870628357
on,0.34226128458976746,0.268924742937088,0.5107308030128479,0.24242675304412842,0.46853652596473694,0.5107308030128479,0.23429356515407562,0.42569106817245483,0.17585624754428864,0.23108302056789398,0.27753159403800964,0.41031414270401,0.23017114400863647,0.2714994251728058
the,0.42745697498321533,0.40399202704429626,1.0,0.29394328594207764,0.6662389636039734,1.0,0.3381718397140503,0.5473989248275757,0.17356595396995544,0.3027077615261078,0.32168442010879517,0.535392165184021,0.25680017471313477,0.22068053483963013
provision,0.23705077171325684,0.1564623862504959,0.2599116861820221,0.25290557742118835,0.1753181517124176,0.2599116861820221,0.4819027781486511,0.2688458561897278,0.30862554907798767,0.2556011378765106,0.3135873079299927,0.27076178789138794,0.4145294725894928,0.19758205115795135
.,0.3567904531955719,0.3452940285205841,0.5934505462646484,0.2636163532733917,0.5591574311256409,0.5934505462646484,0.2279142290353775,0.4460422694683075,0.21465444564819336,0.26337340474128723,0.30719783902168274,0.4645031690597534,0.24623173475265503,0.4130953550338745
