,whose,wall,has,fragments,visible,in,places,around,newcastle,even,today,?
the,0.38253846764564514,0.3003387749195099,0.4177538752555847,0.2613173723220825,0.3234308958053589,0.6662389636039734,0.31653955578804016,0.40085816383361816,0.2253497689962387,0.37996912002563477,0.35740926861763,0.22068053483963013
extent,0.23687684535980225,0.19892679154872894,0.23353414237499237,0.2057809680700302,0.2972986400127411,0.1923665851354599,0.22913165390491486,0.24154514074325562,0.08844627439975739,0.39455270767211914,0.2386714369058609,0.1940663903951645
of,0.37058958411216736,0.18525563180446625,0.3909035325050354,0.25179383158683777,0.27322983741760254,0.5696388483047485,0.26612308621406555,0.3296394646167755,0.18781472742557526,0.34735506772994995,0.3291318118572235,0.1826142966747284
hadrian,0.20872633159160614,0.41169631481170654,0.18644528090953827,0.20611102879047394,0.2112823873758316,0.2309991866350174,0.21075454354286194,0.27814269065856934,0.20607027411460876,0.2074265331029892,0.16395306587219238,0.16117039322853088
's,-0.019954677671194077,0.021368060261011124,-0.040683966130018234,0.05021815747022629,-0.0281971525400877,-0.037580832839012146,-0.035393327474594116,-0.039796680212020874,-0.017262522131204605,0.0353488028049469,-0.017862282693386078,-0.023395681753754616
wall,0.09289084374904633,1.0000001192092896,0.16324305534362793,0.2554866075515747,0.26732054352760315,0.22622939944267273,0.18960733711719513,0.27125903964042664,0.15787525475025177,0.23514226078987122,0.218154177069664,0.06349854171276093
was,0.2162860482931137,0.1891382783651352,0.40313825011253357,0.17245343327522278,0.13441361486911774,0.45514053106307983,0.16722169518470764,0.24039418995380402,0.25710436701774597,0.27441510558128357,0.3137040436267853,0.18412111699581146
73,-0.040347374975681305,-0.005444532260298729,-0.029367461800575256,-0.11739256232976913,-0.06382633000612259,-0.02996002696454525,0.04947299882769585,-0.008797410875558853,0.022991344332695007,-0.020184237509965897,-0.030166560783982277,-0.079054094851017
miles,0.14830701053142548,0.16588176786899567,0.22075259685516357,0.1279088705778122,0.1706731766462326,0.22700901329517365,0.2340257316827774,0.3025798201560974,0.3237861692905426,0.16984112560749054,0.17660386860370636,0.09363767504692078
(,0.2345174252986908,0.13776162266731262,0.2498389035463333,0.11462488025426865,0.15796533226966858,0.3087427020072937,0.1487521082162857,0.20733319222927094,0.13896974921226501,0.2458806037902832,0.226308673620224,0.40561532974243164
117,0.024910930544137955,-0.04680563509464264,-0.010167878121137619,0.05866357684135437,-0.009516115300357342,0.03500794619321823,0.02795693837106228,0.024485033005475998,0.055233705788850784,0.02774241752922535,0.025449033826589584,-0.0430130697786808
km,0.10359041392803192,0.12626633048057556,0.20908011496067047,0.18002857267856598,0.20496872067451477,0.21900252997875214,0.23800449073314667,0.314164936542511,0.20919063687324524,0.13908688724040985,0.21967066824436188,0.08180338144302368
),0.24064770340919495,0.1643202006816864,0.26944878697395325,0.09411755949258804,0.14603297412395477,0.3326910734176636,0.14932109415531158,0.22742246091365814,0.15254424512386322,0.27396196126937866,0.2661649286746979,0.42300865054130554
",",0.25601375102996826,0.21039406955242157,0.3734780251979828,0.21614786982536316,0.23329982161521912,0.5201468467712402,0.2988786995410919,0.3298884332180023,0.251589834690094,0.34610581398010254,0.3282252550125122,0.31091248989105225
spanning,0.15346316993236542,0.20105107128620148,0.2992919385433197,0.225185826420784,0.24640075862407684,0.3131447732448578,0.1906064748764038,0.33531635999679565,0.21800631284713745,0.19506172835826874,0.16051965951919556,0.12299097329378128
the,0.38253846764564514,0.3003387749195099,0.4177538752555847,0.2613173723220825,0.3234308958053589,0.6662389636039734,0.31653955578804016,0.40085816383361816,0.2253497689962387,0.37996912002563477,0.35740926861763,0.22068053483963013
width,0.046913668513298035,0.18161460757255554,0.18390773236751556,0.17097367346286774,0.28530827164649963,0.13085021078586578,0.08817755430936813,0.19841329753398895,0.17737774550914764,0.22769933938980103,0.18356668949127197,0.17590105533599854
of,0.37058958411216736,0.18525563180446625,0.3909035325050354,0.25179383158683777,0.27322983741760254,0.5696388483047485,0.26612308621406555,0.3296394646167755,0.18781472742557526,0.34735506772994995,0.3291318118572235,0.1826142966747284
britain,0.13974598050117493,0.2096916139125824,0.16511261463165283,0.10902191698551178,0.1606229990720749,0.26246872544288635,0.2328508347272873,0.2143881767988205,0.2891393303871155,0.2435036301612854,0.24852918088436127,0.1268460750579834
;,-0.032943084836006165,0.02090347930788994,0.05589579790830612,0.06912742555141449,0.1450219303369522,0.092739537358284,0.09444080293178558,-0.026605552062392235,0.10598292201757431,0.13963788747787476,0.11198525130748749,0.10349778085947037
the,0.38253846764564514,0.3003387749195099,0.4177538752555847,0.2613173723220825,0.3234308958053589,0.6662389636039734,0.31653955578804016,0.40085816383361816,0.2253497689962387,0.37996912002563477,0.35740926861763,0.22068053483963013
wall,0.09289084374904633,1.0000001192092896,0.16324305534362793,0.2554866075515747,0.26732054352760315,0.22622939944267273,0.18960733711719513,0.27125903964042664,0.15787525475025177,0.23514226078987122,0.218154177069664,0.06349854171276093
incorporated,0.1465270221233368,0.08806226402521133,0.24203437566757202,0.21311122179031372,0.1593514382839203,0.2849850654602051,0.22360444068908691,0.2515818178653717,0.13123898208141327,0.19041000306606293,0.25809237360954285,0.13423967361450195
the,0.38253846764564514,0.3003387749195099,0.4177538752555847,0.2613173723220825,0.3234308958053589,0.6662389636039734,0.31653955578804016,0.40085816383361816,0.2253497689962387,0.37996912002563477,0.35740926861763,0.22068053483963013
vallum,0.1476883888244629,0.17035925388336182,0.1954844444990158,0.13135898113250732,0.17432348430156708,0.25899502635002136,0.13279804587364197,0.1677754819393158,0.1338922083377838,0.16242069005966187,0.13899269700050354,0.19648809731006622
",",0.25601375102996826,0.21039406955242157,0.3734780251979828,0.21614786982536316,0.23329982161521912,0.5201468467712402,0.2988786995410919,0.3298884332180023,0.251589834690094,0.34610581398010254,0.3282252550125122,0.31091248989105225
a,0.3225097060203552,0.2142888605594635,0.4670248031616211,0.2547023594379425,0.18060100078582764,0.539380669593811,0.27888578176498413,0.3187784254550934,0.21405641734600067,0.3278432786464691,0.2396019846200943,0.23916715383529663
large,0.2222863733768463,0.2287200540304184,0.2609269917011261,0.31162312626838684,0.32182398438453674,0.2841601073741913,0.27001550793647766,0.37400367856025696,0.1500018686056137,0.3241647183895111,0.2816711962223053,0.1355665624141693
rearward,0.19493235647678375,0.16787132620811462,0.22996754944324493,0.1922151744365692,0.18476806581020355,0.2511943578720093,0.1446475237607956,0.21797645092010498,0.21228370070457458,0.22998809814453125,0.14021936058998108,0.22062644362449646
ditch,0.08646176010370255,0.3804790675640106,0.13782507181167603,0.23410600423812866,0.07519176602363586,0.1445699781179428,0.15882334113121033,0.23296751081943512,0.24747329950332642,0.18668238818645477,0.17404572665691376,0.11988049745559692
with,0.3480498492717743,0.1703147441148758,0.44092974066734314,0.18465684354305267,0.20152629911899567,0.4080928862094879,0.2468276470899582,0.3207509517669678,0.1710812896490097,0.38442325592041016,0.22647687792778015,0.2433311939239502
parallel,0.1819896399974823,0.20629242062568665,0.1789800077676773,0.21266977488994598,0.24845647811889648,0.20074914395809174,0.21043993532657623,0.24595697224140167,0.029118677601218224,0.28895074129104614,0.19767148792743683,0.13566309213638306
mounds,0.20101363956928253,0.2952810227870941,0.1663338541984558,0.3305535316467285,0.1938878893852234,0.26444122195243835,0.36716175079345703,0.350890576839447,0.2345554232597351,0.22164110839366913,0.19174237549304962,0.13199403882026672
",",0.25601375102996826,0.21039406955242157,0.3734780251979828,0.21614786982536316,0.23329982161521912,0.5201468467712402,0.2988786995410919,0.3298884332180023,0.251589834690094,0.34610581398010254,0.3282252550125122,0.31091248989105225
and,0.3339773118495941,0.2569778561592102,0.43716782331466675,0.2429712861776352,0.2480427324771881,0.4954058527946472,0.36121195554733276,0.34341543912887573,0.20204751193523407,0.4625037908554077,0.37503334879875183,0.20544172823429108
was,0.2162860482931137,0.1891382783651352,0.40313825011253357,0.17245343327522278,0.13441361486911774,0.45514053106307983,0.16722169518470764,0.24039418995380402,0.25710436701774597,0.27441510558128357,0.3137040436267853,0.18412111699581146
constructed,0.17037127912044525,0.27483227849006653,0.16774822771549225,0.23864655196666718,0.23240946233272552,0.31212013959884644,0.2140156775712967,0.27549096941947937,0.18369321525096893,0.16631865501403809,0.2506948411464691,0.12459525465965271
primarily,0.26092591881752014,0.15603382885456085,0.21441666781902313,0.19983957707881927,0.23273076117038727,0.32119396328926086,0.20163334906101227,0.24322831630706787,0.11027855426073074,0.29218530654907227,0.3456616997718811,0.06029784679412842
for,0.22978365421295166,0.1255936324596405,0.450642853975296,0.09438378363847733,0.16345921158790588,0.4322226941585541,0.3050630986690521,0.3193374276161194,0.2425866425037384,0.39184510707855225,0.31663668155670166,0.264628142118454
defence,0.16039642691612244,0.22675880789756775,0.1680034101009369,0.07096952199935913,0.1644110530614853,0.21592919528484344,0.0619833804666996,0.038102857768535614,0.21558630466461182,0.09636784344911575,0.09550165385007858,0.13179711997509003
",",0.25601375102996826,0.21039406955242157,0.3734780251979828,0.21614786982536316,0.23329982161521912,0.5201468467712402,0.2988786995410919,0.3298884332180023,0.251589834690094,0.34610581398010254,0.3282252550125122,0.31091248989105225
to,0.320825457572937,0.19872087240219116,0.3619994819164276,0.16317328810691833,0.2472568303346634,0.45010748505592346,0.3195951581001282,0.3591267168521881,0.23559264838695526,0.46467068791389465,0.3122048079967499,0.29463258385658264
prevent,0.18897129595279694,0.22548462450504303,0.1880926638841629,0.1299828290939331,0.23687142133712769,0.14883868396282196,0.16740380227565765,0.230122372508049,0.15926453471183777,0.3444664180278778,0.13061925768852234,0.2547389566898346
unwanted,0.19398203492164612,0.15613926947116852,0.1632845401763916,0.20822034776210785,0.3422895073890686,0.21440085768699646,0.20231252908706665,0.2223617285490036,0.09236665070056915,0.4009229838848114,0.1899055689573288,0.23500210046768188
immigration,0.23094022274017334,0.1633407324552536,0.2118724286556244,0.0857987329363823,0.09853053838014603,0.2670528292655945,0.19223907589912415,0.19210536777973175,0.1878613978624344,0.24811789393424988,0.20954552292823792,0.15674735605716705
and,0.3339773118495941,0.2569778561592102,0.43716782331466675,0.2429712861776352,0.2480427324771881,0.4954058527946472,0.36121195554733276,0.34341543912887573,0.20204751193523407,0.4625037908554077,0.37503334879875183,0.20544172823429108
the,0.38253846764564514,0.3003387749195099,0.4177538752555847,0.2613173723220825,0.3234308958053589,0.6662389636039734,0.31653955578804016,0.40085816383361816,0.2253497689962387,0.37996912002563477,0.35740926861763,0.22068053483963013
incursion,0.1105535551905632,0.20080846548080444,0.1369820088148117,0.2837831676006317,0.23088909685611725,0.25306436419487,0.2253609299659729,0.26498639583587646,0.18031997978687286,0.25325077772140503,0.1996520608663559,0.184428408741951
of,0.37058958411216736,0.18525563180446625,0.3909035325050354,0.25179383158683777,0.27322983741760254,0.5696388483047485,0.26612308621406555,0.3296394646167755,0.18781472742557526,0.34735506772994995,0.3291318118572235,0.1826142966747284
pictish,0.2717655599117279,0.23860177397727966,0.18014097213745117,0.21011541783809662,0.20528976619243622,0.26456141471862793,0.2549692988395691,0.3123011589050293,0.24360470473766327,0.2420833706855774,0.22529150545597076,0.13624964654445648
tribes,0.20450802147388458,0.11775360256433487,0.1489838808774948,0.1583133041858673,0.05890714004635811,0.19281157851219177,0.2148875594139099,0.20597364008426666,0.1532636135816574,0.16079334914684296,0.16561833024024963,0.08824794739484787
from,0.2266867458820343,0.22894826531410217,0.2621968984603882,0.2617456316947937,0.22766214609146118,0.4274188280105591,0.31089457869529724,0.3577364683151245,0.1747848093509674,0.2615048885345459,0.22722198069095612,0.19969791173934937
the,0.38253846764564514,0.3003387749195099,0.4177538752555847,0.2613173723220825,0.3234308958053589,0.6662389636039734,0.31653955578804016,0.40085816383361816,0.2253497689962387,0.37996912002563477,0.35740926861763,0.22068053483963013
north,0.1270032376050949,0.23734554648399353,0.21093007922172546,0.16784940659999847,0.14528147876262665,0.39050599932670593,0.2851859927177429,0.3440609276294708,0.28581127524375916,0.15912501513957977,0.23140747845172882,0.11829731613397598
",",0.25601375102996826,0.21039406955242157,0.3734780251979828,0.21614786982536316,0.23329982161521912,0.5201468467712402,0.2988786995410919,0.3298884332180023,0.251589834690094,0.34610581398010254,0.3282252550125122,0.31091248989105225
not,0.36739736795425415,0.2160884439945221,0.32239022850990295,0.20921465754508972,0.2635148763656616,0.3403114080429077,0.27817535400390625,0.2631623446941376,0.15139462053775787,0.6105154752731323,0.32321640849113464,0.41942933201789856
as,0.3202406167984009,0.1937585026025772,0.351646363735199,0.21126067638397217,0.24260613322257996,0.3887844979763031,0.2860313951969147,0.28430190682411194,0.21526619791984558,0.37670591473579407,0.33237552642822266,0.27043893933296204
a,0.3225097060203552,0.2142888605594635,0.4670248031616211,0.2547023594379425,0.18060100078582764,0.539380669593811,0.27888578176498413,0.3187784254550934,0.21405641734600067,0.3278432786464691,0.2396019846200943,0.23916715383529663
fighting,0.12043409049510956,0.20329579710960388,0.19964830577373505,0.15566882491111755,0.12109903246164322,0.26774391531944275,0.1402444839477539,0.20842741429805756,0.18260180950164795,0.2774958610534668,0.23289984464645386,0.15496447682380676
line,0.16905169188976288,0.19753995537757874,0.14284899830818176,0.1601978987455368,0.15591147541999817,0.2258777767419815,0.16285142302513123,0.2396639585494995,0.20211446285247803,0.18155598640441895,0.22192557156085968,0.16271452605724335
for,0.22978365421295166,0.1255936324596405,0.450642853975296,0.09438378363847733,0.16345921158790588,0.4322226941585541,0.3050630986690521,0.3193374276161194,0.2425866425037384,0.39184510707855225,0.31663668155670166,0.264628142118454
a,0.3225097060203552,0.2142888605594635,0.4670248031616211,0.2547023594379425,0.18060100078582764,0.539380669593811,0.27888578176498413,0.3187784254550934,0.21405641734600067,0.3278432786464691,0.2396019846200943,0.23916715383529663
major,0.12742619216442108,0.12411922961473465,0.2243996560573578,0.19268837571144104,0.11600863188505173,0.3249945342540741,0.13338863849639893,0.18456171452999115,0.15312890708446503,0.17340296506881714,0.17957240343093872,0.19788557291030884
invasion,0.14181506633758545,0.16879931092262268,0.15887470543384552,0.15460114181041718,0.08388899266719818,0.2543354034423828,0.1045980304479599,0.21415209770202637,0.16147667169570923,0.24099397659301758,0.14772675931453705,0.18923960626125336
.,0.2718997597694397,0.24395984411239624,0.4105546176433563,0.20106352865695953,0.25432074069976807,0.5591574311256409,0.27904579043388367,0.3712388277053833,0.2714749276638031,0.3729337155818939,0.30348071455955505,0.4130953550338745
