,along,with,the,american,institute,of,electrical,engineers,what,other,institute,eventually,became,the,ieee,?
of,0.34889817237854004,0.41827285289764404,0.733189046382904,0.22180068492889404,0.2977932393550873,1.0,0.23057208955287933,0.189129039645195,0.33290785551071167,0.38583824038505554,0.2977932393550873,0.313495934009552,0.3638904094696045,0.733189046382904,0.2129846066236496,0.1826142966747284
radio,0.16638576984405518,0.15850627422332764,0.23511973023414612,0.23839303851127625,0.21091662347316742,0.16079017519950867,0.27583175897598267,0.19972290098667145,0.16863368451595306,0.2041461020708084,0.21091662347316742,0.08594508469104767,0.14387431740760803,0.23511973023414612,0.26406601071357727,0.08763375133275986
engineers,0.19066041707992554,0.20687973499298096,0.25282254815101624,0.21152135729789734,0.35184910893440247,0.189129039645195,0.4138019382953644,1.0,0.259060800075531,0.27848193049430847,0.35184910893440247,0.26025018095970154,0.16294139623641968,0.25282254815101624,0.33787575364112854,0.18139411509037018
),0.17395511269569397,0.3069596290588379,0.3456730246543884,0.30758509039878845,0.18211983144283295,0.3680361211299896,0.21096712350845337,0.1315361112356186,0.26259949803352356,0.26200005412101746,0.18211983144283295,0.11720007658004761,0.19107717275619507,0.3456730246543884,0.22289595007896423,0.42300865054130554
of,0.34889817237854004,0.41827285289764404,0.733189046382904,0.22180068492889404,0.2977932393550873,1.0,0.23057208955287933,0.189129039645195,0.33290785551071167,0.38583824038505554,0.2977932393550873,0.313495934009552,0.3638904094696045,0.733189046382904,0.2129846066236496,0.1826142966747284
the,0.39495137333869934,0.4223487675189972,1.0,0.24562937021255493,0.24399729073047638,0.733189046382904,0.2523402273654938,0.25282254815101624,0.42745697498321533,0.44152235984802246,0.24399729073047638,0.42022404074668884,0.36325156688690186,1.0,0.1838465929031372,0.22068053483963013
modern-day,0.1733405888080597,0.2160293161869049,0.3206247389316559,0.2462172657251358,0.2607114613056183,0.27121108770370483,0.24140797555446625,0.2562360167503357,0.3245202898979187,0.25782495737075806,0.2607114613056183,0.21091832220554352,0.26724377274513245,0.3206247389316559,0.26375576853752136,0.2257315069437027
ieee,0.16813218593597412,0.20541632175445557,0.1838465929031372,0.24350228905677795,0.3035942316055298,0.2129846066236496,0.37310829758644104,0.33787575364112854,0.14314574003219604,0.22149786353111267,0.3035942316055298,0.12686550617218018,0.07878164201974869,0.1838465929031372,1.0,0.16785793006420135
",",0.29824912548065186,0.4120737314224243,0.4933079481124878,0.3048616647720337,0.25896888971328735,0.4946078956127167,0.24516360461711884,0.20086117088794708,0.3087472915649414,0.4446498453617096,0.25896888971328735,0.262137234210968,0.2798398435115814,0.4933079481124878,0.24352361261844635,0.31091248989105225
from,0.279703289270401,0.26272761821746826,0.40150508284568787,0.20110583305358887,0.23353208601474762,0.4249346852302551,0.19713543355464935,0.13923238217830658,0.2737620174884796,0.30141791701316833,0.23353208601474762,0.3226223886013031,0.22486808896064758,0.40150508284568787,0.023023417219519615,0.19969791173934937
1892,0.08376046270132065,0.10474585741758347,0.1010928824543953,-0.025215793401002884,-0.04524126648902893,0.06631195545196533,0.04255233332514763,-0.017718076705932617,-0.018924584612250328,0.09437695145606995,-0.04524126648902893,0.08215709775686264,0.046585798263549805,0.1010928824543953,-0.026802396401762962,-0.03980826586484909
to,0.2976071536540985,0.4239959120750427,0.535392165184021,0.16338081657886505,0.18375186622142792,0.41548454761505127,0.2649001479148865,0.2772461175918579,0.455847829580307,0.4193183183670044,0.18375186622142792,0.4528551697731018,0.20401327311992645,0.535392165184021,0.1780811995267868,0.29463258385658264
1894,0.061332277953624725,0.05970890820026398,0.16498081386089325,0.023462921380996704,0.07986108213663101,0.21172243356704712,0.04779878631234169,-0.01414522621780634,0.07307696342468262,0.01523726899176836,0.07986108213663101,0.21108874678611755,0.21210402250289917,0.16498081386089325,-0.02852693200111389,0.1500938981771469
.,0.27491724491119385,0.4446153938770294,0.5934505462646484,0.29108086228370667,0.21288537979125977,0.5352458953857422,0.2174808531999588,0.14813724160194397,0.3567904531955719,0.41511186957359314,0.21288537979125977,0.3220598101615906,0.2806840240955353,0.5934505462646484,0.20208533108234406,0.4130953550338745
