,as,the,moon,has,no,atmosphere,",",what,is,prevalant,in,many,moon,rock,samples,brought,back,from,apollo,missions,?
is,0.43216490745544434,0.5823672413825989,0.21985220909118652,0.5668748617172241,0.19581134617328644,0.1850086748600006,0.4691906273365021,0.28837618231773376,1.0,0.2743498980998993,0.5394441485404968,0.2649032473564148,0.21985220909118652,0.1981455236673355,0.22968509793281555,0.1763010025024414,0.20263513922691345,0.27355384826660156,0.1604149341583252,0.16344696283340454,0.22961433231830597
never,0.33632391691207886,0.31617826223373413,0.19229774177074432,0.37091371417045593,0.4066546559333801,0.2199757695198059,0.25679776072502136,0.42662814259529114,0.18605512380599976,0.12725937366485596,0.3081892728805542,0.3326573967933655,0.19229774177074432,0.16606540977954865,0.18025949597358704,0.2408422827720642,0.2735518217086792,0.263386994600296,0.19403612613677979,0.1733984649181366,0.24137508869171143
seen,0.35132327675819397,0.3442007005214691,0.21638871729373932,0.2517690062522888,0.22186186909675598,0.31030958890914917,0.28642043471336365,0.3087027072906494,0.2670730948448181,0.2652609944343567,0.28402701020240784,0.34234827756881714,0.21638871729373932,0.1833268702030182,0.22344720363616943,0.3278195559978485,0.2248460054397583,0.24460692703723907,0.27449339628219604,0.21982625126838684,0.2567344307899475
on,0.36047765612602234,0.5107308030128479,0.20249907672405243,0.34604379534721375,0.3244728446006775,0.20375999808311462,0.49057599902153015,0.34226128458976746,0.3635730445384979,0.22435450553894043,0.46853652596473694,0.32520127296447754,0.20249907672405243,0.22499562799930573,0.19188322126865387,0.2436620593070984,0.3159608244895935,0.36926645040512085,0.16069947183132172,0.2538504898548126,0.2714994251728058
earth,0.22570030391216278,0.2801888585090637,0.5198023319244385,0.16817981004714966,0.169136643409729,0.5628719925880432,0.23186853528022766,0.25883176922798157,0.26888176798820496,0.2478223592042923,0.18566735088825226,0.22623728215694427,0.5198023319244385,0.2408880889415741,0.2559386193752289,0.15439991652965546,0.22372058033943176,0.1997482180595398,0.3316074311733246,0.2900218963623047,0.17717236280441284
rocks,0.18145407736301422,0.24413059651851654,0.3166230022907257,0.13447605073451996,0.0976681336760521,0.41538628935813904,0.30537211894989014,0.24802041053771973,0.23288390040397644,0.22027601301670074,0.23642492294311523,0.2921122908592224,0.3166230022907257,0.5946089029312134,0.39375483989715576,0.17308422923088074,0.24008212983608246,0.2248125523328781,0.24584370851516724,0.2926323711872101,0.17394492030143738
",",0.48816442489624023,0.4933079481124878,0.18567080795764923,0.3734780251979828,0.29972612857818604,0.26560261845588684,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.33543166518211365,0.5201468467712402,0.40610817074775696,0.18567080795764923,0.2775712311267853,0.2364167869091034,0.30810219049453735,0.3066370487213135,0.39760664105415344,0.19808128476142883,0.2626538574695587,0.31091248989105225
due,0.16304998099803925,0.22577603161334991,0.12342426925897598,0.19837327301502228,0.18556837737560272,0.2309974581003189,0.3106630742549896,0.15204688906669617,0.24065633118152618,0.2500385642051697,0.2516716718673706,0.214676633477211,0.12342426925897598,0.18637855350971222,0.12145901471376419,0.29151058197021484,0.22517156600952148,0.2898779809474945,0.06371713429689407,0.17100569605827332,0.10954997688531876
to,0.42092081904411316,0.535392165184021,0.17707908153533936,0.3619994819164276,0.30015695095062256,0.24801792204380035,0.44245919585227966,0.455847829580307,0.42745086550712585,0.19304393231868744,0.45010748505592346,0.40243685245513916,0.17707908153533936,0.22657817602157593,0.19206596910953522,0.35361579060554504,0.4675939381122589,0.4069952368736267,0.23190522193908691,0.29123765230178833,0.29463258385658264
the,0.48381632566452026,1.0,0.23613092303276062,0.4177538752555847,0.3461136817932129,0.24429655075073242,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.3827565908432007,0.6662389636039734,0.4335206151008606,0.23613092303276062,0.23786304891109467,0.2069351226091385,0.32700833678245544,0.3612101674079895,0.40150508284568787,0.2169172167778015,0.26288601756095886,0.22068053483963013
thick,0.19030284881591797,0.2423478215932846,0.21060727536678314,0.20486918091773987,0.12478677928447723,0.3189534544944763,0.25773096084594727,0.21052372455596924,0.2678970992565155,0.26624926924705505,0.22397908568382263,0.25244858860969543,0.21060727536678314,0.19559359550476074,0.19454512000083923,0.15266358852386475,0.18412628769874573,0.22580288350582123,0.13796347379684448,0.113400898873806,0.1260182112455368
atmosphere,0.20602615177631378,0.24429655075073242,0.3327876925468445,0.16737596690654755,0.15984666347503662,1.0,0.26560261845588684,0.2530241310596466,0.1850086748600006,0.22862358391284943,0.20898397266864777,0.24549169838428497,0.3327876925468445,0.2601056694984436,0.2557409405708313,0.13129353523254395,0.17661969363689423,0.20540107786655426,0.2704872488975525,0.2704063653945923,0.15636961162090302
.,0.515582263469696,0.5934505462646484,0.2040150910615921,0.4105546176433563,0.35224834084510803,0.202870711684227,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.3530438542366028,0.5591574311256409,0.3974229395389557,0.2040150910615921,0.24835698306560516,0.20069079101085663,0.31484454870224,0.3154444992542267,0.41536515951156616,0.22384987771511078,0.2895781993865967,0.4130953550338745
