,according,to,the,princeton,review,where,has,harvard,ranked,as,a,``,dream,college,'',in,2013
commonly,0.22164633870124817,0.2571072280406952,0.2974449694156647,0.1095607578754425,0.05041881650686264,0.27393415570259094,0.2016606330871582,0.1694028526544571,0.15203511714935303,0.3544585108757019,0.27022549510002136,0.12009099870920181,0.10423263162374496,0.1311650425195694,0.06412069499492645,0.2769457697868347,-0.20610861480236053
named,0.26684674620628357,0.23689822852611542,0.3521348536014557,0.11652421206235886,0.12521927058696747,0.19565314054489136,0.24984464049339294,0.15475016832351685,0.27231308817863464,0.2754245400428772,0.3292267918586731,-0.019022341817617416,0.09906687587499619,0.22071997821331024,-0.021026458591222763,0.28130269050598145,-0.07954661548137665
``,0.008405309170484543,0.06720756739377975,0.029072100296616554,-0.014111604541540146,-0.11371882259845734,0.020612511783838272,0.06254398077726364,0.012157585471868515,0.0027640536427497864,0.03910288214683533,0.07272057235240936,1.0,-0.11545895785093307,-0.06716781109571457,-0.09173435717821121,0.04765888676047325,-0.03703688085079193
dream,0.10718091577291489,0.18509161472320557,0.18804152309894562,0.12852051854133606,0.16997253894805908,0.13337406516075134,0.14303633570671082,0.06635155528783798,0.14553828537464142,0.07641051709651947,0.19379842281341553,-0.11545895785093307,1.0000001192092896,0.1502392590045929,0.04472287371754646,0.15619324147701263,-0.15984012186527252
college,0.16921766102313995,0.21170179545879364,0.19751401245594025,0.40917178988456726,0.23851966857910156,0.1927255094051361,0.16096360981464386,0.46371275186538696,0.14796558022499084,0.18513722717761993,0.20302298665046692,-0.06716781109571457,0.1502392590045929,0.9999999403953552,0.07493478804826736,0.2160365730524063,-0.030671631917357445
'',0.06436512619256973,-0.009905828163027763,0.041273195296525955,-0.04545992985367775,-0.05241112783551216,0.016034942120313644,0.004576915875077248,-0.04945635795593262,0.026858756318688393,0.006628023460507393,0.04890415817499161,-0.09173435717821121,0.04472287371754646,0.07493478804826736,1.0,0.07432962208986282,-0.027504753321409225
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.28074315190315247,0.32966679334640503,0.3149496018886566,0.3734780251979828,0.2719281017780304,0.21935869753360748,0.48816442489624023,0.427140474319458,0.09681109338998795,0.16965176165103912,0.23942269384860992,-0.037358131259679794,0.5201468467712402,-0.20834597945213318
both,0.2545386850833893,0.3897709250450134,0.4931981563568115,0.16604988276958466,0.16466930508613586,0.3814130425453186,0.33524906635284424,0.165541872382164,0.16979093849658966,0.42436254024505615,0.3171786069869995,0.05544934421777725,0.15262235701084137,0.1631411612033844,-0.011287134140729904,0.3960166871547699,-0.35200193524360657
for,0.1956551969051361,0.4451248347759247,0.4739971458911896,0.21902966499328613,0.25302138924598694,0.38599511981010437,0.450642853975296,0.14800849556922913,0.17654775083065033,0.44774648547172546,0.44038116931915283,0.01270448137074709,0.18844085931777954,0.22815082967281342,-0.04479556903243065,0.4322226941585541,-0.2664349377155304
students,0.20510904490947723,0.2905822694301605,0.25268980860710144,0.27315810322761536,0.24792982637882233,0.2588886320590973,0.1987207978963852,0.33647945523262024,0.2049778699874878,0.2101105898618698,0.2676560878753662,-0.0182420052587986,0.1125384271144867,0.4935513734817505,-0.024092674255371094,0.2676171064376831,-0.11056806147098541
and,0.30645591020584106,0.48971283435821533,0.5171257257461548,0.24847130477428436,0.2186996340751648,0.43859338760375977,0.43716782331466675,0.2453373372554779,0.21633140742778778,0.49487000703811646,0.3739250600337982,0.036644238978624344,0.18604561686515808,0.24619808793067932,0.021612688899040222,0.4954058527946472,-0.31428804993629456
parents,0.1426393836736679,0.2508617043495178,0.15979741513729095,0.18842081725597382,0.12791264057159424,0.2472088783979416,0.1228141039609909,0.19171494245529175,0.10126132518053055,0.1692761331796646,0.1443362832069397,0.009954708628356457,0.17147420346736908,0.21406185626983643,-0.041466690599918365,0.22303229570388794,-0.052569128572940826
in,0.29259276390075684,0.45010748505592346,0.6662389636039734,0.28176820278167725,0.1851312667131424,0.5344807505607605,0.4173259735107422,0.26072487235069275,0.2005387395620346,0.3887844979763031,0.539380669593811,0.04765888676047325,0.15619324147701263,0.2160365730524063,0.07432962208986282,1.0,-0.2606481909751892
2013,-0.17526017129421234,-0.4248543977737427,-0.38509321212768555,0.0875687524676323,-0.1091950535774231,-0.35305505990982056,-0.31031036376953125,0.09260550141334534,-0.07588953524827957,-0.3043881952762604,-0.3549499809741974,-0.03703688085079193,-0.15984012186527252,-0.030671631917357445,-0.027504753321409225,-0.2606481909751892,1.0000001192092896
",",0.3107093870639801,0.44245919585227966,0.4933079481124878,0.28074315190315247,0.32966679334640503,0.3149496018886566,0.3734780251979828,0.2719281017780304,0.21935869753360748,0.48816442489624023,0.427140474319458,0.09681109338998795,0.16965176165103912,0.23942269384860992,-0.037358131259679794,0.5201468467712402,-0.20834597945213318
and,0.30645591020584106,0.48971283435821533,0.5171257257461548,0.24847130477428436,0.2186996340751648,0.43859338760375977,0.43716782331466675,0.2453373372554779,0.21633140742778778,0.49487000703811646,0.3739250600337982,0.036644238978624344,0.18604561686515808,0.24619808793067932,0.021612688899040222,0.4954058527946472,-0.31428804993629456
was,0.31116798520088196,0.3636345863342285,0.48711544275283813,0.19859367609024048,0.22038598358631134,0.20731619000434875,0.40313825011253357,0.2415156066417694,0.28979501128196716,0.3677520453929901,0.4508470594882965,-0.012679691426455975,0.1844571977853775,0.275774210691452,0.04456103965640068,0.45514053106307983,-0.16685336828231812
the,0.3202974498271942,0.535392165184021,1.0,0.2383277863264084,0.245576411485672,0.5003893971443176,0.4177538752555847,0.24496200680732727,0.2711145281791687,0.48381632566452026,0.5829201340675354,0.029072100296616554,0.18804152309894562,0.19751401245594025,0.041273195296525955,0.6662389636039734,-0.38509321212768555
first,0.1620355099439621,0.3792489171028137,0.49448907375335693,0.18387775123119354,0.20959137380123138,0.3238157331943512,0.28288596868515015,0.23987877368927002,0.20918375253677368,0.33842000365257263,0.4287874400615692,0.006519378628581762,0.22683708369731903,0.23479469120502472,-0.03874251991510391,0.4127444326877594,-0.2023164927959442
nominated,0.11881901323795319,0.20610158145427704,0.22135822474956512,0.22421829402446747,0.29372093081474304,0.0947955846786499,0.3766944408416748,0.18950840830802917,0.23386162519454956,0.2902778089046478,0.21855126321315765,-0.005940310191363096,0.15758073329925537,0.14488627016544342,-0.003432201687246561,0.17825894057750702,-0.1109938770532608
by,0.2975466847419739,0.33534231781959534,0.4408751428127289,0.1274966150522232,0.14880061149597168,0.2641284465789795,0.3254803419113159,0.18136346340179443,0.17682971060276031,0.3815547823905945,0.32094135880470276,-0.030704375356435776,0.09510371088981628,0.18773820996284485,-0.010275691747665405,0.370934396982193,-0.25238490104675293
parents,0.1426393836736679,0.2508617043495178,0.15979741513729095,0.18842081725597382,0.12791264057159424,0.2472088783979416,0.1228141039609909,0.19171494245529175,0.10126132518053055,0.1692761331796646,0.1443362832069397,0.009954708628356457,0.17147420346736908,0.21406185626983643,-0.041466690599918365,0.22303229570388794,-0.052569128572940826
in,0.29259276390075684,0.45010748505592346,0.6662389636039734,0.28176820278167725,0.1851312667131424,0.5344807505607605,0.4173259735107422,0.26072487235069275,0.2005387395620346,0.3887844979763031,0.539380669593811,0.04765888676047325,0.15619324147701263,0.2160365730524063,0.07432962208986282,1.0,-0.2606481909751892
2009,-0.1620078980922699,-0.3018359839916229,-0.23935742676258087,-0.23795899748802185,-0.1424982249736786,-0.3084917962551117,-0.24655021727085114,-0.2515944838523865,-0.05342406779527664,-0.22543197870254517,-0.24348297715187073,-0.2578730583190918,0.023293470963835716,-0.20071159303188324,-0.01753189228475094,-0.28531888127326965,0.08956114947795868
.,0.29052162170410156,0.4645031690597534,0.5934505462646484,0.32756245136260986,0.27015718817710876,0.41390106081962585,0.4105546176433563,0.254516065120697,0.21607504785060883,0.515582263469696,0.50484299659729,0.05720457062125206,0.18621328473091125,0.24378922581672668,-0.07181349396705627,0.5591574311256409,-0.2911754548549652
