,what,political,party,is,strongest,in,melbourne,'s,working,class,suburbs,?
parties,0.21181418001651764,0.6070764660835266,0.6788443326950073,0.18434752523899078,0.1856846660375595,0.21453756093978882,0.1546396017074585,0.050334759056568146,0.15163640677928925,0.17477598786354065,0.22635424137115479,0.16949701309204102
.,0.3567904531955719,0.24802669882774353,0.23341989517211914,0.4569662809371948,0.22475631535053253,0.5591574311256409,0.22616931796073914,-0.003708066651597619,0.28468647599220276,0.24688394367694855,0.22100010514259338,0.4130953550338745
,what,political,party,is,strongest,in,melbourne,'s,working,class,suburbs,?
traditionally,0.22366398572921753,0.1962614208459854,0.23104481399059296,0.33712470531463623,0.170109823346138,0.31378570199012756,0.1560606062412262,0.06676346808671951,0.1759866327047348,0.13187287747859955,0.11816592514514923,0.10789176821708679
",",0.3087472915649414,0.27072274684906006,0.21963930130004883,0.4691906273365021,0.2481238842010498,0.5201468467712402,0.18849031627178192,-0.0016132977325469255,0.29007792472839355,0.1753857135772705,0.25310659408569336,0.31091248989105225
labor,0.1943984031677246,0.3312188386917114,0.4551692605018616,0.13817991316318512,0.19637265801429749,0.1950610727071762,0.2691713869571686,0.11055656522512436,0.2523679733276367,0.1839039921760559,0.24592901766300201,0.19386747479438782
is,0.28837618231773376,0.15203817188739777,0.1756078004837036,1.0,0.2642355263233185,0.5394441485404968,0.14877618849277496,0.02396530658006668,0.20290212333202362,0.1275252103805542,0.18339255452156067,0.22961433231830597
strongest,0.20878702402114868,0.18013717234134674,0.25214847922325134,0.2642355263233185,1.0000001192092896,0.2373267114162445,0.13945667445659637,0.047782525420188904,0.13157051801681519,0.13086296617984772,0.027631601318717003,0.14222878217697144
in,0.30808621644973755,0.22136160731315613,0.20446790754795074,0.5394441485404968,0.2373267114162445,1.0,0.21059004962444305,-0.037580832839012146,0.3062970042228699,0.1761927455663681,0.2863102853298187,0.20430970191955566
melbourne,0.10823550075292587,0.11841163039207458,0.20605561137199402,0.14877618849277496,0.13945667445659637,0.21059004962444305,1.0,0.09813514351844788,0.14409232139587402,0.10411374270915985,0.47563278675079346,0.09101688116788864
's,0.02692362666130066,0.04151610657572746,0.02531869150698185,0.02396530658006668,0.047782525420188904,-0.037580832839012146,0.09813514351844788,0.9999999403953552,-0.0629357099533081,-0.017892489209771156,0.024113589897751808,-0.023395681753754616
working,0.2846863269805908,0.15981560945510864,0.17057888209819794,0.20290212333202362,0.13157051801681519,0.3062970042228699,0.14409232139587402,-0.0629357099533081,1.0,0.2860308885574341,0.12857981026172638,0.17154020071029663
class,0.16880196332931519,0.12524160742759705,0.13796782493591309,0.1275252103805542,0.13086296617984772,0.1761927455663681,0.10411374270915985,-0.017892489209771156,0.2860308885574341,1.0,0.22653383016586304,0.12778934836387634
western,0.2454150915145874,0.18335412442684174,0.23377612233161926,0.2572968304157257,0.24699081480503082,0.35160520672798157,0.2651016116142273,0.06932425498962402,0.08474152535200119,0.05735507234930992,0.3047381043434143,0.17439141869544983
and,0.31309178471565247,0.33013346791267395,0.20650289952754974,0.3859752118587494,0.26421281695365906,0.4954058527946472,0.22872792184352875,0.06895173341035843,0.30510061979293823,0.20710228383541107,0.25931885838508606,0.20544172823429108
northern,0.19332477450370789,0.2472010999917984,0.20315498113632202,0.25616052746772766,0.24730588495731354,0.3545122444629669,0.23659346997737885,-0.01687377691268921,0.06945914030075073,0.05182754993438721,0.29307177662849426,0.13149388134479523
suburbs,0.14620864391326904,0.18555781245231628,0.18181219696998596,0.18339255452156067,0.027631601318717003,0.2863102853298187,0.47563278675079346,0.024113589897751808,0.12857981026172638,0.22653383016586304,1.0000001192092896,0.07569191604852676
",",0.3087472915649414,0.27072274684906006,0.21963930130004883,0.4691906273365021,0.2481238842010498,0.5201468467712402,0.18849031627178192,-0.0016132977325469255,0.29007792472839355,0.1753857135772705,0.25310659408569336,0.31091248989105225
and,0.31309178471565247,0.33013346791267395,0.20650289952754974,0.3859752118587494,0.26421281695365906,0.4954058527946472,0.22872792184352875,0.06895173341035843,0.30510061979293823,0.20710228383541107,0.25931885838508606,0.20544172823429108
the,0.42745697498321533,0.20477235317230225,0.23779736459255219,0.5823672413825989,0.3046645522117615,0.6662389636039734,0.2464369535446167,-0.01540423184633255,0.25857484340667725,0.18034407496452332,0.22660650312900543,0.22068053483963013
regional,0.1532609760761261,0.21092936396598816,0.1566726416349411,0.1760118007659912,0.09857261180877686,0.2730329930782318,0.18386906385421753,-0.06399104744195938,0.10138678550720215,0.1070951446890831,0.22413833439350128,0.09246466308832169
cities,0.161918506026268,0.2630477845668793,0.18674753606319427,0.21770904958248138,0.16304679214954376,0.32293570041656494,0.16646355390548706,0.006531212944537401,0.12275055795907974,0.13630150258541107,0.42295461893081665,0.13339310884475708
of,0.33290785551071167,0.27319738268852234,0.23662418127059937,0.4854315221309662,0.27349069714546204,0.5696388483047485,0.1963735967874527,-0.03817026689648628,0.19986772537231445,0.19740594923496246,0.2319147288799286,0.1826142966747284
ballarat,0.16659516096115112,0.20728035271167755,0.19597028195858002,0.1902189999818802,0.07217171043157578,0.28942209482192993,0.597237765789032,0.07981079816818237,0.1902737319469452,0.16627638041973114,0.39727160334587097,0.12580890953540802
",",0.3087472915649414,0.27072274684906006,0.21963930130004883,0.4691906273365021,0.2481238842010498,0.5201468467712402,0.18849031627178192,-0.0016132977325469255,0.29007792472839355,0.1753857135772705,0.25310659408569336,0.31091248989105225
bendigo,0.12648189067840576,0.23655486106872559,0.2761742174625397,0.19823957979679108,0.17576034367084503,0.34161853790283203,0.4953581392765045,-0.020353591069579124,0.1131243035197258,0.10217147320508957,0.4355895221233368,0.04594032093882561
and,0.31309178471565247,0.33013346791267395,0.20650289952754974,0.3859752118587494,0.26421281695365906,0.4954058527946472,0.22872792184352875,0.06895173341035843,0.30510061979293823,0.20710228383541107,0.25931885838508606,0.20544172823429108
geelong,0.19304567575454712,0.22645342350006104,0.22156491875648499,0.23623305559158325,0.15276990830898285,0.28465673327445984,0.6299616098403931,0.08280657231807709,0.187260240316391,0.19373250007629395,0.4784817397594452,0.16397786140441895
.,0.3567904531955719,0.24802669882774353,0.23341989517211914,0.4569662809371948,0.22475631535053253,0.5591574311256409,0.22616931796073914,-0.003708066651597619,0.28468647599220276,0.24688394367694855,0.22100010514259338,0.4130953550338745
