,in,what,century,was,quantum,mechanics,made,?
gravity,0.17083178460597992,0.259439080953598,0.16286233067512512,0.15787701308727264,0.47777873277664185,0.4462207853794098,0.1912718266248703,0.18354056775569916
),0.3326910734176636,0.26259949803352356,0.14800427854061127,0.3267642855644226,0.16208216547966003,0.11479152739048004,0.22539687156677246,0.42300865054130554
are,0.3841303884983063,0.29724663496017456,0.217155322432518,0.3076191842556,0.2200530767440796,0.23025205731391907,0.2941095530986786,0.24591213464736938
manifestations,0.2634362280368805,0.24940693378448486,0.3216583728790283,0.18319126963615417,0.33048129081726074,0.29923105239868164,0.20759911835193634,0.17062510550022125
of,0.5696388483047485,0.33290785551071167,0.2826060354709625,0.4069072902202606,0.24717314541339874,0.27608323097229004,0.33167365193367004,0.1826142966747284
matter,0.2179846465587616,0.41697224974632263,0.12859241664409637,0.18972504138946533,0.4417218565940857,0.37409597635269165,0.24319814145565033,0.269619345664978
(,0.3087427020072937,0.2411840260028839,0.15864071249961853,0.2980341613292694,0.15968286991119385,0.09022967517375946,0.20796485245227814,0.40561532974243164
fermions,0.1781599074602127,0.28718090057373047,0.1682320386171341,0.13159024715423584,0.5477747917175293,0.46752968430519104,0.17901711165905,0.23825699090957642
),0.3326910734176636,0.26259949803352356,0.14800427854061127,0.3267642855644226,0.16208216547966003,0.11479152739048004,0.22539687156677246,0.42300865054130554
interacting,0.20137955248355865,0.3122921288013458,0.0692206397652626,0.12257111817598343,0.34554070234298706,0.31481143832206726,0.19979903101921082,0.21425561606884003
by,0.370934396982193,0.2455483376979828,0.29995259642601013,0.4752357602119446,0.15353511273860931,0.17290236055850983,0.34175434708595276,0.17966607213020325
exchanging,0.24819591641426086,0.16280274093151093,0.15309831500053406,0.16346827149391174,0.2315465360879898,0.19855469465255737,0.10920386016368866,0.09112277626991272
virtual,0.23667626082897186,0.17652173340320587,0.12241189926862717,0.15467560291290283,0.2207462340593338,0.15530534088611603,0.18406707048416138,0.13542066514492035
particles,0.19249457120895386,0.26094838976860046,0.13079650700092316,0.15083348751068115,0.540850818157196,0.4046347737312317,0.2195003777742386,0.22255320847034454
called,0.40847352147102356,0.3235960602760315,0.28261223435401917,0.33927658200263977,0.1843765527009964,0.21705323457717896,0.37169626355171204,0.18963319063186646
gauge,0.18491436541080475,0.27817800641059875,0.08519919961690903,0.12075011432170868,0.33023667335510254,0.2843385338783264,0.11782366782426834,0.2129381000995636
bosons,0.15461570024490356,0.2764873802661896,0.10024632513523102,0.17851139605045319,0.5185467004776001,0.4397246837615967,0.1421777456998825,0.20861397683620453
.,0.5591574311256409,0.3567904531955719,0.27413639426231384,0.40146201848983765,0.1690797209739685,0.18329747021198273,0.4032190144062042,0.4130953550338745
