,when,was,the,announcement,for,the,lor,made,after,being,delayed,?
opposition,0.24762092530727386,0.27720752358436584,0.26783087849617004,0.2648293972015381,0.2402389794588089,0.26783087849617004,0.14624036848545074,0.14454057812690735,0.20689865946769714,0.28868117928504944,0.2859228253364563,0.15647298097610474
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.28439104557037354,0.4451248347759247,0.535392165184021,0.17278125882148743,0.3377571105957031,0.37890323996543884,0.4514104127883911,0.30243030190467834,0.29463258385658264
manned,0.1916242092847824,0.24339483678340912,0.2392944097518921,0.1699792593717575,0.19758428633213043,0.2392944097518921,0.10140912234783173,0.2690805494785309,0.2195538431406021,0.22734566032886505,0.37001341581344604,0.17514055967330933
spaceflight,0.2267846316099167,0.19640055298805237,0.27614790201187134,0.25459617376327515,0.3006175458431244,0.27614790201187134,0.15624170005321503,0.15757092833518982,0.19548209011554718,0.21479371190071106,0.27294430136680603,0.26453927159309387
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.28439104557037354,0.4451248347759247,0.535392165184021,0.17278125882148743,0.3377571105957031,0.37890323996543884,0.4514104127883911,0.30243030190467834,0.29463258385658264
kennedy,0.20233280956745148,0.1929353028535843,0.20303435623645782,0.27057552337646484,0.22511224448680878,0.20303435623645782,0.13453294336795807,0.16344395279884338,0.22713129222393036,0.22566501796245575,0.17973005771636963,0.21965277194976807
before,0.5650408267974854,0.38607707619667053,0.45900648832321167,0.3414793610572815,0.44347289204597473,0.45900648832321167,0.16221202909946442,0.26538217067718506,0.6937490701675415,0.37966302037239075,0.338321715593338,0.2507109045982361
the,0.5091903209686279,0.48711544275283813,1.0,0.2863394021987915,0.4739971458911896,1.0,0.19965508580207825,0.3885267674922943,0.4565047025680542,0.419739305973053,0.32091420888900757,0.22068053483963013
president,0.17933911085128784,0.2505730390548706,0.24330610036849976,0.32499241828918457,0.17469504475593567,0.24330610036849976,0.16192001104354858,0.18822956085205078,0.25286588072776794,0.14944888651371002,0.18446512520313263,0.14148259162902832
took,0.25529301166534424,0.48213186860084534,0.31657639145851135,0.20473437011241913,0.27585867047309875,0.31657639145851135,0.0603841170668602,0.3014582097530365,0.39438313245773315,0.20655593276023865,0.29400962591171265,0.14109265804290771
office,0.22369864583015442,0.3002835810184479,0.27314993739128113,0.2583700716495514,0.25028741359710693,0.27314993739128113,0.17051269114017487,0.13045258820056915,0.22884027659893036,0.17823871970176697,0.15350612998008728,0.16497313976287842
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.24131536483764648,0.4464869201183319,0.4933079481124878,0.23221434652805328,0.32507219910621643,0.38860568404197693,0.34499165415763855,0.21662144362926483,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.16240988671779633,0.5064792633056641,0.5171257257461548,0.14365898072719574,0.34954607486724854,0.3765919506549835,0.4286794066429138,0.17777322232723236,0.20544172823429108
had,0.37526828050613403,0.5927209258079529,0.3875846862792969,0.270965039730072,0.3270139992237091,0.3875846862792969,0.12609127163887024,0.3391602039337158,0.4133172631263733,0.42718788981437683,0.3574638366699219,0.20728366076946259
opposed,0.26777365803718567,0.2790595591068268,0.24302934110164642,0.21862958371639252,0.24677163362503052,0.24302934110164642,0.0638124868273735,0.23284949362277985,0.26686835289001465,0.31378915905952454,0.3097921907901764,0.23428945243358612
the,0.5091903209686279,0.48711544275283813,1.0,0.2863394021987915,0.4739971458911896,1.0,0.19965508580207825,0.3885267674922943,0.4565047025680542,0.419739305973053,0.32091420888900757,0.22068053483963013
decision,0.2485322803258896,0.25498270988464355,0.2905151844024658,0.3950549364089966,0.2598762512207031,0.2905151844024658,0.033528268337249756,0.21546365320682526,0.256852924823761,0.3521255850791931,0.2686716318130493,0.2796577215194702
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.28439104557037354,0.4451248347759247,0.535392165184021,0.17278125882148743,0.3377571105957031,0.37890323996543884,0.4514104127883911,0.30243030190467834,0.29463258385658264
land,0.20329858362674713,0.23751215636730194,0.28587454557418823,0.07878123968839645,0.19845563173294067,0.28587454557418823,0.1226271465420723,0.1896997094154358,0.19933275878429413,0.17167697846889496,0.15889230370521545,0.1432059109210968
men,0.18404603004455566,0.24763761460781097,0.26001617312431335,0.1453751176595688,0.25245723128318787,0.26001617312431335,0.06653053313493729,0.13373908400535583,0.20609402656555176,0.26965293288230896,0.14524592459201813,0.1408759206533432
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.2760249972343445,0.36199691891670227,0.5107308030128479,0.17637763917446136,0.37619519233703613,0.39330315589904785,0.3119087219238281,0.3284730315208435,0.2714994251728058
the,0.5091903209686279,0.48711544275283813,1.0,0.2863394021987915,0.4739971458911896,1.0,0.19965508580207825,0.3885267674922943,0.4565047025680542,0.419739305973053,0.32091420888900757,0.22068053483963013
moon,0.20178940892219543,0.18183675408363342,0.23613092303276062,0.23366649448871613,0.2043032944202423,0.23613092303276062,0.17597797513008118,0.18392427265644073,0.19508935511112213,0.2102954089641571,0.2597283720970154,0.1442703753709793
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.24131536483764648,0.4464869201183319,0.4933079481124878,0.23221434652805328,0.32507219910621643,0.38860568404197693,0.34499165415763855,0.21662144362926483,0.31091248989105225
hired,0.21807418763637543,0.3013991713523865,0.20523042976856232,0.22380490601062775,0.2668524980545044,0.20523042976856232,0.18213540315628052,0.2659992575645447,0.27042797207832336,0.22624453902244568,0.20000775158405304,0.1434362679719925
golovin,0.2598544657230377,0.24650949239730835,0.266879141330719,0.11395810544490814,0.19056002795696259,0.266879141330719,0.2063695639371872,0.142908975481987,0.22409632802009583,0.1747850924730301,0.05871642008423805,0.27774158120155334
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.24131536483764648,0.4464869201183319,0.4933079481124878,0.23221434652805328,0.32507219910621643,0.38860568404197693,0.34499165415763855,0.21662144362926483,0.31091248989105225
who,0.48282691836357117,0.3318818509578705,0.3733934462070465,0.16863656044006348,0.37110671401023865,0.3733934462070465,0.19569316506385803,0.2576322853565216,0.32549580931663513,0.44037187099456787,0.113697849214077,0.26220351457595825
had,0.37526828050613403,0.5927209258079529,0.3875846862792969,0.270965039730072,0.3270139992237091,0.3875846862792969,0.12609127163887024,0.3391602039337158,0.4133172631263733,0.42718788981437683,0.3574638366699219,0.20728366076946259
left,0.3236202895641327,0.21956826746463776,0.33113980293273926,0.16844682395458221,0.19966527819633484,0.33113980293273926,0.12153574079275131,0.1939784288406372,0.2841540575027466,0.18676653504371643,0.2230321615934372,0.13251960277557373
nasa,0.1527581512928009,0.19417528808116913,0.19786997139453888,0.21932117640972137,0.17481353878974915,0.19786997139453888,0.2015673965215683,0.19967365264892578,0.1796136051416397,0.20613044500350952,0.23546290397644043,0.1809994876384735
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.24131536483764648,0.4464869201183319,0.4933079481124878,0.23221434652805328,0.32507219910621643,0.38860568404197693,0.34499165415763855,0.21662144362926483,0.31091248989105225
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.28439104557037354,0.4451248347759247,0.535392165184021,0.17278125882148743,0.3377571105957031,0.37890323996543884,0.4514104127883911,0.30243030190467834,0.29463258385658264
chair,0.18732446432113647,0.2363465279340744,0.1899619996547699,0.248818039894104,0.21998240053653717,0.1899619996547699,0.12925414741039276,0.16921532154083252,0.17037415504455566,0.24066585302352905,0.1524048149585724,0.12348068505525589
his,0.37120407819747925,0.4405253231525421,0.4394008219242096,0.28146252036094666,0.39312878251075745,0.4394008219242096,0.15788044035434723,0.29201897978782654,0.41949746012687683,0.34421810507774353,0.2594882845878601,0.18075084686279297
own,0.3067531883716583,0.19632458686828613,0.334675133228302,0.14489901065826416,0.30703625082969666,0.334675133228302,0.1442069411277771,0.2509118616580963,0.23706036806106567,0.30110353231430054,0.18050754070281982,0.1937696635723114
``,0.07174111902713776,-0.012679691426455975,0.029072100296616554,-0.08020587265491486,0.01270448137074709,0.029072100296616554,0.008629913441836834,-0.0342245027422905,0.040442656725645065,0.0027407517191022635,-0.03090960904955864,0.0685480609536171
space,0.17422115802764893,0.14677780866622925,0.24495907127857208,0.20786608755588531,0.24232043325901031,0.24495907127857208,0.11033384501934052,0.17252343893051147,0.15923935174942017,0.19721807539463043,0.17858587205410004,0.1885536164045334
vehicle,0.22462770342826843,0.18102683126926422,0.20434843003749847,0.15769562125205994,0.2334931641817093,0.20434843003749847,0.11155098676681519,0.13948677480220795,0.13749252259731293,0.22313231229782104,0.26919230818748474,0.16397647559642792
panel,0.11097525805234909,0.16851958632469177,0.20552968978881836,0.2432960718870163,0.15760749578475952,0.20552968978881836,0.15836669504642487,0.17000575363636017,0.05257156863808632,0.19935105741024017,0.12382879108190536,0.1475982517004013
'',-0.07688097655773163,0.04456103965640068,0.041273195296525955,-0.007378906477242708,-0.04479556903243065,0.041273195296525955,-0.031269386410713196,0.014119047671556473,-0.08605624735355377,-0.015289289876818657,-0.08925168216228485,0.018684765323996544
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.24131536483764648,0.4464869201183319,0.4933079481124878,0.23221434652805328,0.32507219910621643,0.38860568404197693,0.34499165415763855,0.21662144362926483,0.31091248989105225
ostensibly,0.31880059838294983,0.24009335041046143,0.3001483380794525,0.18042509257793427,0.32782045006752014,0.3001483380794525,0.13401852548122406,0.2503712773323059,0.2183857560157776,0.3954318165779114,0.2184101939201355,0.3436274528503418
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.28439104557037354,0.4451248347759247,0.535392165184021,0.17278125882148743,0.3377571105957031,0.37890323996543884,0.4514104127883911,0.30243030190467834,0.29463258385658264
monitor,0.22126799821853638,0.15810337662696838,0.21356156468391418,0.11652648448944092,0.20012032985687256,0.21356156468391418,0.15370409190654755,0.16350038349628448,0.1486588567495346,0.2497362643480301,0.231064572930336,0.167510524392128
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.24131536483764648,0.4464869201183319,0.4933079481124878,0.23221434652805328,0.32507219910621643,0.38860568404197693,0.34499165415763855,0.21662144362926483,0.31091248989105225
but,0.5599016547203064,0.36023372411727905,0.4859698414802551,0.23944535851478577,0.45162561535835266,0.4859698414802551,0.09638267755508423,0.3279869258403778,0.38354751467704773,0.5142694115638733,0.32305675745010376,0.27921953797340393
actually,0.47971078753471375,0.29136961698532104,0.39964747428894043,0.17697986960411072,0.3331935703754425,0.39964747428894043,0.1409253180027008,0.2347227782011032,0.26435402035713196,0.4523947536945343,0.2636004090309143,0.36036357283592224
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.28439104557037354,0.4451248347759247,0.535392165184021,0.17278125882148743,0.3377571105957031,0.37890323996543884,0.4514104127883911,0.30243030190467834,0.29463258385658264
second-guess,0.37087124586105347,0.35063430666923523,0.39080610871315,0.30175310373306274,0.31908565759658813,0.39080610871315,0.27932965755462646,0.22928231954574585,0.35672488808631897,0.3900277316570282,0.3024205267429352,0.4331968426704407
nasa,0.1527581512928009,0.19417528808116913,0.19786997139453888,0.21932117640972137,0.17481353878974915,0.19786997139453888,0.2015673965215683,0.19967365264892578,0.1796136051416397,0.20613044500350952,0.23546290397644043,0.1809994876384735
's,-0.03368149697780609,0.008974763564765453,-0.01540423184633255,-0.0523303784430027,-0.07241261005401611,-0.01540423184633255,0.030488789081573486,0.08483956009149551,-0.055672239512205124,-0.055871423333883286,-0.009928583167493343,-0.023395681753754616
decisions,0.23775212466716766,0.18396079540252686,0.30538004636764526,0.3084627091884613,0.25956955552101135,0.30538004636764526,0.012825367040932178,0.28317946195602417,0.19391459226608276,0.32281145453453064,0.21708622574806213,0.29068708419799805
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.2760249972343445,0.36199691891670227,0.5107308030128479,0.17637763917446136,0.37619519233703613,0.39330315589904785,0.3119087219238281,0.3284730315208435,0.2714994251728058
the,0.5091903209686279,0.48711544275283813,1.0,0.2863394021987915,0.4739971458911896,1.0,0.19965508580207825,0.3885267674922943,0.4565047025680542,0.419739305973053,0.32091420888900757,0.22068053483963013
saturn,0.17898230254650116,0.24932558834552765,0.24189656972885132,0.2824288308620453,0.30204665660858154,0.24189656972885132,0.19770820438861847,0.18401674926280975,0.24207474291324615,0.16897886991500854,0.19989371299743652,0.1619711071252823
v,0.20079591870307922,0.16128918528556824,0.18580520153045654,0.14436505734920502,0.13933385908603668,0.18580520153045654,0.09699735045433044,0.14221197366714478,0.08713581413030624,0.11234191805124283,0.1374855488538742,0.28677162528038025
launch,0.21188455820083618,0.22367219626903534,0.2628649175167084,0.3718098998069763,0.25149083137512207,0.2628649175167084,0.09668897837400436,0.19574439525604248,0.2291828840970993,0.23084256052970886,0.38365280628204346,0.22009649872779846
vehicle,0.22462770342826843,0.18102683126926422,0.20434843003749847,0.15769562125205994,0.2334931641817093,0.20434843003749847,0.11155098676681519,0.13948677480220795,0.13749252259731293,0.22313231229782104,0.26919230818748474,0.16397647559642792
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.16240988671779633,0.5064792633056641,0.5171257257461548,0.14365898072719574,0.34954607486724854,0.3765919506549835,0.4286794066429138,0.17777322232723236,0.20544172823429108
lor,0.14141833782196045,0.19599664211273193,0.19965508580207825,0.18967671692371368,0.163178950548172,0.19965508580207825,1.0000001192092896,0.06251103430986404,0.15325801074504852,0.1421482264995575,0.08096089214086533,0.19372881948947906
by,0.4376842677593231,0.4752357602119446,0.4408751428127289,0.1913495659828186,0.3248702883720398,0.4408751428127289,0.1708003580570221,0.34175434708595276,0.41259682178497314,0.4690866470336914,0.2210288941860199,0.17966607213020325
forcing,0.3767963647842407,0.12590284645557404,0.31176233291625977,0.2321954071521759,0.2308533489704132,0.31176233291625977,0.0379747599363327,0.19075509905815125,0.2837202548980713,0.30496513843536377,0.290496289730072,0.19852621853351593
shea,0.20739445090293884,0.3250579535961151,0.2357294261455536,0.24262918531894684,0.22675210237503052,0.2357294261455536,0.2742384076118469,0.13932554423809052,0.21044771373271942,0.26516416668891907,0.23877055943012238,0.08539166301488876
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.24131536483764648,0.4464869201183319,0.4933079481124878,0.23221434652805328,0.32507219910621643,0.38860568404197693,0.34499165415763855,0.21662144362926483,0.31091248989105225
seamans,0.1967916488647461,0.2059934288263321,0.29178768396377563,0.13774530589580536,0.23891672492027283,0.29178768396377563,0.14672818779945374,0.13320522010326385,0.21145927906036377,0.1826263964176178,0.15005607903003693,0.15091076493263245
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.24131536483764648,0.4464869201183319,0.4933079481124878,0.23221434652805328,0.32507219910621643,0.38860568404197693,0.34499165415763855,0.21662144362926483,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.16240988671779633,0.5064792633056641,0.5171257257461548,0.14365898072719574,0.34954607486724854,0.3765919506549835,0.4286794066429138,0.17777322232723236,0.20544172823429108
even,0.5135882496833801,0.27441510558128357,0.37996912002563477,0.20084011554718018,0.39184510707855225,0.37996912002563477,0.0787612572312355,0.28518611192703247,0.33616310358047485,0.4937340319156647,0.2679443061351776,0.30082517862319946
webb,0.18158984184265137,0.2562257945537567,0.2468639612197876,0.2804749310016632,0.24088044464588165,0.2468639612197876,0.2012215554714203,0.1451062560081482,0.24844713509082794,0.21388569474220276,0.2006342113018036,0.11173157393932343
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.28439104557037354,0.4451248347759247,0.535392165184021,0.17278125882148743,0.3377571105957031,0.37890323996543884,0.4514104127883911,0.30243030190467834,0.29463258385658264
defend,0.281344473361969,0.19696219265460968,0.2784505784511566,0.05849843844771385,0.24475669860839844,0.2784505784511566,0.04023722559213638,0.17789460718631744,0.24080787599086761,0.2518067955970764,0.19823548197746277,0.21878457069396973
themselves,0.26097869873046875,0.1582118272781372,0.3444426357746124,0.10239218920469284,0.2530568838119507,0.3444426357746124,0.005947156809270382,0.24190175533294678,0.23493123054504395,0.3461316227912903,0.11507055908441544,0.20170879364013672
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.24131536483764648,0.4464869201183319,0.4933079481124878,0.23221434652805328,0.32507219910621643,0.38860568404197693,0.34499165415763855,0.21662144362926483,0.31091248989105225
delaying,0.3593386113643646,0.20395031571388245,0.3306172788143158,0.32728058099746704,0.3348005414009094,0.3306172788143158,0.07938127964735031,0.16038943827152252,0.33605802059173584,0.39446941018104553,0.7167317867279053,0.20121434330940247
its,0.34032323956489563,0.3518870174884796,0.559237003326416,0.21356512606143951,0.2992613911628723,0.559237003326416,0.15301044285297394,0.23243726789951324,0.29879069328308105,0.3381310999393463,0.26679566502571106,0.15103481709957123
formal,0.24390360713005066,0.1846911907196045,0.245810866355896,0.43360957503318787,0.3605612814426422,0.245810866355896,0.16859939694404602,0.1959327608346939,0.2280147671699524,0.254088819026947,0.214044451713562,0.1989586055278778
announcement,0.18412145972251892,0.2706057131290436,0.2863394021987915,0.9999999403953552,0.3287276327610016,0.2863394021987915,0.18967671692371368,0.25864657759666443,0.27576786279678345,0.2063325047492981,0.3399460017681122,0.24608203768730164
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.28439104557037354,0.4451248347759247,0.535392165184021,0.17278125882148743,0.3377571105957031,0.37890323996543884,0.4514104127883911,0.30243030190467834,0.29463258385658264
the,0.5091903209686279,0.48711544275283813,1.0,0.2863394021987915,0.4739971458911896,1.0,0.19965508580207825,0.3885267674922943,0.4565047025680542,0.419739305973053,0.32091420888900757,0.22068053483963013
press,0.18807558715343475,0.20932909846305847,0.2519533634185791,0.2548848092556,0.14614221453666687,0.2519533634185791,0.1671207696199417,0.15146370232105255,0.16500866413116455,0.15236729383468628,0.18473131954669952,0.14048311114311218
on,0.37706470489501953,0.3909217119216919,0.5107308030128479,0.2760249972343445,0.36199691891670227,0.5107308030128479,0.17637763917446136,0.37619519233703613,0.39330315589904785,0.3119087219238281,0.3284730315208435,0.2714994251728058
july,0.24211758375167847,0.40724116563796997,0.2371699959039688,0.28249555826187134,0.28973108530044556,0.2371699959039688,0.19681544601917267,0.1802918016910553,0.31295984983444214,0.27552807331085205,0.23149171471595764,0.2897891402244568
11,0.03520116209983826,0.08354385942220688,-0.0219515822827816,-0.11630744487047195,-0.05063733458518982,-0.0219515822827816,-0.09609153866767883,0.05891163647174835,0.010878360830247402,0.08606567233800888,0.05110546201467514,-0.04295448586344719
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.24131536483764648,0.4464869201183319,0.4933079481124878,0.23221434652805328,0.32507219910621643,0.38860568404197693,0.34499165415763855,0.21662144362926483,0.31091248989105225
1962,-0.07782699912786484,-0.03281155601143837,-0.023296929895877838,-0.009181839413940907,-0.07097548246383667,-0.023296929895877838,-0.027204252779483795,-0.05572199076414108,-0.004361963830888271,0.008920186199247837,-0.12053801119327545,-0.008269774727523327
",",0.36674630641937256,0.45456063747406006,0.4933079481124878,0.24131536483764648,0.4464869201183319,0.4933079481124878,0.23221434652805328,0.32507219910621643,0.38860568404197693,0.34499165415763855,0.21662144362926483,0.31091248989105225
and,0.4716290831565857,0.3740963041782379,0.5171257257461548,0.16240988671779633,0.5064792633056641,0.5171257257461548,0.14365898072719574,0.34954607486724854,0.3765919506549835,0.4286794066429138,0.17777322232723236,0.20544172823429108
forcing,0.3767963647842407,0.12590284645557404,0.31176233291625977,0.2321954071521759,0.2308533489704132,0.31176233291625977,0.0379747599363327,0.19075509905815125,0.2837202548980713,0.30496513843536377,0.290496289730072,0.19852621853351593
webb,0.18158984184265137,0.2562257945537567,0.2468639612197876,0.2804749310016632,0.24088044464588165,0.2468639612197876,0.2012215554714203,0.1451062560081482,0.24844713509082794,0.21388569474220276,0.2006342113018036,0.11173157393932343
to,0.5423505902290344,0.3636345863342285,0.535392165184021,0.28439104557037354,0.4451248347759247,0.535392165184021,0.17278125882148743,0.3377571105957031,0.37890323996543884,0.4514104127883911,0.30243030190467834,0.29463258385658264
still,0.4688006639480591,0.3328092098236084,0.40142056345939636,0.19425711035728455,0.37984156608581543,0.40142056345939636,0.08001682162284851,0.2963924705982208,0.3320554196834564,0.4226493239402771,0.2627567946910858,0.3039587736129761
hedge,0.1311108022928238,0.1723962277173996,0.19510097801685333,0.13366538286209106,0.2139684557914734,0.19510097801685333,0.07932857424020767,0.16085714101791382,0.09909243136644363,0.15318021178245544,0.16271822154521942,0.06729982048273087
the,0.5091903209686279,0.48711544275283813,1.0,0.2863394021987915,0.4739971458911896,1.0,0.19965508580207825,0.3885267674922943,0.4565047025680542,0.419739305973053,0.32091420888900757,0.22068053483963013
decision,0.2485322803258896,0.25498270988464355,0.2905151844024658,0.3950549364089966,0.2598762512207031,0.2905151844024658,0.033528268337249756,0.21546365320682526,0.256852924823761,0.3521255850791931,0.2686716318130493,0.2796577215194702
as,0.4437963366508484,0.3677520453929901,0.48381632566452026,0.221759632229805,0.44774648547172546,0.48381632566452026,0.1764213591814041,0.40740177035331726,0.3014480769634247,0.46524563431739807,0.18810603022575378,0.27043893933296204
``,0.07174111902713776,-0.012679691426455975,0.029072100296616554,-0.08020587265491486,0.01270448137074709,0.029072100296616554,0.008629913441836834,-0.0342245027422905,0.040442656725645065,0.0027407517191022635,-0.03090960904955864,0.0685480609536171
tentative,0.16400499641895294,0.18638502061367035,0.20629741251468658,0.14615416526794434,0.19671383500099182,0.20629741251468658,0.13062651455402374,0.1496947705745697,0.1442899852991104,0.23462358117103577,0.21133743226528168,0.16796042025089264
'',-0.07688097655773163,0.04456103965640068,0.041273195296525955,-0.007378906477242708,-0.04479556903243065,0.041273195296525955,-0.031269386410713196,0.014119047671556473,-0.08605624735355377,-0.015289289876818657,-0.08925168216228485,0.018684765323996544
.,0.475719153881073,0.40146201848983765,0.5934505462646484,0.22240978479385376,0.4726039469242096,0.5934505462646484,0.23552289605140686,0.4032190144062042,0.35870397090911865,0.35574623942375183,0.2134140133857727,0.4130953550338745
