,what,animals,does,the,vistula,river,'s,ecosystem,include,?
of,0.33290785551071167,0.2599885165691376,0.3119818866252899,0.733189046382904,0.2898311913013458,0.19903257489204407,-0.03817026689648628,0.26304125785827637,0.37431180477142334,0.1826142966747284
animals,0.26212990283966064,1.0000001192092896,0.2269369661808014,0.2939487397670746,0.16797664761543274,0.1510019153356552,0.09563761949539185,0.47754964232444763,0.18218612670898438,0.16430135071277618
that,0.6297725439071655,0.3000275194644928,0.4764937460422516,0.5473989248275757,0.2151751071214676,0.1889113336801529,0.04397977516055107,0.2759952247142792,0.2797866463661194,0.32716336846351624
includes,0.17138352990150452,0.25090375542640686,0.2753782868385315,0.3388250470161438,0.1897890418767929,0.09001559019088745,-0.0293574221432209,0.23689138889312744,0.6689316630363464,0.14011523127555847
the,0.42745697498321533,0.2939487397670746,0.35928019881248474,1.0,0.36214977502822876,0.2894456386566162,-0.01540423184633255,0.26392892003059387,0.2951717972755432,0.22068053483963013
otter,0.07194233685731888,0.334094375371933,0.13069984316825867,0.2415362000465393,0.2815750241279602,0.2613711357116699,0.1301792562007904,0.23954229056835175,0.18833443522453308,0.13194681704044342
",",0.3087472915649414,0.23067066073417664,0.28617382049560547,0.4933079481124878,0.2821540832519531,0.26637205481529236,-0.0016132977325469255,0.1941627413034439,0.35606324672698975,0.31091248989105225
beaver,0.18546262383460999,0.29539430141448975,0.18049292266368866,0.2831944525241852,0.2117171585559845,0.23521772027015686,0.02206110581755638,0.22843044996261597,0.18368327617645264,0.210177481174469
and,0.31309178471565247,0.3589221239089966,0.3461615741252899,0.5171257257461548,0.2513432800769806,0.19898422062397003,0.06895173341035843,0.2580353617668152,0.3915219306945801,0.20544172823429108
hundreds,0.234964519739151,0.2818962335586548,0.13374236226081848,0.31001466512680054,0.21426455676555634,0.18569804728031158,-0.018368158489465714,0.23283830285072327,0.23783768713474274,0.17484495043754578
of,0.33290785551071167,0.2599885165691376,0.3119818866252899,0.733189046382904,0.2898311913013458,0.19903257489204407,-0.03817026689648628,0.26304125785827637,0.37431180477142334,0.1826142966747284
bird,0.1698967069387436,0.3594583570957184,0.1149020567536354,0.2014537751674652,0.13071775436401367,0.1888328194618225,0.0731884241104126,0.2592878043651581,0.14682115614414215,0.16571767628192902
species,0.14617158472537994,0.504766583442688,0.1635095626115799,0.2522439956665039,0.2587675452232361,0.17423906922340393,0.050785817205905914,0.5400844812393188,0.22734689712524414,0.1957087516784668
.,0.3567904531955719,0.27480828762054443,0.3022993505001068,0.5934505462646484,0.2759897708892822,0.21443960070610046,-0.003708066651597619,0.23819273710250854,0.21809983253479004,0.4130953550338745
