,what,can,students,that,complete,high,school,have,opportunites,to,do,?
other,0.341873437166214,0.454561322927475,0.2421206384897232,0.5570666193962097,0.17436321079730988,0.18805554509162903,0.13396640121936798,0.559082567691803,0.31261539459228516,0.4193183183670044,0.34946969151496887,0.24682199954986572
technical,0.2745521366596222,0.21507114171981812,0.36960190534591675,0.2514442801475525,0.18941256403923035,0.2678985297679901,0.2646552622318268,0.16745184361934662,0.1494653820991516,0.2965262532234192,0.20989443361759186,0.1962660700082779
college,0.20568516850471497,0.11941074579954147,0.4935513734817505,0.1788395792245865,0.11660883575677872,0.28528958559036255,0.569277286529541,0.16308674216270447,0.12592217326164246,0.21170179545879364,0.15103314816951752,0.11076676845550537
and,0.31309178471565247,0.3675691485404968,0.28111961483955383,0.4731321930885315,0.20886704325675964,0.2911888659000397,0.2752758264541626,0.4711785912513733,0.2872998118400574,0.48971283435821533,0.276123583316803,0.20544172823429108
study,0.3123835027217865,0.2065870612859726,0.4047432243824005,0.31241273880004883,0.2184564769268036,0.20814716815948486,0.3538699746131897,0.262853741645813,0.23741498589515686,0.3326032757759094,0.24216023087501526,0.15902167558670044
for,0.3017193675041199,0.35690054297447205,0.2460945099592209,0.4137635827064514,0.23847275972366333,0.1925620585680008,0.18618352711200714,0.41175219416618347,0.28546765446662903,0.4451248347759247,0.29510271549224854,0.264628142118454
three,0.24888746440410614,0.21489545702934265,0.19987961649894714,0.3407050371170044,0.25511759519577026,0.14456160366535187,0.13499221205711365,0.3712083399295807,0.13129769265651703,0.3043823838233948,0.21283186972141266,0.20928427577018738
years,0.1981470286846161,0.1606326848268509,0.24958103895187378,0.27599525451660156,0.2288486808538437,0.19826285541057587,0.24115975201129913,0.31441381573677063,0.2848581075668335,0.23891852796077728,0.180253803730011,0.1914375126361847
or,0.33867141604423523,0.5614996552467346,0.21765491366386414,0.4729836881160736,0.2276586890220642,0.17899541556835175,0.12007436156272888,0.46389055252075195,0.2570907771587372,0.38921234011650085,0.39439281821250916,0.32389625906944275
proceed,0.3778398036956787,0.31047967076301575,0.22610783576965332,0.3540720045566559,0.2787957489490509,0.08801919966936111,0.16632072627544403,0.30734091997146606,0.30167216062545776,0.36850863695144653,0.40631622076034546,0.22601620852947235
directly,0.3618607521057129,0.3869871497154236,0.17318043112754822,0.4456803798675537,0.16475187242031097,0.18370790779590607,0.12063324451446533,0.3513849973678589,0.18503886461257935,0.46690139174461365,0.29662156105041504,0.2187996357679367
to,0.455847829580307,0.4979398250579834,0.2905822694301605,0.5436353087425232,0.26479288935661316,0.28947713971138,0.24496325850486755,0.4544740617275238,0.3688827157020569,1.0,0.38876664638519287,0.29463258385658264
the,0.42745697498321533,0.312528520822525,0.25268980860710144,0.5473989248275757,0.277624249458313,0.28034812211990356,0.22953221201896667,0.40389683842658997,0.25554871559143066,0.535392165184021,0.30239659547805786,0.22068053483963013
university,0.20256435871124268,0.0956953763961792,0.4958297908306122,0.16441112756729126,0.14727683365345,0.2154531478881836,0.48676231503486633,0.1617986559867859,0.12366977334022522,0.20192374289035797,0.11835777014493942,0.11887256056070328
and,0.31309178471565247,0.3675691485404968,0.28111961483955383,0.4731321930885315,0.20886704325675964,0.2911888659000397,0.2752758264541626,0.4711785912513733,0.2872998118400574,0.48971283435821533,0.276123583316803,0.20544172823429108
study,0.3123835027217865,0.2065870612859726,0.4047432243824005,0.31241273880004883,0.2184564769268036,0.20814716815948486,0.3538699746131897,0.262853741645813,0.23741498589515686,0.3326032757759094,0.24216023087501526,0.15902167558670044
for,0.3017193675041199,0.35690054297447205,0.2460945099592209,0.4137635827064514,0.23847275972366333,0.1925620585680008,0.18618352711200714,0.41175219416618347,0.28546765446662903,0.4451248347759247,0.29510271549224854,0.264628142118454
four,0.18057085573673248,0.1674683690071106,0.22322136163711548,0.29253774881362915,0.23555517196655273,0.16133670508861542,0.15729965269565582,0.3544043302536011,0.14234349131584167,0.2803118824958801,0.1615660935640335,0.14532537758350372
years,0.1981470286846161,0.1606326848268509,0.24958103895187378,0.27599525451660156,0.2288486808538437,0.19826285541057587,0.24115975201129913,0.31441381573677063,0.2848581075668335,0.23891852796077728,0.180253803730011,0.1914375126361847
.,0.3567904531955719,0.35783761739730835,0.2607303857803345,0.4460422694683075,0.2471141666173935,0.24301011860370636,0.24214158952236176,0.41614407300949097,0.17494316399097443,0.4645031690597534,0.3613996207714081,0.4130953550338745
,what,can,students,that,complete,high,school,have,opportunites,to,do,?
primary,0.2113915979862213,0.24960964918136597,0.26349249482154846,0.2296912968158722,0.1200520470738411,0.2813328802585602,0.4102175533771515,0.21564412117004395,0.17411622405052185,0.27388349175453186,0.21139554679393768,0.16286636888980865
school,0.18774057924747467,0.09772772341966629,0.6345757842063904,0.2190830111503601,0.09674357622861862,0.5397339463233948,1.0,0.16803227365016937,0.18931540846824646,0.24496325850486755,0.13649480044841766,0.15091250836849213
is,0.28837618231773376,0.44256699085235596,0.2124544233083725,0.3995479643344879,0.2201630026102066,0.2383800595998764,0.19488026201725006,0.3613572418689728,0.1321825236082077,0.42745086550712585,0.30895981192588806,0.22961433231830597
free,0.22754132747650146,0.28776296973228455,0.2023717761039734,0.25286802649497986,0.2115008533000946,0.1355479657649994,0.14928355813026428,0.18823827803134918,0.24783748388290405,0.2913753390312195,0.22559458017349243,0.1278279572725296
in,0.30808621644973755,0.26527702808380127,0.2676171064376831,0.435920387506485,0.2201821506023407,0.2652597725391388,0.26157811284065247,0.36843645572662354,0.16600076854228973,0.45010748505592346,0.23402775824069977,0.20430970191955566
public,0.1729622185230255,0.18920445442199707,0.3258378803730011,0.2622828185558319,0.10196024179458618,0.24529442191123962,0.3342896103858948,0.20625129342079163,0.21817107498645782,0.2672370672225952,0.14626605808734894,0.19872993230819702
schools,0.1820785105228424,0.162617489695549,0.6169943809509277,0.2649109661579132,0.12417109310626984,0.4018458425998688,0.7602541446685791,0.26828762888908386,0.21195463836193085,0.2362271547317505,0.19505831599235535,0.18349280953407288
and,0.31309178471565247,0.3675691485404968,0.28111961483955383,0.4731321930885315,0.20886704325675964,0.2911888659000397,0.2752758264541626,0.4711785912513733,0.2872998118400574,0.48971283435821533,0.276123583316803,0.20544172823429108
those,0.44466671347618103,0.4185016453266144,0.32113906741142273,0.5085503458976746,0.24112625420093536,0.19368380308151245,0.1838642805814743,0.5838188529014587,0.3341923654079437,0.47350940108299255,0.43052518367767334,0.3328189253807068
who,0.40942975878715515,0.2602734863758087,0.3510516881942749,0.45444270968437195,0.16334585845470428,0.14553065598011017,0.21669194102287292,0.39246654510498047,0.3021770417690277,0.42656609416007996,0.2662210166454315,0.26220351457595825
exit,0.18953105807304382,0.2525712847709656,0.189504012465477,0.2354619950056076,0.14994335174560547,0.16818267107009888,0.21452070772647858,0.15520992875099182,0.18802259862422943,0.2738715410232544,0.1480398178100586,0.06083827465772629
at,0.2838611304759979,0.16641086339950562,0.26965975761413574,0.3183255195617676,0.13879677653312683,0.2874184250831604,0.3177914023399353,0.29004791378974915,0.15422001481056213,0.36524343490600586,0.1511090099811554,0.21978627145290375
this,0.5489566326141357,0.4006461203098297,0.2299622893333435,0.6909449696540833,0.38621366024017334,0.23107047379016876,0.1667502373456955,0.4660032093524933,0.27121448516845703,0.5759071707725525,0.34963881969451904,0.3155723512172699
level,0.27376922965049744,0.28241869807243347,0.2275455743074417,0.25154611468315125,0.11748899519443512,0.39304521679878235,0.21516968309879303,0.28482067584991455,0.1722453534603119,0.2976585030555725,0.22532324492931366,0.20528386533260345
can,0.34502777457237244,1.0,0.16829217970371246,0.4522190988063812,0.20660987496376038,0.24255423247814178,0.09772772341966629,0.5489245653152466,0.2797756791114807,0.4979398250579834,0.45775556564331055,0.3226337134838104
join,0.22255058586597443,0.14517146348953247,0.25976425409317017,0.2849005162715912,0.21725571155548096,0.13941287994384766,0.20852653682231903,0.2664616107940674,0.2786523997783661,0.34188714623451233,0.2555169463157654,0.13127188384532928
a,0.3320399522781372,0.3915780484676361,0.2676560878753662,0.47537946701049805,0.29913821816444397,0.22865821421146393,0.2245093584060669,0.338716596364975,0.24118049442768097,0.45503583550453186,0.26237669587135315,0.23916715383529663
vocational,0.25595757365226746,0.2517843544483185,0.4519112706184387,0.2261068969964981,0.1854223757982254,0.3242788016796112,0.4123750329017639,0.18662771582603455,0.25757965445518494,0.28264284133911133,0.1877080202102661,0.1961013227701187
youth/village,0.26024240255355835,0.13613803684711456,0.30173683166503906,0.20163312554359436,0.12983259558677673,0.23605112731456757,0.39647066593170166,0.17808377742767334,0.29451167583465576,0.24349862337112427,0.1625814586877823,0.19643770158290863
polytechnic,0.1455845832824707,0.14120565354824066,0.479728102684021,0.16222646832466125,0.10889486968517303,0.2316770702600479,0.4273337423801422,0.11167120933532715,0.11854919046163559,0.20826572179794312,0.1273106187582016,0.13763803243637085
or,0.33867141604423523,0.5614996552467346,0.21765491366386414,0.4729836881160736,0.2276586890220642,0.17899541556835175,0.12007436156272888,0.46389055252075195,0.2570907771587372,0.38921234011650085,0.39439281821250916,0.32389625906944275
make,0.3792211413383484,0.4845520555973053,0.17995160818099976,0.48783382773399353,0.24268412590026855,0.18270768225193024,0.13510222733020782,0.49406614899635315,0.3369743227958679,0.497876912355423,0.41790449619293213,0.28314751386642456
their,0.35142919421195984,0.3564860224723816,0.26472482085227966,0.4266771972179413,0.23119224607944489,0.21960610151290894,0.15657421946525574,0.523270845413208,0.3602345883846283,0.44619059562683105,0.35424983501434326,0.1898253709077835
own,0.35062843561172485,0.30718106031417847,0.20672191679477692,0.37425005435943604,0.26056134700775146,0.13856399059295654,0.18958668410778046,0.3685062825679779,0.2791656255722046,0.35879063606262207,0.31129190325737,0.1937696635723114
arrangements,0.2133949100971222,0.23070761561393738,0.13431262969970703,0.28627103567123413,0.21621939539909363,0.10567542910575867,0.0888776183128357,0.3149191737174988,0.263374000787735,0.2527943253517151,0.2571512758731842,0.11981888115406036
for,0.3017193675041199,0.35690054297447205,0.2460945099592209,0.4137635827064514,0.23847275972366333,0.1925620585680008,0.18618352711200714,0.41175219416618347,0.28546765446662903,0.4451248347759247,0.29510271549224854,0.264628142118454
an,0.2821882665157318,0.23671309649944305,0.15776841342449188,0.365763783454895,0.2157072126865387,0.13532011210918427,0.17441901564598083,0.22897054255008698,0.20734500885009766,0.3138085603713989,0.25865980982780457,0.19793890416622162
apprenticeship,0.19577714800834656,0.16292791068553925,0.3314913511276245,0.22296316921710968,0.21094796061515808,0.2102915644645691,0.3670998513698578,0.1441350281238556,0.27482932806015015,0.2764689028263092,0.21294981241226196,0.1154845654964447
program,0.25047802925109863,0.24181373417377472,0.34319356083869934,0.33504533767700195,0.23022150993347168,0.1558605581521988,0.267178475856781,0.17012253403663635,0.2514551877975464,0.23681028187274933,0.2093285471200943,0.1440187245607376
and,0.31309178471565247,0.3675691485404968,0.28111961483955383,0.4731321930885315,0.20886704325675964,0.2911888659000397,0.2752758264541626,0.4711785912513733,0.2872998118400574,0.48971283435821533,0.276123583316803,0.20544172823429108
learn,0.3623736798763275,0.3501700460910797,0.44932475686073303,0.3043385446071625,0.24689927697181702,0.09605138748884201,0.3377724587917328,0.35463204979896545,0.30429235100746155,0.3487244248390198,0.360649049282074,0.3118754029273987
a,0.3320399522781372,0.3915780484676361,0.2676560878753662,0.47537946701049805,0.29913821816444397,0.22865821421146393,0.2245093584060669,0.338716596364975,0.24118049442768097,0.45503583550453186,0.26237669587135315,0.23916715383529663
trade,0.1555381417274475,0.20083941519260406,0.16298389434814453,0.20906251668930054,0.2019006907939911,0.08813279867172241,0.1172548234462738,0.24281083047389984,0.29062411189079285,0.2781698405742645,0.14147600531578064,0.09336511790752411
such,0.23989605903625488,0.396209716796875,0.19131532311439514,0.4479874074459076,0.2516474723815918,0.2009960561990738,0.13059592247009277,0.42997312545776367,0.26891645789146423,0.2871878743171692,0.337398886680603,0.17851735651493073
as,0.31749409437179565,0.3245031237602234,0.2101105898618698,0.4735107421875,0.2282925397157669,0.23253053426742554,0.2065676748752594,0.37788212299346924,0.22505484521389008,0.42092081904411316,0.38329678773880005,0.27043893933296204
tailoring,0.2873549461364746,0.2911878228187561,0.25279855728149414,0.3481035530567169,0.21666525304317474,0.14274591207504272,0.20048187673091888,0.30794525146484375,0.32753100991249084,0.32244718074798584,0.23697787523269653,0.12778760492801666
",",0.3087472915649414,0.3139454126358032,0.26501646637916565,0.4137537479400635,0.23945219814777374,0.27938312292099,0.27141863107681274,0.3541618287563324,0.20450802147388458,0.44245919585227966,0.3283645510673523,0.31091248989105225
carpentry,0.20467707514762878,0.19909022748470306,0.2083631455898285,0.21179282665252686,0.18824158608913422,0.13652226328849792,0.21674257516860962,0.23057740926742554,0.2574792802333832,0.25984469056129456,0.16985979676246643,0.18911156058311462
",",0.3087472915649414,0.3139454126358032,0.26501646637916565,0.4137537479400635,0.23945219814777374,0.27938312292099,0.27141863107681274,0.3541618287563324,0.20450802147388458,0.44245919585227966,0.3283645510673523,0.31091248989105225
motor,0.18952611088752747,0.19434136152267456,0.16817320883274078,0.22301049530506134,0.11731026321649551,0.1983310580253601,0.13956616818904877,0.18455474078655243,0.165785551071167,0.2615114748477936,0.16523732244968414,0.0637441948056221
vehicle,0.20767386257648468,0.2498074471950531,0.17831657826900482,0.2193664014339447,0.16574442386627197,0.16067324578762054,0.09205929934978485,0.19348952174186707,0.2505480945110321,0.26649773120880127,0.17583300173282623,0.16397647559642792
repair,0.2710203528404236,0.2501746416091919,0.20928926765918732,0.2995099425315857,0.3100232779979706,0.18221579492092133,0.18402913212776184,0.27622804045677185,0.22780713438987732,0.2740369737148285,0.2578498423099518,0.09775689244270325
",",0.3087472915649414,0.3139454126358032,0.26501646637916565,0.4137537479400635,0.23945219814777374,0.27938312292099,0.27141863107681274,0.3541618287563324,0.20450802147388458,0.44245919585227966,0.3283645510673523,0.31091248989105225
brick-laying,0.2820402979850769,0.27114295959472656,0.19521741569042206,0.33595943450927734,0.19372880458831787,0.22835423052310944,0.2037084847688675,0.25753656029701233,0.23430143296718597,0.27182143926620483,0.22097021341323853,0.20891815423965454
and,0.31309178471565247,0.3675691485404968,0.28111961483955383,0.4731321930885315,0.20886704325675964,0.2911888659000397,0.2752758264541626,0.4711785912513733,0.2872998118400574,0.48971283435821533,0.276123583316803,0.20544172823429108
masonry,0.21925774216651917,0.2687758207321167,0.13305626809597015,0.27838099002838135,0.2357429563999176,0.222245454788208,0.08098076283931732,0.3128606379032135,0.21376065909862518,0.22474803030490875,0.1221686378121376,0.13599389791488647
for,0.3017193675041199,0.35690054297447205,0.2460945099592209,0.4137635827064514,0.23847275972366333,0.1925620585680008,0.18618352711200714,0.41175219416618347,0.28546765446662903,0.4451248347759247,0.29510271549224854,0.264628142118454
about,0.47976887226104736,0.27397462725639343,0.2952730655670166,0.4500710964202881,0.24063394963741302,0.17584046721458435,0.23017577826976776,0.3940475583076477,0.24395158886909485,0.391953706741333,0.3183841109275818,0.302409827709198
two,0.23363454639911652,0.282000333070755,0.26938170194625854,0.3858162462711334,0.22249698638916016,0.1789831668138504,0.18459290266036987,0.4498785734176636,0.17967309057712555,0.3343428373336792,0.22086432576179504,0.19645625352859497
years,0.1981470286846161,0.1606326848268509,0.24958103895187378,0.27599525451660156,0.2288486808538437,0.19826285541057587,0.24115975201129913,0.31441381573677063,0.2848581075668335,0.23891852796077728,0.180253803730011,0.1914375126361847
.,0.3567904531955719,0.35783761739730835,0.2607303857803345,0.4460422694683075,0.2471141666173935,0.24301011860370636,0.24214158952236176,0.41614407300949097,0.17494316399097443,0.4645031690597534,0.3613996207714081,0.4130953550338745
