,what,was,the,number,of,17,interceptions,that,peyton,manning,had,by,end,of,the,year,?
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2535701394081116,0.4946078956127167,0.1536172777414322,0.23110148310661316,0.4137537479400635,0.2979121208190918,0.30921146273612976,0.35487717390060425,0.3680937886238098,0.25448864698410034,0.4946078956127167,0.4933079481124878,0.28560417890548706,0.31091248989105225
throwing,0.19878846406936646,0.19002126157283783,0.2748998701572418,0.15018165111541748,0.25472119450569153,-0.02428710088133812,0.3840978741645813,0.3298308253288269,0.22289134562015533,0.3527540862560272,0.21786606311798096,0.2341315746307373,0.23281560838222504,0.25472119450569153,0.2748998701572418,0.16213971376419067,0.15241092443466187
for,0.3017193675041199,0.3863949179649353,0.4739971458911896,0.2861633002758026,0.4185989499092102,0.08391384035348892,0.30427032709121704,0.4137635827064514,0.30435749888420105,0.33057859539985657,0.3270139992237091,0.3248702883720398,0.22042374312877655,0.4185989499092102,0.4739971458911896,0.29294124245643616,0.264628142118454
"2,249",0.19346028566360474,0.17390935122966766,0.06310079246759415,0.08859891444444656,0.10006174445152283,-0.04114803671836853,0.050421569496393204,0.166129007935524,0.07875607162714005,0.029534146189689636,0.23407341539859772,0.14771556854248047,0.03697057440876961,0.10006174445152283,0.06310079246759415,0.030569151043891907,0.018604634329676628
yards,0.1304803043603897,0.1823360025882721,0.16070343554019928,0.17475110292434692,0.14466260373592377,0.08247066289186478,0.6127163171768188,0.12126293778419495,0.4152722656726837,0.5283294916152954,0.19894513487815857,0.1708054542541504,0.24791282415390015,0.14466260373592377,0.16070343554019928,0.21480385959148407,0.12453813850879669
and,0.31309178471565247,0.3740963041782379,0.5171257257461548,0.28545793890953064,0.5116966962814331,0.11462654173374176,0.24625982344150543,0.4731321930885315,0.27112144231796265,0.2638654112815857,0.3872550129890442,0.4289871156215668,0.24708716571331024,0.5116966962814331,0.5171257257461548,0.2506658732891083,0.20544172823429108
nine,0.11931172013282776,0.2782309651374817,0.33253175020217896,0.3494636118412018,0.29486238956451416,0.15692459046840668,0.21865373849868774,0.24655865132808685,0.13646109402179718,0.2181665301322937,0.33927053213119507,0.24929305911064148,0.18614552915096283,0.29486238956451416,0.33253175020217896,0.29389721155166626,0.13964155316352844
touchdowns,0.15067923069000244,0.2174215018749237,0.20508192479610443,0.18583744764328003,0.18799830973148346,0.19243477284908295,0.7320449352264404,0.20178177952766418,0.44845646619796753,0.5383488535881042,0.26631444692611694,0.1439008265733719,0.3135312497615814,0.18799830973148346,0.20508192479610443,0.3147038221359253,0.1509619653224945
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2535701394081116,0.4946078956127167,0.1536172777414322,0.23110148310661316,0.4137537479400635,0.2979121208190918,0.30921146273612976,0.35487717390060425,0.3680937886238098,0.25448864698410034,0.4946078956127167,0.4933079481124878,0.28560417890548706,0.31091248989105225
with,0.2464839518070221,0.27411898970603943,0.4223487675189972,0.2513769268989563,0.41827285289764404,0.1727735996246338,0.26026803255081177,0.4154358208179474,0.23540177941322327,0.18539859354496002,0.4739086329936981,0.39731505513191223,0.23444485664367676,0.41827285289764404,0.4223487675189972,0.3220449686050415,0.2433311939239502
17,0.1129629984498024,0.06704052537679672,0.10537172853946686,0.13117074966430664,0.12138522416353226,1.0,0.17970767617225647,0.06265442073345184,0.08144426345825195,0.02101394347846508,0.11685442179441452,0.13851910829544067,0.10555554181337357,0.12138522416353226,0.10537172853946686,0.15606360137462616,0.17603135108947754
interceptions,0.1888427734375,0.1664523184299469,0.22331646084785461,0.23133902251720428,0.1719072461128235,0.17970767617225647,1.0000001192092896,0.2675718665122986,0.33540111780166626,0.47789567708969116,0.21982498466968536,0.15585361421108246,0.3119966387748718,0.1719072461128235,0.22331646084785461,0.22576066851615906,0.10945115238428116
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.3256329298019409,0.5352458953857422,0.1622714102268219,0.213409885764122,0.4460422694683075,0.2932659685611725,0.2937074899673462,0.37348684668540955,0.3936232924461365,0.26526886224746704,0.5352458953857422,0.5934505462646484,0.32538118958473206,0.4130953550338745
