,what,doctor,who,spin-off,only,made,it,as,far,as,a,pilot,episode,?
),0.26259949803352356,0.1509941965341568,0.2457384318113327,0.1816142052412033,0.31837013363838196,0.22539687156677246,0.28560304641723633,0.32161882519721985,0.20805810391902924,0.32161882519721985,0.3640355169773102,0.17158682644367218,0.1890215277671814,0.42300865054130554
;,0.10986888408660889,0.03465403988957405,0.007937713526189327,-0.02250511758029461,0.11739356070756912,0.06876794993877411,0.08263079822063446,0.05586666986346245,0.14951153099536896,0.05586666986346245,-0.02122584730386734,-0.0626460388302803,-0.014577606692910194,0.10349778085947037
and,0.31309178471565247,0.21673844754695892,0.41279885172843933,0.26920682191848755,0.4542345404624939,0.34954607486724854,0.40957894921302795,0.49487000703811646,0.3353408873081207,0.49487000703811646,0.3739250600337982,0.22935014963150024,0.2091434895992279,0.20544172823429108
a,0.3320399522781372,0.22883038222789764,0.36608949303627014,0.2915399968624115,0.47549712657928467,0.3180864453315735,0.5452592968940735,0.39550232887268066,0.21638330817222595,0.39550232887268066,1.0,0.198003888130188,0.211050882935524,0.23916715383529663
single,0.24458327889442444,0.08707979321479797,0.15813320875167847,0.12481673061847687,0.3840201497077942,0.24179600179195404,0.26235145330429077,0.21386434137821198,0.25513702630996704,0.21386434137821198,0.3884310722351074,0.1271829456090927,0.2204999327659607,0.2151121199131012
pilot,0.1066926121711731,0.25551092624664307,0.19510570168495178,0.283094584941864,0.18206274509429932,0.13386665284633636,0.1854809671640396,0.12943927943706512,0.14301230013370514,0.12943927943706512,0.198003888130188,0.9999999403953552,0.3183591067790985,0.08986082673072815
episode,0.1919318586587906,0.2940889000892639,0.2015407234430313,0.29361584782600403,0.20416653156280518,0.1798514574766159,0.1822436898946762,0.27605700492858887,0.09658465534448624,0.27605700492858887,0.211050882935524,0.3183591067790985,1.0,0.23978739976882935
of,0.33290785551071167,0.16895952820777893,0.2827862501144409,0.19919566810131073,0.49632513523101807,0.33167365193367004,0.38761502504348755,0.3886612355709076,0.3005201518535614,0.3886612355709076,0.5052502155303955,0.11964807659387589,0.17369085550308228,0.1826142966747284
k-9,0.2641632854938507,0.05706265941262245,0.0071449014358222485,0.004169549327343702,0.29162073135375977,0.02873488888144493,0.14842137694358826,0.09356748312711716,0.03889280557632446,0.09356748312711716,0.16699162125587463,0.04210249334573746,0.1318235546350479,0.32387372851371765
and,0.31309178471565247,0.21673844754695892,0.41279885172843933,0.26920682191848755,0.4542345404624939,0.34954607486724854,0.40957894921302795,0.49487000703811646,0.3353408873081207,0.49487000703811646,0.3739250600337982,0.22935014963150024,0.2091434895992279,0.20544172823429108
company,0.2333769053220749,0.11374695599079132,0.2383776307106018,0.21097210049629211,0.1699202060699463,0.2360643744468689,0.3082790970802307,0.18860384821891785,0.11523491144180298,0.18860384821891785,0.22037413716316223,0.1905299574136734,0.10349349677562714,0.12195809185504913
(,0.2411840260028839,0.1570640504360199,0.2443375140428543,0.18870912492275238,0.30817532539367676,0.20796485245227814,0.2745298147201538,0.32029855251312256,0.20085982978343964,0.32029855251312256,0.3206180930137634,0.1514139026403427,0.19250941276550293,0.40561532974243164
1981,-0.08909204602241516,0.0007903788355179131,-0.038030195981264114,0.14185497164726257,-0.01424658764153719,-0.010642756707966328,-0.008113288320600986,0.08610296249389648,0.06003819406032562,0.08610296249389648,0.000713431159965694,0.0927661806344986,0.011712899431586266,0.07968433201313019
),0.26259949803352356,0.1509941965341568,0.2457384318113327,0.1816142052412033,0.31837013363838196,0.22539687156677246,0.28560304641723633,0.32161882519721985,0.20805810391902924,0.32161882519721985,0.3640355169773102,0.17158682644367218,0.1890215277671814,0.42300865054130554
.,0.3567904531955719,0.22361043095588684,0.3541337847709656,0.2917240262031555,0.49507418274879456,0.4032190144062042,0.5593622326850891,0.515582263469696,0.3168189823627472,0.515582263469696,0.50484299659729,0.22197768092155457,0.23102888464927673,0.4130953550338745
