,what,would,change,the,rotational,inertia,of,a,body,under,newton,'s,first,law,of,motion,?
angular,0.21473631262779236,0.2231123298406601,0.2502056062221527,0.23341166973114014,0.4835456609725952,0.5502631068229675,0.2594107985496521,0.26779499650001526,0.2148449569940567,0.11269420385360718,0.24903160333633423,0.023473229259252548,0.1446363627910614,0.19037653505802155,0.2594107985496521,0.39011040329933167,0.0890423133969307
momentum,0.2866780757904053,0.2713577449321747,0.2759879231452942,0.25104424357414246,0.4836723208427429,0.5831703543663025,0.20991002023220062,0.2464022934436798,0.31860437989234924,0.17537236213684082,0.33839574456214905,0.012202559038996696,0.16285735368728638,0.2695237100124359,0.20991002023220062,0.42326411604881287,0.1894138902425766
unless,0.4516109526157379,0.4696676433086395,0.3696625828742981,0.3451882302761078,0.26205411553382874,0.33765852451324463,0.26434075832366943,0.33399075269699097,0.26664453744888306,0.2652905285358429,0.1366390436887741,0.009498829022049904,0.23026910424232483,0.2862643599510193,0.26434075832366943,0.2504872977733612,0.37169966101646423
acted,0.1540473997592926,0.17921774089336395,0.13206011056900024,0.20873373746871948,0.08964493870735168,0.1800854504108429,0.19531118869781494,0.1548982858657837,0.17157264053821564,0.18016186356544495,0.1355290412902832,0.038229573518037796,0.24845753610134125,0.19343753159046173,0.19531118869781494,0.25053468346595764,0.15984973311424255
upon,0.2878674864768982,0.296768456697464,0.15308357775211334,0.28184252977371216,0.11458537727594376,0.19935186207294464,0.3224298357963562,0.17546571791172028,0.15552544593811035,0.22665132582187653,0.22961920499801636,-0.10459267348051071,0.2280571311712265,0.14746515452861786,0.3224298357963562,0.16835282742977142,0.13780277967453003
by,0.2455483376979828,0.28394925594329834,0.2329561412334442,0.4408751428127289,0.2108861654996872,0.19757124781608582,0.3646814823150635,0.32094135880470276,0.23696592450141907,0.3161602020263672,0.19122301042079926,-0.010884488001465797,0.3877052962779999,0.1977037936449051,0.3646814823150635,0.2258811891078949,0.17966607213020325
an,0.2821882665157318,0.2650099992752075,0.3122991919517517,0.4207492768764496,0.14353187382221222,0.1881157010793686,0.32280945777893066,0.44552403688430786,0.22158053517341614,0.16416478157043457,0.1991080939769745,0.025255560874938965,0.29757723212242126,0.17270056903362274,0.32280945777893066,0.1709904968738556,0.19793890416622162
unbalanced,0.36308881640434265,0.4100571274757385,0.3604550063610077,0.25543448328971863,0.4571871757507324,0.4749990701675415,0.2506867051124573,0.34070929884910583,0.2993789613246918,0.19247356057167053,0.20292621850967407,-0.000934074108954519,0.14825141429901123,0.22537919878959656,0.2506867051124573,0.34357306361198425,0.32915836572647095
torque,0.20737673342227936,0.268108069896698,0.25985315442085266,0.17918266355991364,0.46031567454338074,0.5254916548728943,0.17480440437793732,0.29824548959732056,0.24104095995426178,0.12488578259944916,0.329208105802536,0.057062290608882904,0.18418003618717194,0.2570192813873291,0.17480440437793732,0.3618735671043396,0.18402814865112305
.,0.3567904531955719,0.35067233443260193,0.3244723975658417,0.5934505462646484,0.18812385201454163,0.21765384078025818,0.5352458953857422,0.50484299659729,0.29751062393188477,0.2901604175567627,0.20699870586395264,-0.003708066651597619,0.4345304071903229,0.24482665956020355,0.5352458953857422,0.20181286334991455,0.4130953550338745
