,how,many,bafta,tv,awards,has,doctor,who,won,?
the,0.33890387415885925,0.4335206151008606,0.2114201933145523,0.20034731924533844,0.22946466505527496,0.4177538752555847,0.2820442318916321,0.3733934462070465,0.29432493448257446,0.22068053483963013
highest-profile,0.1687251180410385,0.22276821732521057,0.29710710048675537,0.26990020275115967,0.32603180408477783,0.2635542154312134,0.11050169169902802,0.1939401775598526,0.29172512888908386,0.20749671757221222
and,0.33647966384887695,0.5296266674995422,0.1954132467508316,0.2652006149291992,0.24970239400863647,0.43716782331466675,0.21673844754695892,0.41279885172843933,0.2795773446559906,0.20544172823429108
most,0.311336874961853,0.6236066222190857,0.13607972860336304,0.1211390346288681,0.21457375586032867,0.3426419198513031,0.17011499404907227,0.35393568873405457,0.22590935230255127,0.2107497900724411
prestigious,0.11939395219087601,0.2753010094165802,0.38134244084358215,0.2299674153327942,0.4564968943595886,0.26415789127349854,0.2017056941986084,0.28166860342025757,0.3897366225719452,0.050204768776893616
british,0.17564475536346436,0.23270447552204132,0.33517247438430786,0.1965799331665039,0.244601309299469,0.15839195251464844,0.19140693545341492,0.2666113078594208,0.20830580592155457,0.09711728990077972
television,0.20427560806274414,0.23433995246887207,0.44222068786621094,0.7039412260055542,0.3416275084018707,0.19236408174037933,0.31410008668899536,0.2515988349914551,0.22134947776794434,0.16825827956199646
award,0.1740884780883789,0.18274074792861938,0.659731388092041,0.28914862871170044,0.8199694752693176,0.22060689330101013,0.14153583347797394,0.20553933084011078,0.5295910239219666,0.18240714073181152
for,0.3308170735836029,0.40972793102264404,0.3220202922821045,0.22924813628196716,0.3199397027492523,0.450642853975296,0.1556548923254013,0.37110671401023865,0.3782569169998169,0.264628142118454
which,0.4852597713470459,0.5168171525001526,0.21082061529159546,0.17979581654071808,0.200836643576622,0.4350704550743103,0.19030126929283142,0.3688730001449585,0.15727952122688293,0.25814583897590637
the,0.33890387415885925,0.4335206151008606,0.2114201933145523,0.20034731924533844,0.22946466505527496,0.4177538752555847,0.2820442318916321,0.3733934462070465,0.29432493448257446,0.22068053483963013
series,0.17967022955417633,0.2703429162502289,0.34880441427230835,0.5038743615150452,0.29899898171424866,0.16834278404712677,0.2712797522544861,0.21484537422657013,0.25377801060676575,0.1709602326154709
has,0.26820555329322815,0.4266262650489807,0.22981144487857819,0.20458213984966278,0.2708130478858948,1.0,0.1778179407119751,0.2558172643184662,0.24499812722206116,0.15994466841220856
ever,0.2605767250061035,0.24830207228660583,0.24192066490650177,0.1964109241962433,0.2743319272994995,0.2906934916973114,0.15791432559490204,0.362372487783432,0.31208834052085876,0.3358461856842041
been,0.26456597447395325,0.4963826537132263,0.2511959671974182,0.15467695891857147,0.23366226255893707,0.6162750124931335,0.12184444069862366,0.3295723795890808,0.25461843609809875,0.24354910850524902
nominated,0.15141324698925018,0.17937320470809937,0.5395811796188354,0.252626895904541,0.5504184365272522,0.3766944408416748,0.1173943355679512,0.21708045899868011,0.44799670577049255,0.23086711764335632
.,0.3287222981452942,0.3974229395389557,0.14892736077308655,0.27196308970451355,0.24817058444023132,0.4105546176433563,0.22361043095588684,0.3541337847709656,0.3011801838874817,0.4130953550338745
,how,many,bafta,tv,awards,has,doctor,who,won,?
it,0.36714982986450195,0.39615920186042786,0.12360318005084991,0.15281613171100616,0.15986032783985138,0.41962623596191406,0.24568085372447968,0.2868398427963257,0.20621849596500397,0.25732165575027466
was,0.16678167879581451,0.260356068611145,0.1841372549533844,0.1889979988336563,0.24304591119289398,0.40313825011253357,0.19672659039497375,0.3318818509578705,0.35383549332618713,0.18412111699581146
very,0.4865594804286957,0.519965410232544,0.10774664580821991,0.13597407937049866,0.17185023427009583,0.3807820975780487,0.17383863031864166,0.34641316533088684,0.15789180994033813,0.20864155888557434
popular,0.16110315918922424,0.41885265707969666,0.19814175367355347,0.28460079431533813,0.2795048654079437,0.2765832543373108,0.11902014166116714,0.23977619409561157,0.261819452047348,0.13108457624912262
at,0.2154216170310974,0.2716965675354004,0.1788634955883026,0.12339487671852112,0.22142678499221802,0.2743658423423767,0.2165924310684204,0.22096660733222961,0.28372395038604736,0.21978627145290375
the,0.33890387415885925,0.4335206151008606,0.2114201933145523,0.20034731924533844,0.22946466505527496,0.4177538752555847,0.2820442318916321,0.3733934462070465,0.29432493448257446,0.22068053483963013
bafta,0.2014552652835846,0.21531705558300018,0.9999998807907104,0.3701958954334259,0.6014565825462341,0.22981144487857819,0.18071195483207703,0.2036275565624237,0.3919191360473633,0.19733621180057526
cymru,0.15946568548679352,0.2067333310842514,0.3737926185131073,0.2565233111381531,0.240395188331604,0.2509329319000244,0.14717473089694977,0.29462283849716187,0.23914901912212372,0.19089050590991974
awards,0.20047736167907715,0.22891567647457123,0.6014565825462341,0.31307297945022583,1.0000001192092896,0.2708130478858948,0.16846410930156708,0.22637341916561127,0.5537689328193665,0.2122269868850708
",",0.22659391164779663,0.40610817074775696,0.18692156672477722,0.2778550088405609,0.27591487765312195,0.3734780251979828,0.20407600700855255,0.3365725874900818,0.35968565940856934,0.31091248989105225
with,0.3525622487068176,0.35744401812553406,0.1395283341407776,0.17663881182670593,0.18127527832984924,0.44092974066734314,0.17277967929840088,0.3282766342163086,0.24544957280158997,0.2433311939239502
25,0.07429084926843643,0.11531345546245575,0.09893275797367096,0.06164223328232765,0.13074858486652374,0.025317298248410225,-0.007251376751810312,0.139450341463089,0.1114974394440651,0.09614268690347672
wins,0.11487071216106415,0.09894079715013504,0.2524353563785553,0.22115077078342438,0.32237303256988525,0.17885605990886688,0.1760476529598236,0.17675237357616425,0.5615341663360596,0.15258653461933136
overall,0.25038012862205505,0.22261527180671692,0.19209977984428406,0.14768971502780914,0.22220343351364136,0.21207964420318604,0.0884990468621254,0.16858626902103424,0.299771785736084,0.18573027849197388
including,0.20270724594593048,0.6119236350059509,0.2892061173915863,0.22471219301223755,0.27702921628952026,0.36956900358200073,0.104278564453125,0.2835840582847595,0.2627872824668884,0.1633303165435791
best,0.25441184639930725,0.2589998245239258,0.43743759393692017,0.24577094614505768,0.48694908618927,0.23016110062599182,0.1909310668706894,0.266329824924469,0.42620420455932617,0.2799045741558075
drama,0.20377735793590546,0.19534842669963837,0.3884863257408142,0.40737050771713257,0.3189375102519989,0.20040154457092285,0.2582404613494873,0.2117668092250824,0.30938053131103516,0.21114452183246613
series,0.17967022955417633,0.2703429162502289,0.34880441427230835,0.5038743615150452,0.29899898171424866,0.16834278404712677,0.2712797522544861,0.21484537422657013,0.25377801060676575,0.1709602326154709
(,0.1676948219537735,0.1455259770154953,0.1965053826570511,0.2973611354827881,0.21851767599582672,0.2498389035463333,0.1570640504360199,0.2443375140428543,0.25702881813049316,0.40561532974243164
twice,0.21883222460746765,0.24584728479385376,0.2575044631958008,0.22786282002925873,0.24345262348651886,0.3926198482513428,0.120292067527771,0.24565871059894562,0.3799522817134857,0.16248004138469696
),0.17939934134483337,0.16602720320224762,0.21240989863872528,0.30414170026779175,0.22488117218017578,0.26944878697395325,0.1509941965341568,0.2457384318113327,0.255226194858551,0.42300865054130554
",",0.22659391164779663,0.40610817074775696,0.18692156672477722,0.2778550088405609,0.27591487765312195,0.3734780251979828,0.20407600700855255,0.3365725874900818,0.35968565940856934,0.31091248989105225
best,0.25441184639930725,0.2589998245239258,0.43743759393692017,0.24577094614505768,0.48694908618927,0.23016110062599182,0.1909310668706894,0.266329824924469,0.42620420455932617,0.2799045741558075
screenplay/screenwriter,0.1797368973493576,0.18449990451335907,0.5399025678634644,0.39260944724082947,0.383346825838089,0.18203605711460114,0.2775796353816986,0.24965178966522217,0.3241875171661377,0.20473191142082214
(,0.1676948219537735,0.1455259770154953,0.1965053826570511,0.2973611354827881,0.21851767599582672,0.2498389035463333,0.1570640504360199,0.2443375140428543,0.25702881813049316,0.40561532974243164
thrice,0.30712899565696716,0.28335756063461304,0.2740326225757599,0.11314161866903305,0.252492219209671,0.2168714851140976,0.1371804028749466,0.25978267192840576,0.173110693693161,0.30870553851127625
),0.17939934134483337,0.16602720320224762,0.21240989863872528,0.30414170026779175,0.22488117218017578,0.26944878697395325,0.1509941965341568,0.2457384318113327,0.255226194858551,0.42300865054130554
and,0.33647966384887695,0.5296266674995422,0.1954132467508316,0.2652006149291992,0.24970239400863647,0.43716782331466675,0.21673844754695892,0.41279885172843933,0.2795773446559906,0.20544172823429108
best,0.25441184639930725,0.2589998245239258,0.43743759393692017,0.24577094614505768,0.48694908618927,0.23016110062599182,0.1909310668706894,0.266329824924469,0.42620420455932617,0.2799045741558075
actor,0.1331339031457901,0.17300793528556824,0.41900768876075745,0.3817778527736664,0.2841223478317261,0.16711071133613586,0.24602581560611725,0.24853737652301788,0.25031381845474243,0.16922013461589813
.,0.3287222981452942,0.3974229395389557,0.14892736077308655,0.27196308970451355,0.24817058444023132,0.4105546176433563,0.22361043095588684,0.3541337847709656,0.3011801838874817,0.4130953550338745
