,the,peruvian,amazon,indigienous,people,are,one,group,struggling,in,the,amazon,",",what,is,another,group,?
ecocide,0.2978762090206146,0.2005571573972702,0.2654559910297394,0.37603840231895447,0.2617044150829315,0.30662277340888977,0.2795821726322174,0.2670227885246277,0.2704312801361084,0.2644554078578949,0.2978762090206146,0.2654559910297394,0.2989010214805603,0.3003377914428711,0.2703866958618164,0.2944899797439575,0.2670227885246277,0.3294436037540436
",",0.4933079481124878,0.21822889149188995,0.2214922308921814,0.28086385130882263,0.36644625663757324,0.4062570035457611,0.3696635365486145,0.2809832692146301,0.2776515781879425,0.5201468467712402,0.4933079481124878,0.2214922308921814,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3283841907978058,0.2809832692146301,0.31091248989105225
such,0.3575236201286316,0.13810914754867554,0.18115593492984772,0.2739217281341553,0.2260056734085083,0.4654397666454315,0.3596789240837097,0.23581965267658234,0.24229039251804352,0.2704046070575714,0.3575236201286316,0.18115593492984772,0.39626169204711914,0.23989605903625488,0.23545363545417786,0.268036812543869,0.23581965267658234,0.17851735651493073
as,0.48381632566452026,0.21704548597335815,0.1877562403678894,0.2668854892253876,0.15704652667045593,0.3826591968536377,0.3954789340496063,0.2519444227218628,0.251492440700531,0.3887844979763031,0.48381632566452026,0.1877562403678894,0.48816442489624023,0.31749409437179565,0.43216490745544434,0.3282026946544647,0.2519444227218628,0.27043893933296204
in,0.6662389636039734,0.14173287153244019,0.12227833271026611,0.24630258977413177,0.39605680108070374,0.3841303884983063,0.4129433035850525,0.2304753065109253,0.2452503740787506,1.0,0.6662389636039734,0.12227833271026611,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.3397690951824188,0.2304753065109253,0.20430970191955566
the,1.0,0.18021263182163239,0.260541707277298,0.2845502495765686,0.36838498711586,0.40399202704429626,0.5514441132545471,0.30795547366142273,0.26166340708732605,0.6662389636039734,1.0,0.260541707277298,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.30795547366142273,0.22068053483963013
peruvian,0.18021263182163239,0.9999999403953552,0.2950074374675751,0.3486661911010742,0.10351221263408661,0.12925752997398376,0.15149718523025513,0.1998932808637619,0.08999684453010559,0.14173287153244019,0.18021263182163239,0.2950074374675751,0.21822889149188995,0.09796009212732315,0.18360695242881775,0.1826128512620926,0.1998932808637619,0.12126953154802322
amazon,0.260541707277298,0.2950074374675751,1.0000001192092896,0.28201159834861755,0.11506722867488861,0.15230076014995575,0.17098593711853027,0.18039554357528687,0.19369898736476898,0.12227833271026611,0.260541707277298,1.0000001192092896,0.2214922308921814,0.16355936229228973,0.15197539329528809,0.23449364304542542,0.18039554357528687,0.18144656717777252
indigenous,0.24885469675064087,0.39347922801971436,0.3022803068161011,0.7978065013885498,0.2588402032852173,0.2271028310060501,0.15478859841823578,0.25942838191986084,0.2372170388698578,0.19140906631946564,0.24885469675064087,0.3022803068161011,0.20256207883358002,0.19103914499282837,0.1472627967596054,0.18275310099124908,0.25942838191986084,0.14450161159038544
peoples,0.3388310670852661,0.1463509202003479,0.22153738141059875,0.46884340047836304,0.5597565174102783,0.3126947283744812,0.1701500564813614,0.29561853408813477,0.1498713195323944,0.2226382941007614,0.3388310670852661,0.22153738141059875,0.2866608202457428,0.26138749718666077,0.21010412275791168,0.1951051503419876,0.29561853408813477,0.2085462063550949
',0.474788099527359,0.1782580465078354,0.1103491336107254,0.1702372431755066,0.19970586895942688,0.24618251621723175,0.36029258370399475,0.2430734932422638,0.21002750098705292,0.4158826768398285,0.474788099527359,0.1103491336107254,0.5178600549697876,0.3245812654495239,0.5508411526679993,0.301972359418869,0.2430734932422638,0.330942302942276
rainforest,0.2571161389350891,0.28173741698265076,0.48046615719795227,0.34550604224205017,0.23424182832241058,0.2730858027935028,0.2546979784965515,0.21188870072364807,0.2054433673620224,0.2207682877779007,0.2571161389350891,0.48046615719795227,0.2737860679626465,0.22127854824066162,0.2674187123775482,0.23154041171073914,0.21188870072364807,0.1917492002248764
communities,0.24729211628437042,0.12079087644815445,0.1496974527835846,0.33276739716529846,0.4135265052318573,0.32897651195526123,0.20984946191310883,0.17630378901958466,0.25484663248062134,0.2479604333639145,0.24729211628437042,0.1496974527835846,0.2743113040924072,0.22858412563800812,0.23371800780296326,0.16062520444393158,0.17630378901958466,0.20171424746513367
continue,0.28966447710990906,0.07584834843873978,0.15110087394714355,0.15130022168159485,0.21280339360237122,0.29296642541885376,0.23363517224788666,0.17377638816833496,0.3390785753726959,0.249076247215271,0.28966447710990906,0.15110087394714355,0.3163892924785614,0.34721019864082336,0.22034448385238647,0.31470006704330444,0.17377638816833496,0.23903685808181763
to,0.535392165184021,0.13669614493846893,0.17033490538597107,0.2729637920856476,0.37275731563568115,0.3504326641559601,0.4025384783744812,0.2672896385192871,0.35651350021362305,0.45010748505592346,0.535392165184021,0.17033490538597107,0.44245919585227966,0.455847829580307,0.42745086550712585,0.48769932985305786,0.2672896385192871,0.29463258385658264
disappear,0.2970268130302429,0.21660809218883514,0.1881231814622879,0.2725762724876404,0.16157996654510498,0.2679707109928131,0.22348837554454803,0.14950408041477203,0.3084578216075897,0.20528991520404816,0.2970268130302429,0.1881231814622879,0.2527711093425751,0.3191613554954529,0.13420721888542175,0.254221111536026,0.14950408041477203,0.1442069411277771
",",0.4933079481124878,0.21822889149188995,0.2214922308921814,0.28086385130882263,0.36644625663757324,0.4062570035457611,0.3696635365486145,0.2809832692146301,0.2776515781879425,0.5201468467712402,0.4933079481124878,0.2214922308921814,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3283841907978058,0.2809832692146301,0.31091248989105225
while,0.39804592728614807,0.21791009604930878,0.21993641555309296,0.245115265250206,0.25970518589019775,0.34230953454971313,0.3461143672466278,0.22896799445152283,0.3657909035682678,0.3399278521537781,0.39804592728614807,0.21993641555309296,0.38232675194740295,0.35511791706085205,0.2713196575641632,0.37477442622184753,0.22896799445152283,0.21076419949531555
others,0.34376874566078186,0.19000163674354553,0.22350047528743744,0.23743224143981934,0.46743324398994446,0.44607222080230713,0.37422749400138855,0.2890726625919342,0.2610657513141632,0.3167906701564789,0.34376874566078186,0.22350047528743744,0.42491060495376587,0.3888046145439148,0.25228992104530334,0.42076006531715393,0.2890726625919342,0.26705288887023926
",",0.4933079481124878,0.21822889149188995,0.2214922308921814,0.28086385130882263,0.36644625663757324,0.4062570035457611,0.3696635365486145,0.2809832692146301,0.2776515781879425,0.5201468467712402,0.4933079481124878,0.2214922308921814,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.3283841907978058,0.2809832692146301,0.31091248989105225
like,0.32912567257881165,0.17967991530895233,0.2082652449607849,0.2692064344882965,0.2838297486305237,0.4686352014541626,0.37947800755500793,0.276180237531662,0.20941926538944244,0.31010183691978455,0.32912567257881165,0.2082652449607849,0.4085598886013031,0.4320242702960968,0.29710376262664795,0.36351412534713745,0.276180237531662,0.3268813192844391
the,1.0,0.18021263182163239,0.260541707277298,0.2845502495765686,0.36838498711586,0.40399202704429626,0.5514441132545471,0.30795547366142273,0.26166340708732605,0.6662389636039734,1.0,0.260541707277298,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.30795547366142273,0.22068053483963013
urarina,0.2399539351463318,0.2996768057346344,0.2151961773633957,0.2522825598716736,0.11791253089904785,0.1282186359167099,0.2469756007194519,0.1391446739435196,0.16527609527111053,0.2394723892211914,0.2399539351463318,0.2151961773633957,0.2909679412841797,0.1361532211303711,0.20153392851352692,0.21613864600658417,0.1391446739435196,0.09694888442754745
continue,0.28966447710990906,0.07584834843873978,0.15110087394714355,0.15130022168159485,0.21280339360237122,0.29296642541885376,0.23363517224788666,0.17377638816833496,0.3390785753726959,0.249076247215271,0.28966447710990906,0.15110087394714355,0.3163892924785614,0.34721019864082336,0.22034448385238647,0.31470006704330444,0.17377638816833496,0.23903685808181763
to,0.535392165184021,0.13669614493846893,0.17033490538597107,0.2729637920856476,0.37275731563568115,0.3504326641559601,0.4025384783744812,0.2672896385192871,0.35651350021362305,0.45010748505592346,0.535392165184021,0.17033490538597107,0.44245919585227966,0.455847829580307,0.42745086550712585,0.48769932985305786,0.2672896385192871,0.29463258385658264
struggle,0.22927843034267426,0.08189211040735245,0.18759816884994507,0.32420235872268677,0.22789591550827026,0.12408743798732758,0.2401779145002365,0.19133131206035614,0.7154049873352051,0.19455546140670776,0.22927843034267426,0.18759816884994507,0.24116681516170502,0.23432134091854095,0.09003983438014984,0.22197680175304413,0.19133131206035614,0.1330908089876175
to,0.535392165184021,0.13669614493846893,0.17033490538597107,0.2729637920856476,0.37275731563568115,0.3504326641559601,0.4025384783744812,0.2672896385192871,0.35651350021362305,0.45010748505592346,0.535392165184021,0.17033490538597107,0.44245919585227966,0.455847829580307,0.42745086550712585,0.48769932985305786,0.2672896385192871,0.29463258385658264
fight,0.28874441981315613,0.11978814750909805,0.17717711627483368,0.16201533377170563,0.20937874913215637,0.2090083211660385,0.29279565811157227,0.22951321303844452,0.3782956600189209,0.20735964179039001,0.28874441981315613,0.17717711627483368,0.23247352242469788,0.292800635099411,0.14821840822696686,0.3108051121234894,0.22951321303844452,0.16463038325309753
for,0.4739971458911896,0.15020596981048584,0.165912926197052,0.28012698888778687,0.24900002777576447,0.3895993232727051,0.384836345911026,0.24519909918308258,0.31591781973838806,0.4322226941585541,0.4739971458911896,0.165912926197052,0.4464869201183319,0.3017193675041199,0.43268078565597534,0.36770403385162354,0.24519909918308258,0.264628142118454
their,0.516537070274353,0.14158333837985992,0.15839874744415283,0.32679909467697144,0.2901504337787628,0.46887820959091187,0.3991999328136444,0.31846651434898376,0.36507850885391235,0.34976133704185486,0.516537070274353,0.15839874744415283,0.3045167922973633,0.35142919421195984,0.2101074606180191,0.3561564087867737,0.31846651434898376,0.1898253709077835
cultural,0.23337452113628387,0.19668273627758026,0.15318946540355682,0.37905198335647583,0.24924461543560028,0.16102440655231476,0.16958889365196228,0.15608035027980804,0.23921824991703033,0.2409708946943283,0.23337452113628387,0.15318946540355682,0.24125681817531586,0.18198847770690918,0.1658732146024704,0.16615037620067596,0.15608035027980804,0.09798457473516464
survival,0.2485254555940628,0.12101888656616211,0.1621742993593216,0.22710861265659332,0.16982115805149078,0.24023079872131348,0.2637082040309906,0.19685204327106476,0.29702815413475037,0.19040663540363312,0.2485254555940628,0.1621742993593216,0.21006706357002258,0.2852509021759033,0.2486993968486786,0.2476285696029663,0.19685204327106476,0.21398140490055084
and,0.5171257257461548,0.22702258825302124,0.23464977741241455,0.3086126744747162,0.3016039729118347,0.48576638102531433,0.42438167333602905,0.3510662019252777,0.3146207630634308,0.4954058527946472,0.5171257257461548,0.23464977741241455,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.3214244842529297,0.3510662019252777,0.20544172823429108
the,1.0,0.18021263182163239,0.260541707277298,0.2845502495765686,0.36838498711586,0.40399202704429626,0.5514441132545471,0.30795547366142273,0.26166340708732605,0.6662389636039734,1.0,0.260541707277298,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.5019711852073669,0.30795547366142273,0.22068053483963013
fate,0.24733972549438477,0.106020487844944,0.1700955331325531,0.12740029394626617,0.10405980050563812,0.1045902892947197,0.16700975596904755,0.12440095096826553,0.223032608628273,0.14964208006858826,0.24733972549438477,0.1700955331325531,0.24074088037014008,0.28703710436820984,0.15705493092536926,0.29460957646369934,0.12440095096826553,0.21421286463737488
of,0.733189046382904,0.15190976858139038,0.20143137872219086,0.33561971783638,0.3251037895679474,0.39081433415412903,0.4999135136604309,0.25542253255844116,0.22746723890304565,0.5696388483047485,0.733189046382904,0.20143137872219086,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.38147079944610596,0.25542253255844116,0.1826142966747284
their,0.516537070274353,0.14158333837985992,0.15839874744415283,0.32679909467697144,0.2901504337787628,0.46887820959091187,0.3991999328136444,0.31846651434898376,0.36507850885391235,0.34976133704185486,0.516537070274353,0.15839874744415283,0.3045167922973633,0.35142919421195984,0.2101074606180191,0.3561564087867737,0.31846651434898376,0.1898253709077835
forested,0.28944146633148193,0.2249705046415329,0.3254970908164978,0.3216930031776428,0.167440727353096,0.25222790241241455,0.22356173396110535,0.1501455456018448,0.2522534430027008,0.28676915168762207,0.28944146633148193,0.3254970908164978,0.30130305886268616,0.1903628557920456,0.22585847973823547,0.19986683130264282,0.1501455456018448,0.1228533685207367
territories,0.30191943049430847,0.14018514752388,0.2164703607559204,0.2786158323287964,0.25055986642837524,0.23005296289920807,0.190965935587883,0.1851237416267395,0.15780600905418396,0.27001065015792847,0.30191943049430847,0.2164703607559204,0.24120540916919708,0.2053624987602234,0.12577515840530396,0.04117288812994957,0.1851237416267395,0.11298645287752151
.,0.5934505462646484,0.1777854859828949,0.262887567281723,0.25500211119651794,0.33118996024131775,0.3452940285205841,0.4123194217681885,0.27268800139427185,0.2665192186832428,0.5591574311256409,0.5934505462646484,0.262887567281723,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.3817248046398163,0.27268800139427185,0.4130953550338745
