,how,many,days,did,the,river,tyne,have,the,bambuco,bridge,?
for,0.3308170735836029,0.40972793102264404,0.2734130620956421,0.318512886762619,0.4739971458911896,0.12789757549762726,0.2389632761478424,0.41175219416618347,0.4739971458911896,0.2310500591993332,0.14798229932785034,0.264628142118454
ten,0.26821833848953247,0.340677946805954,0.2870217263698578,0.22550487518310547,0.3256247341632843,0.09724538773298264,0.11531940847635269,0.28732630610466003,0.3256247341632843,0.04885302111506462,0.14119330048561096,0.14471080899238586
days,0.23509229719638824,0.19773665070533752,0.9999998807907104,0.2182302623987198,0.2574930489063263,0.13690736889839172,0.1427842676639557,0.25489261746406555,0.2574930489063263,0.14215300977230072,0.10810942202806473,0.2198754847049713
;,0.07230665534734726,0.11763367056846619,-0.07732483744621277,0.10727239400148392,0.09152708947658539,-0.002630949718877673,0.047018397599458694,0.10650043189525604,0.09152708947658539,0.10546781867742538,0.08177870512008667,0.10349778085947037
it,0.36714982986450195,0.39615920186042786,0.2969350814819336,0.2993364930152893,0.6251175999641418,0.24976809322834015,0.18661470711231232,0.40974161028862,0.6251175999641418,0.2762216329574585,0.22799189388751984,0.25732165575027466
was,0.16678167879581451,0.260356068611145,0.2985812723636627,0.41399896144866943,0.48711544275283813,0.15785206854343414,0.2610088884830475,0.2863433063030243,0.48711544275283813,0.19695593416690826,0.23293238878250122,0.18412111699581146
not,0.4869767427444458,0.4369727373123169,0.26446816325187683,0.6481515765190125,0.4310511648654938,0.12821517884731293,0.12887682020664215,0.5619372129440308,0.4310511648654938,0.20088787376880646,0.13718949258327484,0.41942933201789856
made,0.2655200958251953,0.3638485074043274,0.1927545964717865,0.3068731725215912,0.3885267674922943,0.11546281725168228,0.13508683443069458,0.2891587018966675,0.3885267674922943,0.22829432785511017,0.14151135087013245,0.17218779027462006
for,0.3308170735836029,0.40972793102264404,0.2734130620956421,0.318512886762619,0.4739971458911896,0.12789757549762726,0.2389632761478424,0.41175219416618347,0.4739971458911896,0.2310500591993332,0.14798229932785034,0.264628142118454
walking,0.20632529258728027,0.2558993995189667,0.1666824370622635,0.18199899792671204,0.22236526012420654,0.16492226719856262,0.1849844753742218,0.20593857765197754,0.22236526012420654,0.24321168661117554,0.24288737773895264,0.14641889929771423
",",0.22659391164779663,0.40610817074775696,0.34504905343055725,0.3015086054801941,0.4933079481124878,0.26637205481529236,0.235897496342659,0.3541618287563324,0.4933079481124878,0.28310132026672363,0.2011108100414276,0.31091248989105225
road,0.1258651167154312,0.14285600185394287,0.1839005947113037,0.10854122787714005,0.27181798219680786,0.2615385353565216,0.22028806805610657,0.13440147042274475,0.27181798219680786,0.18067708611488342,0.3715108633041382,0.10894691944122314
or,0.3378981947898865,0.36905089020729065,0.19658851623535156,0.28211739659309387,0.4174870550632477,0.08210044354200363,0.15839596092700958,0.46389055252075195,0.4174870550632477,0.2921743392944336,0.103941410779953,0.32389625906944275
cycling,0.1603824645280838,0.171051487326622,0.17146508395671844,0.10485590249300003,0.23055073618888855,0.09515421837568283,0.13675427436828613,0.18977519869804382,0.23055073618888855,0.20311380922794342,0.12021467089653015,0.06800638884305954
",",0.22659391164779663,0.40610817074775696,0.34504905343055725,0.3015086054801941,0.4933079481124878,0.26637205481529236,0.235897496342659,0.3541618287563324,0.4933079481124878,0.28310132026672363,0.2011108100414276,0.31091248989105225
but,0.43101516366004944,0.46599987149238586,0.3238312304019928,0.49033689498901367,0.4859698414802551,0.181527778506279,0.1606346219778061,0.5920813083648682,0.4859698414802551,0.26081347465515137,0.159047931432724,0.27921953797340393
was,0.16678167879581451,0.260356068611145,0.2985812723636627,0.41399896144866943,0.48711544275283813,0.15785206854343414,0.2610088884830475,0.2863433063030243,0.48711544275283813,0.19695593416690826,0.23293238878250122,0.18412111699581146
just,0.41178324818611145,0.3534678518772125,0.334942102432251,0.38283270597457886,0.40061673521995544,0.1689174473285675,0.19432882964611053,0.45864632725715637,0.40061673521995544,0.2850937843322754,0.20436342060565948,0.4144178032875061
a,0.29312583804130554,0.2872205972671509,0.24421119689941406,0.2552328109741211,0.5829201340675354,0.20514865219593048,0.14687809348106384,0.338716596364975,0.5829201340675354,0.28365734219551086,0.1554761528968811,0.23916715383529663
sculpture,0.13589592278003693,0.26014846563339233,0.10765386372804642,0.14919297397136688,0.23690329492092133,0.14026619493961334,0.1888289749622345,0.12392383813858032,0.23690329492092133,0.20556055009365082,0.2883903980255127,0.1571214497089386
.,0.3287222981452942,0.3974229395389557,0.2610209584236145,0.35288307070732117,0.5934505462646484,0.21443960070610046,0.1918487399816513,0.41614407300949097,0.5934505462646484,0.3092094957828522,0.23252202570438385,0.4130953550338745
