,how,long,would,tesla,spend,gambling,sometimes,?
spending,0.2883961498737335,0.2703937590122223,0.4002538323402405,0.07473349571228027,0.7436989545822144,0.3957516849040985,0.24684101343154907,0.21198494732379913
more,0.4319567084312439,0.261990487575531,0.446984201669693,0.14603446424007416,0.2971331477165222,0.2564705014228821,0.315399169921875,0.27894994616508484
than,0.29763275384902954,0.2585301101207733,0.3915237784385681,0.16368234157562256,0.32799145579338074,0.2018507421016693,0.34453392028808594,0.24917294085025787
48,0.042629729956388474,0.11887196451425552,0.02081006020307541,-0.08385912328958511,0.03319969028234482,0.02426043711602688,0.07699921727180481,-0.07097072154283524
hours,0.20131175220012665,0.3201146423816681,0.29553407430648804,0.1507396697998047,0.3546231985092163,0.179242804646492,0.1541047841310501,0.21755769848823547
in,0.2601168751716614,0.2759332060813904,0.30461156368255615,0.17097744345664978,0.211025670170784,0.1922660619020462,0.31462913751602173,0.20430970191955566
a,0.29312583804130554,0.3795371353626251,0.398599237203598,0.2211925983428955,0.19257986545562744,0.19294562935829163,0.3788676857948303,0.23916715383529663
stretch,0.19786891341209412,0.39516714215278625,0.2351265549659729,0.11434120684862137,0.25838685035705566,0.14621630311012268,0.2919487953186035,0.13738147914409637
at,0.2154216170310974,0.2525537312030792,0.3073931038379669,0.16552478075027466,0.2675708532333374,0.11465732753276825,0.16720744967460632,0.21978627145290375
a,0.29312583804130554,0.3795371353626251,0.398599237203598,0.2211925983428955,0.19257986545562744,0.19294562935829163,0.3788676857948303,0.23916715383529663
gaming,0.1892184019088745,0.06258497387170792,0.24419182538986206,0.2515472173690796,0.19197972118854523,0.48834049701690674,0.1751493215560913,0.24907711148262024
table,0.29202374815940857,0.14689749479293823,0.21929551661014557,0.1395605355501175,0.050926681607961655,0.07321960479021072,0.1375357210636139,0.1782790720462799
.,0.3287222981452942,0.3247973620891571,0.35067233443260193,0.17949827015399933,0.26459771394729614,0.1872246116399765,0.24956031143665314,0.4130953550338745
