,breaking,down,barriers,to,trade,and,enhancing,the,free,movement,of,goods,is,meant,to,reduce,what,?
free,0.21504762768745422,0.17295187711715698,0.2540188431739807,0.2913753390312195,0.24182011187076569,0.29029855132102966,0.30369749665260315,0.22231732308864594,1.0,0.17103612422943115,0.2430545836687088,0.21483129262924194,0.2297741025686264,0.2373114973306656,0.2913753390312195,0.22860635817050934,0.22754132747650146,0.1278279572725296
trade,0.09712336212396622,0.10670462995767593,0.2833022177219391,0.2781698405742645,0.9999999403953552,0.2510223686695099,0.18561524152755737,0.2681608200073242,0.24182011187076569,0.1800200194120407,0.2310105711221695,0.47189849615097046,0.17870411276817322,0.17665702104568481,0.2781698405742645,0.23298537731170654,0.1555381417274475,0.09336511790752411
association,0.13556334376335144,0.12439996004104614,0.16698278486728668,0.19401024281978607,0.2759983539581299,0.22647784650325775,0.17117434740066528,0.26550325751304626,0.17971180379390717,0.24008585512638092,0.2501356303691864,0.13426841795444489,0.23086927831172943,0.13196103274822235,0.19401024281978607,0.12660974264144897,0.13908448815345764,0.1542656421661377
",",0.2721969485282898,0.23362469673156738,0.18830963969230652,0.44245919585227966,0.1945054978132248,0.6633074283599854,0.19738300144672394,0.4933079481124878,0.2434854805469513,0.1862073689699173,0.4946078956127167,0.21030361950397491,0.4691906273365021,0.2770281732082367,0.44245919585227966,0.15094059705734253,0.3087472915649414,0.31091248989105225
or,0.2189762443304062,0.23573468625545502,0.30608657002449036,0.38921234011650085,0.20154793560504913,0.4713204801082611,0.36482566595077515,0.4174870550632477,0.26372313499450684,0.2641308009624481,0.3792596757411957,0.3715328574180603,0.41870999336242676,0.4512083828449249,0.38921234011650085,0.3796486258506775,0.33867141604423523,0.32389625906944275
the,0.33078882098197937,0.3325848877429962,0.2820606231689453,0.535392165184021,0.2681608200073242,0.5171257257461548,0.2574499547481537,1.0,0.22231732308864594,0.339571475982666,0.733189046382904,0.2343561202287674,0.5823672413825989,0.34852901101112366,0.535392165184021,0.2735816240310669,0.42745697498321533,0.22068053483963013
world,0.22058017551898956,0.1451885998249054,0.207237109541893,0.26213452219963074,0.27012404799461365,0.3246132433414459,0.16653960943222046,0.33604270219802856,0.1722853183746338,0.20576640963554382,0.2828933000564575,0.23022112250328064,0.24458536505699158,0.22102585434913635,0.26213452219963074,0.10370498895645142,0.21669597923755646,0.17579582333564758
trade,0.09712336212396622,0.10670462995767593,0.2833022177219391,0.2781698405742645,0.9999999403953552,0.2510223686695099,0.18561524152755737,0.2681608200073242,0.24182011187076569,0.1800200194120407,0.2310105711221695,0.47189849615097046,0.17870411276817322,0.17665702104568481,0.2781698405742645,0.23298537731170654,0.1555381417274475,0.09336511790752411
organisation,0.14867718517780304,0.056294698268175125,0.2058737426996231,0.24144183099269867,0.3534599840641022,0.271665096282959,0.2921140789985657,0.30151131749153137,0.19069969654083252,0.3900603950023651,0.2556551992893219,0.2216968983411789,0.22345736622810364,0.19424714148044586,0.24144183099269867,0.11653751134872437,0.24361084401607513,0.1826860010623932
",",0.2721969485282898,0.23362469673156738,0.18830963969230652,0.44245919585227966,0.1945054978132248,0.6633074283599854,0.19738300144672394,0.4933079481124878,0.2434854805469513,0.1862073689699173,0.4946078956127167,0.21030361950397491,0.4691906273365021,0.2770281732082367,0.44245919585227966,0.15094059705734253,0.3087472915649414,0.31091248989105225
breaking,0.9999998807907104,0.3216765522956848,0.23652273416519165,0.2557200789451599,0.09712336212396622,0.2758117616176605,0.2946265935897827,0.33078882098197937,0.21504762768745422,0.15516901016235352,0.2451951652765274,0.13576316833496094,0.18105864524841309,0.17488832771778107,0.2557200789451599,0.2258133739233017,0.2832198143005371,0.16709092259407043
down,0.3216765522956848,1.0,0.2210574895143509,0.33130598068237305,0.10670462995767593,0.2760816216468811,0.125839501619339,0.3325848877429962,0.17295187711715698,0.14675162732601166,0.23279321193695068,0.14970709383487701,0.16725905239582062,0.2153102159500122,0.33130598068237305,0.299008309841156,0.26226112246513367,0.13836295902729034
barriers,0.23652273416519165,0.2210574895143509,1.0000001192092896,0.2852611541748047,0.2833022177219391,0.28109604120254517,0.3333732783794403,0.2820606231689453,0.2540188431739807,0.19233457744121552,0.20672127604484558,0.2629222571849823,0.20278379321098328,0.25660187005996704,0.2852611541748047,0.3432360589504242,0.22092224657535553,0.12831342220306396
to,0.2557200789451599,0.33130598068237305,0.2852611541748047,1.0,0.2781698405742645,0.48971283435821533,0.2882685363292694,0.535392165184021,0.2913753390312195,0.2780168950557709,0.41548454761505127,0.25561127066612244,0.42745086550712585,0.38652777671813965,1.0,0.35182690620422363,0.455847829580307,0.29463258385658264
trade,0.09712336212396622,0.10670462995767593,0.2833022177219391,0.2781698405742645,0.9999999403953552,0.2510223686695099,0.18561524152755737,0.2681608200073242,0.24182011187076569,0.1800200194120407,0.2310105711221695,0.47189849615097046,0.17870411276817322,0.17665702104568481,0.2781698405742645,0.23298537731170654,0.1555381417274475,0.09336511790752411
",",0.2721969485282898,0.23362469673156738,0.18830963969230652,0.44245919585227966,0.1945054978132248,0.6633074283599854,0.19738300144672394,0.4933079481124878,0.2434854805469513,0.1862073689699173,0.4946078956127167,0.21030361950397491,0.4691906273365021,0.2770281732082367,0.44245919585227966,0.15094059705734253,0.3087472915649414,0.31091248989105225
and,0.2758117616176605,0.2760816216468811,0.28109604120254517,0.48971283435821533,0.2510223686695099,1.0,0.31628870964050293,0.5171257257461548,0.29029855132102966,0.2837696671485901,0.5116966962814331,0.2947494387626648,0.3859752118587494,0.3015248775482178,0.48971283435821533,0.2456025630235672,0.31309178471565247,0.20544172823429108
enhancing,0.2946265935897827,0.125839501619339,0.3333732783794403,0.2882685363292694,0.18561524152755737,0.31628870964050293,1.0000001192092896,0.2574499547481537,0.30369749665260315,0.23214726150035858,0.2886459231376648,0.27376410365104675,0.14688560366630554,0.28730031847953796,0.2882685363292694,0.5046749711036682,0.19875703752040863,0.1481940746307373
free,0.21504762768745422,0.17295187711715698,0.2540188431739807,0.2913753390312195,0.24182011187076569,0.29029855132102966,0.30369749665260315,0.22231732308864594,1.0,0.17103612422943115,0.2430545836687088,0.21483129262924194,0.2297741025686264,0.2373114973306656,0.2913753390312195,0.22860635817050934,0.22754132747650146,0.1278279572725296
movement,0.15516901016235352,0.14675162732601166,0.19233457744121552,0.2780168950557709,0.1800200194120407,0.2837696671485901,0.23214726150035858,0.339571475982666,0.17103612422943115,1.0,0.2662941515445709,0.18493682146072388,0.20353496074676514,0.1693255752325058,0.2780168950557709,0.20161335170269012,0.23934946954250336,0.1423349231481552
of,0.2451951652765274,0.23279321193695068,0.20672127604484558,0.41548454761505127,0.2310105711221695,0.5116966962814331,0.2886459231376648,0.733189046382904,0.2430545836687088,0.2662941515445709,1.0,0.18927626311779022,0.4854315221309662,0.2713906168937683,0.41548454761505127,0.26028934121131897,0.33290785551071167,0.1826142966747284
goods,0.13576316833496094,0.14970709383487701,0.2629222571849823,0.25561127066612244,0.47189849615097046,0.2947494387626648,0.27376410365104675,0.2343561202287674,0.21483129262924194,0.18493682146072388,0.18927626311779022,1.0,0.20845846831798553,0.29684221744537354,0.25561127066612244,0.271621972322464,0.20192822813987732,0.12034571915864944
",",0.2721969485282898,0.23362469673156738,0.18830963969230652,0.44245919585227966,0.1945054978132248,0.6633074283599854,0.19738300144672394,0.4933079481124878,0.2434854805469513,0.1862073689699173,0.4946078956127167,0.21030361950397491,0.4691906273365021,0.2770281732082367,0.44245919585227966,0.15094059705734253,0.3087472915649414,0.31091248989105225
services,0.1324234902858734,0.13162681460380554,0.29330456256866455,0.27867045998573303,0.2485446184873581,0.30811867117881775,0.3008042275905609,0.2381475418806076,0.26836538314819336,0.12606360018253326,0.23787347972393036,0.4216366112232208,0.2128378003835678,0.2715374231338501,0.27867045998573303,0.26626500487327576,0.16048473119735718,0.1328447163105011
",",0.2721969485282898,0.23362469673156738,0.18830963969230652,0.44245919585227966,0.1945054978132248,0.6633074283599854,0.19738300144672394,0.4933079481124878,0.2434854805469513,0.1862073689699173,0.4946078956127167,0.21030361950397491,0.4691906273365021,0.2770281732082367,0.44245919585227966,0.15094059705734253,0.3087472915649414,0.31091248989105225
labour,0.13882873952388763,0.11187709122896194,0.22271855175495148,0.172691211104393,0.266647070646286,0.1968681961297989,0.21685147285461426,0.1636447161436081,0.2601385712623596,0.22233353555202484,0.18614540994167328,0.26010438799858093,0.1740988940000534,0.17997778952121735,0.172691211104393,0.22991354763507843,0.11658018827438354,0.15689024329185486
and,0.2758117616176605,0.2760816216468811,0.28109604120254517,0.48971283435821533,0.2510223686695099,1.0,0.31628870964050293,0.5171257257461548,0.29029855132102966,0.2837696671485901,0.5116966962814331,0.2947494387626648,0.3859752118587494,0.3015248775482178,0.48971283435821533,0.2456025630235672,0.31309178471565247,0.20544172823429108
capital,0.028309578076004982,0.08866825699806213,0.0642009824514389,0.1844596415758133,0.20182360708713531,0.218168243765831,0.1099582314491272,0.3049491047859192,0.1812460571527481,0.11373777687549591,0.30823585391044617,0.2451612651348114,0.2849797308444977,0.1480107605457306,0.1844596415758133,0.21008755266666412,0.17967931926250458,0.0907452180981636
",",0.2721969485282898,0.23362469673156738,0.18830963969230652,0.44245919585227966,0.1945054978132248,0.6633074283599854,0.19738300144672394,0.4933079481124878,0.2434854805469513,0.1862073689699173,0.4946078956127167,0.21030361950397491,0.4691906273365021,0.2770281732082367,0.44245919585227966,0.15094059705734253,0.3087472915649414,0.31091248989105225
is,0.18105864524841309,0.16725905239582062,0.20278379321098328,0.42745086550712585,0.17870411276817322,0.3859752118587494,0.14688560366630554,0.5823672413825989,0.2297741025686264,0.20353496074676514,0.4854315221309662,0.20845846831798553,1.0,0.24975553154945374,0.42745086550712585,0.17162854969501495,0.28837618231773376,0.22961433231830597
meant,0.17488832771778107,0.2153102159500122,0.25660187005996704,0.38652777671813965,0.17665702104568481,0.3015248775482178,0.28730031847953796,0.34852901101112366,0.2373114973306656,0.1693255752325058,0.2713906168937683,0.29684221744537354,0.24975553154945374,0.9999998807907104,0.38652777671813965,0.30119410157203674,0.40698376297950745,0.28817421197891235
to,0.2557200789451599,0.33130598068237305,0.2852611541748047,1.0,0.2781698405742645,0.48971283435821533,0.2882685363292694,0.535392165184021,0.2913753390312195,0.2780168950557709,0.41548454761505127,0.25561127066612244,0.42745086550712585,0.38652777671813965,1.0,0.35182690620422363,0.455847829580307,0.29463258385658264
reduce,0.2258133739233017,0.299008309841156,0.3432360589504242,0.35182690620422363,0.23298537731170654,0.2456025630235672,0.5046749711036682,0.2735816240310669,0.22860635817050934,0.20161335170269012,0.26028934121131897,0.271621972322464,0.17162854969501495,0.30119410157203674,0.35182690620422363,1.0000001192092896,0.18258237838745117,0.1462220549583435
consumer,0.17050103843212128,0.13293248414993286,0.19923806190490723,0.2662132978439331,0.3424175977706909,0.2877446413040161,0.3470624089241028,0.2662927806377411,0.24963557720184326,0.11759407073259354,0.23014743626117706,0.46231040358543396,0.2425873577594757,0.18173645436763763,0.2662132978439331,0.3150571286678314,0.2033245712518692,0.20292067527770996
prices,0.16363565623760223,0.25072136521339417,0.26159796118736267,0.3313114047050476,0.32586920261383057,0.2769239842891693,0.3022819459438324,0.24549299478530884,0.22271141409873962,0.07893715798854828,0.168605774641037,0.5234161615371704,0.1964217573404312,0.2505885660648346,0.3313114047050476,0.3266660273075104,0.23893781006336212,0.14604969322681427
.,0.22815458476543427,0.2362249493598938,0.20359715819358826,0.4645031690597534,0.20157761871814728,0.588965117931366,0.17336228489875793,0.5934505462646484,0.238864928483963,0.22796523571014404,0.5352458953857422,0.17814435064792633,0.4569662809371948,0.26877450942993164,0.4645031690597534,0.2184620201587677,0.3567904531955719,0.4130953550338745
