,how,many,seats,does,the,amphitheatre,at,woodward,park,have,?
"2,500",-0.06057829037308693,-0.03033154085278511,0.07046671956777573,0.03440425172448158,0.02037903107702732,0.10781249403953552,0.054111506789922714,-0.004231414757668972,0.18879686295986176,0.025410177186131477,0.12711787223815918
people,0.2932034730911255,0.4171447455883026,0.30266332626342773,0.2198464572429657,0.36838498711586,0.18023233115673065,0.2582513391971588,0.1560669243335724,0.15719085931777954,0.3380994498729706,0.23739641904830933
",",0.22659391164779663,0.40610817074775696,0.22755272686481476,0.28617382049560547,0.4933079481124878,0.27102237939834595,0.38314947485923767,0.2896799147129059,0.22495080530643463,0.3541618287563324,0.31091248989105225
authentic,0.18150441348552704,0.18589310348033905,0.07305467128753662,0.25027284026145935,0.2084731161594391,0.20085473358631134,0.09027194231748581,0.07532879710197449,0.07422449439764023,0.25279557704925537,0.17045912146568298
japanese,0.13902048766613007,0.20251749455928802,0.0553714893758297,0.14886170625686646,0.21599429845809937,0.10058888047933578,0.12607170641422272,0.10640111565589905,0.1260739266872406,0.1884487122297287,0.12021756172180176
garden,0.11634433269500732,0.18232055008411407,0.18520961701869965,0.11439157277345657,0.23359008133411407,0.3132445514202118,0.23102568089962006,0.18925243616104126,0.37896856665611267,0.18002313375473022,0.16720405220985413
",",0.22659391164779663,0.40610817074775696,0.22755272686481476,0.28617382049560547,0.4933079481124878,0.27102237939834595,0.38314947485923767,0.2896799147129059,0.22495080530643463,0.3541618287563324,0.31091248989105225
fenced,0.12162815034389496,0.23525957763195038,0.14714479446411133,0.11385443806648254,0.18953372538089752,0.2489025890827179,0.24339495599269867,0.1462540179491043,0.21683621406555176,0.21188342571258545,0.15823568403720856
dog,0.2045990526676178,0.15223877131938934,0.08856941759586334,0.15928669273853302,0.2106747180223465,0.11039775609970093,0.1133665144443512,0.10139718651771545,0.13379119336605072,0.1444888412952423,0.1756005436182022
park,0.07603258639574051,0.17557764053344727,0.19660255312919617,0.09008456021547318,0.24748283624649048,0.33682501316070557,0.24088282883167267,0.1324821412563324,1.0,0.16302178800106049,0.13508929312229156
",",0.22659391164779663,0.40610817074775696,0.22755272686481476,0.28617382049560547,0.4933079481124878,0.27102237939834595,0.38314947485923767,0.2896799147129059,0.22495080530643463,0.3541618287563324,0.31091248989105225
two-mile,0.2911927402019501,0.2633652687072754,0.2059398740530014,0.21559028327465057,0.3071833848953247,0.2215665876865387,0.2813485562801361,0.3078925311565399,0.234430193901062,0.32443922758102417,0.31597042083740234
(,0.1676948219537735,0.1455259770154953,0.1434663087129593,0.2728188931941986,0.33289089798927307,0.15349286794662476,0.23315078020095825,0.17248238623142242,0.1229381263256073,0.23072676360607147,0.40561532974243164
3,0.12271612882614136,0.026462629437446594,-0.070975162088871,0.09254035353660583,0.06283142417669296,-0.04233982414007187,0.05303631350398064,0.10030200332403183,0.03522505238652229,0.08414030820131302,0.005975271109491587
km,0.10687907040119171,0.10311309248209,0.12548032402992249,0.012100671418011189,0.21376769244670868,0.1425698697566986,0.24416039884090424,0.037003014236688614,0.2161872386932373,0.14665567874908447,0.08180338144302368
),0.17939934134483337,0.16602720320224762,0.15199200809001923,0.2575884759426117,0.3456730246543884,0.16295114159584045,0.23338089883327484,0.17518189549446106,0.1277286410331726,0.22866283357143402,0.42300865054130554
equestrian,0.10783292353153229,0.22633785009384155,0.17387238144874573,0.060862209647893906,0.22373490035533905,0.3802979290485382,0.2244720458984375,0.18676389753818512,0.2657242715358734,0.1803593933582306,0.07086117565631866
trail,0.18135014176368713,0.15984612703323364,0.12925595045089722,0.08254565298557281,0.24638332426548004,0.17400887608528137,0.13354219496250153,0.08937352895736694,0.35094159841537476,0.18403853476047516,0.1399434357881546
",",0.22659391164779663,0.40610817074775696,0.22755272686481476,0.28617382049560547,0.4933079481124878,0.27102237939834595,0.38314947485923767,0.2896799147129059,0.22495080530643463,0.3541618287563324,0.31091248989105225
exercise,0.23657017946243286,0.18620416522026062,0.23751969635486603,0.21007390320301056,0.23306256532669067,0.18874195218086243,0.1656409204006195,0.09659095853567123,0.17060217261314392,0.2862117290496826,0.19207993149757385
par,0.14537976682186127,0.08096436411142349,0.11396986991167068,0.12332580238580704,0.16616463661193848,0.04199595004320145,0.18430718779563904,0.10471626371145248,0.21568167209625244,0.13309812545776367,0.18598014116287231
course,0.33582279086112976,0.3058081567287445,0.15576668083667755,0.27630069851875305,0.32268625497817993,0.20424982905387878,0.28257861733436584,0.1340516358613968,0.1334952712059021,0.3402734100818634,0.28826573491096497
",",0.22659391164779663,0.40610817074775696,0.22755272686481476,0.28617382049560547,0.4933079481124878,0.27102237939834595,0.38314947485923767,0.2896799147129059,0.22495080530643463,0.3541618287563324,0.31091248989105225
three,0.23807744681835175,0.4501400589942932,0.2717297673225403,0.1872161626815796,0.43452659249305725,0.1686994433403015,0.2833487093448639,0.22827179729938507,0.1703883856534958,0.3712083399295807,0.20928427577018738
children,0.16621150076389313,0.1948380321264267,0.18279756605625153,0.1224919930100441,0.15654058754444122,0.18650789558887482,0.2094024121761322,0.22968044877052307,0.1850372552871704,0.24149258434772491,0.21788206696510315
's,-0.026164190843701363,0.01698932610452175,0.06529513746500015,-0.02895052544772625,-0.01540423184633255,0.08559458702802658,-0.08481216430664062,-0.07901153713464737,-0.027052083984017372,-0.02807004563510418,-0.023395681753754616
playgrounds,0.25222569704055786,0.3759007155895233,0.2699902355670929,0.2875185012817383,0.2824104428291321,0.35419565439224243,0.23421107232570648,0.24851085245609283,0.39068976044654846,0.3682599365711212,0.19742318987846375
",",0.22659391164779663,0.40610817074775696,0.22755272686481476,0.28617382049560547,0.4933079481124878,0.27102237939834595,0.38314947485923767,0.2896799147129059,0.22495080530643463,0.3541618287563324,0.31091248989105225
a,0.29312583804130554,0.2872205972671509,0.23492009937763214,0.38201746344566345,0.5829201340675354,0.18964320421218872,0.3095070421695709,0.21543066203594208,0.2207280695438385,0.338716596364975,0.23916715383529663
lake,0.10057038813829422,0.1804330199956894,0.17171037197113037,0.10660015791654587,0.24325428903102875,0.30423834919929504,0.1760270893573761,0.1447344720363617,0.29639238119125366,0.11755402386188507,0.07226386666297913
",",0.22659391164779663,0.40610817074775696,0.22755272686481476,0.28617382049560547,0.4933079481124878,0.27102237939834595,0.38314947485923767,0.2896799147129059,0.22495080530643463,0.3541618287563324,0.31091248989105225
3,0.12271612882614136,0.026462629437446594,-0.070975162088871,0.09254035353660583,0.06283142417669296,-0.04233982414007187,0.05303631350398064,0.10030200332403183,0.03522505238652229,0.08414030820131302,0.005975271109491587
small,0.18460747599601746,0.3760077953338623,0.24059656262397766,0.21227838099002838,0.39655908942222595,0.2166319042444229,0.23262587189674377,0.13236889243125916,0.17525063455104828,0.3501087725162506,0.13914890587329865
ponds,0.1430576592683792,0.21678325533866882,0.21999512612819672,0.2313547283411026,0.21170495450496674,0.339260071516037,0.21586032211780548,0.1484180986881256,0.30211183428764343,0.24538762867450714,0.1247154176235199
",",0.22659391164779663,0.40610817074775696,0.22755272686481476,0.28617382049560547,0.4933079481124878,0.27102237939834595,0.38314947485923767,0.2896799147129059,0.22495080530643463,0.3541618287563324,0.31091248989105225
7,-0.2171877920627594,-0.167693629860878,0.03550674393773079,-0.20574718713760376,-0.1142377033829689,-0.0722409337759018,-0.0963708683848381,-0.08469545096158981,-0.04039248451590538,-0.20739348232746124,-0.15092156827449799
picnic,0.16060133278369904,0.27269840240478516,0.18505576252937317,0.15796850621700287,0.20625877380371094,0.303597092628479,0.1921641230583191,0.17184516787528992,0.3803335726261139,0.17229032516479492,0.13968902826309204
areas,0.2255835086107254,0.38976719975471497,0.26153820753097534,0.19766740500926971,0.3311663568019867,0.1957157403230667,0.18974393606185913,0.1707586944103241,0.27975666522979736,0.35837849974632263,0.1273590475320816
and,0.33647966384887695,0.5296266674995422,0.2413434535264969,0.3461615741252899,0.5171257257461548,0.2247989922761917,0.3571503460407257,0.2664565145969391,0.21340665221214294,0.4711785912513733,0.20544172823429108
five,0.20553050935268402,0.41084155440330505,0.3063848316669464,0.14718510210514069,0.41977158188819885,0.13210786879062653,0.25906944274902344,0.224055215716362,0.11495212465524673,0.35977232456207275,0.18342848122119904
miles,0.13798850774765015,0.12950319051742554,0.17605896294116974,0.11880313605070114,0.25706055760383606,0.20022472739219666,0.2631952166557312,0.18219974637031555,0.22666506469249725,0.13241973519325256,0.09363767504692078
(,0.1676948219537735,0.1455259770154953,0.1434663087129593,0.2728188931941986,0.33289089798927307,0.15349286794662476,0.23315078020095825,0.17248238623142242,0.1229381263256073,0.23072676360607147,0.40561532974243164
8,-0.009672639891505241,-0.018996136263012886,-0.08429136872291565,0.014615573920309544,0.0063715726137161255,0.07995414733886719,0.025602584704756737,-0.007658958435058594,-0.02425379678606987,-0.0664358139038086,-0.04056251794099808
km,0.10687907040119171,0.10311309248209,0.12548032402992249,0.012100671418011189,0.21376769244670868,0.1425698697566986,0.24416039884090424,0.037003014236688614,0.2161872386932373,0.14665567874908447,0.08180338144302368
),0.17939934134483337,0.16602720320224762,0.15199200809001923,0.2575884759426117,0.3456730246543884,0.16295114159584045,0.23338089883327484,0.17518189549446106,0.1277286410331726,0.22866283357143402,0.42300865054130554
of,0.2480744868516922,0.37253960967063904,0.22482673823833466,0.3119818866252899,0.733189046382904,0.27742114663124084,0.42558613419532776,0.2368510216474533,0.24561640620231628,0.3802283704280853,0.1826142966747284
multipurpose,0.2610926628112793,0.2892681062221527,0.29333579540252686,0.2535291314125061,0.3195124864578247,0.29093992710113525,0.25087955594062805,0.08663056790828705,0.21212998032569885,0.3205479383468628,0.14167574048042297
trails,0.21400082111358643,0.2604658305644989,0.24780496954917908,0.1246705874800682,0.24708525836467743,0.24796928465366364,0.16320863366127014,0.12325088679790497,0.42297014594078064,0.25452131032943726,0.14906084537506104
that,0.557814359664917,0.5391656160354614,0.19976010918617249,0.4764937460422516,0.5473989248275757,0.18837273120880127,0.3183255195617676,0.20465323328971863,0.1718325912952423,0.6182622313499451,0.32716336846351624
are,0.311818927526474,0.5655534863471985,0.1952616572380066,0.3126322329044342,0.40399202704429626,0.14500893652439117,0.2074895054101944,0.19098924100399017,0.10887601226568222,0.6577680706977844,0.24591213464736938
part,0.218691885471344,0.2827394902706146,0.16228631138801575,0.26684749126434326,0.527681291103363,0.23187589645385742,0.27486899495124817,0.13075539469718933,0.24465312063694,0.25547030568122864,0.08557961881160736
of,0.2480744868516922,0.37253960967063904,0.22482673823833466,0.3119818866252899,0.733189046382904,0.27742114663124084,0.42558613419532776,0.2368510216474533,0.24561640620231628,0.3802283704280853,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.25880131125450134,0.35928019881248474,1.0,0.30257710814476013,0.457212895154953,0.2085409164428711,0.24748283624649048,0.40389683842658997,0.22068053483963013
san,0.11613621562719345,0.20305834710597992,0.13242365419864655,0.11352116614580154,0.2858080565929413,0.2521871328353882,0.21309925615787506,0.0573120079934597,0.2602390944957733,0.1570361703634262,0.10952327400445938
joaquin,0.1215052455663681,0.16751384735107422,0.14409427344799042,0.18062591552734375,0.23419608175754547,0.25336840748786926,0.1674363911151886,0.148939311504364,0.20150180160999298,0.1370907723903656,0.10146427899599075
river,0.09142279624938965,0.12832623720169067,0.12148233503103256,0.14026834070682526,0.2894456386566162,0.23476749658584595,0.16691477596759796,0.05326860398054123,0.29018110036849976,0.11765187978744507,0.15390869975090027
parkway,0.08461277186870575,0.14975321292877197,0.22068263590335846,0.12660491466522217,0.21162426471710205,0.3772277534008026,0.24501289427280426,0.2225823849439621,0.5503975749015808,0.1605398803949356,0.09138009697198868
's,-0.026164190843701363,0.01698932610452175,0.06529513746500015,-0.02895052544772625,-0.01540423184633255,0.08559458702802658,-0.08481216430664062,-0.07901153713464737,-0.027052083984017372,-0.02807004563510418,-0.023395681753754616
lewis,0.17135991156101227,0.1891668438911438,0.09565850347280502,0.1409626603126526,0.2039148360490799,0.13455815613269806,0.11406437307596207,0.36667880415916443,0.201128751039505,0.1644311100244522,0.153382807970047
s.,0.025706175714731216,-0.14284633100032806,-0.023411203175783157,0.03457626327872276,-0.04539619758725166,-0.14991754293441772,-0.06271013617515564,-0.12999381124973297,-0.0957651287317276,-0.0358240008354187,0.07581593841314316
eaton,0.17278343439102173,0.14466793835163116,0.16493141651153564,0.16697993874549866,0.239471435546875,0.24419859051704407,0.23401296138763428,0.3085199296474457,0.24716879427433014,0.16729187965393066,0.18085722625255585
trail,0.18135014176368713,0.15984612703323364,0.12925595045089722,0.08254565298557281,0.24638332426548004,0.17400887608528137,0.13354219496250153,0.08937352895736694,0.35094159841537476,0.18403853476047516,0.1399434357881546
.,0.3287222981452942,0.3974229395389557,0.2494688183069229,0.3022993505001068,0.5934505462646484,0.24872037768363953,0.4549728035926819,0.2645300328731537,0.22825266420841217,0.41614407300949097,0.4130953550338745
