,who,was,the,deputy,administrator,of,nasa,in,1960,?
conferences,0.15369366109371185,0.14676052331924438,0.2745058238506317,0.19846518337726593,0.1666574627161026,0.22132393717765808,0.11971443891525269,0.23602792620658875,-0.014713420532643795,0.14015959203243256
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.17529986798763275,0.279374897480011,0.5352458953857422,0.22033250331878662,0.5591574311256409,0.051420908421278,0.4130953550338745
,who,was,the,deputy,administrator,of,nasa,in,1960,?
meanwhile,0.3488052487373352,0.17749933898448944,0.2615615129470825,0.20367439091205597,0.17869223654270172,0.1686907261610031,0.1667049527168274,0.18316087126731873,-0.0588347502052784,0.16201108694076538
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.25563672184944153,0.30028748512268066,0.4946078956127167,0.18665438890457153,0.5201468467712402,0.07487643510103226,0.31091248989105225
nasa,0.1536933034658432,0.19417528808116913,0.19786997139453888,0.2624065577983856,0.2822103500366211,0.17935146391391754,1.0000001192092896,0.15705716609954834,0.04446675255894661,0.1809994876384735
performed,0.2702884376049042,0.30916687846183777,0.239950031042099,0.13426756858825684,0.14893950521945953,0.16441160440444946,0.15822690725326538,0.27994897961616516,0.04616761952638626,0.14428307116031647
its,0.1326070874929428,0.3518870174884796,0.559237003326416,0.15201717615127563,0.12618423998355865,0.48690423369407654,0.15373986959457397,0.3793783485889435,-0.002732651773840189,0.15103481709957123
own,0.31838667392730713,0.19632458686828613,0.334675133228302,0.14709413051605225,0.20048505067825317,0.3269667625427246,0.15616275370121002,0.31893372535705566,-0.0857229009270668,0.1937696635723114
in-house,0.26785269379615784,0.27276724576950073,0.28147611021995544,0.21896913647651672,0.21822282671928406,0.27870243787765503,0.24884751439094543,0.23458699882030487,0.10078781098127365,0.28404587507247925
spacecraft,0.17995841801166534,0.18611936271190643,0.21476294100284576,0.22631503641605377,0.20216034352779388,0.16566437482833862,0.6415037512779236,0.19417698681354523,0.03530962020158768,0.17708687484264374
design,0.12787467241287231,0.2780803442001343,0.27913451194763184,0.07534080743789673,0.1863369643688202,0.2522938847541809,0.19741693139076233,0.21856798231601715,0.0033609813544899225,0.16351860761642456
studies,0.13456499576568604,0.22014805674552917,0.22738903760910034,0.18694959580898285,0.1797412633895874,0.26975658535957336,0.29732659459114075,0.30442532896995544,0.017223628237843513,0.1388726830482483
led,0.2450801581144333,0.34443995356559753,0.3267505168914795,0.21115078032016754,0.1320294290781021,0.32918456196784973,0.1482798308134079,0.2990247309207916,-0.04301576688885689,0.09273858368396759
by,0.39727845788002014,0.4752357602119446,0.4408751428127289,0.1871693879365921,0.10100654512643814,0.3646814823150635,0.19248856604099274,0.370934396982193,-0.020685482770204544,0.17966607213020325
maxime,0.25884032249450684,0.2023783028125763,0.1615416258573532,0.2630629241466522,0.24683116376399994,0.20580916106700897,0.21942347288131714,0.17374540865421295,0.12234380096197128,0.1542433202266693
faget,0.3131161034107208,0.2862376570701599,0.2674218714237213,0.30941206216812134,0.2424105852842331,0.21141140162944794,0.20425301790237427,0.32613828778266907,0.19488783180713654,0.3170475661754608
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.25563672184944153,0.30028748512268066,0.4946078956127167,0.18665438890457153,0.5201468467712402,0.07487643510103226,0.31091248989105225
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.1834849715232849,0.291531503200531,0.41548454761505127,0.21193136274814606,0.45010748505592346,-0.07981643825769424,0.29463258385658264
serve,0.2677389681339264,0.21861431002616882,0.2749462425708771,0.2875024974346161,0.2269614040851593,0.2656401991844177,0.16985753178596497,0.20702329277992249,-0.052433934062719345,0.19925682246685028
as,0.3923053741455078,0.3677520453929901,0.48381632566452026,0.28702637553215027,0.24365711212158203,0.3886612355709076,0.1753126084804535,0.3887844979763031,-0.007755965925753117,0.27043893933296204
a,0.36608949303627014,0.4508470594882965,0.5829201340675354,0.09121283143758774,0.23652416467666626,0.5052502155303955,0.19403119385242462,0.539380669593811,0.06404880434274673,0.23916715383529663
gauge,0.17989392578601837,0.12075011432170868,0.20929455757141113,0.10890775173902512,0.13343605399131775,0.17487795650959015,0.11842277646064758,0.18491436541080475,-0.03466242551803589,0.2129381000995636
to,0.42656609416007996,0.3636345863342285,0.535392165184021,0.1834849715232849,0.291531503200531,0.41548454761505127,0.21193136274814606,0.45010748505592346,-0.07981643825769424,0.29463258385658264
judge,0.3118523359298706,0.25529512763023376,0.21985375881195068,0.35376596450805664,0.35871607065200806,0.18874549865722656,0.15049098432064056,0.2260766327381134,0.038536470383405685,0.1870231032371521
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.2353772670030594,0.24388648569583893,0.5116966962814331,0.12810774147510529,0.4954058527946472,-0.014429615810513496,0.20544172823429108
monitor,0.1760794073343277,0.15810337662696838,0.21356156468391418,0.11398555338382721,0.28301262855529785,0.15312890708446503,0.2043866366147995,0.10966344177722931,-0.0429401732981205,0.167510524392128
the,0.3733934462070465,0.48711544275283813,1.0,0.2075105756521225,0.23136885464191437,0.733189046382904,0.19786997139453888,0.6662389636039734,0.038049813359975815,0.22068053483963013
three,0.2491552233695984,0.2748996615409851,0.43452659249305725,0.07330234348773956,0.06632089614868164,0.3844621181488037,0.08892105519771576,0.34828072786331177,0.08731070160865784,0.20928427577018738
industry,0.1234421357512474,0.28708288073539734,0.26942890882492065,0.1950058490037918,0.1744665801525116,0.27385562658309937,0.16028086841106415,0.2675124704837799,-0.02345964126288891,0.11813290417194366
designs,0.1905442327260971,0.22685040533542633,0.2415979504585266,0.12839080393314362,0.15311236679553986,0.2253444343805313,0.19806988537311554,0.18954916298389435,0.019975239410996437,0.12927207350730896
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.17529986798763275,0.279374897480011,0.5352458953857422,0.22033250331878662,0.5591574311256409,0.051420908421278,0.4130953550338745
