,what,types,of,organizations,are,on,a,decline,in,the,us,which,adversely,effects,economic,mobility,?
substantial,0.33448854088783264,0.20439404249191284,0.30609557032585144,0.20788508653640747,0.23822839558124542,0.2887311577796936,0.28158384561538696,0.3862522542476654,0.248609721660614,0.32639044523239136,0.21545358002185822,0.3597632348537445,0.45614445209503174,0.28792011737823486,0.3064884543418884,0.28705400228500366,0.25194647908210754
levels,0.21641245484352112,0.3460383713245392,0.23668165504932404,0.2255253940820694,0.3186073899269104,0.1644611656665802,0.21465790271759033,0.1886443793773651,0.2418597936630249,0.286034494638443,0.08281585574150085,0.3389960825443268,0.2955642640590668,0.3222961127758026,0.20601317286491394,0.30865079164505005,0.1541307419538498
of,0.33290785551071167,0.2447618544101715,1.0,0.24586479365825653,0.39081433415412903,0.3966929316520691,0.5052502155303955,0.20493058860301971,0.5696388483047485,0.733189046382904,0.23568789660930634,0.5011631846427917,0.2703673541545868,0.21244898438453674,0.3030148148536682,0.21091228723526,0.1826142966747284
social,0.22217629849910736,0.1469333916902542,0.2605111300945282,0.3161231577396393,0.21125389635562897,0.24255602061748505,0.2286769598722458,0.2200387567281723,0.23382627964019775,0.21797899901866913,0.12494571506977081,0.22390618920326233,0.3677002787590027,0.257942795753479,0.4703100919723511,0.30563145875930786,0.1615191102027893
exclusion,0.29697898030281067,0.21998907625675201,0.25522494316101074,0.31910449266433716,0.2575787901878357,0.23371773958206177,0.2458931803703308,0.18917568027973175,0.2202470302581787,0.3077615201473236,0.19126702845096588,0.343197226524353,0.3776857852935791,0.18087992072105408,0.22085118293762207,0.2705097198486328,0.1725074052810669
",",0.3087472915649414,0.24108222126960754,0.4946078956127167,0.21690145134925842,0.4062570035457611,0.49057599902153015,0.427140474319458,0.26546189188957214,0.5201468467712402,0.4933079481124878,0.3120202422142029,0.3658004403114319,0.2512568235397339,0.23115523159503937,0.2340485155582428,0.16655971109867096,0.31091248989105225
including,0.18328791856765747,0.3582170307636261,0.44195112586021423,0.33562740683555603,0.45025435090065,0.324923574924469,0.21045410633087158,0.202573761343956,0.35857823491096497,0.3738902807235718,0.16519466042518616,0.41826364398002625,0.24994120001792908,0.26565349102020264,0.20619335770606995,0.16922469437122345,0.1633303165435791
high,0.20466077327728271,0.20271024107933044,0.2803038954734802,0.15024808049201965,0.21708175539970398,0.20843200385570526,0.22865821421146393,0.18723942339420319,0.2652597725391388,0.28034812211990356,0.1800197809934616,0.25426656007766724,0.28163036704063416,0.2161855548620224,0.11984767764806747,0.22144490480422974,0.11137914657592773
levels,0.21641245484352112,0.3460383713245392,0.23668165504932404,0.2255253940820694,0.3186073899269104,0.1644611656665802,0.21465790271759033,0.1886443793773651,0.2418597936630249,0.286034494638443,0.08281585574150085,0.3389960825443268,0.2955642640590668,0.3222961127758026,0.20601317286491394,0.30865079164505005,0.1541307419538498
of,0.33290785551071167,0.2447618544101715,1.0,0.24586479365825653,0.39081433415412903,0.3966929316520691,0.5052502155303955,0.20493058860301971,0.5696388483047485,0.733189046382904,0.23568789660930634,0.5011631846427917,0.2703673541545868,0.21244898438453674,0.3030148148536682,0.21091228723526,0.1826142966747284
income,0.21837803721427917,0.17871972918510437,0.2581324577331543,0.2654624283313751,0.20486517250537872,0.12938405573368073,0.2084353119134903,0.3436183035373688,0.1795814335346222,0.23699946701526642,0.208731010556221,0.2455010861158371,0.31356510519981384,0.20223058760166168,0.408316433429718,0.29345259070396423,0.14935168623924255
inequality,0.30072227120399475,0.22945965826511383,0.27910974621772766,0.3583064675331116,0.24070033431053162,0.16136983036994934,0.1783585250377655,0.2658378779888153,0.19402410089969635,0.23508106172084808,0.2170293778181076,0.25761353969573975,0.4040938913822174,0.29619550704956055,0.4401332437992096,0.3863872289657593,0.23619021475315094
",",0.3087472915649414,0.24108222126960754,0.4946078956127167,0.21690145134925842,0.4062570035457611,0.49057599902153015,0.427140474319458,0.26546189188957214,0.5201468467712402,0.4933079481124878,0.3120202422142029,0.3658004403114319,0.2512568235397339,0.23115523159503937,0.2340485155582428,0.16655971109867096,0.31091248989105225
high,0.20466077327728271,0.20271024107933044,0.2803038954734802,0.15024808049201965,0.21708175539970398,0.20843200385570526,0.22865821421146393,0.18723942339420319,0.2652597725391388,0.28034812211990356,0.1800197809934616,0.25426656007766724,0.28163036704063416,0.2161855548620224,0.11984767764806747,0.22144490480422974,0.11137914657592773
relative,0.24426062405109406,0.13590197265148163,0.32158899307250977,0.07157798856496811,0.18377552926540375,0.1463312804698944,0.3016895651817322,0.2352539747953415,0.19146351516246796,0.24540278315544128,0.09708762168884277,0.2950720489025116,0.2652965784072876,0.23573553562164307,0.21895597875118256,0.22486171126365662,0.1457768678665161
and,0.31309178471565247,0.3014242649078369,0.5116966962814331,0.2811741828918457,0.48576638102531433,0.4077630043029785,0.3739250600337982,0.2899770438671112,0.4954058527946472,0.5171257257461548,0.25715014338493347,0.506277859210968,0.29595980048179626,0.26666516065597534,0.2707010805606842,0.19876082241535187,0.20544172823429108
absolute,0.3186502158641815,0.1577969491481781,0.2950317859649658,0.16441935300827026,0.18117347359657288,0.15630216896533966,0.23519659042358398,0.14258676767349243,0.2138172686100006,0.26488861441612244,0.1761864572763443,0.2838975787162781,0.2372385561466217,0.19993343949317932,0.211308553814888,0.24215403199195862,0.22724391520023346
poverty,0.20925714075565338,0.12420203536748886,0.2334604412317276,0.2572498619556427,0.14178235828876495,0.1518607884645462,0.19118662178516388,0.3489008843898773,0.26252827048301697,0.20494918525218964,0.10214840620756149,0.16014906764030457,0.32628095149993896,0.2727995812892914,0.4142974317073822,0.29108962416648865,0.16537553071975708
rates,0.2148645967245102,0.3569616377353668,0.2585311233997345,0.2960217595100403,0.2806459367275238,0.2461378127336502,0.24341748654842377,0.3638307750225067,0.26258307695388794,0.25867342948913574,0.2030612826347351,0.2883399426937103,0.3793141543865204,0.37442609667778015,0.26850640773773193,0.38549870252609253,0.13808594644069672
",",0.3087472915649414,0.24108222126960754,0.4946078956127167,0.21690145134925842,0.4062570035457611,0.49057599902153015,0.427140474319458,0.26546189188957214,0.5201468467712402,0.4933079481124878,0.3120202422142029,0.3658004403114319,0.2512568235397339,0.23115523159503937,0.2340485155582428,0.16655971109867096,0.31091248989105225
poor,0.2570318877696991,0.13454991579055786,0.23458099365234375,0.19894711673259735,0.1839064210653305,0.20774881541728973,0.24187558889389038,0.26910001039505005,0.23408232629299164,0.21093174815177917,0.1910034716129303,0.2719274163246155,0.3625360429286957,0.17997731268405914,0.30020031332969666,0.2663309872150421,0.12937016785144806
and,0.31309178471565247,0.3014242649078369,0.5116966962814331,0.2811741828918457,0.48576638102531433,0.4077630043029785,0.3739250600337982,0.2899770438671112,0.4954058527946472,0.5171257257461548,0.25715014338493347,0.506277859210968,0.29595980048179626,0.26666516065597534,0.2707010805606842,0.19876082241535187,0.20544172823429108
unequal,0.269809365272522,0.28539490699768066,0.3257612884044647,0.2928101122379303,0.29341426491737366,0.20138321816921234,0.23583580553531647,0.33085957169532776,0.20445258915424347,0.2615147829055786,0.14111991226673126,0.38356825709342957,0.3915208876132965,0.29960715770721436,0.3865724503993988,0.35561099648475647,0.13482573628425598
educational,0.2158561795949936,0.1616007387638092,0.3187834620475769,0.4578177034854889,0.23404355347156525,0.23610062897205353,0.25668084621429443,0.19759762287139893,0.29241177439689636,0.22737358510494232,0.15945331752300262,0.22792337834835052,0.323799192905426,0.17875222861766815,0.3435510993003845,0.3038930594921112,0.20904642343521118
outcomes,0.3678261935710907,0.28502157330513,0.2874711751937866,0.2786654829978943,0.35184332728385925,0.20286819338798523,0.2611212134361267,0.301412433385849,0.20903979241847992,0.2693452537059784,0.1832759827375412,0.3382164537906647,0.5060315728187561,0.4066225588321686,0.3476407527923584,0.3614833950996399,0.26170971989631653
",",0.3087472915649414,0.24108222126960754,0.4946078956127167,0.21690145134925842,0.4062570035457611,0.49057599902153015,0.427140474319458,0.26546189188957214,0.5201468467712402,0.4933079481124878,0.3120202422142029,0.3658004403114319,0.2512568235397339,0.23115523159503937,0.2340485155582428,0.16655971109867096,0.31091248989105225
poor,0.2570318877696991,0.13454991579055786,0.23458099365234375,0.19894711673259735,0.1839064210653305,0.20774881541728973,0.24187558889389038,0.26910001039505005,0.23408232629299164,0.21093174815177917,0.1910034716129303,0.2719274163246155,0.3625360429286957,0.17997731268405914,0.30020031332969666,0.2663309872150421,0.12937016785144806
health,0.21460163593292236,0.10536545515060425,0.28076469898223877,0.40480443835258484,0.19031372666358948,0.1687779426574707,0.21166443824768066,0.238463893532753,0.2500189542770386,0.2340974360704422,0.17097721993923187,0.23529647290706635,0.4305144250392914,0.3714279234409332,0.40872663259506226,0.31256812810897827,0.16094304621219635
outcomes,0.3678261935710907,0.28502157330513,0.2874711751937866,0.2786654829978943,0.35184332728385925,0.20286819338798523,0.2611212134361267,0.301412433385849,0.20903979241847992,0.2693452537059784,0.1832759827375412,0.3382164537906647,0.5060315728187561,0.4066225588321686,0.3476407527923584,0.3614833950996399,0.26170971989631653
",",0.3087472915649414,0.24108222126960754,0.4946078956127167,0.21690145134925842,0.4062570035457611,0.49057599902153015,0.427140474319458,0.26546189188957214,0.5201468467712402,0.4933079481124878,0.3120202422142029,0.3658004403114319,0.2512568235397339,0.23115523159503937,0.2340485155582428,0.16655971109867096,0.31091248989105225
and,0.31309178471565247,0.3014242649078369,0.5116966962814331,0.2811741828918457,0.48576638102531433,0.4077630043029785,0.3739250600337982,0.2899770438671112,0.4954058527946472,0.5171257257461548,0.25715014338493347,0.506277859210968,0.29595980048179626,0.26666516065597534,0.2707010805606842,0.19876082241535187,0.20544172823429108
high,0.20466077327728271,0.20271024107933044,0.2803038954734802,0.15024808049201965,0.21708175539970398,0.20843200385570526,0.22865821421146393,0.18723942339420319,0.2652597725391388,0.28034812211990356,0.1800197809934616,0.25426656007766724,0.28163036704063416,0.2161855548620224,0.11984767764806747,0.22144490480422974,0.11137914657592773
rates,0.2148645967245102,0.3569616377353668,0.2585311233997345,0.2960217595100403,0.2806459367275238,0.2461378127336502,0.24341748654842377,0.3638307750225067,0.26258307695388794,0.25867342948913574,0.2030612826347351,0.2883399426937103,0.3793141543865204,0.37442609667778015,0.26850640773773193,0.38549870252609253,0.13808594644069672
of,0.33290785551071167,0.2447618544101715,1.0,0.24586479365825653,0.39081433415412903,0.3966929316520691,0.5052502155303955,0.20493058860301971,0.5696388483047485,0.733189046382904,0.23568789660930634,0.5011631846427917,0.2703673541545868,0.21244898438453674,0.3030148148536682,0.21091228723526,0.1826142966747284
crime,0.24425745010375977,0.1425555944442749,0.21116793155670166,0.24284857511520386,0.1521315723657608,0.19021403789520264,0.22928372025489807,0.17551296949386597,0.22510747611522675,0.2052120864391327,0.10543753206729889,0.18157020211219788,0.26242882013320923,0.14128953218460083,0.18079154193401337,0.15927399694919586,0.2067868858575821
and,0.31309178471565247,0.3014242649078369,0.5116966962814331,0.2811741828918457,0.48576638102531433,0.4077630043029785,0.3739250600337982,0.2899770438671112,0.4954058527946472,0.5171257257461548,0.25715014338493347,0.506277859210968,0.29595980048179626,0.26666516065597534,0.2707010805606842,0.19876082241535187,0.20544172823429108
incarceration,0.28610938787460327,0.12069471180438995,0.3818185329437256,0.2910045087337494,0.16633780300617218,0.23434105515480042,0.24371972680091858,0.1715918630361557,0.27853265404701233,0.3678555488586426,0.13130681216716766,0.28193143010139465,0.2551562190055847,0.15752314031124115,0.19615128636360168,0.25609269738197327,0.2129083275794983
.,0.3567904531955719,0.2097296416759491,0.5352458953857422,0.2218165397644043,0.3452940285205841,0.49257001280784607,0.50484299659729,0.2693142294883728,0.5591574311256409,0.5934505462646484,0.3162994682788849,0.45942068099975586,0.24726629257202148,0.21454407274723053,0.22435031831264496,0.21459199488162994,0.4130953550338745
,what,types,of,organizations,are,on,a,decline,in,the,us,which,adversely,effects,economic,mobility,?
john,0.18237407505512238,0.0992359146475792,0.2407056987285614,0.15032577514648438,0.12806348502635956,0.194100484251976,0.20638683438301086,0.11615646630525589,0.22177861630916595,0.2230520099401474,0.2134704887866974,0.20415355265140533,0.09900376945734024,0.1545896828174591,0.12788501381874084,0.048555780202150345,0.13162356615066528
schmitt,0.11011455953121185,0.17423471808433533,0.1329336315393448,0.17971405386924744,0.10976603627204895,0.21882721781730652,0.23152050375938416,0.09323986619710922,0.20672541856765747,0.21766848862171173,0.1967441439628601,0.16781960427761078,0.11521941423416138,0.1855267584323883,0.14521147310733795,0.07257857173681259,0.14845654368400574
and,0.31309178471565247,0.3014242649078369,0.5116966962814331,0.2811741828918457,0.48576638102531433,0.4077630043029785,0.3739250600337982,0.2899770438671112,0.4954058527946472,0.5171257257461548,0.25715014338493347,0.506277859210968,0.29595980048179626,0.26666516065597534,0.2707010805606842,0.19876082241535187,0.20544172823429108
ben,0.16106489300727844,-0.012301268056035042,0.14767752587795258,0.11884437501430511,0.14662659168243408,0.17752686142921448,0.1450209766626358,0.06839298456907272,0.14148545265197754,0.17335548996925354,0.16553570330142975,0.13530977070331573,0.05505809187889099,0.1756046712398529,0.1253630816936493,0.0110141197219491,0.22201596200466156
zipperer,0.18937762081623077,0.1989392638206482,0.2268097996711731,0.15322977304458618,0.18412187695503235,0.18720197677612305,0.32053595781326294,0.14204277098178864,0.23756136000156403,0.2675034701824188,0.13138318061828613,0.2369891256093979,0.1594778299331665,0.17453591525554657,0.17029812932014465,0.24894699454307556,0.1936381757259369
(,0.2411840260028839,0.12465982884168625,0.35032153129577637,0.16571606695652008,0.23263892531394958,0.28656116127967834,0.3206180930137634,0.15904130041599274,0.3087427020072937,0.33289089798927307,0.23830419778823853,0.2589828372001648,0.12194210290908813,0.1430213302373886,0.12015148252248764,0.11581491678953171,0.40561532974243164
2006,-0.0008085015579126775,0.15285378694534302,0.10009169578552246,0.04268936812877655,0.1587405800819397,-0.04389945790171623,0.09566660970449448,0.00241581117734313,-0.04600946605205536,0.11294147372245789,-0.09757417440414429,0.19065003097057343,0.15187571942806244,0.10349738597869873,-0.021656349301338196,0.15540629625320435,-0.1194092258810997
),0.26259949803352356,0.11417452245950699,0.3680361211299896,0.17612864077091217,0.2373749315738678,0.29937487840652466,0.3640355169773102,0.17547012865543365,0.3326910734176636,0.3456730246543884,0.23142409324645996,0.2758678197860718,0.09512042254209518,0.12052874267101288,0.14061136543750763,0.13170519471168518,0.42300865054130554
of,0.33290785551071167,0.2447618544101715,1.0,0.24586479365825653,0.39081433415412903,0.3966929316520691,0.5052502155303955,0.20493058860301971,0.5696388483047485,0.733189046382904,0.23568789660930634,0.5011631846427917,0.2703673541545868,0.21244898438453674,0.3030148148536682,0.21091228723526,0.1826142966747284
the,0.42745697498321533,0.23509301245212555,0.733189046382904,0.2850687503814697,0.40399202704429626,0.5107308030128479,0.5829201340675354,0.2774365544319153,0.6662389636039734,1.0,0.25727739930152893,0.6521818041801453,0.3143986165523529,0.25316479802131653,0.282455176115036,0.2575506269931793,0.22068053483963013
cepr,0.0985657274723053,0.09769219905138016,0.15543855726718903,0.15807725489139557,0.10727009177207947,0.13210691511631012,0.14029783010482788,0.07813658565282822,0.11281838268041611,0.07972634583711624,0.1691872626543045,0.06616329401731491,0.09717996418476105,0.14978960156440735,0.12197934836149216,0.12969140708446503,0.308832585811615
point,0.3286605179309845,0.13645339012145996,0.269877165555954,0.1038309708237648,0.2547467350959778,0.24115808308124542,0.2913021743297577,0.13037054240703583,0.24451331794261932,0.3084787130355835,0.22754666209220886,0.28051429986953735,0.2249569594860077,0.14619092643260956,0.16000759601593018,0.13472703099250793,0.19189560413360596
to,0.455847829580307,0.20054484903812408,0.41548454761505127,0.27815815806388855,0.3504326641559601,0.41031414270401,0.45503583550453186,0.2630763649940491,0.45010748505592346,0.535392165184021,0.2928973436355591,0.5345056653022766,0.3794064521789551,0.2419324368238449,0.26856908202171326,0.24136675894260406,0.29463258385658264
economic,0.18082544207572937,0.12397056818008423,0.3030148148536682,0.31018510460853577,0.17979218065738678,0.20757777988910675,0.2234611213207245,0.388024240732193,0.22027181088924408,0.282455176115036,0.1569339632987976,0.2570582926273346,0.3729144334793091,0.25325119495391846,0.9999999403953552,0.2547113299369812,0.1206481084227562
liberalism,0.274588406085968,0.18278422951698303,0.24032530188560486,0.3204447031021118,0.16458752751350403,0.1267668455839157,0.2011425793170929,0.25513020157814026,0.15368260443210602,0.20402196049690247,0.19455015659332275,0.21492116153240204,0.29645225405693054,0.21666529774665833,0.42595309019088745,0.18838265538215637,0.17654304206371307
